human_gene,CD4_T,CD8_T,other_T,B,NK,CD14_Mono,CD16_Mono,DC,other,skin_de
NCKAP1L,0.351895692,0.269710669,0.223626178,0.262116191,0.304599103,0.322662466,0.243717269,0.267921527,0.188195882,0
ROCK2,0.180465245,0.186758459,0.294977265,0.316597461,0.027409111,0.323482055,0.381864422,0.131429009,0.512996183,0
DENND5A,0.492744585,0.03596146,0.296667553,0.26591849,0.307703982,0.389152504,0.44771745,0.58328541,0.202333793,0
MDFIC,0.238718189,0.192004102,0.198204289,0.284346875,0.356246561,0.304465414,0.313000595,0.238093706,0.234013231,0
TRAPPC8,0.199247332,0.21473494,0.3169395,0.226849839,0.351285088,0.286459394,0.359726801,0.322380032,0.193329056,0
UBE2W,0.201128738,0.138189693,0.299982822,0.301587544,0.320311815,0.308797571,0.445605355,0.28097012,0.18058778,0
HIPK3,0.188526405,0.202094749,0.132585004,0.199230079,0.370327169,0.341031276,0.189926858,0.362819918,0.235689809,0
IFNAR2,0.150428935,0.358536665,0.21412193,0.193219566,0.259836835,0.320873303,0.357847366,0.282259551,0.217111829,0
ACAP2,0.2464317,0.285152698,0.431886441,0.260847685,0.018174098,0.383656682,0.34632172,0.399283365,0.514432819,0
CARD8,0.315723876,0.212714656,0.381124468,0.260040215,0.250089589,0.324329443,0.200672751,0.270281283,0.309326619,0
CD58,0.268036093,0.231060339,0.394083025,0.265001882,0.31515491,0.29310547,0.323572336,0.788412819,0.176527736,0
AGFG1,0.292186535,0.202221999,0.289376773,0.360283456,0.239970851,0.262159388,0.309907972,0.33292453,0.137370265,0
TAOK1,0.243474961,0.290417992,0.199419648,0.226056366,0.264652906,0.310379009,0.446764743,0.289620068,0.168881429,0
APLP2,0.271900436,0.295020762,0.256761668,0.300301577,0.321613084,0.24846151,0.466933773,0.346763437,0.139438418,0
TMEM154,0.230522344,0.138286163,0.081541533,0.378880066,0.128080063,0.272353126,0.334516462,0.504620033,0.295446327,0
GNAQ,0.225414253,0.250942526,0.514291428,0.228054849,0.280770027,0.311163631,0.383890754,0.234712269,0.358303799,0
TET2,0.268374832,0.044858163,0.313239137,0.180519842,0.172542281,0.298527763,0.346700004,0.189920396,0.065370143,0
ZNF638,0.045023748,0.251123686,0.131294297,0.213899297,0.264576932,0.294177475,0.255111195,0.239054498,0.213053612,0
NCOA2,0.198083701,0.578555078,0.037932827,0.260997142,0.387763565,0.429419667,0.333423734,0.428073879,0.348573853,0
PARP14,0.295279937,0.30357777,0.268895286,0.288736848,0.158730965,0.304841077,0.34262132,0.284647525,0.476088018,0
SMG7,0.207728644,0.286401865,0.19348218,0.060189696,0.272411347,0.404794397,0.756812691,0.333307157,0.191732608,0
TUT7,0.180479383,0.033093568,0.235815199,0.475806538,0.265692889,0.347029325,0.343146286,0.389429097,0.214521597,0
USP25,0.17558816,0.240647624,0.256436604,0.603861914,0.402170745,0.330613938,0.219393149,0.351996602,0.276523526,0
UVRAG,0.181840096,0.021894897,0.314034711,0.167576365,0.327732591,0.295761912,0.382889689,0.359128432,-0.838121445,0
LRRFIP1,0.307683536,0.317235469,0.252056184,0.249735348,0.231377191,0.363707416,0.341717274,0.297708544,-0.408280358,0
CBL,0.174041162,0.263831217,0.179145242,0.25200255,0.21296068,0.29331624,0.433733593,0.370729425,0.321981731,0
ZEB2,0.187719543,0.416181879,0.259602707,0.310503523,0.023468518,0.375667401,0.440633506,0.177274187,0.124720629,0
SPG11,0.165148706,0.230482207,0.324126047,0.204863715,0.343826821,0.297950859,0.283996427,0.237000053,0.245533348,0
ANKS1A,0.38100719,0.240339771,0.227868189,0.228384571,0.269984498,0.397774559,0.240836602,0.086080718,-0.570987777,0
SLCO3A1,0.243381179,0.296613242,0.436449966,0.26836793,0.20242953,0.249825505,0.289562966,0.242495972,0.683582103,0
IQGAP1,0.22490053,0.277098585,0.372610222,0.268556547,0.287322639,0.264602234,0.34318775,0.24911203,0.374515439,0
KLF7,0.176213866,0.184199926,0.203110821,0.349542743,0.218004843,0.304183052,0.357504249,0.252901583,0.37521495,0
INPP4A,0.274874545,0.267419004,0.121050123,0.331705738,0.323241956,0.370777111,0.336687787,0.36029324,0.367163489,0
AFF1,0.223384854,0.182434886,0.357845864,0.21053726,0.263657282,0.348430188,0.309356288,0.190349203,0.136578,0
VCL,0.212695562,0.316707784,0.182105259,0.212324027,0.327181211,0.312437989,0.345795911,0.207198388,0.254324085,0
SLC49A4,0.270117103,0.181539293,0.043121247,0.300432291,0.189016565,0.29178069,0.278088972,0.156002625,0.130147801,0
ERBIN,0.289773475,0.190443571,0.179266803,0.338746098,0.310743979,0.268402971,0.434571341,0.264062371,0.408789629,0
MTSS1,0.273172979,0.289435741,0.130064697,0.21644674,0.208680113,0.279766327,0.30008125,0.257102956,0.237874578,0
MICU1,0.306398279,0.050082439,0.289039849,0.265335059,0.246841136,0.325675071,0.377922187,0.300175604,0.187330117,0
LCORL,0.245730881,0.173932742,0.347819087,0.290757399,0.237705359,0.291316169,0.310423284,0.472834737,0.323051289,0
CFLAR,0.231361716,0.256531894,0.245954661,0.249487444,0.250885501,0.29496702,0.270515618,0.477445071,0.16252504,0
MFSD4B,0.162781678,0.177341692,0.35103432,0.088454777,0.102399049,0.315984638,0.358373329,0.343391376,0.315857654,0
MFSD4B,0.162781678,0.177341692,0.35103432,0.088454777,0.102399049,0.315984638,0.358373329,0.343391376,0.315857654,0
MFSD4B,0.162781678,0.177341692,0.35103432,0.088454777,0.102399049,0.315984638,0.358373329,0.343391376,0.315857654,0
SMG1,0.217153622,0.225435486,0.274498243,0.464524248,0.262705979,0.334532717,0.348504982,0.1393782,0.386210745,0
SNX29,0.183155001,0.192573597,0.217345539,0.246410521,0.200737493,0.322988654,0.251700178,0.227172844,0.103545273,0
UTRN,0.202527177,0.172747241,0.287226017,0.209824363,0.316417975,0.300635189,0.307250852,0.232349408,0.268667044,0
CCNY,0.182818081,0.252140571,0.227242979,0.135018103,0.156519887,0.343155504,0.320045396,0.324431546,0.208630055,0
PSTPIP2,0.259757211,0.242747579,0.343771249,0.255323558,0.157018849,0.263691977,0.327500616,0.192702729,0.238859669,0
SMAD2,0.202495127,0.265226535,0.353666083,0.201919496,0.034777365,0.273059104,0.337866158,0.169748374,0.143104735,0
CELF2,0.207974466,0.215422701,0.370716612,0.326367139,0.257973438,0.264129457,0.336773517,0.453429077,0.22511752,0
TBC1D5,0.330936462,0.22782482,0.232869116,0.191292716,0.078205946,0.249621555,0.317072784,0.194269201,0.196263954,0
FBXL5,0.318706957,0.324019322,0.341065419,0.235409623,0.210582871,0.275265073,0.325963203,0.338468862,0.177529956,0
JARID2,0.147924849,0.399536667,0.250168102,0.211819431,0.348649484,0.244256353,0.301059394,0.211932018,0.336151325,0
RBPJ,0.164186351,0.064261319,0.178889935,0.321071511,0.274060485,0.286951059,0.375426863,0.273595978,0.274906578,0
SLA,0.209392199,0.248412195,0.209239178,0.039065771,0.243069486,0.383645547,0.070234685,0.19063219,0.210467364,0
DMXL1,0.169358268,0.169903754,0.156814332,0.462679083,0.262215332,0.366964661,0.36421324,0.253436776,0.125247231,0
COP1,0.289754242,0.177952453,0.275144456,0.236260398,0.173062885,0.285624093,0.332496232,0.278859373,0.160515418,0
GAB2,0.117017514,0.207491364,0.235383653,0.140192222,0.215234762,0.275036591,0.338018439,0.229451753,0.332963076,0
XRCC4,0.279395666,0.247242911,0.394763653,0.148814581,0.314155993,0.286262096,0.110460061,0.284933887,0.092691712,0
TRIM38,0.362488894,0.240784707,0.283447413,0.289692831,0.209332521,0.252374626,0.313488805,0.289294826,0.172979271,0
DDX17,0.212449893,0.321594521,0.123946351,0.209945441,0.279178867,0.288885988,0.307997685,0.299665835,-0.425219349,0
SDCCAG8,0.22494648,0.266428306,0.125469984,0.186396079,0.256863711,0.297299949,0.374406933,0.24407612,0.197827138,0
TMEM131L,0.232010617,0.207087557,0.058331466,0.237533397,0.282117039,0.323828611,0.285163405,0.083278461,0.150737864,0
EXT1,0.162649389,0.348020716,0.160234536,0.313625913,0.250605382,0.320983464,0.272710368,0.228786163,0.243999788,0
PIKFYVE,0.159440926,0.163698887,0.273096394,0.122169178,0.211708414,0.277278224,0.339461832,0.234601453,0.407979171,0
FNDC3B,0.353162371,0.320416733,0.173302455,0.243988772,0.264928098,0.25413274,0.341277295,0.950072115,0.637912279,0
IGF2R,0.465611746,0.220503126,0.034479627,0.223805732,0.238919854,0.296870923,0.376778166,0.29589257,0.313882513,1
ALPK1,0.182978622,0.512429853,0.035477497,0.209874376,0.048102159,0.341349932,0.38884761,0.189733483,0.746321189,0
ARHGEF3,0.131379373,0.222369527,0.298132009,0.236988956,0.209343667,0.287736604,0.358689801,0.316755981,0.281421347,0
RAB27A,0.091815602,0.345945304,0.20081134,0.234809759,0.216632917,0.235618966,0.305175886,0.282090494,0.331654793,0
MTFR1,0.29882151,0.234684312,0.212060753,0.168350466,0.09550058,0.28608748,0.11853947,0.139795335,0.206026904,0
TTC17,0.158468202,0.204538951,0.218885391,0.158074384,0.217520431,0.27735857,0.306384286,0.261071967,0.144106259,0
AKAP13,0.106482249,0.185782871,0.181007051,0.232971333,0.029082343,0.304170212,0.313222138,0.224636493,0.093846433,0
CYB5R4,0.195991185,0.121170906,0.227466442,0.137238053,0.193934317,0.246301553,0.292568983,0.329508531,0.128989348,0
CREB1,0.110110092,0.220808676,0.334068455,0.475090944,0.299678692,0.261121676,0.235259462,0.197486077,0.147481581,0
SNTB1,0.130165823,0.034928358,0.217512994,0.131723625,0.270158641,0.266492962,0.346684983,0.516471182,0.31508929,0
LARP4B,0.245568266,0.123930877,0.219197811,0.253882212,0.25949385,0.280199384,0.319981576,0.185458191,0.169531626,0
RIC1,0.201861539,0.138965087,0.171654703,0.255508752,0.187499635,0.207035207,0.434517824,0.240489645,0.145987921,0
WDFY4,0.222860187,0.197618319,0.124803221,0.176465295,0.256242213,0.248125087,0.364297764,0.320527092,0.107749458,0
IL10RA,0.37001052,0.092319002,0.330724904,0.131879262,0.162520831,0.274485752,0.301327753,0.225165693,0.101971646,0
ANO6,0.248657507,0.110415401,0.331972439,0.395179566,0.175846264,0.245656128,0.319704033,0.393074942,0.217780711,0
RAB10,0.201074062,0.228627194,0.307457026,0.249910584,0.111933952,0.117748252,0.221090462,0.200202429,0.133428482,0
VPS8,0.186218476,0.136538714,0.254477114,0.044198486,0.042895241,0.254744562,0.311547147,0.337843938,0.054971696,0
LYN,0.122787444,0.183296642,0.210654449,0.226694744,0.035963402,0.315044263,0.398619369,0.163382156,0.110438546,0
ATXN7L1,0.080726763,0.249365029,0.154234261,0.266153264,0.284009892,0.287772437,0.443842285,0.320679549,0.599042117,0
LDLRAD4,0.286867419,0.081971573,0.473165756,0.143446253,0.219545765,0.354998544,0.279833251,0.322418841,0.124409013,0
PREX1,0.210457157,0.228032147,0.238309936,0.241344826,0.075108437,0.195657007,0.227359459,-0.153012565,0.063792565,0
AP3B1,0.174109439,0.185218717,0.17558405,0.227340303,0.025033326,0.225181532,0.209029003,0.181393564,0.188012609,1
PLCL2,0.019778236,0.032580276,0.347962521,0.274089872,1.912223207,0.320283166,0.112641838,0.168348408,0.289752502,0
CUX1,0.213948839,0.018112103,0.231749529,0.183004744,0.308014821,0.25607158,0.240475075,0.215255135,0.340313887,0
RASGEF1B,0.232806102,0.177350004,0.167033805,0.1694959,0.17407218,0.263991972,0.265627117,0.143668004,0.417299028,0
CEP350,0.184892434,0.147973085,0.021560504,0.253473242,0.293360503,0.280981583,0.213976407,0.290053959,0.303899965,0
ZBTB20,0.181540783,0.17768962,0.067736858,0.259193687,0.20121682,0.250101675,0.32050412,0.378395047,0.370641886,0
NIN,0.094477359,0.211035713,0.146209806,0.096890016,0.201171769,0.280281905,0.291184311,0.227443863,0.12093541,0
HEATR5B,0.129021741,0.159325038,0.112477997,0.182059837,0.149668632,0.217082601,0.203780068,0.232638297,0.182771459,0
SRBD1,0.138964648,0.201317671,0.059368776,0.107225064,0.217819854,0.296296335,0.248008675,0.235562539,0.212743655,0
SGK3,0.149015566,0.25028617,0.376523731,0.219604191,0.220359317,0.263708404,0.291889269,0.154750286,0.156452873,0
ETS1,0.172457635,0.118472691,0.243566094,0.208779611,0.222219253,0.2986053,0.314609345,0.275187457,0.256139895,0
PSEN1,0.188975943,0.151952436,0.249593791,0.205733312,0.133199899,0.26091596,0.188699554,0.202788611,0.08971286,0
MRTFA,0.134230626,0.123036086,0.260494707,0.200906303,0.178423937,0.253121576,0.272415779,0.30276256,0.219680349,0
RB1,0.15241,0.076869053,0.292192129,0.137611804,0.279441218,0.257240991,0.295903926,0.282094842,0.087550254,0
TMEM131,0.035688774,0.267822742,0.21135528,0.213969639,0.096438493,0.274938027,0.260832687,0.259141138,0.340300607,0
FCHSD2,0.175009134,0.008646655,0.19828116,0.308092866,0.146433697,0.289786485,0.295329719,0.151624185,0.106235263,0
TIAM1,0.094435442,0.014604075,0.325976884,0.275653292,0.300388048,0.247623546,0.39127742,0.37259754,0.100197977,0
TBCK,0.153981176,0.103807156,0.223903763,0.108439529,0.194282401,0.253176819,0.09751951,0.232782922,0.111988498,0
UBR2,0.153598617,0.136346137,0.197011886,0.332168702,0.220037434,0.279499603,0.343514957,0.349711177,0.125436574,0
VTI1A,0.230253176,0.018943827,0.188052335,0.245405494,0.26196772,0.218523163,0.269315577,0.264656278,0.167733767,0
ST6GAL1,0.026904273,0.284702748,0.143172197,0.241206489,0.186563124,0.211015953,0.249364652,0.148947868,0.202264111,0
SLFN5,0.156396485,0.135529419,0.255118027,0.032749281,0.199204997,0.287978059,0.320312076,0.206835263,0.088147733,0
SETD5,0.152296138,0.14336459,0.289314703,0.197120608,0.313763263,0.260746358,0.216765814,0.146053546,0.23687823,0
TMEM165,0.033717193,0.1939668,0.157672824,0.156265668,0.181836846,0.280193645,0.285179047,0.128478197,0.081899314,0
NCOA3,0.193425713,0.224251476,0.12769297,0.216075325,0.158264478,0.263671716,0.291056784,0.300760288,0.11888203,0
FOXO3,0.012492676,0.23454132,0.019855974,0.175603107,0.232118659,0.257893599,0.250297205,0.217586056,0.141703768,0
SVIL,0.158684468,0.249277792,0.447260398,0.222120361,0.090573973,0.28130593,0.221284597,0.201957735,0.323247609,1
ATF6,0.20399793,0.154700214,0.294014673,0.240099651,0.125354952,0.274288747,0.251023899,0.64381868,0.242383261,0
TRIP12,0.068763489,0.141321939,0.146513758,0.118879984,0.109146781,-0.391041813,0.312035842,0.163382156,0.108933544,0
CTBP2,0.135070434,0.16839475,0.306704726,0.123706958,0.159728691,0.255123814,0.287039869,0.156913513,0.093048409,0
MAP3K5,0.09991534,0.153709091,0.228318354,0.180715137,0.118134008,0.316444862,0.260995261,0.34801858,0.140170936,0
PHIP,0.022986822,0.013014096,0.17693489,0.281493517,0.010816398,0.265074514,-0.310540003,0.157591099,0.252410727,0
ITPR2,0.131346677,0.11369704,0.175735441,0.120848049,0.19971111,0.28945108,0.058767162,0.119326975,0.217733384,0
RNF149,0.07719989,0.172554459,0.211342991,0.214659454,0.163363971,0.259056701,0.204182818,0.179436195,0.144654916,0
SENP7,0.071695764,0.202675564,0.159244436,0.186346069,0.307047641,0.259063899,0.274659425,0.172216813,0.153301796,0
ZNF207,0.051162508,0.351065386,0.079491536,0.232563977,0.21518529,0.279060942,0.228012904,0.170499191,0.140165343,0
PRKCB,0.011916735,0.060382824,0.214150863,0.185664751,0.135929691,0.262590996,0.214711213,0.196412567,0.106719632,0
POU2F2,0.10927185,0.168460007,0.172074557,0.033786924,0.14726151,0.250160949,0.235014747,0.137399774,0.089064895,0
ARHGAP15,0.131267351,0.030899152,0.16594044,0.107898516,0.115311772,0.253411449,0.245259214,0.277730945,0.157837211,0
CERS6,0.149438061,0.159255167,0.198191571,0.140739988,0.024321353,0.186560315,0.22152954,0.17708792,0.105930662,0
FRYL,0.063103341,0.193186873,0.235203102,0.109356079,0.244386222,0.339456909,0.291079902,0.239544094,0.214506071,0
PTPRJ,0.129763102,0.176225125,0.169616098,0.135767634,0.150438658,0.373047247,0.183749989,-0.125720854,0.275608439,0
COMMD10,0.012383838,0.155314087,0.145605001,0.18908579,0.254621765,0.224628962,0.38373055,0.29804907,0.2636384,0
SLC16A7,0.028510725,0.224812628,0.179131891,0.171951572,0.152267326,0.267289234,0.227626324,0.137313552,0.004534025,0
XYLT1,0.149676489,0.110151923,0.113510906,0.327949111,0.030274632,0.227170161,0.257219726,0.192961495,0.258917979,0
TAOK3,0.06905049,0.147615112,0.071081253,0.141147377,0.182315683,0.224503781,0.25374863,0.203620645,0.105643062,0
VRK2,0.371444183,0.153816157,0.080571166,0.175814659,0.274602452,0.293826297,0.383251011,0.64523548,0.079262989,0
AOAH,0.207074433,0.220877358,0.161999062,0.114073221,0.148531384,0.259421826,0.274996927,0.22794742,0.184061409,0
HDAC8,0.253230076,0.169029348,0.132962161,0.282325397,0.145281989,0.24111292,0.235047425,0.303030745,0.098082896,0
TBC1D1,0.014352224,0.141223231,0.487118288,0.231089838,0.142003569,0.23669904,0.260849021,0.161436511,0.244419992,0
FAM13A,0.150155264,0.145465033,0.16902642,0.120845021,0.024795963,0.246079237,0.262665491,0.155333627,0.054248107,0
APBB1IP,0.332402145,0.299641123,0.198832321,0.216919106,0.040273682,0.230713592,0.19900315,0.181581532,0.438402025,0
BOD1L1,0.112513135,0.288460567,0.027983167,0.175209148,0.421739424,0.449278425,0.301710239,0.130960678,0.065482029,0
PELI2,0.143928927,0.104813542,0.19080829,0.267812444,0.180764085,0.210384871,0.221184058,0.334628912,0.834555042,0
CCNH,0.167929177,0.185603271,0.147494772,0.18067829,0.22022975,0.200779361,0.217567965,0.11806664,0.321211673,0
ZNF609,0.155520634,0.178358718,0.140634514,0.163463345,0.152989483,0.23673182,0.294212449,0.139296537,0.337323948,0
APC,0.213400042,0.136173177,0.034776464,0.19892219,0.199429611,0.25928767,0.242715351,0.129497773,0.057410757,0
FAM120B,0.102116211,0.203481997,0.074132128,0.156567524,0.145772859,0.455773845,0.104993623,0.388529127,0.32865252,0
VPS13B,0.11720548,0.120140611,0.147276595,0.151023569,0.084354457,0.330890299,0.218987001,0.197559271,0.088054958,0
TPK1,0.079050752,0.110400753,0.040648932,0.146754081,0.013250508,0.236497403,0.271434837,0.328361334,0.249954775,0
RIN3,0.149577846,0.254415981,0.127578967,0.17062102,0.207823433,0.302539159,0.233550741,0.103009538,0.010278393,0
ARL15,0.141996601,0.22773117,0.164543156,0.12928379,0.130134725,0.287518286,0.184301866,0.116338408,0.120773755,0
ADD3,0.088259655,0.090076504,0.194903485,0.137861545,0.22337559,0.193734895,0.234600221,0.180627536,0.118980473,0
DOP1A,0.106781052,0.156589601,0.123948525,0.205280671,0.148172558,0.234031853,0.228105524,0.183772319,0.119274406,0
RPS6KC1,0.054997794,0.081081787,0.216021059,0.192935448,0.040934203,0.227886969,0.195058699,0.668850379,0.594173616,0
TNFAIP8,0.016545016,0.178125214,0.232839965,0.107327989,0.016983853,0.227467534,0.177854025,0.253886845,0.15060085,0
KDM7A,0.028966275,0.225971265,0.168049009,0.072587764,0.093820156,0.144416747,0.18923175,0.319501357,0.038538024,0
SUMF1,0.013422354,0.10126549,0.256904242,0.120901417,0.117036208,0.293276249,0.26296671,0.154163626,0.034093352,0
PIBF1,0.171639843,0.044094746,0.221628276,0.145411276,0.204954318,0.175865426,0.204665054,0.129865029,0.064921694,0
SAMHD1,0.144043421,0.163696288,0.066069774,0.157061371,0.30220931,0.323933848,0.228374022,0.582308047,0.03011268,0
ANKRD17,0.07635019,0.02494227,0.108053633,0.172050455,0.043105689,0.223242773,0.203546467,0.091666851,0.041368153,0
CHCHD3,0.21106714,0.013494256,0.252537829,0.089096413,0.066412807,0.376029692,0.227487416,0.205406928,0.055512335,0
ANKRD36,0.025315304,0.110859696,0.179416672,0.093049889,0.034279828,0.165687135,0.190746471,0.03628907,0.162961607,0
LRRFIP2,0.096409052,0.018112103,0.081145511,0.20399368,0.145444669,0.190838142,0.100884549,0.096972,0.305894982,0
SENP6,0.21169216,0.022552807,0.133309435,0.214296956,0.064930121,0.24989994,0.178806221,0.018870165,0.061334811,0
MAP2K5,0.049723877,0.127652981,0.14643462,0.159012266,0.110766063,0.200785866,0.14821104,0.191737393,0.111116902,0
INTS6,0.023277434,0.102792043,0.172166578,0.087657111,0.135044811,0.192242614,0.202948154,0.280050207,0.144084866,0
MIS18BP1,0.119373074,0.069123733,0.135688452,0.12086948,0.165336782,0.250588191,0.28481722,0.172112561,0.270141668,0
RAPGEF2,0.019912981,0.127396767,0.017586396,0.091560055,0.128066716,0.312326124,0.166358386,0.036603132,0.076048748,0
RBMS1,0.11634315,0.157627926,0.044269375,0.207747481,0.202460441,0.184495058,0.178208104,0.142975945,0.134714797,0
CAST,0.119713115,0.131385281,0.122074118,0.082844415,0.079656067,0.216451239,0.167537541,0.099911131,1.070982801,0
RALGAPA2,0.09214532,0.032627678,0.078745334,0.136958765,0.130182669,0.227569254,0.173532419,0.238879438,0.350137579,0
RFX3,0.11616871,0.156424014,0.173117705,0.059386646,0.199963547,0.19414669,0.207448482,0.086728167,0.055607278,0
STAT1,0.095453448,0.142771106,0.095694692,0.080642305,0.098295163,0.222109629,0.12961784,-0.127439789,0.48452538,0
SNX2,0.12529681,0.12038242,0.296966844,0.145626447,0.074223947,0.184196362,0.183888311,0.044029848,0.043550236,0
C2CD5,0.210577324,0.097269064,0.152936591,0.053810251,0.078629038,0.271081413,0.221220321,0.206917199,0.073284014,0
PLCB1,0.312608721,0.141719669,0.167900623,0.187329219,0.026236088,0.187029645,0.167591986,0.28958578,0.027918966,0
LCP1,0.134551673,0.106072482,0.100180534,0.122348179,0.058309411,0.186904387,0.2265833,0.09211233,0.058001887,0
NAMPT,0.431312167,0.199841493,0.116642526,0.09832375,0.114802068,0.198361102,-0.147360895,0.214882784,0.078784192,0
SH3BGRL,0.059919835,0.130511427,0.073558383,0.162723376,0.154652656,0.200456066,0.30519193,-0.035710981,0.079281735,0
WDR70,0.012166513,0.024647053,0.036563957,0.078840287,0.111230381,0.195347726,-0.02571841,0.136802129,0.018498593,0
MTAP,0.437006479,0.12498729,0.022699946,0.03487373,0.091096488,0.248095224,0.11324705,0.148263315,0.155286212,0
ASCC3,0.059963407,0.213516183,0.246090864,0.154962052,0.090391957,0.166120417,0.135097638,0.180795087,0.009855713,0
HERC4,0.069322088,0.078885429,0.014252655,0.149837509,0.205794567,0.159261909,0.240978587,-0.163614384,0.044431201,0
MYO5A,0.106489697,0.01273175,0.101631407,0.149314043,0.128890476,0.209085947,0.118934558,0.145152105,0.179168861,0
DIP2B,0.044341402,0.251539732,0.142787531,0.125558474,0.09279423,0.231754688,0.145166505,0.073275239,0.201318568,0
MCL1,0.037117311,0.122857846,0.102199943,0.033594569,0.137815238,0.148837674,0.152825231,0.078198334,0.021976077,0
PPP3CA,0.12750394,0.053565737,0.164797107,0.145395609,0.103194102,0.221000442,0.109975917,0.150885517,0.049984576,0
R3HDM1,0.070599587,0.149631352,0.015577705,0.109058053,0.152151146,0.195712664,0.155599984,0.224951419,0.476673906,0
SAT1,0.054206631,0.147336821,0.164492677,0.106427497,0.140446917,0.211035612,0.12046362,0.17838658,0.198319736,0
ITPR1,0.07667284,0.145444609,0.238616252,0.06128854,0.14557404,0.177865105,0.11768454,0.172216813,0.361405127,0
FBXW7,0.111449941,0.071286572,0.098019367,0.181425279,0.083107235,0.224992223,0.069785127,-0.088822317,0.156647942,0
TTN,0.174369337,0.131944023,0.125410065,0.111528151,0.110379362,0.235188371,0.436132938,0.123208503,0.069003241,0
CAB39,0.111149674,0.066866389,0.149320818,0.094930896,0.046325065,0.185675276,0.148073033,0.234141453,0.05369343,0
DIAPH1,0.16032345,0.055661087,0.177542293,0.137608303,0.185094234,0.188476276,0.22341813,0.040978444,0.058624947,0
CDK14,0.081375904,0.114191253,0.095930718,0.097677097,0.086000627,0.245107744,0.146589715,-0.430873582,0.203102514,0
FNDC3A,0.264248944,0.140698082,0.034695906,0.029165803,0.012180039,0.179530637,0.251405691,0.243235463,0.097774935,0
MYO1F,0.200243737,0.085282867,0.139633306,0.051177191,0.063865276,0.226119057,0.091036439,0.172890757,0.083242232,0
RERE,0.024401194,0.235892205,0.139895968,0.172118701,0.121977821,0.19695681,0.070201391,0.156809502,0.183466293,0
ROCK1,0.045245332,0.086520067,0.295533347,0.12850634,0.093089081,0.203092194,0.104988574,0.067826814,0.02951855,0
STXBP5,0.174749958,0.007743907,0.142093698,0.179117792,0.030293147,0.221671086,0.178135554,0.103239175,0.029586053,0
BCL11A,0.164338137,0.119705509,0.09117567,1.173365428,0.11497176,0.173555804,0.178502957,0.165648763,0.011885403,0
CHD9,0.12371232,0.048837785,0.122377127,0.124578037,0.119467084,0.142204016,-0.108714352,-0.06246844,0.16484716,0
FARS2,0.108751149,0.106767373,0.148846526,-0.075966889,0.136349654,0.184932041,0.132913403,0.166124923,0.026928943,0
ZCCHC7,0.146400888,0.134604887,0.172102857,0.090262303,0.07954403,0.164174844,-0.068493252,0.116209035,0.262023957,0
TCF7L2,0.015593655,0.11811233,0.052049473,0.05518848,0.187704046,0.166406021,-0.130533158,0.110437291,-0.430802577,0
SSH2,0.206426263,0.011138722,0.206436262,0.095860421,0.150832481,0.151529631,-0.115373275,0.097763368,-0.140035414,0
SP100,0.019004942,0.193665251,0.195744256,0.073154266,0.121153066,0.194533612,0.239003688,0.08985312,-0.335556776,0
JMJD1C,0.126051983,0.44834156,0.129756892,0.092899231,0.068235824,0.198913128,0.103805355,0.185443306,0.05901195,0
AGTPBP1,0.080143642,0.107844734,0.012361836,0.067674805,0.013131528,0.114785609,0.160153237,0.079550565,-0.053808782,0
ITGA4,0.232277361,0.119536816,0.031227003,0.231214127,0.025896909,0.160679726,0.144286541,0.107692275,0.069451526,0
MAML2,0.011158002,0.101209991,0.070578584,0.140726128,0.030666635,0.211274702,0.144603834,0.167013406,0.174674197,0
CAMK2D,0.110714596,0.064202695,0.094505302,0.121826554,0.191117646,-0.146349228,0.126635077,0.146561689,0.13540361,0
MBP,0.137218594,0.0475981,0.006590214,0.041600675,0.124330095,0.138047855,0.301529766,0.203620645,0.153067645,0
CEP85L,0.284694235,0.153043519,0.061004149,0.135934953,0.098137058,0.146574981,0.12983251,0.213808824,0.104960217,0
WWP1,0.102287217,0.005936042,0.097126675,0.0958823,0.067520359,0.18239209,0.19952525,0.125495888,-0.020916125,0
EXOC4,0.093362163,0.142777358,0.025948325,0.137132442,0.010872766,-0.014029279,0.27563236,0.147907981,0.245382685,0
SIPA1L1,0.013202098,0.089180791,0.009767157,0.084137312,0.234447228,0.14559266,0.141236923,0.113650741,0.040622844,0
WDR7,0.069827676,0.009270085,0.344367414,0.098821189,0.070826119,0.160702746,0.112768729,0.080147336,0.142066152,0
FAR1,0.011051211,0.00704987,0.085709168,0.105706693,0.019465584,0.112465436,-0.139336682,0.160862164,0.022089334,0
SMARCA2,0.074889933,0.030971216,0.125039779,-0.02039002,0.089589011,0.180679716,0.343236149,0.237224884,0.016125509,0
OXR1,0.069242077,0.090030885,0.102909047,0.103966972,0.096204639,0.148746887,0.175019246,0.364883117,0.145985992,0
RBM26,-0.100951008,0.058475693,0.096675633,0.065341042,0.102446994,0.183819834,0.129081302,0.131673296,-0.016780193,0
TCF12,0.018788532,0.043473529,0.060512295,0.080297864,0.019713836,0.226830833,-0.113352173,-0.048454874,0.142496413,0
ZFAND3,0.073842484,0.059696033,0.016005188,-0.069076448,0.080865831,0.114087698,0.057982225,-0.081645754,0.086746248,0
SHOC2,0.050617424,0.147998518,0.107348917,0.094644596,0.092132652,0.177373509,0.183232205,0.138198966,0.187003464,0
