pathway,mean_NES,std_NES,mean_ES,mean_padj,min_padj,n_celltypes,mean_size,direction_consistency,label
GOCC_SYNAPTIC_MEMBRANE,1.4778423333333333,0.0729139263401262,0.6336559333333333,0.019943333333333334,0.00983,3,354.0,1.0,0
GOMF_ADENYL_NUCLEOTIDE_BINDING,1.348120875,0.04742753585188822,0.5881894125,0.002072625,0.000119,8,1484.0,1.0,0
GOMF_ANTIGEN_BINDING,-1.9507235,0.06290228934095592,-0.841274575,2.20247825e-05,1.13e-09,4,145.0,1.0,0
GOMF_CIS_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,1.3607037499999999,0.056072692649066426,0.5894616500000001,0.0177475,0.00177,4,1077.0,1.0,0
GOMF_CO_RECEPTOR_BINDING,1.435843,0.0,0.9679152,0.0492,0.0492,1,12.0,1.0,0
GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,1.3386021666666668,0.05552816147295598,0.5895471666666666,0.011148,0.000589,6,1266.0,1.0,0
GOMF_GTPASE_ACTIVATOR_ACTIVITY,1.5295518571428572,0.12406548772110713,0.7157793428571428,0.007736085714285715,7.16e-05,7,262.0,1.0,0
GOMF_IMMUNOGLOBULIN_RECEPTOR_BINDING,-1.7651645,0.08222543282342754,-0.8661161500000001,0.006115055499999999,2.22e-07,4,66.0,1.0,0
GOMF_KINASE_ACTIVITY,1.508258125,0.09925280081033698,0.6685473875,8.91375e-05,1.4e-06,8,707.0,1.0,0
GOMF_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,1.4632889999999998,0.09203136488719488,0.6104746666666666,0.029383333333333334,0.00285,3,409.0,1.0,0
GOMF_MRNA_5_UTR_BINDING,-1.6643713333333334,0.06147592192341108,-0.9329784333333334,0.0351,0.0203,3,25.0,1.0,0
GOMF_MRNA_BINDING,-1.652505375,0.0763848902073056,-0.6610372125,0.00197205,6.64e-05,8,279.0,1.0,0
GOMF_NUCLEOSIDE_TRIPHOSPHATASE_REGULATOR_ACTIVITY,1.48977275,0.10853562114002023,0.64418615,0.00948625,0.000315,4,494.0,1.0,0
GOMF_PROTEIN_KINASE_ACTIVITY,1.512007,0.1092588111386381,0.6770016625,0.0008850450000000001,1.76e-06,8,550.0,1.0,0
GOMF_PROTEIN_SERINE_KINASE_ACTIVITY,1.5231502857142856,0.07861481617505757,0.7187465,0.002753285714285714,0.00044,7,242.0,1.0,0
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,1.510848,0.09399743467320187,0.68732505,0.0015784125,5.53e-05,8,421.0,1.0,0
GOMF_RIBONUCLEOTIDE_BINDING,1.2929748571428572,0.0648591697023342,0.5832639285714285,0.007526000000000001,0.000258,7,1824.0,1.0,0
GOMF_RRNA_BINDING,-1.9172725555555554,0.06471365038404013,-0.9329679777777778,7.007333333333333e-06,2.32e-07,9,63.0,1.0,0
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,-2.2884262222222223,0.09039862377102,-0.9626947888888888,1.7000566292444443e-21,9.02e-29,9,158.0,1.0,0
GOMF_STRUCTURAL_MOLECULE_ACTIVITY,-2.287092857142857,0.06587819367951883,-0.8514803428571429,2.737739945142857e-31,1.96e-38,7,610.0,1.0,0
GOMF_TRANSCRIPTION_REGULATOR_ACTIVITY,1.2941684285714286,0.0631596843744941,0.5839156142857143,0.004852142857142856,0.000195,7,1727.0,1.0,0
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,1.474639125,0.07906722198671477,0.6510731125,0.00015090875,3.08e-06,8,848.0,1.0,0
GOMF_TRANSLATION_REGULATOR_ACTIVITY,-1.7163123333333334,0.054275666844974625,-0.75691775,0.009118833333333335,0.000353,6,131.0,1.0,0
GOMF_UBIQUITIN_LIGASE_INHIBITOR_ACTIVITY,-1.4962043333333332,0.0620417666280815,-0.9970799666666667,0.02306666666666667,0.0158,3,5.0,1.0,0
GOZGIT_ESR1_TARGETS_DN,1.3329068,0.07143305916170745,0.59006648,0.02597,0.00248,5,731.0,1.0,1
GRAESSMANN_APOPTOSIS_BY_DOXORUBICIN_DN,1.334197222222222,0.045785344980074624,0.5950179222222222,0.00037795557833333334,2.05e-10,9,1733.0,1.0,1
GRUETZMANN_PANCREATIC_CANCER_DN,-1.592466875,0.07402727180754302,-0.666151475,0.01492625,0.00108,8,189.0,1.0,1
GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS,1.2588107499999999,0.05037369232297743,0.5893435,0.034875,0.0253,4,990.0,1.0,1
HALLMARK_MITOTIC_SPINDLE,1.3933021666666665,0.04920296969255681,0.7157768333333333,0.012671666666666666,0.00152,6,199.0,1.0,1
HALLMARK_MYC_TARGETS_V1,-1.96446525,0.08028824576620344,-0.808718375,8.1308391125e-07,3.68e-12,8,196.0,1.0,1
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-1.6961099999999998,0.16033591340890116,-0.7001350571428571,0.006381763901428571,7.31e-09,7,200.0,1.0,1
HALLMARK_UV_RESPONSE_DN,1.4654482857142859,0.10952452043220622,0.7345012428571429,0.012897714285714287,0.000333,7,140.0,1.0,1
HAMAI_APOPTOSIS_VIA_TRAIL_UP,1.5416006666666666,0.09634341449211771,0.7018248777777778,1.6496214555572e-05,1.48e-16,9,647.0,1.0,1
HILLION_HMGA1B_TARGETS,-1.877549,0.07451875536735703,-0.8656628555555556,0.0026064134444444445,2.91e-07,9,83.0,1.0,1
HILLION_HMGA1_TARGETS,-1.9031822222222223,0.04270466767455807,-0.8823442222222222,0.001181885888888889,2.28e-07,9,81.0,1.0,1
HOELZEL_NF1_TARGETS_DN,1.52604075,0.09986102469390484,0.756667325,0.014294999999999999,0.00516,4,109.0,1.0,0
HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_UP,-1.7092301111111112,0.05338587403387824,-0.9493147777777777,0.0056689999999999996,0.000272,9,27.0,1.0,1
HORIUCHI_WTAP_TARGETS_UP,1.444097,0.0,0.5707837,0.0385,0.0385,1,291.0,1.0,1
HP_ABNORMALITY_OF_FLUID_REGULATION,-1.4755798,0.0795185371545529,-0.55882556,0.0110954,0.000867,5,542.0,1.0,0
HP_ABNORMALITY_OF_NEUTROPHILS,-1.6227297142857142,0.0672939004707813,-0.6604032999999999,0.007838714285714286,0.000391,7,248.0,1.0,0
HP_ABNORMALITY_OF_THE_CEREBRAL_VENTRICLES,1.34335725,0.08168761451356418,0.646679375,0.017705,0.00702,4,763.0,1.0,0
HP_ABNORMALITY_OF_THE_CERVICAL_SPINE,-1.48156875,0.05010751389013429,-0.576266625,0.0302575,0.00873,4,356.0,1.0,0
HP_ABNORMALITY_OF_THE_FRONTAL_HAIRLINE,-1.621248,0.06832014144696523,-0.6874086285714286,0.02536,0.00212,7,147.0,1.0,0
HP_ABNORMALITY_OF_THE_HAIRLINE,-1.575504142857143,0.08046416570422008,-0.6421126714285714,0.018874285714285715,0.00262,7,212.0,1.0,0
HP_ABNORMALITY_OF_THE_METACARPAL_BONES,1.481984142857143,0.09539077447955605,0.7398707571428572,0.010728857142857142,0.000812,7,183.0,1.0,0
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_HAND,-1.8753108888888887,0.056389561971708135,-0.8612944555555555,0.0007160143333333333,2.29e-07,9,86.0,1.0,0
HP_ABNORMALITY_OF_THE_MUSCULATURE_OF_THE_UPPER_LIMBS,-1.7147471111111112,0.1127410132343643,-0.7086983777777778,0.004434155555555555,1.4e-06,9,195.0,1.0,0
HP_ABNORMALITY_OF_THE_NASAL_ALAE,1.4174541428571428,0.07392894921348148,0.6380708714285713,0.005064285714285715,0.00101,7,594.0,1.0,0
HP_ABNORMALITY_OF_THE_THENAR_EMINENCE,-1.7765646666666666,0.06436482966069282,-0.9816427888888888,3.4817555555555554e-05,1.18e-07,9,28.0,1.0,0
HP_ABNORMALITY_OF_THE_URETHRA,-1.5367554285714284,0.06750398801764017,-0.597621,0.014405714285714286,0.0028,7,353.0,1.0,0
HP_ABNORMAL_AORTIC_MORPHOLOGY,-1.5560612857142857,0.08271003477755745,-0.6166711285714286,0.015151,0.000757,7,305.0,1.0,0
HP_ABNORMAL_CARDIAC_ATRIUM_MORPHOLOGY,-1.5045746666666666,0.030501937009530012,-0.5775792000000001,0.01763333333333333,0.0124,3,410.0,1.0,0
HP_ABNORMAL_CARDIAC_VENTRICLE_MORPHOLOGY,-1.462897,0.0638493193980954,-0.5516331,0.017063333333333333,0.00177,6,528.0,1.0,0
HP_ABNORMAL_ENZYME_COENZYME_ACTIVITY,-1.552865,0.08580132933036146,-0.5922152625,0.0044215,0.000341,8,439.0,1.0,0
HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL,-1.780761111111111,0.06244772262549776,-0.9768964333333332,0.000118579,4.71e-07,9,29.0,1.0,0
HP_ABNORMAL_ERYTHROCYTE_MORPHOLOGY,-1.4709426666666667,0.08635059972383897,-0.5545246166666666,0.009000333333333334,0.000332,6,558.0,1.0,0
HP_ABNORMAL_HAIR_PATTERN,-1.55389125,0.0622594531691105,-0.621254175,0.0178625,0.00423,4,281.0,1.0,0
HP_ABNORMAL_HAND_MORPHOLOGY,-1.5442978333333333,0.05215865886855857,-0.6028240166666666,0.01398,0.00211,6,358.0,1.0,0
HP_ABNORMAL_HEMOGLOBIN,-1.8357335555555556,0.061266819762231736,-0.9231102333333333,0.0006130411111111111,4.27e-06,9,52.0,1.0,0
HP_ABNORMAL_LARGE_INTESTINE_MORPHOLOGY,-1.5824734285714286,0.08524494299342557,-0.6430156285714286,0.016185714285714286,0.00193,7,232.0,1.0,0
HP_ABNORMAL_LOCALIZATION_OF_KIDNEY,-1.7491973333333333,0.05398798915962704,-0.7361421444444445,0.0034073333333333334,0.000186,9,160.0,1.0,0
HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME,-1.8018447777777777,0.08116961916840836,-0.9111265666666666,0.0029773666666666667,5.53e-05,9,49.0,1.0,0
HP_ABNORMAL_METACARPAL_MORPHOLOGY,1.4831823333333334,0.06163695750332477,0.7464667333333334,0.012418333333333335,0.00134,6,147.0,1.0,0
HP_ABNORMAL_MORPHOLOGY_OF_THE_GREAT_VESSELS,-1.4341945,0.0719486478191217,-0.5345697,0.02023,0.00562,4,553.0,1.0,0
HP_ABNORMAL_MYELOID_LEUKOCYTE_MORPHOLOGY,-1.5642435714285714,0.07356268624299768,-0.6197234571428571,0.011561142857142857,0.000598,7,311.0,1.0,0
HP_ABNORMAL_NEUTROPHIL_COUNT,-1.6333478,0.10401810595612672,-0.68465286,0.010838,0.00317,5,174.0,1.0,0
HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS,-1.809651111111111,0.08366643121713212,-0.9575058777777777,0.0004501952222222222,5.87e-07,9,37.0,1.0,0
HP_ABNORMAL_RETICULOCYTE_MORPHOLOGY,-1.8954155555555556,0.04422334752455744,-0.8992974777777777,9.454346666666666e-05,4.12e-08,9,72.0,1.0,0
HP_ABNORMAL_SCAPULA_MORPHOLOGY,-1.7938467777777778,0.07290884003462436,-0.7664662666666666,0.0032079166666666666,4.65e-06,9,141.0,1.0,0
HP_ABNORMAL_SOFT_PALATE_MORPHOLOGY,-1.751662111111111,0.062395641633539695,-0.7201158777777779,0.0005515777777777777,5.43e-05,9,202.0,1.0,0
HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY,-1.5348845714285715,0.06432254306450977,-0.5885176142857143,0.008497142857142858,0.00223,7,417.0,1.0,0
HP_ABNORMAL_THUMB_MORPHOLOGY,-1.5505228,0.047287885966704066,-0.6135311999999999,0.014444000000000002,0.00391,5,332.0,1.0,0
HP_ABNORMAL_VENTRICULAR_SEPTUM_MORPHOLOGY,-1.49999525,0.0571998959869392,-0.587388,0.021705000000000002,0.00482,4,383.0,1.0,0
HP_ABSENT_THUMB,-1.8359655555555559,0.09263769650108851,-0.9489578999999999,0.00017240333333333333,1.46e-06,9,44.0,1.0,0
HP_ACUTE_LEUKEMIA,-1.7540545,0.05456936816043018,-0.7814205125,0.00813125,0.00135,8,103.0,1.0,0
HP_ACUTE_MYELOID_LEUKEMIA,-1.762336142857143,0.04805237982808821,-0.8469169714285715,0.005512857142857143,0.00151,7,67.0,1.0,0
HP_ADENOCARCINOMA_OF_THE_INTESTINES,-1.795312,0.07536894401044768,-0.9549692888888889,0.0005170888888888889,1.45e-05,9,35.0,1.0,0
HP_ADENOCARCINOMA_OF_THE_LARGE_INTESTINE,-1.7897933333333331,0.06800046899102975,-0.9792076,4.716277777777777e-05,1.98e-07,9,30.0,1.0,0
HP_ANEMIA_OF_INADEQUATE_PRODUCTION,-1.824000888888889,0.068839942842881,-0.7677574888888888,0.0007380888888888888,1.05e-05,9,160.0,1.0,0
HP_ANGIOEDEMA,1.4129128,0.009259831488747502,0.99338944,0.0146638,0.000779,5,7.0,1.0,0
HP_ANONYCHIA,1.623142,0.0,0.802631,0.0463,0.0463,1,59.0,1.0,0
HP_APLASIA_HYPOPLASIA_OF_FINGERS,-1.5578705714285714,0.06429358433482343,-0.6162427571428571,0.01338957142857143,0.000697,7,313.0,1.0,0
HP_APLASIA_HYPOPLASIA_OF_THE_EAR,-1.7853338888888888,0.044881251660477454,-0.7627136777777778,0.0021734,2.26e-05,9,139.0,1.0,0
HP_APLASIA_HYPOPLASIA_OF_THE_THUMB,-1.7973306666666664,0.06048662527575826,-0.7811990555555556,0.0026391444444444443,7.53e-05,9,123.0,1.0,0
HP_APLASIA_OF_THE_FINGERS,-1.8753795555555557,0.069485789166043,-0.9094789444444444,0.00019793666666666668,6.57e-06,9,64.0,1.0,0
HP_CEREBELLAR_MALFORMATION,1.4237182000000002,0.02278633852114012,0.6627036399999999,0.02732,0.0142,5,333.0,1.0,0
HP_CLEFT_LIP,-1.799824111111111,0.04649300574399457,-0.7455100444444445,0.00034157444444444444,5.67e-06,9,190.0,1.0,0
HP_CLEFT_SOFT_PALATE,-1.7969813333333333,0.05097820884456418,-0.7573774111111111,0.0008906777777777779,4.31e-05,9,157.0,1.0,0
HP_COARCTATION_OF_AORTA,-1.799451,0.07071619983931746,-0.7984933875,0.0022872500000000002,0.00011,8,107.0,1.0,0
HP_DELAYED_SPEECH_AND_LANGUAGE_DEVELOPMENT,1.3523634285714283,0.04918837481172808,0.602931157142857,0.019124285714285715,0.00343,7,763.0,1.0,0
HP_DEVELOPMENTAL_CATARACT,-1.924765888888889,0.05542582148115728,-0.8420243222222221,3.688444444444444e-05,2.35e-06,9,116.0,1.0,0
HP_DEVELOPMENTAL_GLAUCOMA,-1.8360996666666667,0.07412148296883975,-0.9016549555555555,0.0007451000000000001,2.98e-05,9,60.0,1.0,0
HP_DISPLACEMENT_OF_THE_URETHRAL_MEATUS,-1.5839607142857144,0.07367421763347588,-0.6284905571428572,0.013772000000000001,0.000631,7,302.0,1.0,0
HP_DUPLICATION_OF_HAND_BONES,-1.6684371111111111,0.08215443492204859,-0.6861981777777778,0.006729000000000001,0.000144,9,200.0,1.0,0
HP_DUPLICATION_OF_THUMB_PHALANX,-1.919055888888889,0.08977910760506086,-0.963925688888889,2.445577777777778e-07,2.4e-09,9,52.0,1.0,0
HP_ELEVATED_RED_CELL_ADENOSINE_DEAMINASE_LEVEL,-1.7532495555555556,0.04716516462154852,-0.9907956555555556,2.1256444444444444e-05,5.98e-07,9,22.0,1.0,0
HP_ERYTHROID_HYPOPLASIA,-1.759453777777778,0.0649275927240833,-0.9799259,0.002395647777777778,1.7e-06,9,25.0,1.0,0
HP_FEEDING_DIFFICULTIES_IN_INFANCY,1.4258232,0.06245952957075498,0.6919608,0.0019694,0.000121,5,494.0,1.0,0
HP_GASTROINTESTINAL_CARCINOMA,-1.8162062222222224,0.06565046622031287,-0.8781222888888889,0.006120811111111112,2.98e-05,9,65.0,1.0,0
HP_HORSESHOE_KIDNEY,-1.9079392222222222,0.052324698366970505,-0.8873537555555555,6.578211111111112e-05,4.05e-07,9,81.0,1.0,0
HP_HYDROPS_FETALIS,-1.845764,0.034334776794090235,-0.8394132777777777,0.0010799222222222223,1.92e-05,9,92.0,1.0,0
HP_HYPERACTIVITY,1.4677406666666666,0.07000880029729593,0.6508456166666666,0.010475,0.00213,6,421.0,1.0,0
HP_INCREASED_BODY_WEIGHT,1.45514525,0.07620371704797982,0.67133,0.00788766625,4.33e-06,8,415.0,1.0,0
HP_INCREASED_HEAD_CIRCUMFERENCE,1.4282324285714285,0.08951235108977446,0.6527717857142857,0.016418571428571428,0.00445,7,407.0,1.0,0
HP_INCREASED_MEAN_CORPUSCULAR_VOLUME,-1.7922923333333334,0.0840718777386351,-0.9414897,0.0005860666666666666,7.06e-05,9,39.0,1.0,0
HP_INTELLECTUAL_DISABILITY_MODERATE,1.454817875,0.06506566167986987,0.70474095,0.016065,0.00234,8,217.0,1.0,0
HP_LETHARGY,-1.8705277777777778,0.062283814500192936,-0.7722989888888888,4.707933333333334e-05,2.74e-07,9,185.0,1.0,0
HP_LEUKEMIA,-1.659561,0.0499323845495087,-0.7088147,0.011533333333333333,0.0028,6,143.0,1.0,0
HP_LEUKOPENIA,-1.5882657999999998,0.05388712605715762,-0.65288436,0.023034,0.00476,5,217.0,1.0,0
HP_LOW_ANTERIOR_HAIRLINE,-1.7251027142857143,0.05091730421875018,-0.7630311285714286,0.012285714285714287,0.00206,7,104.0,1.0,0
HP_MACROCYTIC_ANEMIA,-1.8473560000000002,0.06113444119929451,-0.9099104111111112,0.0002606055555555555,1.85e-06,9,59.0,1.0,0
HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR,-1.7707706666666665,0.05129751020761143,-0.9818039555555556,0.0001509765111111111,8.86e-08,9,26.0,1.0,0
HP_MYELODYSPLASIA,-1.856243,0.07721548667851545,-0.8262885777777778,0.0014264666666666667,5.41e-05,9,102.0,1.0,0
HP_NEOPLASM_BY_HISTOLOGY,-1.5329540000000001,0.05511456319794252,-0.60789076,0.013739999999999999,0.00421,5,309.0,1.0,0
HP_NEOPLASM_OF_THE_COLON,-1.847632,0.05359086248839446,-0.8623898444444444,0.0009396333333333334,2.2e-06,9,78.0,1.0,0
HP_NEOPLASM_OF_THE_GASTROINTESTINAL_TRACT,-1.6165947142857142,0.09440205171272197,-0.6552801428571428,0.013140142857142859,0.000397,7,255.0,1.0,0
HP_NEOPLASM_OF_THE_GENITOURINARY_TRACT,-1.6357012857142856,0.08454063512440683,-0.6711051857142857,0.008874285714285715,0.00127,7,208.0,1.0,0
HP_NEOPLASM_OF_THE_LARGE_INTESTINE,-1.820397625,0.07710200509517522,-0.8106884875,0.003910874999999999,0.000115,8,105.0,1.0,0
HP_NEOPLASM_OF_THE_SKELETAL_SYSTEM,-1.763144375,0.06975608187501342,-0.803968225,0.010352125,0.000227,8,92.0,1.0,0
HP_NONIMMUNE_HYDROPS_FETALIS,-1.8292849999999998,0.10076154411778349,-0.9557925666666667,9.15788888888889e-05,2.51e-06,9,40.0,1.0,0
HP_NORMOCHROMIC_ANEMIA,-1.7551776666666667,0.06244299683711529,-0.9604190666666668,0.0023674222222222225,2.18e-05,9,30.0,1.0,0
HP_OCULAR_ANTERIOR_SEGMENT_DYSGENESIS,-1.65690675,0.0723992156661343,-0.6657123125,0.003064125,0.000277,8,266.0,1.0,0
HP_ORAL_CLEFT,-1.4310052500000001,0.069369680338387,-0.534127275,0.0212175,0.00647,4,554.0,1.0,0
HP_OSTEOSARCOMA,-1.7640806666666666,0.0749215149856835,-0.9453406555555556,0.003632888888888889,0.000112,9,33.0,1.0,0
HP_PALLOR,-1.8611793333333333,0.07155590260418776,-0.7979762444444445,0.0006584988888888889,3.76e-06,9,137.0,1.0,0
HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND,-1.8573144444444445,0.09625792325584312,-0.9785812222222222,9.949988888888889e-07,2.09e-09,9,38.0,1.0,0
HP_PERSISTENCE_OF_HEMOGLOBIN_F,-1.7715081111111113,0.05520771999558683,-0.9694193222222223,0.00014097777777777779,1e-05,9,30.0,1.0,0
HP_POLYDACTYLY,1.4722203333333335,0.04303439969450788,0.7142618666666666,0.009433333333333334,0.00276,6,217.0,1.0,0
HP_POSITIONAL_FOOT_DEFORMITY,1.4171004285714286,0.06413806970345863,0.6736271,0.01787714285714286,0.00163,7,357.0,1.0,0
HP_PURE_RED_CELL_APLASIA,-1.7714167777777778,0.06092853549810996,-0.9865679777777778,2.9311444444444444e-05,2.31e-07,9,25.0,1.0,0
HP_REDUCED_CONSCIOUSNESS_CONFUSION,-1.8086134999999999,0.057744291886112575,-0.6996777625,1.78330625e-05,6.85e-08,8,354.0,1.0,0
HP_RENAL_AGENESIS,-1.8453707777777777,0.04109331993091387,-0.7714183555555556,0.00013887222222222224,6.15e-06,9,167.0,1.0,0
HP_RENAL_HYPOPLASIA_APLASIA,-1.60432075,0.07567972712452692,-0.6377587625,0.00817,0.00102,8,286.0,1.0,0
HP_RETICULOCYTOPENIA,-1.8270593333333334,0.08604822052779475,-0.9727122444444445,4.327408888888889e-05,9.08e-08,9,34.0,1.0,0
HP_SARCOMA,-1.7029718571428571,0.06788452281492088,-0.7155051857142858,0.004474,0.000455,7,161.0,1.0,0
HP_SHORT_THUMB,-1.8387200000000001,0.05492058028644634,-0.8307494333333333,0.0012699333333333332,2.14e-05,9,95.0,1.0,0
HP_SLEEP_DISTURBANCE,1.3737650000000001,0.05426368775402828,0.668018325,0.02228,0.00142,4,456.0,1.0,0
HP_SMALL_FOR_GESTATIONAL_AGE,-1.7225926666666667,0.08000157365171015,-0.7072918888888888,0.002219988888888889,7.09e-05,9,207.0,1.0,0
HP_SPRENGEL_ANOMALY,-1.8161335555555556,0.08667186937108128,-0.9184043333333334,0.0017686600000000002,4.36e-06,9,50.0,1.0,0
HP_THROMBOCYTOSIS,-1.77826525,0.08853346698565466,-0.9034681999999999,0.002745125,0.000152,8,49.0,1.0,0
HP_TRACTIONAL_RETINAL_DETACHMENT,1.357341,0.0,0.9968909,0.0344,0.0344,1,4.0,1.0,0
HP_TRIANGULAR_SHAPED_PHALANGES_OF_THE_HAND,-1.719409,0.042777022646509635,-0.7097893333333334,0.0025903333333333334,0.000363,9,185.0,1.0,0
HP_TRICUSPID_STENOSIS,-1.4690793333333332,0.05161112597428317,-0.9984067,0.026826666666666665,0.00918,3,5.0,1.0,0
HP_TRIPHALANGEAL_THUMB,-1.951205888888889,0.07959939109918568,-0.9425628333333333,9.504877777777778e-07,6.49e-09,9,65.0,1.0,0
HP_UPSLANTED_PALPEBRAL_FISSURE,1.4546621666666668,0.051575266302430915,0.6991793833333334,0.021643333333333334,0.00146,6,237.0,1.0,0
HP_WEBBED_NECK,-1.769463,0.05253929603401633,-0.7830899333333333,0.005944333333333333,0.000519,9,109.0,1.0,0
HSIAO_HOUSEKEEPING_GENES,-2.384123125,0.03848686402411502,-0.9207598625,7.287485079324375e-36,5.9499999999999994e-46,8,382.0,1.0,1
IRITANI_MAD1_TARGETS_DN,-1.738461,0.06063154955961462,-0.9000824555555555,0.0051333333333333335,0.00088,9,44.0,1.0,1
IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR,1.362281,0.0,0.6510679,0.0417,0.0417,1,501.0,1.0,1
IVANOVA_HEMATOPOIESIS_MATURE_CELL,1.392171,0.0,0.6928863,0.028,0.028,1,283.0,1.0,1
IVANOVA_HEMATOPOIESIS_STEM_CELL_LONG_TERM,1.5158301428571428,0.08151373432215495,0.7240721714285714,0.0028974285714285716,0.000543,7,201.0,1.0,0
JISON_SICKLE_CELL_DISEASE_DN,-1.9147173333333332,0.13262675398745907,-0.7993621111111111,0.00026945825835555557,1.22e-11,9,180.0,1.0,1
JOHNSTONE_PARVB_TARGETS_2_DN,1.4298654444444443,0.05589351330903947,0.6762383333333334,0.010508444444444444,0.000756,9,334.0,1.0,1
JOHNSTONE_PARVB_TARGETS_2_UP,-1.819305,0.11428905576275823,-0.784108575,0.0020870080375,1.98e-08,8,143.0,1.0,1
KEGG_OXIDATIVE_PHOSPHORYLATION,-1.918711,0.07487930154207216,-0.8374575875,0.000592088474,7.92e-10,8,127.0,1.0,1
KEGG_PARKINSONS_DISEASE,-1.899109875,0.05821716232088627,-0.8360172875,0.00015138662500000001,6.6e-08,8,122.0,1.0,1
KEGG_RIBOSOME,-2.1780853333333337,0.11580360728945355,-0.9932497,2.594310156111111e-27,5.75e-34,9,86.0,1.0,1
KIM_ALL_DISORDERS_DURATION_CORR_DN,-1.6899254285714285,0.10346020109983854,-0.7293330571428571,0.012222114285714286,3.48e-05,7,143.0,1.0,1
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,-1.993420857142857,0.07814678514698814,-0.7328889714285715,1.7746857313172858e-16,2.21e-26,7,738.0,1.0,1
KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,-2.008398142857143,0.08851274646141571,-0.7387633285714286,2.564473714309489e-13,4.21e-26,7,659.0,1.0,1
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP,1.3142315,0.04347504622769247,0.56542005,0.03735,0.0289,2,743.0,1.0,1
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP,1.2393,0.06714261730078742,0.55367145,0.04325,0.0391,2,904.0,1.0,1
LEE_LIVER_CANCER_MYC_UP,-1.7624909999999998,0.047415891890272406,-0.8902816555555556,0.004891444444444445,0.000366,9,50.0,1.0,1
LEE_LIVER_CANCER_SURVIVAL_DN,-1.7943126666666669,0.1302517009696994,-0.7500449333333333,0.004920754444444443,1.22e-06,9,173.0,1.0,1
LIM_MAMMARY_STEM_CELL_UP,1.342165,0.0,0.6757256,0.0236,0.0236,1,463.0,1.0,1
LI_AMPLIFIED_IN_LUNG_CANCER,-2.1689474444444445,0.05480460418183656,-0.9056494444444445,5.011321886666667e-13,6.98e-19,9,171.0,1.0,1
LOPEZ_MBD_TARGETS,-1.6353661666666666,0.1761227165954656,-0.5983649333333333,4.14200008464e-06,7.84e-15,6,919.0,1.0,1
LUCAS_HNF4A_TARGETS_DN,1.415762,0.0,0.991224,0.0125,0.0125,1,8.0,1.0,0
LUI_TARGETS_OF_PAX8_PPARG_FUSION,-1.7053345555555555,0.048154889347061934,-0.9220797666666667,0.010546444444444445,0.000518,9,33.0,1.0,1
LUI_THYROID_CANCER_CLUSTER_3,-1.6727747499999999,0.05780954873857034,-0.934008525,0.015175000000000001,0.0026,8,27.0,1.0,1
LUI_THYROID_CANCER_PAX8_PPARG_DN,-1.7670979999999998,0.05777608996375583,-0.9150280111111111,0.002438,0.000169,9,44.0,1.0,1
LU_EZH2_TARGETS_DN,1.4477735714285715,0.07371201228397159,0.6618666142857144,0.014825714285714286,0.00118,7,384.0,1.0,1
MALONEY_RESPONSE_TO_17AAG_DN,-1.7771554999999999,0.0474932764113586,-0.8531104625,0.00359495,3.86e-05,8,73.0,1.0,1
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN,1.4229288,0.08518104568916723,0.72411924,0.014091799999999998,0.000569,5,215.0,1.0,0
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN,1.4593025,0.030547541183102378,0.75710255,0.0061224999999999995,0.00173,4,148.0,1.0,0
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN,1.4191641666666666,0.059309173905616526,0.7051124333333334,0.02260833333333333,0.00555,6,199.0,1.0,0
MARTENS_TRETINOIN_RESPONSE_DN,-2.2303097142857142,0.031162937226317917,-0.8160624714285714,1.0954071450999999e-32,1.5699999999999999e-40,7,764.0,1.0,1
MARTINELLI_IMMATURE_NEUTROPHIL_UP,1.420908,0.0,0.9879722,0.01,0.01,1,8.0,1.0,1
