DB,timepoint,CellType,ExperimentType,Pathway,p.value,padj,ES,NES,nMoreExtreme,size,celltype,Celltype,negative_log10_of_adjusted_p_value,info
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,DIRMEIER_LMP1_RESPONSE_EARLY,1.56e-05,0.000104555,-0.551906341,-2.186685171,0,61,CD4;PolyA+,CD4_PolyA,3.98065519364031,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,1.57e-05,0.000104555,-0.550471044,-2.173652327,0,60,CD4;PolyA+,CD4_PolyA,3.98065519364031,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,1.57e-05,0.000104555,-0.526458853,-2.078835069,0,60,CD4;PolyA+,CD4_PolyA,3.98065519364031,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,DAZARD_UV_RESPONSE_CLUSTER_G1,1.58e-05,0.000104806,-0.586088002,-2.292038015,0,57,CD4;PolyA+,CD4_PolyA,3.97961385387613,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,TIEN_INTESTINE_PROBIOTICS_6HR_UP,1.58e-05,0.000104898,-0.581362733,-2.257299278,0,55,CD4;PolyA+,CD4_PolyA,3.97923279204709,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,1.6e-05,0.000105058,-0.588970571,-2.243449036,0,50,CD4;PolyA+,CD4_PolyA,3.97857087116314,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,LUI_THYROID_CANCER_PAX8_PPARG_DN,1.61e-05,0.000105447,-0.586593599,-2.175974663,0,44,CD4;PolyA+,CD4_PolyA,3.97696577156204,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,MODY_HIPPOCAMPUS_PRENATAL,1.62e-05,0.000105447,-0.576889392,-2.109348621,0,41,CD4;PolyA+,CD4_PolyA,3.97696577156204,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,VERHAAK_AML_WITH_NPM1_MUTATED_UP,1.99e-05,0.000143668,-0.676057068,-3.175869967,0,170,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,HSIAO_HOUSEKEEPING_GENES,1.98e-05,0.000143668,-0.589998743,-3.046002344,0,385,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP,1.99e-05,0.000143668,-0.555737724,-2.869415319,0,386,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,ENK_UV_RESPONSE_KERATINOCYTE_UP,1.99e-05,0.000143668,-0.538359441,-2.833146838,0,476,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN,2e-05,0.000143668,-0.650993195,-2.803700206,0,97,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,KEGG_RIBOSOME,2.01e-05,0.000143668,-0.649309753,-2.743750167,0,87,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,REACTOME_TRANSLATION,1.99e-05,0.000143668,-0.575354617,-2.677459861,0,159,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13,1.99e-05,0.000143668,-0.570154848,-2.668461086,0,166,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN,1.99e-05,0.000143668,-0.56032641,-2.65710587,0,183,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES,2e-05,0.000143668,-0.659092198,-2.655184137,0,67,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CHEN_METABOLIC_SYNDROM_NETWORK,1.96e-05,0.000143668,-0.47379748,-2.6486598,0,1079,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_UP,1.98e-05,0.000143668,-0.485829488,-2.638910273,0,699,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,1.99e-05,0.000143668,-0.586839563,-2.62222248,0,121,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,KIM_BIPOLAR_DISORDER_OLIGODENDROCYTE_DENSITY_CORR_UP,1.98e-05,0.000143668,-0.47793537,-2.57865872,0,640,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,DACOSTA_UV_RESPONSE_VIA_ERCC3_UP,1.99e-05,0.000143668,-0.509396983,-2.560274082,0,297,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MOOTHA_VOXPHOS,1.99e-05,0.000143668,-0.607790289,-2.549571185,0,83,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,KEGG_OXIDATIVE_PHOSPHORYLATION,2e-05,0.000143668,-0.5668496,-2.486104032,0,108,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17,1.99e-05,0.000143668,-0.527574225,-2.473770939,0,168,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,PECE_MAMMARY_STEM_CELL_UP,1.99e-05,0.000143668,-0.546639763,-2.469914751,0,130,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,TAKAO_RESPONSE_TO_UVB_RADIATION_UP,1.99e-05,0.000143668,-0.58573493,-2.45705291,0,83,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN,1.99e-05,0.000143668,-0.469267581,-2.443612311,0,424,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,KEGG_PARKINSONS_DISEASE,2e-05,0.000143668,-0.556348634,-2.423781905,0,104,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,WONG_MITOCHONDRIA_GENE_MODULE,1.99e-05,0.000143668,-0.497411431,-2.406299138,0,214,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,NATSUME_RESPONSE_TO_INTERFERON_BETA_DN,1.99e-05,0.000143668,-0.633650253,-2.405806405,0,50,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,2e-05,0.000143668,-0.603334314,-2.391181519,0,62,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,KIM_ALL_DISORDERS_DURATION_CORR_DN,1.99e-05,0.000143668,-0.52361187,-2.382780053,0,136,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MARTINELLI_IMMATURE_NEUTROPHIL_UP,2.01e-05,0.000143668,-0.912033718,-2.353012281,0,11,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN,1.99e-05,0.000143668,-0.446188278,-2.343627586,0,467,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MARTENS_TRETINOIN_RESPONSE_DN,1.98e-05,0.000143668,-0.426811053,-2.32330747,0,719,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,LOPEZ_MBD_TARGETS,1.98e-05,0.000143668,-0.421030804,-2.322762946,0,870,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,2e-05,0.000143668,-0.564090391,-2.298252989,0,71,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,1.99e-05,0.000143668,-0.51354567,-2.297388682,0,122,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,LI_AMPLIFIED_IN_LUNG_CANCER,1.99e-05,0.000143668,-0.492790814,-2.293242436,0,159,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,2e-05,0.000143668,-0.556631872,-2.274647761,0,72,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,1.99e-05,0.000143668,-0.594333667,-2.264674343,0,51,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MATTIOLI_MGUS_VS_PCL,2e-05,0.000143668,-0.511944264,-2.227114708,0,103,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,BENPORATH_MYC_TARGETS_WITH_EBOX,1.99e-05,0.000143668,-0.459679054,-2.222008709,0,213,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,2e-05,0.000143668,-0.554460721,-2.219391439,0,65,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,WANG_TUMOR_INVASIVENESS_UP,1.99e-05,0.000143668,-0.432014264,-2.213518363,0,357,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,LUI_THYROID_CANCER_PAX8_PPARG_DN,2e-05,0.000143668,-0.597343454,-2.209004191,0,44,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP,1.99e-05,0.000143668,-0.41418761,-2.175371914,0,466,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR,1.98e-05,0.000143668,-0.410696577,-2.169019804,0,494,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,TARTE_PLASMA_CELL_VS_PLASMABLAST_UP,1.99e-05,0.000143668,-0.421323768,-2.139364576,0,326,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,OSMAN_BLADDER_CANCER_UP,1.99e-05,0.000143668,-0.413599803,-2.134529561,0,384,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,TIEN_INTESTINE_PROBIOTICS_6HR_UP,1.99e-05,0.000143668,-0.550263147,-2.130259457,0,55,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,FERNANDEZ_BOUND_BY_MYC,1.99e-05,0.000143668,-0.450096562,-2.108354427,0,167,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP,1.98e-05,0.000143668,-0.383645134,-2.103333735,0,793,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,REACTOME_METABOLISM_OF_RNA,1.99e-05,0.000143668,-0.423563796,-2.103316848,0,266,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,LEE_LIVER_CANCER_SURVIVAL_DN,1.99e-05,0.000143668,-0.447901546,-2.093548467,0,164,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,SANA_RESPONSE_TO_IFNG_DN,2e-05,0.000143668,-0.504531493,-2.087662097,0,77,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,DANG_MYC_TARGETS_UP,1.99e-05,0.000143668,-0.457562361,-2.082211136,0,136,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,DAZARD_RESPONSE_TO_UV_NHEK_UP,1.99e-05,0.000143668,-0.425395996,-2.052796637,0,210,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,BOUDOUKHA_BOUND_BY_IGF2BP2,2e-05,0.000143668,-0.462421767,-1.995583786,0,98,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,JOHNSTONE_PARVB_TARGETS_2_UP,1.99e-05,0.000143668,-0.428534084,-1.931831895,0,128,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,TIEN_INTESTINE_PROBIOTICS_24HR_DN,1.99e-05,0.000143668,-0.395679375,-1.910152029,0,211,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP,1.98e-05,0.000143668,-0.346840419,-1.882090895,0,690,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,BENPORATH_MYC_MAX_TARGETS,1.98e-05,0.000143668,-0.344629303,-1.879541632,0,739,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,IVANOVA_HEMATOPOIESIS_MATURE_CELL,2e-05,0.000143668,-0.377514031,-1.871199405,0,262,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,WONG_EMBRYONIC_STEM_CELL_CORE,1.99e-05,0.000143668,-0.364268305,-1.850690883,0,328,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,ONKEN_UVEAL_MELANOMA_DN,1.99e-05,0.000143668,-0.349990152,-1.847474154,0,492,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,GRUETZMANN_PANCREATIC_CANCER_DN,1.99e-05,0.000143668,-0.385168994,-1.825213411,0,182,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN,1.99e-05,0.000143668,-0.340027573,-1.769641638,0,421,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CAIRO_HEPATOBLASTOMA_CLASSES_UP,1.98e-05,0.000143668,-0.32783045,-1.753215331,0,574,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,OSMAN_BLADDER_CANCER_DN,1.99e-05,0.000143668,-0.339413612,-1.738502234,0,356,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MARTINEZ_RB1_TARGETS_DN,1.99e-05,0.000143668,-0.328080956,-1.717154074,0,448,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP,1.98e-05,0.000143668,-0.311618726,-1.716147452,0,849,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3,1.98e-05,0.000143668,-0.291947075,-1.57259543,0,626,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,BRUINS_UVC_RESPONSE_LATE,1.96e-05,0.000143668,-0.258459129,-1.439685402,0,1013,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,GRYDER_PAX3FOXO1_ENHANCERS_IN_TADS,1.97e-05,0.000143668,-0.259869456,-1.439470359,0,929,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN,1.97e-05,0.000143668,-0.251986983,-1.399029334,0,963,CD4;PolyA+,CD4_PolyA,3.8426399540024,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,ONKEN_UVEAL_MELANOMA_DN,2.37e-05,0.000148445,-0.308689486,-1.60138885,1,483,CD4;PolyA+,CD4_PolyA,3.82843442594924,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,MARTINEZ_TP53_TARGETS_DN,2.37e-05,0.000148543,-0.309671958,-1.605724331,1,480,CD4;PolyA+,CD4_PolyA,3.82814780924573,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,MALONEY_RESPONSE_TO_17AAG_DN,3.05e-05,0.000176998,-0.476745741,-1.970671354,1,77,CD4;PolyA+,CD4_PolyA,3.7520316409482,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,HILLION_HMGA1_TARGETS,3.05e-05,0.000177068,-0.481001579,-1.983617457,1,76,CD4;PolyA+,CD4_PolyA,3.75185991808224,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP,3.19e-05,0.000184261,-0.543820926,-2.080356524,1,51,CD4;PolyA+,CD4_PolyA,3.73456657621408,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,PEREZ_TP53_TARGETS,3.25e-05,0.000187473,-0.270315477,-1.461201612,2,950,CD4;PolyA+,CD4_PolyA,3.72706127084485,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,MARTINELLI_IMMATURE_NEUTROPHIL_UP,3.58e-05,0.000205346,-0.80952138,-2.10474461,1,11,CD4;PolyA+,CD4_PolyA,3.68751375248818,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING,3.59e-05,0.000206216,-0.304860682,-1.571867739,2,445,CD4;PolyA+,CD4_PolyA,3.68567764146699,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,BRUINS_UVC_RESPONSE_LATE,4.32e-05,0.000240004,-0.263259373,-1.42641719,3,1005,CD4;PolyA+,CD4_PolyA,3.61978152010735,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,GABRIELY_MIR21_TARGETS,4.46e-05,0.000247261,0.374099534,2.056845257,0,269,CD4;PolyA+,CD4_PolyA,3.60684437866694,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,LUI_THYROID_CANCER_CLUSTER_3,4e-05,0.000258551,-0.679935688,-2.265126596,1,28,CD4;PolyA+,CD4_PolyA,3.58745377816404,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,LUI_TARGETS_OF_PAX8_PPARG_FUSION,4e-05,0.000258551,-0.607397326,-2.118772755,1,34,CD4;PolyA+,CD4_PolyA,3.58745377816404,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,ZHANG_RESPONSE_TO_CANTHARIDIN_DN,4e-05,0.000258551,-0.495261832,-1.995185751,1,67,CD4;PolyA+,CD4_PolyA,3.58745377816404,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,FOSTER_TOLERANT_MACROPHAGE_DN,3.97e-05,0.000258551,-0.324152418,-1.673681442,1,386,CD4;PolyA+,CD4_PolyA,3.58745377816404,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP,5.13e-05,0.00028178,0.278614707,1.57623434,0,349,CD4;PolyA+,CD4_PolyA,3.55008983520779,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP,6.14e-05,0.000331628,-0.318625115,-1.619208058,4,374,CD4;PolyA+,CD4_PolyA,3.47934880824202,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN,6.21e-05,0.000335002,0.335158837,1.949755668,0,461,CD4;PolyA+,CD4_PolyA,3.47495260016802,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,LUI_THYROID_CANCER_CLUSTER_3,6.69e-05,0.000359285,-0.638050137,-2.138185144,3,28,CD4;PolyA+,CD4_PolyA,3.44456091403168,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,6e-05,0.000373269,-0.519739466,-2.054314489,2,61,CD4;PolyA+,CD4_PolyA,3.42797807674388,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,HAMAI_APOPTOSIS_VIA_TRAIL_UP,7.11e-05,0.000376023,0.247879035,1.461968826,0,543,CD4;PolyA+,CD4_PolyA,3.42478558999897,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,LUI_TARGETS_OF_PAX8_PPARG_FUSION,8.27e-05,0.000430126,-0.590381461,-2.0673446,4,34,CD4;PolyA+,CD4_PolyA,3.36640430467854,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,CHICAS_RB1_TARGETS_LOW_SERUM,9.07e-05,0.000469614,-0.459155435,-1.915818273,5,81,CD4;PolyA+,CD4_PolyA,3.32825896450295,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,HILLION_HMGA1B_TARGETS,7.98e-05,0.000482807,-0.454188266,-1.905238264,3,83,CD4;PolyA+,CD4_PolyA,3.31622644189007,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL,7.97e-05,0.000482807,-0.333359819,-1.66592462,3,282,CD4;PolyA+,CD4_PolyA,3.31622644189007,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,GOZGIT_ESR1_TARGETS_DN,7.93e-05,0.000482807,-0.273461683,-1.469109353,3,607,CD4;PolyA+,CD4_PolyA,3.31622644189007,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,DACOSTA_UV_RESPONSE_VIA_ERCC3_DN,0.000105219,0.000536684,0.293527517,1.783311649,0,808,CD4;PolyA+,CD4_PolyA,3.27028135201181,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,HILLION_HMGA1_TARGETS,9.97e-05,0.000589012,-0.457797544,-1.907465779,4,80,CD4;PolyA+,CD4_PolyA,3.22987585719814,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CHICAS_RB1_TARGETS_LOW_SERUM,9.97e-05,0.000589012,-0.443902983,-1.862093349,4,83,CD4;PolyA+,CD4_PolyA,3.22987585719814,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CUI_TCF21_TARGETS_2_DN,0.000118974,0.000694193,-0.256899644,-1.403943105,5,761,CD4;PolyA+,CD4_PolyA,3.15851976991655,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,WEST_ADRENOCORTICAL_TUMOR_DN,0.000139259,0.000793171,-0.283026196,-1.490857236,6,481,CD4;PolyA+,CD4_PolyA,3.10063317289615,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5,0.000159147,0.000894728,-0.286635324,-1.492973264,7,425,CD4;PolyA+,CD4_PolyA,3.04830897144711,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,ZHENG_BOUND_BY_FOXP3,0.000246959,0.001128062,0.245372364,1.426692712,3,458,CD4;PolyA+,CD4_PolyA,2.94766703021268,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MALONEY_RESPONSE_TO_17AAG_DN,0.00021982,0.001187424,-0.452241495,-1.875401393,10,78,CD4;PolyA+,CD4_PolyA,2.92539417743941,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,MODY_HIPPOCAMPUS_PRENATAL,0.000239942,0.001275205,-0.545586157,-1.97538779,11,40,CD4;PolyA+,CD4_PolyA,2.8944199931028,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,MARTINEZ_RB1_AND_TP53_TARGETS_DN,0.000284606,0.001280265,-0.285748276,-1.481244774,23,477,CD4;PolyA+,CD4_PolyA,2.89270012712874,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,FOSTER_TOLERANT_MACROPHAGE_DN,0.00029356,0.001315187,-0.298174375,-1.518229297,23,382,CD4;PolyA+,CD4_PolyA,2.88101249257788,C2
MSigDB,In-flight vs Pre-flight,CD4,PolyA+,REACTOME_DEVELOPMENTAL_BIOLOGY,0.000258347,0.001365115,-0.305028234,-1.556525947,12,343,CD4;PolyA+,CD4_PolyA,2.86483076125204,C2
MSigDB,Post-flight vs Pre-flight,CD4,PolyA+,ZHANG_RESPONSE_TO_CANTHARIDIN_DN,0.000309401,0.001372429,-0.459713807,-1.853491429,19,67,CD4;PolyA+,CD4_PolyA,2.86251011369448,C2
