taxid,domain,phylum,class,order,family,genus,species,C002_L-44,C002_L-92,C002_R+45,C002_R+82,C004_L-44,C004_L-92,C004_R+45,C004_R+82
1681,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,66.70002001007794,23.223415975356044,16.375187512351413,34.31419163737986,5.80184391069992,5.558534934969102,0.0,9.531936556960511
1681197,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. RIT-PI-e,0.0,4.9223741044696725,0.0,0.0,0.0,0.0,0.0,0.0
1681828,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. Hurlbut01,0.0,11.528369753285334,0.0,0.0,0.0,0.0,0.0,0.0
1682,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,69.4317344342376,89.62962605656215,28.0443357471044,6.9258015690630765,0.0,0.0,4.049969333789261,0.0
168384,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,7.738838328174713,3.883269307841749,0.0,13.46610441378561,14.151122237016526,14.62656359302236,30.221772474007626,19.191491905199573
1684385,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. ST904,0.0,5.90729614808687,0.0,0.0,12.995810006977573,0.0,0.0,0.0
1685,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,109.34321888671984,34.76933062009247,19.282267128566996,15.357636755212097,6.586708736815824,14.74535638101464,15.878973689289865,27.74195092086207
1686,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,10.505445601839703,14.727560303274204,0.0,4.19692941706658,8.169472358749038,6.409838455253148,0.0,12.067247079046489
1689270,Bacteria,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,Intestinimonas timonensis,0.0,8.850881710856886,0.0,36.892088414423526,12.653472007591285,86.86117907516993,92.69952769971174,22.246478016887245
1690,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,0.0,0.0,8.991041968084279,0.0,0.0,0.0,0.0,0.0
1692238,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. FY-07,11.011751639765,0.0,0.0,0.0,17.408515411910926,0.0,0.0,0.0
1693,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.062269726266802
1694,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,0.0,0.0,0.0,0.0,7.697893912805449,5.564850841118012,0.0,0.0
169435,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus colihominis,58.31242648517266,133.28234803931792,148.98325739682076,107.0540962885501,53.93802141156189,176.53683343507998,113.19484942067145,84.2062915462808
1695,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,0.0,7.1538434848130015,6.478377929012552,0.0,0.0,0.0,0.0,0.0
169679,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum,10.1088541938023,5.701229677906395,0.0,0.0,0.0,0.0,0.0,0.0
1701358,Bacteria,,,,,,uncultured bacterium 25H09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.204591829291829
1702221,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,Faecalibaculum rodentium,0.0,6.16204109160714,0.0,0.0,0.0,0.0,0.0,4.022663016254407
1702285,Bacteria,Firmicutes,Clostridia,Clostridiales,,Intestinimonas,Intestinimonas gabonensis,0.0,10.038602058599944,0.0,35.167652021866814,0.0,4.7105909392323495,0.0,3.6341676725715817
1703332,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,Lachnospiraceae bacterium TF01-11,0.0,0.0,0.0,19.908598776377502,0.0,0.0,0.0,7.488255169183632
1704237,Bacteria,Spirochaetes,,,,,Spirochaetes bacterium DG_61,0.0,0.0,7.388555159415329,0.0,0.0,0.0,0.0,0.0
1705564,Archaea,Euryarchaeota,Candidatus Methanofastidiosa,,,Candidatus Methanofastidiosum,Candidatus Methanofastidiosum methylthiophilus,0.0,9.779900914066191,0.0,0.0,6.016040713985653,0.0,0.0,0.0
170557,Eukaryota,Arthropoda,Insecta,Phasmatodea,Timematidae,Timema,Timema poppensis,0.0,11.441677348468172,0.0,0.0,0.0,0.0,0.0,0.0
1710896,Bacteria,Cyanobacteria,,Nostocales,Aphanizomenonaceae,Aphanizomenon,Aphanizomenon flos-aquae,0.0,0.0,0.0,0.0,7.880369488625113,0.0,0.0,17.281810248265167
1712515,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Butyricicoccus,Butyricicoccus faecihominis,330.08275911945515,0.0,42.29996824489145,131.494281396289,6.939411097651423,110.02590711464649,51.70386552552027,14.560116933335175
1712516,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus baekrokdamisoli,0.0,0.0,0.0,0.0,10.0719608278155,0.0,0.0,0.0
1712665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,Agathobacter ruminis,0.0,0.0,0.0,0.0,8.243907318248626,0.0,0.0,10.069864601593912
171292,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured Mycobacterium sp.,6.65194405208854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1715004,Bacteria,Firmicutes,Clostridia,Clostridiales,,,Clostridiales bacterium KLE1615,0.0,176.0225636578772,4.834408074134686,39.32381498758576,423.8015663063037,337.2278646284341,203.78414780974973,219.90216516121063
171549,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,,52049.08877438627,49911.80954526733,37936.095177865034,51329.005875629264,31661.253931506755,32753.57478457088,40152.49743931068,34285.27604787282
171550,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,,52.812665906956035,279.2417401957486,167.21423961024283,223.9181818276287,824.662089651899,930.928821008274,839.883517243267,960.4849921024136
171551,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,,0.0,8.011823078519356,10.312293321746305,0.0,0.0,0.0,0.0,0.0
171552,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,,0.0,10.43817836096158,0.0,4.733713527396819,0.0,0.0,0.0,0.0
1715691,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cognatishimia,Cognatishimia activa,0.0,0.0,0.0,0.0,0.0,6.1902599308420765,0.0,0.0
1715692,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria denitrificans,12.776178720421193,0.0,8.909709066462067,0.0,0.0,0.0,0.0,0.0
1716141,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces jeddahensis,0.0,8.641719083361512,6.380386481274949,0.0,12.56034979032703,0.0,10.857732051081994,0.0
1716543,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium thermarum,0.0,0.0,0.0,0.0,0.0,3.016046757577762,0.0,0.0
1717,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,12.578332666524984,7.654732934867713,17.622618642051112,26.7750332318811,24.66231214019141,7.3589713303543665,0.0,8.10438682196098
1718947,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. CB01531,0.0,0.0,0.0,0.0,0.0,12.586525906924162,6.1904586478278985,0.0
1720200,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus rubiinfantis,0.0,0.0,26.20372972043308,0.0,3.893388082011127,0.0,22.909036724280835,0.0
1720204,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella ihuae,0.0,12.59654402692536,14.284703293949198,0.0,0.0,0.0,0.0,0.0
1720294,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella massiliensis,0.0,0.0,7.769905210194172,0.0,0.0,24.868678889863578,0.0,4.746083490071739
1720313,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Bittarella,Bittarella massiliensis,0.0,12.150869382319677,0.0,0.0,0.0,7.419308391223748,11.505296123951968,10.670563284263157
1723382,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Urinicoccus,Urinicoccus massiliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88452056635333
1725,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium xerosis,0.0,9.960510090768611,0.0,0.0,0.0,0.0,0.0,0.0
172733,Bacteria,Firmicutes,Clostridia,Clostridiales,,,uncultured Clostridiales bacterium,20.200082102802934,10.332737003515312,17.141807271818603,0.0,13.701685835987371,42.4204476967049,26.27793456679541,19.75093707161831
1730,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,,99.7841968627,63.37696416605723,249.04444782972232,127.71896698935764,200.57285016061545,123.1358469460389,460.930556941394,279.47046189962157
1731,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,Peptoclostridium acidaminophilum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1079214923849
173362,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium paraconglomeratum,0.0,0.0,0.0,0.0,0.0,0.0,8.21714082710867,0.0
1735,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis,0.0,0.0,0.0,0.0,30.594024640566765,12.788500522707418,13.015048879209342,0.0
1736,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium limosum,0.0,0.0,0.0,0.0,0.0,9.019113980644674,0.0,0.0
1736342,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Leaf337,4.570243845002428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736391,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. Soil538,0.0,0.0,0.0,0.0,0.0,5.850410427637918,0.0,0.0
1736454,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Root1319,0.0,0.0,5.3163626779241335,0.0,0.0,0.0,0.0,0.0
1736493,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. Root219,0.0,5.746467976451858,0.0,0.0,0.0,0.0,0.0,0.0
1736592,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Root708,9.927735124462773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736606,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. Root916,0.0,0.0,0.0,0.0,13.584537144454268,0.0,0.0,0.0
1737404,Bacteria,Firmicutes,Tissierellia,,,,,0.0,0.0,0.0,0.0,4.529854096466462,8.811764125585748,0.0,0.0
1737424,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia massiliensis,102.82383169074176,78.81681266049785,49.51409862733384,89.88863017186483,121.22235669002347,42.72105795319668,45.07766282865837,49.42586749852029
1737426,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus senegalimassiliensis,0.0,7.599518129418688,0.0,0.0,0.0,0.0,0.0,0.0
1739298,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. HMSC067B03,0.0,5.248674683712045,0.0,0.0,0.0,0.0,0.0,10.872972622988662
1739319,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. HMSC068A09,67.01621397621388,90.35894311296047,210.66544404697157,127.1493217091198,0.0,0.0,9.868894183711136,5.073292135152194
1739517,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. HMSC073E02,0.0,0.0,0.0,9.9975459278313,0.0,0.0,0.0,0.0
1744,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,10.645556580008018,0.0,7.829679993314111,6.3071745450007075,0.0,5.585814274293122,0.0,8.088063488192793
1745713,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bariatricus,Bariatricus massiliensis,0.0,0.0,6.944163943925296,6.4029679553917225,4.798542315250838,4.278287320486687,0.0,7.744086327514111
174709,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum stercoricanis,0.0,0.0,0.0,0.0,0.0,3.2268905181658702,7.123352411342427,7.367462499299057
1748965,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiglans,uncultured Desulfatiglans sp.,0.0,11.241631184177775,7.511207788166897,0.0,0.0,0.0,0.0,0.0
1750560,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides massiliensis,0.0,0.0,0.0,0.0,9.489829193079274,0.0,9.058811751089658,10.990945807949643
1752741,Bacteria,Candidatus Azambacteria,,,,,,5.599403045360708,0.0,0.0,0.0,7.090322481784553,0.0,13.074978446928789,7.522979351926865
1754012,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Breznakia,Breznakia blatticola,0.0,0.0,0.0,0.0,0.0,5.336134409938306,15.459023885935617,6.630241388750441
1760,Bacteria,Actinobacteria,Actinobacteria,,,,,103.48193961002016,69.51165586804944,66.03921305472379,19.568206657900692,14.57119294727264,96.85455517452957,37.77880239756614,279.19578471048595
1761012,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,Peptococcaceae bacterium DCMF,0.0,0.0,0.0,0.0,0.0,0.0,7.800733658299416,12.292954266877494
1761877,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. cl141a,0.0,0.0,0.0,0.0,0.0,0.0,9.313881438329076,0.0
1761888,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. tc2-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.593048077403127
1762,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,,,34.95346234184325,49.61162075275764,18.644506122874756,60.08835423674512,17.94887552929084,33.22771348745613,20.58182104776659,43.9726868683994
176275,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,11.378126559570982,0.0,0.0,0.0,0.0,0.0,6.144552008515712,9.266756580199164
1763,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,0.0,0.0,0.0,0.0,0.0,16.06255876551728,0.0,0.0
1763509,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnotalea,Lachnotalea glycerini,12.050983002867088,0.0,25.80000495575415,0.0,0.0,0.0,0.0,11.27230072453583
1764,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium,0.0,0.0,5.916070338078269,0.0,0.0,0.0,0.0,0.0
1766203,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Abyssisolibacter,Abyssisolibacter fermentans,0.0,0.0,5.438851987596139,8.51848327095254,0.0,0.0,0.0,0.0
1768112,Bacteria,,,,,,bacterium P201,0.0,0.0,0.0,0.0,0.0,0.0,17.791553514267356,14.9460895799811
1768113,Bacteria,,,,,,bacterium P3,0.0,8.162846751990521,0.0,0.0,10.40205003639806,8.872907472346483,8.844777580663065,12.59478754764559
1768114,Bacteria,,,,,,bacterium F083,0.0,0.0,13.012121025996851,0.0,0.0,7.749348082749812,11.388241574194527,0.0
1769,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium leprae,6.124954108528638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769418,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. C10,0.0,4.678121694072114,0.0,0.0,0.0,0.0,0.0,0.0
1773,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,224.18511919136233,224.39675353711377,254.032375838646,191.38314353081208,167.1854730736802,152.9282450124151,269.83996392589563,256.6495509280375
1774746,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. UYMSc13B,11.895763780583064,0.0,6.755530407030409,0.0,0.0,6.294673953771944,0.0,0.0
1775951,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces sp. NDB4Y10,0.0,0.0,0.0,0.0,11.055318879263638,0.0,0.0,0.0
1776045,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. C105KSO13,0.0,0.0,63.47445022927157,48.548348394996346,8.019974296631723,0.0,0.0,0.0
1776046,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. C105KSO14,7.414011079686937,0.0,0.0,0.0,0.0,0.0,0.0,7.609047839068209
1776047,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. C105KSO15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0220013991869035
1776081,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp. DISK 18,0.0,0.0,0.0,0.0,0.0,4.901411933518593,0.0,0.0
1776378,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus phocaensis,0.0,0.0,0.0,0.0,5.400774529767544,0.0,0.0,0.0
1776382,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,Neglecta timonensis,0.0,67.63521252648114,0.0,0.0,16.20232358930263,8.583316456369825,64.89383198538859,0.0
1776383,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. SN20,0.0,23.94464862098771,16.134781827235162,5.4907604794190235,0.0,0.0,10.092670599136454,0.0
1776384,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Emergencia,Emergencia timonensis,0.0,0.0,0.0,0.0,10.503495149977669,16.055839716422696,8.163558479615668,15.02933858219885
1776391,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia timonensis,175.2128250505807,1147.190444429857,835.0868739586899,263.3438354408243,9.896080754736303,28.804832230453947,6.986518152042116,75.93510993199763
1776392,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Massilimicrobiota,Massilimicrobiota timonensis,0.0,10.252064904588233,12.750157222378323,0.0,2.9874486698737424,78.09712019815574,0.0,0.0
1777136,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia catudaia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8009892491101835
1777140,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia hypogeia,0.0,0.0,10.90726472859312,0.0,0.0,9.538765237619955,4.642770180984569,0.0
1777143,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia glebae,0.0,0.0,0.0,0.0,6.273893463982115,0.0,0.0,0.0
1777878,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. DD10,0.0,0.0,0.0,8.1325195300567,0.0,0.0,0.0,0.0
1777879,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. DD11,0.0,0.0,0.0,0.0,0.0,6.371539875414007,0.0,0.0
1780376,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. CHKCI003,0.0,16.685019761249,0.0,5.424573123048531,45.072880549472835,30.19137520161271,77.9432739416389,36.3897563633603
1780377,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,,Coriobacteriaceae bacterium CHKCI002,26.723066499760954,13.09812151193894,18.263482710255044,43.288856149077965,13.688651866285968,0.0,13.419056827111127,0.0
1780378,Bacteria,Firmicutes,Clostridia,Clostridiales,,,Clostridiales bacterium CHKCI001,0.0,0.0,17.098364396654933,0.0,0.0,12.761221183383396,0.0,5.277927383027908
1780379,Bacteria,Firmicutes,Clostridia,Clostridiales,,,Clostridiales bacterium CHKCI006,61.62167152666024,80.21145952211995,113.42020118388956,76.61860773889579,178.9914229791211,222.77087901689004,145.31281703488597,68.79958716615015
1780380,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,,Eubacteriaceae bacterium CHKCI004,0.0,6.492641889342428,0.0,14.85386882030788,0.0,16.693074332553234,18.296083717383283,5.01897995188714
1780381,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,,Eubacteriaceae bacterium CHKCI005,0.0,0.0,0.0,0.0,0.0,90.11158626516684,0.0,15.59115805171114
1781067,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. HH105,0.0,13.3403098174599,0.0,0.0,0.0,7.198923580921328,4.45574859896354,0.0
1782,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacter,Mycolicibacter nonchromogenicus,8.883827400086775,5.634490286896358,6.69510234759222,0.0,0.0,0.0,0.0,0.0
1783234,Bacteria,,,,,,,0.0,0.0,13.08969758878912,0.0,0.0,0.0,0.0,0.0
1783257,Bacteria,,,,,,,0.0,0.0,0.0,0.0,24.070758358683083,0.0,0.0,7.180337736738307
1783270,Bacteria,,,,,,,0.0,0.0,8.62030765747701,7.5783748016620684,0.0,0.0,0.0,0.0
1783272,Bacteria,,,,,,,6826.284915621585,7188.1255146734775,6740.076502445871,4849.560156712911,5626.950336387766,7038.676678873126,8698.140851576762,7698.689800759295
1783275,Archaea,,,,,,,0.0,0.0,0.0,0.0,8.910367166595144,2.7505099373597237,0.0,0.0
1792306,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,Lachnospiraceae bacterium C7,0.0,0.0,0.0,0.0,0.0,0.0,3.2350157786684206,0.0
1794908,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp. T82-4,0.0,0.0,0.0,0.0,0.0,0.0,4.731040825063951,0.0
1796610,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia muris,0.0,0.0,0.0,0.0,5.9386220746749006,6.15209573198483,0.0,4.637013941711587
1796613,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecimuris,0.0,0.0,0.0,6.308414589148164,0.0,0.0,0.0,0.0
1796616,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia sp. YL58,12.28210316582766,0.0,0.0,0.0,8.591584534139104,0.0,0.0,0.0
1796618,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,Cuneatibacter caecimuris,0.0,8.22356583711048,0.0,2.456217445074495,0.0,0.0,5.103460281606222,3.6196250661235614
1796620,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,Acutalibacter muris,0.0,23.769543723956215,16.282422275159817,0.0,7.984798282015884,21.757759159070265,25.10856994740267,17.22171070120957
1796636,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Frisingicoccus,Frisingicoccus caecimuris,0.0,72.80235506756753,14.255632497787044,37.69842712130713,0.0,94.23170716996697,0.0,3.2949391180800083
1796646,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,0.0,0.0,0.0,0.0,11.70434775608177,0.0,0.0,11.08621471957851
1797186,Bacteria,Acidobacteria,,,,,Acidobacteria bacterium RIFCSPLOWO2_12_FULL_54_10,0.0,0.0,0.0,0.0,5.7977609804320105,0.0,0.0,0.0
1797269,Bacteria,Candidatus Aminicenantes,,,,,Candidatus Aminicenantes bacterium RBG_13_62_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.655495143335865
1797287,Bacteria,Armatimonadetes,,,,,Armatimonadetes bacterium RBG_16_58_9,0.0,0.0,6.746384538574899,0.0,0.0,0.0,0.0,0.0
1797488,Bacteria,Proteobacteria,Betaproteobacteria,,,,Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_65_20,5.211444919675142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1797494,Bacteria,Proteobacteria,Betaproteobacteria,,,,Betaproteobacteria bacterium RIFCSPLOWO2_12_61_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.569171125385532
1797656,Bacteria,Chloroflexi,,,,,Chloroflexi bacterium RBG_16_60_22,0.0,0.0,0.0,0.0,0.0,0.0,7.905831816467509,0.0
1797827,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Deltaproteobacteria bacterium RBG_13_49_15,0.0,0.0,0.0,10.9832260195408,0.0,0.0,0.0,0.0
1797846,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Deltaproteobacteria bacterium RBG_16_64_85,0.0,0.0,0.0,0.0,0.0,9.33060909666968,0.0,0.0
1797848,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Deltaproteobacteria bacterium RBG_16_71_12,7.291706246369282,20.684566977139166,0.0,0.0,0.0,0.0,11.484925975318264,0.0
1797907,Bacteria,Proteobacteria,Deltaproteobacteria,,,,Deltaproteobacteria bacterium RIFOXYD2_FULL_66_9,10.840884593218275,8.30767811083189,0.0,0.0,7.327446508882396,0.0,20.893868107271288,8.23482509816312
1797950,Bacteria,Elusimicrobia,,,,,Elusimicrobia bacterium RIFCSPLOWO2_02_FULL_61_11,0.0,0.0,0.0,0.0,0.0,5.259940393205701,0.0,0.0
