taxid,domain,phylum,class,order,family,genus,species,C001_L-44_DEL,C001_R+1_DEL,C002_L-44_DEL,C002_R+1_DEL,C003_L-44_DEL,C003_R+1_DEL,C004_L-44_DEL,C004_R+1_DEL
1522762,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI97-07,145.840372000123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522764,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI98-12,0.0,0.0,0.0,0.0,0.0,0.0,67.58642151268616,0.0
1528099,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,,Lawsonella,Lawsonella clevelandensis,41093.22850868901,4582.940100230927,0.0,0.0,3242.0348142268085,25516.6273504856,3198.200788226427,72607.38709094105
152838,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Lycoris,Lycoris aurea,0.0,0.0,0.0,0.0,0.0,0.0,29.12042185225217,0.0
1528773,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. AD80,0.0,0.0,0.0,0.0,0.0,0.0,41.75185636751143,0.0
1537279,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. HH107,0.0,0.0,0.0,0.0,0.0,0.0,35.25273246753905,0.0
153730,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,Agrococcus baldri,0.0,0.0,0.0,0.0,0.0,0.0,21.578843804818753,86.0108426274563
1542388,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Defluviimonas,Defluviimonas aquaemixtae,0.0,0.0,0.0,0.0,33.49614656575565,0.0,0.0,0.0
1544413,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lowii,0.0,0.0,0.0,0.0,0.0,0.0,26.111607965575384,0.0
1549638,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Quisquiliibacterium,Quisquiliibacterium transsilvanicum,0.0,0.0,0.0,0.0,76.81814829757877,0.0,0.0,0.0
155322,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis,473.48560484772025,0.0,0.0,4877.3259223631385,166.2169303329723,731.3912693917024,322.758321956774,466.8881198819609
155619,Eukaryota,Basidiomycota,Agaricomycetes,,,,,0.0,65.22982721579702,0.0,0.0,0.0,0.0,0.0,0.0
155892,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides,0.0,0.0,116.55770445742458,0.0,0.0,0.0,0.0,0.0
1566885,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium komanii,115.1726525345349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566886,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium malmesburyense,0.0,0.0,349.72522803683484,0.0,0.0,0.0,64.78592664600056,0.0
1567552,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma lentiforme,58.84414305654578,0.0,0.0,0.0,0.0,0.0,67.23936632061839,0.0
1569628,Eukaryota,Basidiomycota,Exobasidiomycetes,Microstromatales,,Jaminaea,Jaminaea rosea,0.0,0.0,0.0,0.0,0.0,0.0,30.681311169052098,0.0
156976,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium riegelii,0.0,0.0,0.0,0.0,0.0,0.0,17.30293484809249,0.0
156978,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium imitans,150.5906493028153,0.0,0.0,0.0,0.0,0.0,101.79412269024884,0.0
1570339,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,,,0.0,26.72078410804987,0.0,0.0,0.0,0.0,0.0,0.0
157072,Eukaryota,,Oomycota,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces invadans,0.0,0.0,0.0,0.0,0.0,0.0,62.17699937295632,0.0
1571774,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. RSD-27,0.0,0.0,0.0,0.0,0.0,0.0,45.30144065866019,0.0
1571833,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. MN05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.3320872704773
1574624,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,[Propionibacterium] namnetense,0.0,0.0,301.36281932413846,0.0,3116.0503249358176,1479.9278678442606,0.0,0.0
1579,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,0.0,0.0,0.0,0.0,0.0,0.0,42.5048115057476,0.0
1580,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,0.0,0.0,0.0,0.0,0.0,52.84653991988653,0.0,0.0
1581050,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC04H06,0.0,0.0,0.0,0.0,0.0,0.0,28.967940920093675,83.03034787387094
1581069,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC29G08,0.0,0.0,0.0,0.0,0.0,0.0,59.34128355856087,0.0
1581072,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC30G07,103.76711946728824,0.0,0.0,0.0,0.0,0.0,87.01850560221432,0.0
1581117,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC05E07,0.0,0.0,0.0,0.0,0.0,0.0,65.74805985173302,0.0
1581119,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC05H05,0.0,0.0,0.0,0.0,0.0,0.0,187.29125516089863,43.12019736787156
1581121,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC06C06,142.52380671053956,108.72246515468426,0.0,0.0,0.0,0.0,53.432325294604745,0.0
1581123,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC06D04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.07913112911555
1581134,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC08A12,111.47110901920928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581137,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC08C04,0.0,0.0,0.0,0.0,0.0,0.0,58.65017984069321,0.0
1586287,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,Lentzea guizhouensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.4423910406858
1588020,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Hiyo1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.76494379191988
1588021,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Hiyo4,0.0,0.0,0.0,0.0,0.0,0.0,45.52779967625885,0.0
1588022,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Hiyo6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.619715482756455
1588023,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. Hiyo8,143.6190033872199,75.6741954745127,236.19017412395377,0.0,0.0,38.66533911658341,229.91461522235255,0.0
158836,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,110.62592693740748,0.0,0.0,0.0,0.0,0.0,43.9514475043668,0.0
158898,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia westfalica,71.90685250931485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,88.15558865788127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159749,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira oceanica,0.0,299.94691850685746,0.0,0.0,0.0,38.47010166689012,0.0,0.0
1607738,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus argensis,0.0,113.28000766757836,0.0,0.0,0.0,0.0,0.0,0.0
161879,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,0.0,0.0,177.1182018439523,0.0,0.0,683.8509503913868,0.0,77.32346150261138
161890,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium mastitidis,81.61538385734174,52.95099940394794,0.0,0.0,0.0,0.0,48.14188123433379,0.0
161899,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium singulare,0.0,0.0,0.0,0.0,0.0,0.0,109.06510077356998,0.0
162289,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,,87.18429301937084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1630634,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Dietzia sp. CW19,0.0,0.0,0.0,0.0,0.0,0.0,28.73170285618615,0.0
1631249,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium prunaredense,0.0,0.0,0.0,0.0,0.0,0.0,28.222287685651008,0.0
163202,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium appendicis,0.0,0.0,0.0,0.0,0.0,0.0,360.12731795317194,0.0
1633200,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium Barb4,0.0,77.40153330191568,0.0,0.0,0.0,0.0,0.0,0.0
1633201,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,Bacteroidales bacterium Barb6,78.907261165914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,0.0,0.0,249.50872808584867,0.0,0.0,0.0,0.0,122.1499552903691
1639000,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Saitozyma,Saitozyma sp. JCM 24511,161.56695377354487,71.99066886019176,0.0,0.0,0.0,0.0,72.65823798290452,107.65502858100515
164546,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus taiwanensis,0.0,0.0,0.0,0.0,0.0,0.0,37.94198068231184,0.0
165179,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,116.51565128755506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1654,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,,77.91826537909357,0.0,215.6537391203472,0.0,0.0,0.0,21.791887586088087,0.0
165438,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,uncultured Stenotrophomonas sp.,0.0,0.0,0.0,0.0,66.91816280536186,0.0,0.0,0.0
165779,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,,62.26690923598917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,65.07459526166056,0.0,0.0,0.0,634.0498317108879,572.1494002005878,0.0,0.0
1660127,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,Pelagibacterium sp. SCN 68-10,0.0,0.0,0.0,0.0,101.63028585005284,0.0,0.0,0.0
1660131,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. SCN 72-86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.47339862522004
1666915,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,Rhodobacteraceae bacterium HLUCCA09,0.0,0.0,0.0,0.0,0.0,0.0,56.53520488309199,0.0
1671680,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter tanaceti,0.0,0.0,0.0,0.0,0.0,0.0,62.06832986355887,69.0239866142298
1679,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,234.11764917763543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681197,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. RIT-PI-e,182.51507929841236,0.0,0.0,0.0,0.0,0.0,54.8089489215568,0.0
1682,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,0.0,0.0,0.0,0.0,0.0,0.0,26.55229933570106,0.0
1685,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,0.0,0.0,0.0,0.0,26.11898346346358,0.0,0.0,0.0
1686286,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium phoceense,165.9388904061112,130.5838182500543,0.0,0.0,0.0,0.0,0.0,0.0
169292,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium aurimucosum,62.426210570779034,606.9322213111385,221.36029488978713,0.0,0.0,0.0,824.2504973522108,208.32406225152673
1697,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ammoniagenes,0.0,30.602729373439644,0.0,0.0,0.0,0.0,0.0,0.0
1704590,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. SW0106-09,0.0,93.77411524593968,0.0,0.0,0.0,0.0,0.0,0.0
1709,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas biazotea,0.0,0.0,0.0,0.0,78.47292848130198,0.0,0.0,0.0
170994,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium paucivorans,0.0,102.6250478344154,0.0,0.0,0.0,0.0,0.0,0.0
1710886,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Anabaena,Anabaena sp. MDT14b,0.0,0.0,0.0,0.0,0.0,0.0,31.33118060667408,0.0
171292,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,uncultured Mycobacterium sp.,0.0,0.0,0.0,0.0,0.0,0.0,24.292574873487418,0.0
1715006,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC070E08,0.0,0.0,0.0,0.0,0.0,0.0,80.96436830989322,0.0
1715083,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC055A01,0.0,0.0,0.0,0.0,0.0,0.0,65.4508294149621,0.0
1715096,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC070H05,0.0,0.0,130.38763356532525,0.0,0.0,0.0,0.0,0.0
1715114,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC035E02,0.0,0.0,0.0,0.0,0.0,0.0,43.423562812471616,0.0
1715121,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. HMSC055A09,122.92089245723096,84.11246596045875,0.0,0.0,0.0,0.0,0.0,0.0
1715171,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC036D03,0.0,74.15014546752995,0.0,0.0,0.0,0.0,0.0,0.0
1715187,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC073H12,0.0,0.0,0.0,0.0,27.09941680931115,0.0,258.53550095037843,0.0
1716,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,,90242.1662163668,81722.76041867914,2652.538711163696,12644.653941933724,598.7398834553143,439.8215431637038,146154.36727849505,88045.52745508768
1717,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,1093.5417128133502,261.0325170506077,362.16434703426125,0.0,0.0,100.22643124836102,715.6827850841044,685.0411860428605
1718,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,0.0,32.17425378159838,135.7163580166972,0.0,0.0,31.54598281148865,137.5571293758281,0.0
1720192,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium bouchesdurhonense,0.0,0.0,0.0,0.0,0.0,0.0,37.09882555603824,0.0
1720349,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,93.16251811106834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172042,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia aeria,0.0,0.0,0.0,0.0,0.0,36.17871020304798,0.0,0.0
1724,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium renale,0.0,0.0,0.0,0.0,0.0,0.0,31.8985814838047,82.38220074459045
1725,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium xerosis,0.0,0.0,0.0,0.0,0.0,0.0,72.75745796974567,114.88162356220651
1736260,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. Leaf117,0.0,0.0,0.0,0.0,0.0,0.0,14.006340047201071,0.0
1736318,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,Pseudorhodoferax sp. Leaf274,0.0,0.0,146.57249407808038,0.0,0.0,0.0,0.0,0.0
1736357,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. Leaf383,0.0,0.0,0.0,0.0,0.0,0.0,15.20428179308852,0.0
1736474,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. Root1497,88.33259014098113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739295,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC034A01,0.0,0.0,0.0,0.0,0.0,0.0,154.23596621145217,25.353846227574778
1739311,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC074A09,113.9491297826072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739312,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC078A10,0.0,92.29632234779504,0.0,0.0,0.0,0.0,0.0,199.2954218427046
1739326,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC062E11,0.0,0.0,0.0,0.0,0.0,0.0,32.68117376096746,0.0
1739339,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp. HMSC072A03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.46764205738928
1739377,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. HMSC075H09,93.9789374518664,38.55164833957174,0.0,0.0,0.0,0.0,0.0,0.0
1739379,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC078H07,0.0,0.0,0.0,0.0,0.0,0.0,58.53764461752272,0.0
1739392,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC077D03,0.0,0.0,0.0,0.0,0.0,22.79889102464869,0.0,0.0
1739416,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC056E09,0.0,0.0,0.0,0.0,0.0,0.0,116.00448651991547,0.0
1739447,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC072D12,0.0,0.0,0.0,0.0,0.0,0.0,25.47032900300458,0.0
1739494,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC071B10,0.0,0.0,0.0,0.0,0.0,0.0,23.194282638193688,0.0
1739497,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC068G04,130.8328587517943,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739512,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC034H07,130.0783899300812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739536,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC073D01,0.0,0.0,304.18352554350776,0.0,0.0,61.04272913549892,32.721978517460585,0.0
1739540,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. HMSC075D04,0.0,0.0,0.0,0.0,0.0,0.0,59.013556935358245,0.0
1739550,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus sp. HMSC068G11,0.0,0.0,0.0,0.0,0.0,0.0,30.020274113863575,0.0
1744,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,363.8442486600557,0.0,0.0,0.0,0.0,34.23087611192192,0.0,0.0
1747,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,11257.239012187116,2460.3328432214116,14109.70017026382,25351.972944768095,26771.86478931727,21287.55792657295,6599.473534282775,956.9413618787936
1748,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium acidipropionici,0.0,0.0,202.14301233288325,0.0,144.10098448157902,0.0,94.78944933351433,0.0
1749,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,Acidipropionibacterium jensenii,0.0,0.0,262.8859110453748,0.0,0.0,0.0,0.0,0.0
1750,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,Pseudopropionibacterium propionicum,0.0,0.0,0.0,0.0,0.0,0.0,19.86246688959242,0.0
1752,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium freudenreichii,115.91384624501556,0.0,0.0,0.0,0.0,0.0,33.13904608119551,0.0
1755241,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus nagyae,578.4917346967075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755647,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium macuxiense,0.0,0.0,0.0,0.0,0.0,0.0,23.452855937234293,0.0
1760,Bacteria,Actinobacteria,Actinobacteria,,,,,175030.17333219814,71378.61914189233,199963.09500029104,105109.52571716331,475359.0879574757,438556.5021084161,94000.216619137,63101.688299043584
1762,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,,,1699.0151110900915,153.7513260239327,9566.392571325565,0.0,61.206540740588885,206.52262832614008,3167.1466504401533,993.8157778190532
176275,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,0.0,0.0,0.0,0.0,0.0,0.0,33.36282795627882,0.0
176280,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,0.0,57.48784794709868,0.0,0.0,0.0,0.0,0.0,0.0
1763,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,185.50640436279983,62.247460988075176,1639.2928311015314,0.0,0.0,0.0,147.76690897415895,70.94510452582826
1772,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,140.03251083590914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,3244.8155258904117,1269.051608050847,3213.198044011564,5416.446376163668,1086.6465597642482,1494.1098253818648,3437.3939755515617,3088.437029189547
1774,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacteroides,Mycobacteroides chelonae,138.93067660361254,0.0,0.0,0.0,0.0,0.0,17.766820500856365,0.0
1774744,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus sp. UYMU48A,0.0,0.0,0.0,0.0,0.0,37.46213157777594,0.0,0.0
1775951,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,Agromyces sp. NDB4Y10,0.0,0.0,211.19793530037356,0.0,52.17340180415184,35.28046658759863,86.38452854343703,0.0
1777134,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia turbans,0.0,0.0,0.0,0.0,0.0,0.0,43.38619424599897,0.0
