gene,experiment_range_original_values,experiment_iqr_original_values,experiment_difference_original_values,experiment_fold_change_original_values,experiment_range_normalized_values,experiment_iqr_normalized_values,experiment_difference_normalized_values,experiment_fold_change_normalized_values,experiment_range_transformed_values,experiment_iqr_transformed_values,experiment_difference_transformed_values,experiment_fold_change_transformed_values,anova_max_diff,anova_max_fc,anova_F,anova_pval,anova_fdr,pre_norm_mean,pre_raw_mean,pre_transformed_mean,flight_norm_mean,flight_raw_mean,flight_transformed_mean,post_norm_mean,post_raw_mean,post_transformed_mean
EGF,1264,274,-312.1865942028985,-4.829488888888889,619.3,243.40000000000003,-188.27735507246365,-3.3551308895777794,9.276822314684392,2.609453668117254,-2.8367880521017357,-1.632194493602192,-188.27735507246365,-3.3551308895777794,9.629252609645542,0.00023205045627772147,0.021431963519821188,172.92941176470586,191.7058823529412,6.810362857888605,268.22083333333325,393.7083333333333,7.32399583516538,79.94347826086958,81.52173913043478,4.487207783063645
EIF4G3,2547,602,-708.804347826087,-3.7720625743921103,1317.0,533.9,-386.8179347826086,-2.382136476619543,4.117715689615935,1.6590311138759075,-1.3401268408625953,-1.170322990051874,-386.8179347826086,-2.382136476619543,12.169421992777725,3.569307166506608e-05,0.011158582274893664,525.970588235294,583.7058823529412,8.856523744992217,666.6874999999999,964.5,9.208276880117092,279.8695652173913,255.69565217391303,7.8681500392544965
ELAC2,235,93,-41.115196078431374,-1.8802539749173532,396.7,113.0,94.80217391304349,3.7125085525906574,8.635536751917849,3.127588054884851,-1.8842952466357472,-1.479316435465281,94.80217391304349,3.7125085525906574,7.76058384808129,0.0009936227216968962,0.036623016592643665,98.12352941176471,87.82352941176471,5.815508756572306,34.95,46.708333333333336,3.9312135099365584,129.7521739130435,84.52173913043478,5.806685094510021
ELFN1,130,33,35.69384057971014,8.198757763975156,215.5,40.8,59.55181159420291,13.428204158790173,7.7582232147267245,5.38543103719352,3.284668425846534,3.9138334292622545,59.55181159420291,13.428204158790173,9.181599420829478,0.0003267198009403449,0.025013542825046725,28.364705882352936,17.88235294117647,2.6774816058730266,4.791666666666666,4.958333333333333,1.127267054067044,64.34347826086957,40.65217391304348,4.411935479913578
ELOVL7,2284,475,-517.626811594203,-4.4289794546851,1069.1,425.4,-307.4456521739131,-3.1928396439978917,10.063529906300607,2.4800368920020457,-1.8421083908217355,-1.2945153964063674,-307.4456521739131,-3.1928396439978917,8.200796934848656,0.0007009513882089147,0.03141409017774343,326.2588235294118,367.2352941176471,7.846876232790599,447.6500000000001,668.5833333333334,8.096818376441723,140.20434782608697,150.95652173913044,6.2547099856199875
EPPK1,367,83,70.49818840579711,4.139065903041058,417.7,93.2,120.46902173913048,7.119061421670119,8.709773107852941,4.869991012796989,2.38589050420748,1.7405041844374054,120.46902173913048,7.119061421670119,10.348785854025158,0.00013495250402661974,0.019219612720297447,56.964705882352945,45.11764705882353,3.8050118072898953,19.687500000000004,22.458333333333332,3.22198112360452,140.15652173913048,92.95652173913044,5.607871627812
ESPNL,147,31,31.608695652173914,7.321739130434783,223.0,42.8,56.668478260869556,14.906375033342222,7.807354922057604,5.452858964713811,2.979938765718277,5.279289674433087,56.668478260869556,14.906375033342222,6.968568516699565,0.0018806090104742657,0.048358162585029556,28.123529411764707,21.294117647058822,2.8694463205429863,4.075,5.0,0.6963629462903921,60.74347826086956,36.608695652173914,3.676301712008669
EVPL,269,121,85.98188405797102,5.177257525083612,667.2,132.5,155.90471014492755,9.469246363690042,9.384136172447608,7.060695931687555,3.8742831575265173,2.916902671433114,155.90471014492755,9.469246363690042,10.948639218011435,8.651305570461787e-05,0.016919828082851984,79.52352941176471,65.6470588235294,4.482370385676706,18.408333333333335,20.583333333333332,2.021116259716007,174.31304347826088,106.56521739130434,5.895399417242524
F13A1,14069,3301,-3956.940217391304,-4.221123557726339,7451.8,3315.9,-2349.6786231884053,-2.94250437018426,4.6296213846258425,2.3311260654094568,-1.809614226525662,-1.1859517241870057,-2349.6786231884053,-2.94250437018426,11.168297849651154,7.363247922831384e-05,0.015527767832978065,2459.382352941177,2752.6470588235293,10.935626211809629,3559.2916666666665,5185.375,11.541248791558202,1209.613043478261,1228.4347826086957,9.73163456503254
F5,395,109,95.19021739130434,4.477268215207465,504.0,140.1,163.82336956521743,7.901458433500471,8.980139577639157,4.1278274644008945,2.974834640542382,1.8332354408547245,163.82336956521743,7.901458433500471,13.582374890327982,1.3214876222744643e-05,0.008342593863120869,88.61764705882354,66.58823529411765,4.214901192009604,23.7375,27.375,3.5702209659863082,187.56086956521744,122.56521739130434,6.54505560652869
FAM131B,161,43,39.40942028985508,7.141727837380011,250.2,57.9,65.92355072463769,11.561850583386546,7.972692654004264,5.880195728943098,3.1055176661234345,3.759689111934304,65.92355072463769,11.561850583386546,9.367698605770087,0.00028326931021316337,0.023363407723152558,24.135294117647057,16.705882352941178,2.4661493880217074,6.241666666666666,6.416666666666667,1.125314316273377,72.16521739130435,45.82608695652174,4.230831982396811
FAM186A,148,45,41.88949275362319,10.395774075579034,239.6,57.2,73.88442028985509,18.017524826838027,7.910492832288715,5.862947248020922,3.4131832824057122,4.416118305618656,73.88442028985509,18.017524826838027,11.215253785102615,7.114607618230462e-05,0.01515806678661879,29.688235294117643,21.764705882352942,2.9458940660507498,4.341666666666666,4.458333333333333,0.9991408309225954,78.22608695652175,46.34782608695652,4.4123241133283075
FAM43B,334,55,42.50905797101449,4.6306668729692095,380.3,60.7,77.37789855072464,7.913885201851789,8.574782720838753,5.947198584262056,2.9567909429134307,3.0688591097909783,77.37789855072464,7.913885201851789,8.258954507337835,0.0006695722707631413,0.03088430860590469,22.400000000000002,16.58823529411765,2.4111748143351344,11.19166666666667,11.708333333333334,1.4291891259874927,88.5695652173913,54.21739130434783,4.385980068900923
FANCL,497,99,-111.90398550724639,-3.9997571872571878,303.2,88.0,-65.05253623188406,-2.6369894237782647,8.248876342837134,1.9545004518533524,-2.1136990732022634,-1.497963626154316,-65.05253623188406,-2.6369894237782647,7.325246946878993,0.0014086433602732429,0.04311862144416785,93.6470588235294,106.3529411764706,6.3583847534114435,104.79166666666667,149.20833333333334,6.098326718293674,39.7391304347826,37.30434782608695,4.24468568020918
FCGBP,230,72,45.73913043478261,3.690537084398977,288.5,79.1,85.03260869565216,6.804273631102538,8.177419537989238,6.323730337521348,1.9893415845462248,1.756208322822082,85.03260869565216,6.804273631102538,9.157360280610396,0.0003328657524249712,0.025013542825046725,52.2764705882353,41.94117647058823,4.488445830302985,14.649999999999999,17.0,2.6306793042454655,99.68260869565216,62.73913043478261,4.62002088879169
FER1L4,201,37,49.03623188405797,27.74703557312253,462.8,37.5,92.2393115942029,58.499830604178435,8.85735900975864,5.266786540694902,3.5772531658978237,6.841539296081187,92.2393115942029,58.499830604178435,8.463286598027656,0.0005703609961675848,0.028987417501226794,32.65882352941177,26.705882352941178,3.54628724533388,1.6041666666666667,1.8333333333333333,0.6123819398591795,93.84347826086957,50.869565217391305,4.189635105757003
FGD5,315,79,45.08184143222506,1.6595450123475266,431.0,98.3,103.22735507246378,2.7082372762456948,6.504487980394751,1.8935445703607812,1.3500172683374592,1.2439730656067973,103.22735507246378,2.7082372762456948,8.961737619818724,0.0003870533748779881,0.025911341268328156,81.42941176470588,68.3529411764706,5.804879526072971,60.42916666666665,81.75,5.533468479316622,163.65652173913043,113.43478260869566,6.883485747654081
FGD5P1,290,53,59.72644927536231,17.10600879335613,437.3,87.0,94.97300724637681,33.986283269363874,8.775774868637292,6.459431618637298,4.213971644415659,7.823448363680843,94.97300724637681,33.986283269363874,8.738195724139741,0.00046027746306076534,0.027458800787573102,49.39411764705883,32.529411764705884,3.2445013207382467,2.8791666666666664,3.7083333333333335,0.6175721453166348,97.85217391304347,63.43478260869565,4.831543789732295
FHDC1,2409,411,-297.3553921568627,-1.878991182628982,1801.6000000000001,561.2,462.24981884057985,2.7539636768073104,5.435997881122238,1.9031286768123197,1.7270869409516427,1.2278167262995963,462.24981884057985,2.7539636768073104,12.914393032658502,2.1053108302027113e-05,0.00969162120326772,554.5529411764707,635.6470588235294,8.907491930469549,263.5458333333333,338.2916666666667,7.58103660343355,725.7956521739131,626.3913043478261,9.308123544385193
FIP1L1,2322,489,-601.1811594202899,-3.068386935926203,1354.6000000000001,396.6,-311.98278985507244,-2.0198414108394918,4.015166843564806,1.289411090292722,-1.0770224679080034,-1.1339392312795236,-311.98278985507244,-2.0198414108394918,10.043384082660996,0.00016966225423431514,0.019750109195308764,462.4764705882354,499.88235294117646,8.706008469093863,617.8958333333334,891.8333333333334,9.118150206354697,305.91304347826093,290.6521739130435,8.041127738446693
FOXE1,238,67,48.38949275362319,3.5524128045867176,303.7,84.2,76.21413043478263,5.529814587505655,8.251245689799124,6.412781525338477,3.3114851569987636,2.8944468201692812,76.21413043478263,5.529814587505655,8.31979575024555,0.0006382944912837196,0.03016728101850608,45.62352941176471,35.411764705882355,3.588166765675967,16.825,18.958333333333332,1.7479958380161131,93.03913043478263,67.34782608695652,5.0594809950148765
FZD5,185,40,31.63768115942029,3.966032608695652,236.1,51.9,55.15416666666666,7.030523917995444,7.889351852594646,5.7251958172266635,2.58067244670604,2.483643937651741,55.15416666666666,7.030523917995444,8.797346015354831,0.00043960929222419676,0.027317850578144818,23.00588235294118,18.235294117647058,2.6216794713282194,9.145833333333334,10.666666666666666,1.7394149507264103,64.3,42.30434782608695,4.3200873974324505
GBA2,169,45,30.634271099744247,1.9807582084663884,214.1,47.7,54.42644927536233,3.060957372370931,7.748863714535698,1.811687342853638,1.5763339409704447,1.3722815811361815,54.42644927536233,3.060957372370931,11.551518771801666,5.569339376865212e-05,0.013469271673148346,33.752941176470586,31.235294117647058,4.38597420628551,26.40833333333333,37.541666666666664,4.23425176222677,80.83478260869566,61.869565217391305,5.810585703197215
GDPD5,186,54,38.960144927536234,3.154478060508916,301.2,73.2,72.30452898550725,5.038419119507036,8.239359850277467,4.86561432003,2.2236721785088123,1.7700631539692775,72.30452898550725,5.038419119507036,9.619932974573214,0.0002337001744189271,0.021431963519821188,39.21176470588236,31.529411764705884,3.8196878299868575,17.904166666666672,18.083333333333332,2.887649106501112,90.20869565217392,57.04347826086956,5.111321285009924
GNA14,167,42,32.97282608695652,3.1445740544361964,222.2,51.0,52.900181159420285,5.036897767332548,7.802193216941825,5.700439718141093,3.2040849954394854,2.7859699306588825,52.900181159420285,5.036897767332548,10.595473687706594,0.00011231257468746758,0.018611302885710293,25.17058823529411,26.88235294117647,3.5052681586791286,13.10416666666667,15.375,1.7940307619050617,66.00434782608696,48.34782608695652,4.998115757344547
GOLGA6L1,253,77,72.53442028985506,23.0357732526142,634.0,108.2,128.7351449275362,46.84040768933039,9.310612781659529,6.770829046032491,3.9721678325232443,5.868024366319186,128.7351449275362,46.84040768933039,9.146299247783832,0.0003357098875353959,0.02510343156236129,67.80588235294118,51.11764705882353,3.9646254088087782,2.8083333333333336,3.2916666666666665,0.8159712305480268,131.54347826086953,75.82608695652173,4.788139063071271
GOLGA6L2,1480,518,384.338768115942,4.775739023652316,2070.9,688.5,690.6385869565217,8.395407168588106,11.016738657867245,9.429406741513981,3.898179021476945,2.0970486251153635,690.6385869565217,8.395407168588106,11.764726235420325,4.773250898892911e-05,0.012388520927448453,368.73529411764713,264.94117647058823,4.974068823079447,93.38749999999999,101.79166666666667,3.5533329446240542,784.0260869565217,486.1304347826087,7.451511966100999
GOLGA6L3,243,77,46.664855072463766,2.6494205032976885,310.1,103.6,82.53369565217389,4.025983341967878,8.28123458464702,6.708739041359579,2.9640255566885894,2.175291640214298,82.53369565217389,4.025983341967878,9.833809767635879,0.00019871612428223884,0.020460911884352905,40.37058823529412,31.176470588235293,3.0803706990116,27.275000000000002,28.291666666666668,2.5219489829334107,109.8086956521739,74.95652173913044,5.485974539622
GP1BA,1353,286,-284.63768115942025,-4.527298850574712,633.3,265.4,-162.0692028985507,-2.7666311216429698,9.309021531945508,2.508186730170098,-1.8905073955949074,-1.3319428506093849,-162.0692028985507,-2.7666311216429698,7.423145390008399,0.0013018543332784516,0.04175421693770613,223.44705882352943,219.2941176470588,7.257549689140228,253.8083333333333,365.3333333333333,7.585787146685463,91.73913043478261,80.69565217391305,5.695279751090555
GPC4,198,50,39.40760869565217,3.9463632669646485,217.2,61.7,56.84257246376813,5.186013314300198,7.769507291436245,5.970393537914677,2.850488667123196,2.5679872255639222,56.84257246376813,5.186013314300198,7.013861757737858,0.00181257507397381,0.04761113293622987,39.3,35.411764705882355,3.5690679312945552,13.579166666666671,13.375,1.8179285013613715,70.4217391304348,52.78260869565217,4.6684171684845674
GPR133,169,39,51.244565217391305,8.735028712059066,254.8,62.2,81.34402173913044,14.757974078499865,7.9988724539942755,5.9818526532897405,3.3254704177088144,2.849740866460528,81.34402173913044,14.757974078499865,17.624284615122736,9.099852610328085e-07,0.001526784645776609,22.429411764705883,16.470588235294116,2.7409254757043944,5.912499999999999,6.625,1.797803399387553,87.25652173913043,57.869565217391305,5.123273817096368
GPR179,122,35,27.88949275362319,5.318373071528752,184.0,33.8,52.48170289855073,10.941285474074329,7.531381460516312,5.121015400961366,2.5397748070345236,3.027218886300202,52.48170289855073,10.941285474074329,9.155727062837334,0.0003332841324883429,0.025013542825046725,23.02941176470588,15.823529411764707,2.623312338976813,5.279166666666667,6.458333333333333,1.2528369897291984,57.7608695652174,34.34782608695652,3.792611796763722
GPR26,155,40,36.04710144927536,9.827861579414375,206.8,48.8,58.894202898550716,16.231259370314838,7.699051844016849,5.638073837180719,3.4652080894876724,4.997992429895151,58.894202898550716,16.231259370314838,8.798780867059678,0.0004391200084932212,0.027317850578144818,34.98235294117647,23.941176470588236,2.980201113223873,3.866666666666667,4.083333333333333,0.8667370312100738,62.760869565217384,40.130434782608695,4.331945120697746
GPRIN2,169,47,44.77173913043478,12.939130434782609,318.7,62.2,76.85960144927535,23.14442298658593,8.320574933893159,5.9818526532897405,3.664080053302673,4.849363635006068,76.85960144927535,23.14442298658593,8.653836316331684,0.0004915054210697933,0.02773170416135897,42.04705882352942,28.470588235294116,2.930976048450258,3.4708333333333337,3.75,0.9518664383851845,80.33043478260868,48.52173913043478,4.615946491687858
GRAP2,7646,2031,-1894.429347826087,-3.5541869394454544,3494.7,1829.8999999999999,-1098.227355072464,-2.490044193408841,4.798072006108888,2.3782187458386765,-1.4245969764581634,-1.15721285422856,-1098.227355072464,-2.490044193408841,7.331635670877441,0.0014014060279178286,0.042995136936518984,1329.6882352941177,1373.9411764705883,9.936206998554002,1835.2708333333337,2636.125,10.486177745083149,737.0434782608696,741.695652173913,9.061580768624985
GRID1,115,26,26.88224637681159,6.08010955152345,304.1,36.9,52.632427536231894,10.66471507933868,8.253138369691294,5.24412594328373,2.8389800963279654,3.4386676486575745,52.632427536231894,10.66471507933868,7.165764343778448,0.0016023897578245627,0.04542360406420315,18.923529411764704,12.647058823529411,2.5599300665793714,5.445833333333333,5.291666666666667,1.1641521130978028,58.07826086956523,32.17391304347826,4.003132209425768
GRIN2C,303,66,51.77536231884058,6.265291083271923,456.9,93.9,96.53514492753625,11.836498962866557,8.838888754786186,6.568336182133748,3.2739633763202995,3.1471663938858816,96.53514492753625,11.836498962866557,8.575319514604242,0.0005225377785215146,0.028415677543851284,48.16470588235295,38.23529411764706,3.8814764120097713,8.908333333333333,9.833333333333334,1.5247832611589882,105.44347826086958,61.608695652173914,4.7987466374792875
GRIN3B,182,57,47.48913043478261,5.2212560386473434,349.4,67.8,84.30597826086955,9.316249396879856,8.452858964713812,6.104336659814735,3.1434507023373532,2.8770119408646475,84.30597826086955,9.316249396879856,9.08948386661951,0.0003507195579974809,0.025724225503940913,37.68823529411765,25.470588235294116,3.0671608688887293,10.137500000000001,11.25,1.6747100185677664,94.44347826086955,58.73913043478261,4.818160720905119
GRIP2,352,69,59.14311594202899,6.237766725493342,449.1,95.2,102.88405797101446,10.49698996655518,8.81410175449819,6.587964988882679,2.9882204569668778,2.713870246750488,102.88405797101446,10.49698996655518,8.681030312206294,0.000481206639488585,0.027721013384272672,48.74117647058824,39.23529411764706,3.461204341087548,10.833333333333334,11.291666666666666,1.743551160090776,113.71739130434779,70.43478260869566,4.731771617057654
GRM2,155,53,40.311594202898554,6.624873609706775,251.0,77.5,74.99257246376811,14.32214462716828,7.977279923499917,6.294620748891628,3.378114942233885,5.0476033444654,74.99257246376811,14.32214462716828,9.88847828711948,0.00019067406989825564,0.02017196085627052,36.61764705882352,27.529411764705884,3.0784462934887364,5.629166666666666,7.166666666666667,0.8345963412776211,80.62173913043478,47.47826086956522,4.212711283511506
GRM4,182,46,42.344202898550726,11.811285846438484,249.8,44.5,76.16431159420289,23.539377043907145,7.970393537914677,5.507794640198696,3.150941366562085,4.542442084600311,76.16431159420289,23.539377043907145,10.072000153724403,0.0001660501747872134,0.019750109195308764,33.14117647058824,22.88235294117647,2.976350168341097,3.3791666666666664,3.9166666666666665,0.8894828175906796,79.54347826086955,46.26086956521739,4.040424184152765
GSAP,1173,220,-244.50181159420288,-3.203582157784744,448.0,209.7,-135.57826086956516,-2.289726197369509,8.810571634741148,1.6607715141925299,-2.0041410464251177,-1.3589034920349246,-135.57826086956516,-2.289726197369509,8.697276394263051,0.0004751605925706892,0.02760971018952414,197.87647058823526,224.23529411764707,7.430228425876457,240.69999999999996,355.4583333333333,7.5882077688244,105.12173913043479,110.95652173913044,5.584066722399283
GTDC1,837,196,-213.83695652173913,-3.893088235294117,601.5,177.3,-124.6105072463768,-2.6828381578689835,9.234817431117325,2.1278717614258778,-2.2145869027328873,-1.4383942122865023,-124.6105072463768,-2.6828381578689835,8.17936957867441,0.0007128920881612766,0.031737293709269435,179.4294117647059,184.35294117647058,7.2003612724218184,198.65833333333333,287.75,7.266174813034941,74.04782608695653,73.91304347826087,5.051587910302054
GTF3C5,209,37,25.532608695652172,1.7454776261504283,214.7,54.50000000000001,56.36250000000001,3.287671232876713,7.752882366273092,2.146548663352942,1.7858822820073241,1.4335389566389802,56.36250000000001,3.287671232876713,14.382486106119359,7.634832156711013e-06,0.007319895330246684,40.858823529411765,39.11764705882353,4.741587222084882,24.6375,34.25,4.119312127916746,81.00000000000001,59.78260869565217,5.9051944099240705
GTPBP6,236,48,38.11594202898551,2.011927664486341,237.3,94.5,62.52028985507248,2.9557963458312555,7.89663514130291,2.7879025593914326,1.9941795727263,1.476175160730845,62.52028985507248,2.9557963458312555,8.427540626489105,0.0005865534830589159,0.029146684121270416,63.06470588235294,54.1764705882353,5.001152702632564,31.96666666666667,37.666666666666664,4.187911796292744,94.48695652173915,75.78260869565217,6.182091369019044
GUCY1B3,2089,394,-463.3242753623188,-4.212679630187921,977.9,349.5,-259.638768115942,-2.8509985948380967,9.935017677925659,2.1549581600210486,-2.3254133359608815,-1.400477774821749,-259.638768115942,-2.8509985948380967,8.491884114035091,0.000557739440458338,0.02868330809840622,290.2529411764706,312.1764705882353,7.945527377144092,399.9083333333333,607.5416666666666,8.132011060381204,140.2695652173913,144.2173913043478,5.806597724420323
H19,1340,561,223.09963768115944,1.5021467977443332,1720.2,519.7,420.38731884057944,2.196292970211993,5.104418092097708,1.6509689159692922,1.340274355517014,1.166995337515105,420.38731884057944,2.196292970211993,10.637585217180012,0.0001088583767607787,0.0183963905260881,448.2823529411765,479.47058823529414,8.598024392153526,351.40833333333336,444.2916666666667,8.025819016628438,771.7956521739128,667.3913043478261,9.366093372145452
HBA1,30961,6969,2822.585144927537,1.4939374793342974,23048.3,5546.1,5310.203804347827,2.295112431894353,4.928592821345777,1.67915644047239,1.3770407600004813,1.118517655846705,5310.203804347827,2.295112431894353,10.751005861183943,0.00010009019703083322,0.0183963905260881,5550.05294117647,6624.529411764706,12.166934401852139,4100.187499999999,5714.458333333333,11.618865983829409,9410.391304347826,8537.04347826087,12.99590674382989
HDAC9,719,217,-183.93297101449278,-2.986130672926448,330.0,162.3,-106.33785166240408,-2.059417217463092,4.273018494406417,1.5542225087588086,-1.0247358684480021,-1.1586998714990207,-106.33785166240408,-2.059417217463092,12.55388078616536,2.7149999740627706e-05,0.010583656610328356,206.71176470588233,226.47058823529412,7.409875551090743,192.58333333333337,276.5416666666667,7.481803909957577,100.37391304347825,92.6086956521739,6.457068041509575
HELZ2,326,99,54.61231884057971,1.9567121548714694,680.5,112.30000000000001,138.84021739130435,3.997090499542457,9.41256984680521,2.42940674151398,1.547949297820332,1.3331970590815785,138.84021739130435,3.997090499542457,6.981555464126904,0.0018608361314519373,0.04807906251090207,102.96470588235294,90.70588235294117,5.638254746893302,46.32500000000001,57.083333333333336,4.6457471806236414,185.16521739130437,111.69565217391305,6.193696478443973
HERPUD2,354,131,-83.95108695652175,-2.4431053811659194,266.8,87.99999999999999,-73.00895140664966,-2.21259812417168,8.06501215043695,1.442943495848728,-1.3665680799841002,-1.2536642517881835,-73.00895140664966,-2.21259812417168,9.79150109424757,0.00020517996206725897,0.02048179432079677,133.21764705882356,136.8235294117647,6.753878551801081,104.13333333333333,142.125,6.514544795116195,60.2086956521739,58.17391304347826,5.38731047181698
HEY2,220,77,45.89492753623188,2.3665983385478477,243.3,111.10000000000001,77.27192028985505,3.571088433323889,7.932510053379894,5.1154772174199366,3.7945293114813285,2.612113874844611,77.27192028985505,3.571088433323889,10.382554123089976,0.0001315938153726437,0.019219612720297447,43.48823529411766,39.1764705882353,4.305179915887117,30.05416666666667,33.583333333333336,2.3537600976525788,107.32608695652172,79.47826086956522,6.148289409133907
HGD,307,92,-80.93840579710145,-5.630804311774461,195.0,86.0,-54.16847826086956,-3.999939802552372,7.6147098441152075,6.442943495848729,-2.7970235013519957,-2.424926628307917,-54.16847826086956,-3.999939802552372,7.519551182289706,0.0012048473720800423,0.03977159137025976,46.688235294117646,45.94117647058823,4.257097496103344,72.225,98.41666666666667,4.759948079913228,18.05652173913043,17.47826086956522,1.9629245785612321
HIC2,131,45,31.143115942028984,3.7580619284453713,222.4,62.5,57.95434782608697,6.391102123356929,7.803485375595953,5.9886846867721655,2.4567047896704928,2.2760071717806047,57.95434782608697,6.391102123356929,8.546011454088237,0.0005346338361124081,0.028635823947336995,28.823529411764707,25.470588235294116,3.400170533870284,10.749999999999998,11.291666666666666,1.9253064120652885,68.70434782608697,42.43478260869565,4.382011201735781
HIF1AN,389,79,-87.40920716112534,-2.152759039395575,278.9,81.7,-75.35343137254898,-2.0471814435096563,8.128767676685554,1.2859231414318693,-1.1356066547458994,-1.1929723467911713,-75.35343137254898,-2.0471814435096563,10.346756781637895,0.0001351571197452106,0.019219612720297447,147.3117647058823,163.23529411764707,7.020422140639419,71.95833333333331,96.29166666666667,5.88481548589352,101.03478260869566,75.82608695652173,6.485836671106102
HIST1H2AC,7343,1350,-1800.391304347826,-3.708949365432422,3559.2,1464.3000000000002,-1040.126268115942,-2.6380726338589775,6.6459042464320275,2.038526529963498,-1.7599990718850442,-1.2018062492347887,-1040.126268115942,-2.6380726338589775,10.6659236443311,0.00010659583671601691,0.0183963905260881,1196.8294117647058,1316.5882352941176,10.00827441779846,1675.095833333333,2465.0,10.481230840269964,634.9695652173913,664.6086956521739,8.72123176838492
HLA-A,2416,307,-418.13405797101444,-3.1141093280574483,1029.7,223.8,-223.04673913043482,-2.127191729653718,4.812363109899994,1.1383480693855779,-1.1854537466003974,-1.1619929756841325,-223.04673913043482,-2.127191729653718,8.441145860607165,0.0005803352307089948,0.029146684121270416,353.10588235294114,371.1764705882353,8.36909001772702,420.925,615.9166666666666,8.503386771745236,197.8782608695652,197.7826086956522,7.317933025144838
HR,148,60,48.84601449275362,8.563253856942497,431.5,75.0,89.87047101449271,15.446693264218522,8.756556322524087,6.247927513443586,3.8915735141598855,4.150061931652967,89.87047101449271,15.446693264218522,10.639807184303653,0.00010867919610180188,0.0183963905260881,38.182352941176475,27.235294117647058,3.261583625154894,6.220833333333332,6.458333333333333,1.2353958743020066,96.09130434782604,55.30434782608695,5.126969388461892
HYDIN,138,30,33.813405797101446,10.118221787982412,242.3,31.4,61.16757246376811,16.469143721079394,7.9265925100510675,5.017921907997263,2.8655018018746183,3.6792926541340023,61.16757246376811,16.469143721079394,8.661618647395809,0.0004885350906287389,0.02772969362057567,21.25294117647059,14.882352941176471,2.587555488467194,3.954166666666667,3.7083333333333335,1.0694993685939107,65.12173913043478,37.52173913043478,3.9350011704685293
IBA57,268,64,48.92572463768116,2.792698307334882,376.1,101.30000000000001,96.17536231884056,4.680179680567878,8.558803340254302,4.864873961134956,1.9837459340883208,1.6147275988323362,96.17536231884056,4.680179680567878,7.719264876850803,0.0010269139480415523,0.03718682131435775,57.11764705882353,44.88235294117647,4.83676050384681,26.133333333333336,27.291666666666668,3.2270324902548864,122.3086956521739,76.21739130434783,5.210778424343207
IGF2BP3,1576,319,-422.3405797101449,-4.554274911574582,804.6,311.1,-251.17898550724627,-3.101839724465788,9.653919873119424,2.339524437826223,-2.6446359496788956,-1.4895800605091618,-251.17898550724627,-3.101839724465788,9.731913739665229,0.00021465401233233816,0.02076547141886923,238.28823529411764,249.2941176470588,7.52836836461724,370.6833333333332,541.1666666666666,8.04648165991571,119.50434782608696,118.82608695652173,5.401845710236814
IGFN1,400,110,111.77536231884058,9.709768492377187,670.5,101.4,197.2835144927536,18.58189509033081,9.391243589427443,6.678071905112637,4.316098932043548,4.307702284394436,197.2835144927536,18.58189509033081,10.172394342024921,0.00015399373105573488,0.019483366853548605,89.78823529411763,62.529411764705884,4.112432148476702,11.220833333333331,12.833333333333334,1.3048631832455642,208.50434782608693,124.6086956521739,5.620962115289112
IGSF9B,239,45,38.95471014492753,3.0547539417104637,306.8,63.5,76.38623188405796,6.20224053693925,8.265849421440848,5.261265312980738,2.139732481506929,1.7866203070354143,76.38623188405796,6.20224053693925,9.579247335288036,0.00024104526638657475,0.021787408000496968,25.95882352941176,21.41176470588235,3.3459371908800706,14.68333333333333,18.958333333333332,2.7201592208712153,91.0695652173913,57.91304347826087,4.859891702378144
ISLR2,199,54,37.23550724637681,3.021837497540822,268.4,89.1,65.43460144927536,5.015419163340855,8.07360604057494,6.493455200926176,3.4636055631061966,3.7889233908559636,65.43460144927536,5.015419163340855,7.774814394892035,0.0009824167365344305,0.036471906073730985,27.617647058823522,19.352941176470587,2.8193579468800154,16.295833333333334,18.416666666666668,1.2419149175851556,81.7304347826087,55.65217391304348,4.705520480691352
ISPD,287,101,-81.2336956521739,-4.983742004264393,165.6,65.7,-52.0461956521739,-3.755034522439585,7.380244590478186,4.947836145607434,-3.053066558266122,-2.2992165292117606,-52.0461956521739,-3.755034522439585,9.520002354337105,0.00025216990200627176,0.022008960641460715,50.20000000000001,55.529411764705884,4.734798949389022,70.93749999999999,101.625,5.402995526702529,18.891304347826086,20.391304347826086,2.3499289684364073
ITGB1,4210,923,-1055.5126811594203,-3.6810371801951036,2252.0,843.4000000000001,-577.4264492753625,-2.3985834237232213,5.330323529856306,2.0012838792703587,-1.543941719753267,-1.1874367912683885,-577.4264492753625,-2.3985834237232213,9.268244935003354,0.00030569204554553586,0.023890032253171975,790.4882352941175,873.2941176470588,9.304199656335927,990.2916666666669,1449.2083333333333,9.781074404886116,412.8652173913043,393.69565217391306,8.237132685132849
ITGB3_1,3674,708,-921.6938405797102,-4.3842526074925505,2077.9,685.6,-551.296920289855,-3.1230354402120826,7.077435977641294,2.4536805732266,-2.3137619111470675,-1.327786981512621,-551.296920289855,-3.1230354402120826,10.262728474082321,0.0001439183251099596,0.019252099626721447,470.00000000000006,515.0,8.386748127743385,810.9708333333333,1194.0416666666667,9.372498351715493,259.6739130434783,272.3478260869565,7.058736440568425
