gene,Pre vs Flight Pval,Pre vs Flight Fold Change,Pre vs Post Pval,Pre vs Post Fold Change,Flight vs Post Pval,Flight vs Post Fold Change
ADAM18,1.0,1.0,0.0452772507874527,13.8497883176329,0.011627131912381,13.8497883176329
ADAM19,0.579386571938963,1.25011744495266,0.863483823358575,-1.06476941978805,0.426247830745072,-1.33108682652916
ADAM20P1,1.0,1.0,1.0,1.38238947811906,0.978723404255213,1.38238947811906
ADAM22,0.0674941117946636,4.47412097335568,0.0615388361163972,4.65604542030573,0.947088969298241,1.04066149485753
ADAM23,0.664372042926041,1.65886624123979,0.344050882435694,-2.36041098273871,0.131461539110315,-3.91560609471688
ADAM28,0.699353765352976,1.26855532416233,0.93534682915711,1.06446347428267,0.740822058163708,-1.19173213060899
ADAM29,0.940595739924416,1.23391588231866,0.609826881234753,2.55065974611438,0.586297963130039,2.06712611666966
ADAM30,0.208836837683273,-3.14511777398692,1.0,-1.17963623018923,0.28621586940789,2.66617597314927
ADAM32,0.91226561865293,1.13058851720916,0.794427636129982,-1.17790858518626,0.67848315103666,-1.33172992073367
ADAM33,0.16215501081177,-3.44098065206573,0.450789367910815,2.15196186831763,0.0251209859887536,7.40485915286416
ADAM5,1.0,1.0,1.0,1.38204148084804,0.978723404255308,1.38204148084804
ADAM6,1.0,1.0,0.0516777342512837,14.014449432328,0.0145246784602422,14.014449432328
ADAM8,0.947318832082018,-1.02114653985214,0.742396029446801,-1.15131990721703,0.777869427698861,-1.12747765603137
ADAM9,0.280621225353876,1.61425323682969,0.425793336800901,-1.39164267482364,0.0417786554893171,-2.24646369234439
ADAMTS1,0.742038660557208,-1.17856178720129,0.407333154020084,1.62527667463112,0.199694652879095,1.91548898234982
ADAMTS10,0.516264721809746,-1.44485482851514,0.932905734429588,1.07266963834596,0.421356614689375,1.54985190636575
ADAMTS12,0.476357744682806,-1.7887451633204,0.346484828044733,2.50972216240202,0.0720761921626339,4.48925337927462
ADAMTS13,0.0527825647845962,-3.80461969012866,0.955383572309145,-1.01565236356113,0.0466395462130182,3.74598615296744
ADAMTS14,0.154106124925295,-3.37642858545581,0.255687888379704,3.09400485101067,0.0079530882946378,10.4466864224914
ADAMTS15,0.0416960406924081,-5.91594219927416,0.519414206216547,1.89338460915789,0.00623338829929263,11.2011539087734
ADAMTS16,0.00368721254627671,-23.4664400378647,0.891938192062544,1.25596778842261,0.00190896446690734,29.4730927965088
ADAMTS17,0.133082516765531,-3.39037895584597,0.271406675473472,-2.49509288612843,0.689406422765777,1.35881873364111
ADAMTS18,0.00728653726750054,-16.5884151199636,0.630695475717767,-1.61212194570833,0.017463461984127,10.2898016890869
ADAMTS19,0.383211304990386,-2.44845278168788,0.909822651318237,-1.06840876837155,0.414146901195222,2.29168166171058
ADAMTS19-AS1,1.0,1.0,0.775507469843465,1.71018856407971,0.581970309454519,1.71018856407971
ADAMTS2,0.0112932134055634,-6.14898420910977,0.561838112306093,1.57056961339051,0.00139741588346637,9.65740775204585
ADAMTS20,0.0451174638656753,-9.23610044459803,0.802539465604099,1.44634777131991,0.0204540080621369,13.3586132937312
ADAMTS3,0.767502561492991,-1.3433618804713,0.7805010318382,1.55169215105403,0.496542199458383,2.0844840859525
ADAMTS4,0.0965875008626776,-4.40608562463815,0.848697321980318,1.24760881312699,0.0522171753063246,5.49707125669068
ADAMTS5,0.774790920628935,-1.23835372309831,0.146059167894774,4.12033327460636,0.0500575753801516,5.10243005101462
ADAMTS6,0.222021332717002,1.71555666193724,0.426960137653976,-1.39460553252741,0.0288963299493984,-2.39252481210193
ADAMTS7,0.150373366502437,-2.76802579131603,0.197143055612554,2.78644148114887,0.00408087921114321,7.7129418858129
ADAMTS7P1,0.552017507614469,2.3168095912777,0.676295526481202,2.01512027655214,0.907991377978197,-1.14971280783386
ADAMTS7P2,0.122069495051422,9.54640014772421,0.113200186027395,10.5874372970286,0.945615899200231,1.10905023183557
ADAMTS7P3,1.0,1.0,0.00434805775630668,22.0764568812626,0.000474551193360393,22.0764568812626
ADAMTS7P4,0.015131431300143,-8.71464572274387,0.572463359581047,1.76736407181108,0.00235200146437416,15.4019517489396
ADAMTS8,0.0321115478483134,-4.27440988830052,0.896252729819054,1.12250593934325,0.0168628522967321,4.79805048680486
ADAMTS9,0.326625804375418,2.47552372034288,0.924433760246325,-1.05076474823521,0.228056062935835,-2.60119305875638
ADAMTS9-AS2,0.686222817838153,1.88658610491069,0.507646815152728,2.75156937791538,0.738734368508584,1.45849127731471
ADAMTSL1,0.0538965672803311,-4.53029179609089,0.316470553459849,2.3910129767764,0.00267194219006321,10.831986473037
ADAMTSL2,0.13983188763938,-3.7317049578685,0.269174849150977,3.14886337470232,0.00780974575438516,11.7506290670272
ADAMTSL3,5.84226426710484e-05,-32.632968969747,0.241522616088216,2.87451712329527,7.59429441437413e-07,93.804028087501
ADAMTSL4,0.346213789165913,-2.14021660237494,0.253138707931517,-2.59770055076605,0.819279893333866,-1.21375591044544
ADAMTSL4-AS1,0.651704515982448,1.79452868695993,0.55299975099285,2.11236928831801,0.87951844863908,1.17711647836432
ADAMTSL5,0.391907102187832,-2.20633259506418,0.301321327795793,3.6217911455049,0.0415040295201134,7.99087585684228
ADAP1,0.594890185656176,-1.31199644146064,0.325494511724338,-1.67767051703686,0.62895277750957,-1.27871575258932
ADAP2,0.836475577612531,-1.06201304276808,0.0630324269867052,1.83030067358513,0.0211759927830847,1.94380318753461
ADAR,0.421362647073124,-1.1229395722842,0.222664844271271,-1.19497265416839,0.645053173099838,-1.0641468905915
ADARB1,0.857913102307019,-1.05074114090723,0.610333517599066,-1.16690865877838,0.718106678311387,-1.11055769432502
ADARB2,0.290278454118952,-1.77619181350612,0.372878139945438,1.70615423263819,0.0358374945681191,3.03045718059077
ADARB2-AS1,0.426391650989138,-2.19402825816067,0.401917244488875,2.91478836594395,0.021024474883322,6.395128041439
ADAT1,0.490179298086938,1.39728622377611,0.35056668509505,1.57176632240837,0.781336646573681,1.12487069267794
ADAT2,0.981751573720663,1.05574623766486,0.0871314762317166,-3.57843683457487,0.064383196681212,-3.77792122482377
ADAT3,1.0,1.0,0.132290253145763,6.37127241980187,0.0518490891064724,6.37127241980187
ADC,0.00561744048062591,-7.17956839058906,0.276883235205976,2.27921947917426,0.000115387166698159,16.3638121278944
ADCK1,0.286978075279208,-2.18638025245842,0.973838766688164,1.06106071450505,0.23647316374994,2.31988219285326
ADCK2,0.254514370977897,-2.44327822254025,0.957244279891355,1.08125369322263,0.201406224021956,2.64180360169208
ADCK3,0.411929497196624,-1.29414849563347,0.986746968581307,-1.00020467206617,0.38616985810847,1.29388367378858
ADCK4,0.431351630984647,-1.49473370996589,0.700689335997567,1.25115522055901,0.202937911092555,1.87014388456935
ADCK5,0.794575055050888,1.28249135291245,0.410300665561071,2.05844461403243,0.526138517225643,1.6050358619244
ADCY1,0.000141104787388408,-19.0201410859214,0.463481368503843,1.7823674357942,7.18939611783071e-06,33.9008800957577
ADCY10,0.0987500335216397,-7.58661498720172,0.951569013872278,-1.01934372452299,0.0965466224670336,7.44264648389525
ADCY10P1,0.190560240266772,3.5008942750401,0.023350104627732,-8.89257657460666,0.000406992657622107,-31.1319704203962
ADCY2,0.0288171399039373,-9.78580044631843,0.472489597602984,2.32268298889839,0.00385196073992893,22.7293122294181
ADCY3,0.79391928469505,-1.13786119704573,0.894323518359292,-1.06451826386423,0.893274584492278,1.06889776875716
ADCY4,0.329575194882886,-1.97455342687545,0.0707663455098599,4.50587706019947,0.00283009380276552,8.89709499029635
ADCY5,0.143790796151646,-2.40934239831738,0.159887716691601,2.55211585944613,0.0024037760508314,6.14892094558176
ADCY6,0.277511852784475,-1.80557189500382,0.212457106663867,2.12554796868313,0.0116966923570801,3.83782967373673
ADCY7,0.636014867626189,1.22710990473742,0.464794125436568,-1.34190718563902,0.189874104108319,-1.64666759873595
ADCY8,0.0738196353265688,-4.53798486775219,0.558602995848749,1.75955048542657,0.0140347319730928,7.98481347691178
ADCY9,0.97735950350481,1.00119099352047,0.679519255751235,1.24772589293389,0.622273978567985,1.24624162723091
ADCYAP1,0.212202546147653,-3.54622880734214,0.703288359388595,1.66441288031221,0.08720937947388,5.90238890347447
ADCYAP1R1,0.00390304563001133,-18.6476342399988,0.696102016662794,1.5536031957235,0.00102281407030601,28.9710241479451
ADD1,0.777416222149097,-1.03677462281802,0.156799797558237,-1.20381594292674,0.215719536155839,-1.16111632791966
ADD2,0.754266409998199,-1.15391724174493,0.446308956823467,1.49796693029837,0.233512317539312,1.72852986843501
ADD3,0.514908591150213,1.10173588747715,0.169711240262964,-1.22264249655916,0.027562086948987,-1.34702911601388
ADGB,0.525281807338103,-1.85936951960386,0.856913841490761,-1.16924999518769,0.637221806274819,1.59022409857302
ADH1A,0.124269981615498,9.70687516709094,0.204070603157055,6.0448202863321,0.764064480836057,-1.60581699823882
ADH1B,0.66110434987405,1.50270033383537,0.333400211745254,-2.17361697444704,0.129928817843167,-3.26629495313178
ADH1C,0.681546351424829,1.88761614613598,0.225675332330983,5.86606619774628,0.337786649529049,3.10765841336668
ADH4,0.465464436438508,-2.09077120740617,0.279023265072951,-3.1146072679005,0.694950811680471,-1.48969301703964
ADH5,0.453672603380107,1.19191672966237,0.0987019079718126,-1.45994445559817,0.00929603614648689,-1.74013222100527
ADH6,0.252501304635917,4.74382220531468,0.625182131979993,1.98338807326185,0.533354288198279,-2.3917771157679
ADHFE1,0.89109456410504,1.1671215633111,0.367628695395441,-2.04761218613069,0.260991619048889,-2.38981233573172
ADI1,0.134815551545669,1.40684463891189,0.417885038997379,-1.19726442803235,0.011913702194835,-1.68436504193722
ADIG,0.0317392818610601,-6.86752478593868,0.387531248354318,3.0796764667911,0.00287622389115958,21.1497544683599
ADIPOQ,0.829268292682926,-1.62919492104868,0.849999999999995,-1.62919492104868,1.0,1.0
ADIPOR1,0.0774713807352329,1.37787333780388,0.710407529767278,-1.06726504201857,0.0194607539262279,-1.47055604576753
ADIPOR1P1,0.82926829268293,-1.70668437890824,0.157047028161501,7.79808712366667,0.0124610553621354,13.3088734793274
ADIPOR2,0.504388688722514,1.24793401725178,0.650416863476066,-1.14834661010685,0.219878706706753,-1.4330607983481
ADIRF,0.995120232160122,1.03940123291278,0.720698453568677,1.35467396199698,0.699770851894249,1.30332148846955
ADIRF-AS1,0.0193256257256268,-12.6571407463434,0.0912431323914728,-7.96967653909606,0.978723404255314,1.58816241590892
ADK,0.739065621028408,1.14971617194036,0.198802673323991,-1.63767291396015,0.0794291514733134,-1.88285903352868
ADM,0.90751779178521,-1.05626121032091,0.244442318345938,2.34370222351092,0.148860260357666,2.47556174723745
ADM2,0.00258292992761377,-12.4871824805152,0.521540116397476,1.77521263574783,0.000257542924033936,22.1674041242996
ADM5,1.0,1.0,0.437660944029242,2.60910948984336,0.270357125080898,2.60910948984336
ADNP,0.20899894104364,1.2562851010373,0.524635756240459,1.12518000363781,0.500941296041843,-1.11651922090298
ADNP2,0.166619625518095,-1.70871380875579,0.681624556846033,1.18994998044256,0.0531501676267327,2.03328396331088
ADO,0.854278314711107,1.14264961783598,0.388856656702276,-1.64845509759865,0.258700936820182,-1.88360658729086
ADORA1,0.0196892325342183,-5.26796992701714,0.269074985305931,2.36401652859179,0.000499873877673302,12.453567979593
ADORA2A,0.909329145900598,-1.08653090735245,0.737693280605051,1.59372477366257,0.602434711794248,1.73163122439767
ADORA2A-AS1,1.0,-1.13196255801045,1.0,1.28912899788768,0.842084404803353,1.45924575805438
ADORA2B,0.533549238669236,1.95441677262066,0.493191958819739,-1.8668972922257,0.15697195645952,-3.648695380686
ADORA3,0.460178312211144,-1.91505640780195,0.0715324852484356,7.6648159100779,0.00595562327748266,14.678554823217
ADPGK,0.219197147499741,1.76788886770661,0.341225674402696,-1.51623203675798,0.0184243136428628,-2.68052973864456
ADPGK-AS1,0.0806644185670459,9.32827327938336,0.0234880845299699,24.7026842638674,0.393733888952254,2.64815186305309
ADPRH,0.485130553614658,-1.30509385616691,0.451750650650619,1.37058442598777,0.112631708893197,1.78874131371468
ADPRHL1,0.76641669258254,-1.36866431454978,0.811451130431551,1.54533399359624,0.541482045306715,2.11504349109588
ADPRHL2,0.821564414442589,1.14268078467542,0.351701446485903,1.65114139409904,0.426194390877587,1.44497169834534
ADPRM,0.175053774895641,4.3264082852819,0.254533975054231,3.41813528012097,0.795095351790608,-1.26572178416788
ADRA1A,0.0348931148041751,-6.9069604120873,0.463778936511795,2.10545384811002,0.00400801559173165,14.5422863783728
ADRA1B,0.137145588809422,-2.56442638916856,0.974809800550388,1.04897355154978,0.104511906823944,2.69001545713413
ADRA1D,0.00383072497645673,-10.3993737165628,0.214371719630825,2.99193421992182,5.06426969603358e-05,31.1142420883398
ADRA2A,0.0528766740536817,-2.76793722942064,0.781764839343926,-1.14667399381147,0.0777738556616489,2.41388332198953
ADRA2B,2.48325225095649e-05,-65.97796472477,0.326543665997462,2.5843026340936,8.04624662280327e-07,170.507028030358
ADRA2C,0.0162204697750819,-6.3950509445012,0.676098946101772,1.43878482271565,0.00374236005094078,9.20110223944173
ADRB1,0.0437908457409853,-3.01634780020267,0.523476265138959,1.46737411373703,0.00518624822983415,4.42611068004502
ADRB2,0.92421873926864,-1.03639051410375,0.760509969623593,1.2238973668482,0.653272829483089,1.26843562123803
ADRB3,0.0956038152158903,-3.91755786088789,0.879022444176362,1.18468966082063,0.0550636292015673,4.64109029346048
ADRBK1,0.572154622038927,-1.08763984612246,0.674972645772734,-1.06478509929124,0.878861102134359,1.02146418732422
ADRBK2,0.279532610659988,1.23477663242893,0.270682356501146,-1.23445762013171,0.0175360113250929,-1.52427942306245
ADRM1,0.461791284810165,-1.21358678581643,0.726219671847409,-1.09542432387477,0.681713760976031,1.10786912374166
ADSL,0.591361668658099,1.14880084235786,0.973725745232956,-1.00504084465306,0.532729448170703,-1.15459176894149
ADSS,0.909447252925055,1.03484240273612,0.881037059131639,-1.03560666399168,0.771635877629012,-1.07168968845469
ADSSL1,0.171761713131494,-2.60882617386843,0.404107448636117,1.92836989582889,0.0194745000677255,5.03078185713834
ADTRP,0.305036591896468,2.45179196528799,0.304340379967349,2.4546050655833,0.992038613723503,1.00114736500288
AE000661.37,0.884950119048913,1.21224556704983,0.940531792738088,-1.06615349900622,0.792394093888741,-1.29243985296496
AEBP1,0.378733750655893,-1.57787731990898,0.189673620419224,2.12376785956363,0.0170463880801718,3.35104513835708
AEBP2,0.240418018409957,1.41538407662216,0.161220758970668,-1.49230444383613,0.00533124350105463,-2.11218394727814
AEN,0.0891808788317487,-2.09559715017094,0.675031824173673,1.22365539520468,0.0233983596012673,2.56428875898223
AES,0.528413659754445,-1.08527270658194,0.405261191969967,-1.11497767393548,0.821082124622017,-1.02737097060802
AF001548.5,0.0627607779743148,-5.76772261701484,0.164765129707184,-3.94938065744985,0.978723404255334,1.46041192715495
AF001550.7,0.805584034303907,1.61277998686642,1.0,1.0,0.633055911812109,-1.61277998686642
AF038458.5,0.376695367701112,3.26912591629552,0.319636539782948,3.77892520409094,0.889698185761868,1.15594360720529
AF064858.11,0.293935074951975,4.30582360677155,0.52451107321055,2.6743503193716,0.803526156876493,-1.61004471836857
AF064858.6,0.000823803764368859,-38.4966118604252,0.0345451529142141,-10.9226260804072,0.117888844470321,3.52448317620976
AF064858.7,1.0,1.0,0.143741545155383,5.03074820415287,0.0691577672538615,5.03074820415287
AF064858.8,1.0,1.08189166722851,0.730898564061833,1.81270453070779,0.665998474841931,1.67549541753235
AF064860.7,0.823392293784377,1.87231786718037,0.193397454677511,5.51608526357256,0.393399659322595,2.94612648859649
AF096876.1,1.0,1.0,0.193831970327673,4.6784869569272,0.102277390860298,4.6784869569272
AF121897.4,2.72219510609713e-05,-44.0589873381649,0.240882264608821,3.08531118030224,4.04365784239537e-07,135.935686227235
AF121898.3,1.0,1.0,1.0,1.45687824911661,0.978723404255353,1.45687824911661
AF127577.8,1.0,1.0,0.0927431891925549,10.5212669083464,0.0311002994741946,10.5212669083464
AF127936.3,0.122277200433457,-4.89383035960865,0.134076617464503,-4.89383035960865,1.0,1.0
AF127936.5,0.13624886273618,-4.07120290610128,0.468656775514637,2.95828619455906,0.0209922837802793,12.0437833523682
AF127936.7,0.612532842455966,1.52369312542426,0.156529593388676,-2.7830267522149,0.0421748972913375,-4.24047873022165
AF131215.5,1.0,1.3186500428477,1.0,1.0,1.0,-1.3186500428477
AF131217.1,0.12737548994745,-5.21132687387326,0.458840762579441,-2.22550360898447,0.399939336286732,2.34163937224585
AF146191.4,0.143027626679335,8.01638444159945,0.177214762560243,6.88969370953487,0.901930988837126,-1.16353277512255
AF186192.5,0.166324914701895,-2.97074243697981,0.215247603285894,3.92314320828011,0.00511051747746987,11.6546480151868
AF196779.12,0.116775535193251,6.80264649230146,0.945177894674104,1.5467932914088,0.176742581549665,-4.39790276443836
AF196972.4,0.21990824719102,-3.79318946394131,0.321139663133196,3.96588889827172,0.0209980951322022,15.0433679840861
AF196972.9,0.0451017702088007,61.9137735887871,1.0,1.0,0.01321938992836,-61.9137735887871
AFAP1,0.974688298799475,1.02930299735838,0.0773159618397797,-2.30667041044855,0.0535018195542977,-2.37426276739258
AFAP1-AS1,1.0,-1.04099774832614,0.794303238142649,-1.29989097028112,1.0,-1.24869719686835
AFAP1L1,0.744849970461848,-1.1247365620015,0.352205951202634,1.46541297884285,0.16461361151,1.64820355573609
AFAP1L2,0.336357376774268,1.5009209816944,0.517101211204854,1.32033068163169,0.732544121660416,-1.13677656860895
AFF1,0.202872023162977,1.21297182106665,0.237406024464535,-1.19387946251136,0.0075163421020521,-1.44814214577648
AFF2,0.0833101489076671,-2.05547468089189,0.729016001508191,-1.15350703279118,0.140521186303384,1.78193510959199
AFF3,0.276681211732504,1.47214612144997,0.792161003029081,1.10301745809238,0.365719405140426,-1.33465350947027
AFF4,0.948916857845168,1.01242674709169,0.954362301961863,1.01208089263781,0.995644102599558,-1.00034172609758
AFG3L1P,0.297745570038062,-1.65406625680508,0.602985674625299,1.32227495639793,0.0911498283876976,2.18713038759623
AFG3L2,0.315760925536575,1.4768259004599,0.60788006128808,-1.20710263233765,0.0975181363547826,-1.78268043194956
AFM,0.466671424096546,2.87333845725708,1.0,1.0,0.30856882032282,-2.87333845725708
AFMID,0.558205900997874,1.68265876728594,0.952834026490823,1.08826162680603,0.564446592798661,-1.54618956125874
AFP,0.553483937473764,-1.64043575527129,0.798578852610846,-1.51527691576707,0.973105064001854,1.08259799789853
AFTPH,0.350508488849877,1.1860312939709,0.318026164145343,-1.19371880123707,0.0351767322703116,-1.41578785446859
AGA,0.698960147922167,1.31897568326515,0.818683218747815,1.18892590316868,0.867025784193083,-1.10938425998614
AGAP1,0.588130658595494,1.26161072169942,0.0245587316110391,2.60038847804136,0.049817878438788,2.061165487353
AGAP10,0.862562929606747,1.17734130416741,0.302478821433558,-2.06663725886636,0.139647634797321,-2.43313740559468
AGAP11,1.0,1.0,0.562452327223305,2.00715065222821,0.379254787112797,2.00715065222821
AGAP2,0.621886763702944,-1.15783155438138,0.125171934165587,1.62821445062215,0.0252730261886385,1.88519806823007
AGAP2-AS1,0.0365408087431479,-6.74285202907432,0.041797369481538,-6.74285202907432,1.0,1.0
AGAP3,0.252289097973843,-1.55214922350769,0.466012873231402,1.35197297888246,0.0423170684345959,2.0984638093758
AGAP4,0.845441584329341,-1.15133699113447,0.0919173893408957,-4.58203022177921,0.11240609220066,-3.97974724781865
AGAP5,0.889721285789732,-1.13787025864161,0.964912866822671,-1.02420910390442,0.93836862053717,1.11097456008143
AGAP6,0.779629076063469,1.27527652541097,0.878138037513192,1.15770817116234,0.896572705166665,-1.1015526686061
AGAP7,0.399666486138212,2.6586326463276,0.0357643566770253,18.3082213733322,0.0792751217867066,6.88632985780173
AGAP8,0.357526125602684,2.99018089335158,0.69068948090303,-1.59571453488777,0.128894930982383,-4.77147511346481
AGAP9,0.218355512938896,5.09406134738359,0.121693344109305,8.03748233822961,0.667787560984428,1.57781420169936
AGBL1,0.0948041977892522,-5.2564599638064,0.299932176777433,4.60623222811602,0.00710616718415243,24.2124752910866
AGBL2,0.64240630305349,-1.48900732374591,0.585072143225317,1.87004558612367,0.26495253669469,2.78451157347685
AGBL3,0.173575923365419,-3.29898875500133,0.0856453328515208,-4.59851528076585,0.680211171303853,-1.39391662787404
AGBL4,0.00251803701677653,-20.5227084408796,0.224759210213823,3.83838236318657,5.65286814188012e-05,78.7740021242923
AGBL5,0.251941534461255,1.59009893784398,0.264933224334488,-1.53937229342938,0.014720850139153,-2.44775424872852
AGER,0.120802361475215,3.20903373835829,0.521702533693275,-1.53640102179683,0.0182500138877032,-4.93036271459418
AGFG1,0.361703621598905,-1.2141096230879,0.938308710620973,-1.01563244834798,0.368606234077137,1.19542224656445
AGFG2,0.845514202092538,-1.07525783021594,0.932105867565028,-1.03136462997648,0.909191988749809,1.04255837262953
AGGF1,0.773358327555772,-1.05901025184314,0.829436254707331,-1.04331485829452,0.940443929408792,1.01504377458428
AGK,0.930341389272605,1.06950347139432,0.814827330201084,1.16156213216117,0.873954003150241,1.08607607476658
AGL,0.681034120132355,-1.17543581490271,0.922439537954105,1.05129809522459,0.578902136816056,1.23573343326598
AGMAT,0.35916926030713,2.72201292130817,0.127919057848165,5.44537469891361,0.444387061403409,2.00049553633148
AGMO,0.821558787893434,1.77457027034366,1.0,1.0,0.648422510155906,-1.77457027034366
AGO1,0.144718858520185,1.27471363369689,0.979398211459497,1.00636445464137,0.117952182098391,-1.26665208396211
AGO2,0.702197662818175,-1.10179951652242,0.573281108560005,-1.15495483545304,0.841833139741747,-1.04824409353381
AGO3,0.672799439970499,-1.15462725426018,0.72393954949136,-1.12839062935003,0.945139933227779,1.0232513672373
AGO4,0.268859383984891,1.25769865724866,0.30640929510649,1.23860543426441,0.93676205927175,-1.01541509705679
AGPAT1,0.210657785837965,1.70517406254512,0.219368606127738,-1.64253860260155,0.00767509673620559,-2.80081422188527
AGPAT2,0.615119272212528,-1.37523768788631,0.431014845336447,1.79682631141128,0.155033475864096,2.47106326203855
AGPAT3,0.778506935451213,-1.0671064851277,0.746437648828228,-1.08120523882085,0.962548786793548,-1.01321213383073
AGPAT4,0.411615941041386,-1.5998110057365,0.683830593250006,1.30719326561449,0.182622817526452,2.09126217295469
AGPAT5,0.237869048856935,1.56151293411758,0.88519102489896,-1.04736519062057,0.14460705250109,-1.63547429189853
AGPAT6,0.501018881222835,1.3917064645756,0.507356331189943,1.38752188570774,0.998399517531875,-1.00301586512686
AGPAT9,0.659426271177109,-1.38183288768126,0.254906339926851,2.79668633604365,0.0787738673769964,3.86455315567393
AGPS,0.823591416864594,1.06513068549227,0.8773803950251,-1.03980722572762,0.679140797888752,-1.10753058311908
AGR2,0.129969275533287,7.70454623382631,0.0582067132855128,16.6207266816711,0.516821739087811,2.15726224196032
AGRN,0.304644959319895,-1.76211822117781,0.140846033839941,2.4743827663506,0.00693730987589151,4.36015495875474
AGT,0.437477055172421,-2.25517039179382,0.338544050858098,3.45909392724257,0.060949096382795,7.80084620715127
AGTPBP1,0.257390541607325,1.22302428270335,0.163314584528225,-1.2751256246364,0.0060208001971771,-1.5595096024276
AGTR1,0.144185396066679,7.30356565291758,1.0,1.22764577257717,0.134493411252586,-5.94924514551568
AGTRAP,0.9251695132176,-1.04143912327179,0.57239071511426,1.46222263874303,0.461983997956502,1.52281586292071
AGXT,0.403435627770428,-2.13078019200662,1.0,1.02795769911701,0.38071880320778,2.19035190349923
AGXT2,0.0426067874516535,-5.41677082357504,0.507931288220991,-1.93676323280635,0.248286999380719,2.79681621987743
AHCTF1,0.793708950806651,-1.05691458190224,0.00931920771278594,-1.77079991553153,0.0114982985869556,-1.67544278965708
AHCY,0.705843497972819,1.20425411545641,0.511590079306597,1.36776384275693,0.755252843180553,1.13577676439043
AHCYL1,0.746249726570394,-1.07406969221467,0.836270830836515,-1.04577048815404,0.902653863477053,1.02706062599891
AHCYL2,0.742108588895728,1.20594075711654,0.744310763814354,-1.17574275859642,0.474416271638526,-1.41787611247605
AHDC1,0.226213421910124,-1.64574530222549,0.43352180959043,1.41721351636213,0.0309405314855355,2.33237248680343
AHI1,0.752511772888551,1.26677996049834,0.3044201754231,2.06426283269655,0.41900246014052,1.62953543398687
AHNAK,0.571446036737146,1.0783855875125,0.13019229968848,-1.21990005205853,0.0236310387433243,-1.31552263434567
AHNAK2,0.293641794494266,-1.89954162556682,0.272085496924892,2.11918089462417,0.0208610797483774,4.02547232144454
AHR,0.133516712390409,-1.45509463641302,0.539532646660307,-1.16559250317683,0.344518118725553,1.24837336586084
AHRR,0.0266094095316388,-6.22321794876922,0.834406911948722,1.24063840285724,0.0117417030536952,7.72076317659353
AHSA1,0.376067922894983,-1.1788257332265,0.131177990552368,-1.32741190947681,0.49226663915439,-1.12604592185447
AHSA2,0.796737035818528,-1.12161440387369,0.246837103026288,-1.75530536854753,0.32925038771147,-1.56498112228702
AHSG,0.614812764735596,-1.6330126680971,0.456322831969357,2.68923817815675,0.169786789949931,4.39156001246033
AHSP,0.393177880908837,-1.5184840876788,0.860577865613348,1.11055828889602,0.266256566852572,1.68636509012841
AICDA,0.410408928010724,3.47141749561216,0.567727838830128,2.42812712046601,0.804663106393827,-1.42966876254235
AIDA,0.0927383850663666,-1.44912668308098,0.299152715565789,-1.25878937450927,0.498461440676326,1.15120663744553
AIF1,0.861398358291169,1.03115333691781,0.253233085065855,1.21498593462157,0.284867997194104,1.17827862367516
AIF1L,0.682791117065844,1.09200320287648,0.410730907997844,1.19127655296281,0.645177008044143,1.09090939461059
AIFM1,1.0,1.00983233806588,0.762352021606867,-1.16478801354526,0.749046959297006,-1.17624060306953
AIFM1P1,0.331576893700821,3.11484883453415,0.044073436643454,14.5578145498815,0.202968865233604,4.67368251983207
AIFM2,0.458153566062376,-1.64158229990319,0.346292512617663,2.02573237729732,0.0672923354586005,3.3254064149121
AIFM3,0.755016628218354,1.35872605309236,0.144753469764013,3.49154622859601,0.18487528399562,2.56972052655464
AIG1,0.220823356716785,1.83597445434733,0.0942874785853766,-2.18883637338994,0.00218523234086558,-4.01864766629018
AIM1,0.600272565356621,-1.10650171301274,0.841298923895875,-1.03967758054653,0.728859527066456,1.06427389963635
AIM1L,0.033968986964048,-5.35810740297486,0.115646493023806,3.97483122697891,0.000199729987229341,21.2975726228513
AIM2,0.356358425614664,-1.54880128234409,0.278688065712182,-1.68496442649779,0.854667769572378,-1.08791518040818
AIMP1,0.716517491387169,-1.08149346720685,0.881292319607393,1.03601177079626,0.574989677325138,1.12043996206556
AIMP2,0.490516494930348,-1.49678994539243,0.300256376523306,-1.86194604453582,0.70295930814298,-1.24395948160091
AIP,0.743379949166743,-1.07727234807142,0.754228653076739,-1.07414224546868,0.992172051499338,1.00291404850329
AIPL1,0.00235952688946194,-24.6124739122474,0.749039874854397,1.44112212442135,0.000705240269877858,35.4695806916832
AIRE,0.0605428477342877,-4.53195716515127,0.249302938386311,2.83089843207382,0.00195794430915131,12.8295104330525
AJ003147.9,0.446377616679984,-1.83901410214452,0.445800363954975,2.77831701503698,0.0543621537271231,5.10936417088109
AJ006995.3,0.192610646029344,6.6378772031096,1.0,1.0,0.0948000703932172,-6.6378772031096
AJ006998.2,0.28247033136368,3.21946314547258,0.0399815255840453,10.5575850345333,0.216838804843116,3.27929985761136
AJ009632.3,0.309005134086142,3.99257218085738,1.0,1.0,0.179155443164954,-3.99257218085738
AJ239322.1,0.0668083207396174,-7.19462758232728,0.72785969960433,1.59796740427905,0.0247891991020336,11.4967803624859
AJ271736.10,0.814594461577294,1.79657040149,0.0515047237075301,15.1951474043002,0.0589252849416361,8.45786360038993
