gene,mean_abs_log2fc,max_abs_log2fc,mean_base_expr,mean_lfcSE,mean_abs_wald,n_cell_types,n_contrasts,n_total_deg_entries,direction_consistency,label
FAM49B,0.7209644601313265,1.30468310419464,1105.8877629210558,0.07744028131332166,3.869386790590562,1,3,5,1.0,0
FAM50A,1.7762250492858804,3.13868827912421,695.4174490758727,0.36472377673356554,4.9146309638616295,5,10,20,0.9,0
FAM50B,1.0721086059221,1.62297571672934,75.6399422767415,0.3348483740823882,3.366768627652008,3,6,9,0.5555555555555556,0
FAM53A,2.9719861233581497,5.01678568898538,10.040555996870406,0.1588869888776457,2.8559596510125935,1,2,3,1.0,1
FAM53B,0.8411404593496903,1.44600725361954,2765.163613401999,0.19223020206960129,3.605291868955808,3,6,9,0.6666666666666666,0
FAM53C,0.6959542263886594,1.33758648017238,1366.1360859133824,0.1290288291076641,3.7123523040638133,2,6,11,0.6363636363636364,0
FAM57B,2.2407561490256,2.51132787739143,26.44791891180275,0.441738065153699,5.094620701070085,1,1,2,1.0,0
FAM58A,0.6468343775417422,0.921480443715409,171.00241190617734,0.19997597912124074,3.2833924477695478,3,3,4,0.5,0
FAM60A,0.483578267119146,0.483578267119146,941.545128575305,0.158453504639461,3.05186223693481,1,1,1,1.0,0
FAM63A,0.9087537087719803,1.7195013790367,335.71350650379077,0.1630069827041565,3.5757998135274414,3,7,10,0.7,0
FAM63B,0.511371613547309,0.511371613547309,332.829261223287,0.141467601515248,3.61476131686725,1,1,1,1.0,0
FAM64A,0.734760622423027,0.734760622423027,18.8517329979014,0.274082465970966,2.68080126840679,1,1,1,1.0,1
FAM65A,0.6560651097696272,1.14283164515283,1073.3852435324359,0.1636920821833263,3.429473407108139,5,7,12,0.8333333333333334,0
FAM65B,1.5397971117878624,2.60738436016321,5393.133179334415,0.18403494725040812,4.036933974298917,3,5,6,0.6666666666666666,0
FAM65C,0.5870832613982035,0.664377982423777,174.426558672888,0.166602832247926,3.5489074703169203,1,2,2,0.5,0
FAM69A,0.6946329877676972,1.10626767517879,178.96738953700515,0.1550749970963762,3.4174843759876374,2,4,7,1.0,0
FAM69B,1.62174200233819,2.08792037014674,129.47991454025873,0.4923637699931917,3.274804528047234,3,3,3,0.6666666666666666,0
FAM69C,3.04119069342001,3.04119069342001,0.536118709741906,1.16249997328362,2.61607807596742,1,1,1,1.0,0
FAM71A,1.69096367893896,1.69096367893896,19.3054483176015,0.501309301390798,3.37309456307247,1,1,1,1.0,0
FAM71D,3.0801326631062933,4.84700887493421,5.452965300720553,0.5620492554708365,3.1041917358681426,3,7,9,0.8888888888888888,0
FAM72A,0.8554264823983446,1.14962779947646,21.671389361746172,0.257316627475911,3.370931839856815,2,2,2,1.0,0
FAM72B,0.912293568060942,0.912293568060942,15.5110665578285,0.351074479985533,2.59857557319044,1,1,1,1.0,0
FAM72C,2.56064173041084,2.56064173041084,4.81374083855881,0.732258823920693,3.496907987671,1,1,1,1.0,0
FAM72D,2.5397509878530053,3.84224924217267,15.489896520325349,0.748906538840544,3.480015925263845,2,2,2,1.0,0
FAM76A,1.0029442667516286,1.23599770407465,388.21490649690725,0.17262171466185963,3.7616801218585696,2,3,4,1.0,0
FAM76B,0.8316368019085457,1.21318472430287,844.5835891831806,0.14970319105299223,3.3701039918499034,2,2,3,1.0,0
FAM78A,0.511967100640894,0.55421406708841,1919.4443244935405,0.17608255356504124,2.920906492571855,1,4,4,1.0,0
FAM78B,1.66715590125322,2.14132808723607,11.347778371096952,0.5461393230895366,3.0329807394187767,2,2,3,1.0,0
FAM81B,2.8094185646890777,4.49662113780511,10.597281864541781,0.2602354386606753,2.841478742726375,1,3,4,1.0,0
FAM83A,1.1814987507996075,1.2818697961262,110.91989044888668,0.24843590862718398,3.792859936521555,1,5,6,0.6666666666666666,0
FAM83F,3.794772245843971,6.95295690209615,185.23627893229252,0.38040265018644254,4.016066944873787,2,6,9,1.0,0
FAM83G,0.8360887274859797,1.11164154197271,169.77534744609525,0.292606040916623,2.8100386416207463,3,3,3,0.6666666666666666,0
FAM83H,1.269877640591899,1.63302066135187,47.1441272286665,0.3478003479553405,3.6313131892099104,1,1,2,1.0,0
FAM83H-AS1,1.6802700482130972,2.25810763773901,47.90747585210504,0.1662658412272447,4.262934491701828,1,3,5,1.0,0
FAM84A,3.51822212390505,3.76349883682635,11.990245597224764,0.6055163075397996,5.80384027262355,1,1,2,1.0,0
FAM84B,0.8678965294881641,1.34268107805702,234.04367284342896,0.2087261543870623,4.315815158006705,3,3,10,1.0,0
FAM86B1,2.1197111716031007,3.33807362173785,22.4596452784117,0.556422290755035,3.608740774278835,2,2,2,1.0,0
FAM86B3P,1.9584802914990567,2.2475664701102,127.63161521139666,0.3149393628956501,3.647857568247053,1,2,3,1.0,0
FAM86DP,1.463220153453555,2.2119401875941,52.86146559616582,0.16127206493732604,3.36116690841701,1,2,4,1.0,0
FAM86EP,1.826773528790365,2.13033348799121,12.821428560298251,0.549662537447493,3.35446380533446,1,1,2,1.0,0
FAM86FP,1.58106588929167,1.58106588929167,3.21380974104409,0.555540939345682,2.84599347647332,1,1,1,1.0,0
FAM86HP,2.09043695611954,2.09043695611954,4.28938067320215,0.754807537871697,2.76949666137923,1,1,1,1.0,0
FAM86JP,0.879461422939095,0.879461422939095,19.8783296921651,0.258360893853464,3.40400363933523,1,1,1,1.0,0
FAM89A,0.5684745526533764,0.684579108516154,57.623172108538164,0.17226238681529402,3.3175556845312535,1,2,3,1.0,0
FAM89B,1.9250602228096492,4.00545930576247,241.260229059511,0.13795418134794987,3.070927748818995,2,4,4,0.75,0
FAM8A1,0.648530885943405,1.65603910568337,681.4293266565949,0.12246212215050432,3.866368595161164,5,11,30,0.9666666666666667,0
FAM90A1,2.67495009909719,2.67495009909719,5.10342149743518,0.836354278766498,3.19834568556564,1,1,1,1.0,0
FAM90A20P,2.51616076341523,2.51616076341523,0.630814170545646,1.10105931584915,2.28521817780066,1,1,1,1.0,0
FAM92A1,0.7499270973899494,0.983173063562555,338.942539268623,0.21722163095026098,3.38032410562895,1,1,2,1.0,0
FAM92A1P2,2.8144071340099543,4.01549539016928,17.070818101717254,0.4497507481370397,3.911948617344563,2,5,7,1.0,0
FAM92B,1.9836738080993739,3.68048428941599,49.03351772159341,0.2890458219014598,3.8693891100386577,3,7,13,0.8461538461538461,0
FAM96A,0.7845625972261402,1.20130381865548,236.69457286609412,0.2245051671516544,3.5062027445748707,2,8,15,1.0,0
FAM96B,0.63110942856325,1.11000598015218,239.53026678402264,0.19807036874617764,3.1722828796144067,3,3,6,1.0,0
FAM98C,0.9732733694453474,1.25439420337231,217.2304329861376,0.21872526321553137,3.2505723241125084,2,4,5,1.0,0
FAM9A,3.892073940231989,4.71422861463252,29.67926930206489,0.48161110503697424,5.676328465565797,1,5,8,1.0,0
FAM9B,1.1318154003552086,1.64115341740702,24.738697844426223,0.31075206204717326,3.5921364210595446,2,3,4,1.0,0
FAM9C,1.9632319007796,2.2499368444858,26.9773830895579,0.5099545037465577,3.8833011344294603,1,2,3,1.0,0
FAN1,0.9378454196395779,1.63274500156387,752.5361673789497,0.17982681458264624,3.8147874589773143,2,4,7,0.7142857142857143,0
FANCB,1.20595486744103,1.53484215287713,28.2930479570343,0.49275420662813896,2.498472849222585,1,1,2,1.0,0
FANCC,0.488845807604108,0.488845807604108,121.20616312977,0.166521361481123,2.93563422287732,1,1,1,1.0,0
FANCD2,1.657013647260777,2.4969818602844,443.8782424692778,0.17736174994798598,4.256025138668515,2,5,8,1.0,0
FANCD2OS,2.663489739413685,3.0906823359479,11.590766549251601,0.768271942865701,3.4982144095907053,1,1,2,1.0,0
FANCE,0.6175172679508191,0.932205999861582,142.65393170230064,0.10733278785970456,2.867133792153517,2,3,3,1.0,0
FANCF,0.41287293257273466,0.514711242629891,357.569347389407,0.14221532741803233,2.8824499591805766,2,3,3,1.0,0
FANCM,0.5157655704917402,0.580992511664351,216.34147199737075,0.17071651956713374,3.0243422100695123,1,3,4,0.5,0
FANK1,3.0462079922119276,3.94750003890054,22.639805497419424,0.2618352694951062,4.190661858742435,1,2,4,1.0,0
FAR1,0.6632598554162251,0.907725398753063,1613.099750896568,0.18129042799938574,3.7630909527347214,3,6,8,0.625,0
FAR2,0.57052839684483,0.57052839684483,616.742196003077,0.183822737617641,3.10368784753686,1,1,1,1.0,0
FAR2P1,2.10722861925607,2.6500250982055,33.50539629625697,0.526192204673098,4.1290753852404345,2,5,7,0.8571428571428571,0
FAR2P2,1.3383477866445292,1.64776264512954,48.27286830744032,0.3533045726587403,3.803460888796365,2,5,10,0.8,0
FARP1,1.2043100683007337,2.61480644360284,269.45208026033794,0.17572980679766811,3.8361584839743372,3,8,14,0.9285714285714286,0
FARP2,1.1583482242709167,1.32008846929624,370.4738695112153,0.19393820459968533,3.507195462011557,1,2,3,1.0,0
FARS2,0.896306888998033,1.45339888618032,144.7349832961825,0.16514028535224407,3.1839728270118046,1,4,4,0.75,0
FARSA,1.0862337506175026,2.47810495329894,431.55752379766767,0.23898509085456637,3.1110352565208186,3,5,7,0.7142857142857143,0
FAS,0.8386797187641039,1.81371219516072,369.9980657119368,0.2459342159495992,3.2508047640513724,3,4,5,0.6,0
FASLG,0.6828746562999415,0.853405443665407,94.7203462225018,0.23538740035107403,2.895107507961815,2,1,2,1.0,0
FASN,2.615299400220551,3.82096117634459,799.8983953459433,0.3316078315573237,4.6599757116834635,2,3,6,1.0,0
FASTK,1.2396979511964672,1.74243743212576,739.5630105078048,0.364196473472701,3.4725479074537122,3,5,9,0.5555555555555556,0
FASTKD2,0.6347168156825929,1.45673065320216,476.07225561036546,0.11647300474342237,3.419066390622632,3,3,7,1.0,0
FASTKD3,1.0092820637182924,1.68529349300255,161.3422928120066,0.2844369990591244,3.498692669572356,3,4,5,0.6,0
FASTKD5,0.9596793064799181,1.57414758600685,417.0701686319785,0.21658790540940837,3.3156251294205625,2,3,4,0.75,0
FAT1,3.7636860017729803,5.18344309036391,26.83435470311637,0.25635131911623527,3.831500910079906,1,4,7,1.0,0
FAT2,0.9609531597464237,1.4773155301778,42.862683358690404,0.3068433056981922,3.151094628527856,3,4,5,1.0,0
FAT3,2.2487539392418885,3.28886772747269,18.31688681313737,0.4512139039414664,4.634916516250347,2,2,3,0.6666666666666666,0
FAT4,1.907064138541076,2.8330932364763,10.387269491107897,0.5078865633720661,3.8181813755551666,2,2,5,1.0,0
FAU,0.994357426844109,1.45118167519127,2730.5089003205344,0.2233644056492187,3.4951409434866814,4,5,7,0.7142857142857143,0
FAUP2,5.891440290169649,5.90677550259212,5.96395892062128,1.365665162668575,4.326626414166681,1,1,2,1.0,0
FAXC,1.6018271400751207,2.08917498785518,28.807181301826102,0.361486868345966,4.343293282439593,1,2,3,1.0,0
FAXDC2,0.7201623589321988,1.01814273701578,145.8640410088679,0.14267520143114493,3.1349419104133673,3,3,4,1.0,0
FBF1,0.7244371609101923,1.3264499177508,238.63122713765375,0.21392415744462975,3.5007541466204426,2,3,4,0.5,0
FBL,0.863873225958576,1.42528260644766,1154.1215616435322,0.2024358595850935,4.251088921323442,2,4,7,1.0,0
FBLIM1,2.086458364384934,2.84852433829554,30.718138330106726,0.24835707432750617,4.665203509855628,1,3,4,1.0,1
FBLL1,4.11108807884393,4.11108807884393,0.71900007664473,1.47950031535287,2.77870037348618,1,1,1,1.0,0
FBLN1,0.6243282679356782,0.753457718470546,159.0249744932279,0.17489436705565656,3.720944316142752,4,6,16,0.8125,0
FBLN2,1.08559093208274,1.08559093208274,27.5326054182841,0.407454301148919,2.6643256164474,1,1,1,1.0,1
FBLN5,1.6288818649922534,2.27434904903066,49.203215086840096,0.09433730622087182,3.33465999685114,1,2,3,1.0,0
FBN1,1.8264887572162298,1.88816238916158,52.6147880868231,0.47178007382804704,3.9623480549104606,2,2,3,0.6666666666666666,0
FBN2,1.8783710070221478,2.92823113082647,191.6242946924331,0.4781187013912804,3.9750454936223734,4,10,25,0.56,0
FBN3,4.46126311223971,4.46126311223971,1.23065871893807,1.19363984104164,3.73752865717563,1,1,1,1.0,0
FBP1,1.1649541676477444,2.24424027180275,103.75599583193326,0.23544085748024884,3.744200243984578,4,8,16,0.5625,0
FBRS,0.5183916962375792,0.955156294872282,2250.235056149838,0.12865861799582007,3.3678401295569005,3,5,10,0.6,0
FBRSL1,1.8765208539612104,3.3577978034493,902.6220717140133,0.4232776949161669,3.329622081843714,4,6,7,0.7142857142857143,0
FBXL12,1.0478908754676364,1.38178726193879,162.18546213565833,0.057203691212994935,3.244371278451846,1,2,3,1.0,0
FBXL13,3.526457166011967,7.780353044264,35.05364743873074,0.5573751327920007,3.8861625245764984,3,6,10,0.7,0
FBXL14,1.2084319074378191,3.61786177758954,305.6672629339604,0.14205848372209298,3.6088560311778837,3,4,5,0.8,0
FBXL15,3.64291343378199,7.94434494624904,86.47755849494243,0.4287707250869606,4.155411060197919,3,6,8,0.75,0
FBXL16,1.21912323829768,1.90517274287678,158.08529415789343,0.2298016528764413,3.1870091639582867,4,7,7,0.7142857142857143,0
FBXL18,1.900793758739641,3.24400011040773,217.01807300794312,0.20683381784950347,4.899368131924346,1,4,8,1.0,0
FBXL19,1.3790587401254,1.6726777088476,70.044690201504,0.19134441265213387,3.01025948736611,1,2,2,1.0,0
FBXL2,1.024357927518262,2.42225641017805,142.60244281249268,0.1979261654021657,3.370315558282085,3,6,13,1.0,0
FBXL20,0.5452823062984814,0.73622533057671,899.3655072638757,0.10362391436867223,2.9795153708133264,2,3,3,0.6666666666666666,0
FBXL22,1.8798574817290252,2.87840415452362,22.375209173943464,0.5502169660355304,3.4057794260744934,2,2,3,0.6666666666666666,0
FBXL3,0.6586944508526138,1.12844824783096,886.9554881656012,0.1882844090019205,3.421860069875705,2,3,4,1.0,0
FBXL4,0.37999190317314646,0.455205764947577,458.353838916967,0.1486850183047235,2.6095759976955,1,2,2,1.0,0
FBXL5,0.9495647735261298,2.32806447245696,1302.000765151698,0.14169315380016853,3.8689179882045215,3,9,18,0.8333333333333334,0
FBXL6,1.525738968868519,2.69861257954885,207.657059865071,0.2056381480988989,3.1728296672552934,2,2,3,1.0,0
FBXL8,0.6661044690860239,1.03226185409413,142.67470019970133,0.169697298786903,3.9446181191266074,2,3,4,1.0,0
FBXO10,0.3824683760928145,0.476097180430007,506.04174389863556,0.130844468345213,2.89592171687876,1,1,2,1.0,0
FBXO11,0.6817653260344754,1.12305124029391,1356.1640175662567,0.0948538880982905,2.973714387426787,2,3,3,0.6666666666666666,0
FBXO15,1.3258955544237883,4.57055055177146,778.1860250451825,0.2026392001462234,4.20601753362152,4,11,29,0.8275862068965517,0
FBXO16,2.1239517964750347,2.35925773326247,10.398339089914039,0.682048499132972,3.1953216056687053,1,1,2,1.0,0
FBXO17,0.8013030662353672,1.06153528245917,37.48442880675325,0.2542574869577858,3.146634612032027,2,5,6,1.0,0
FBXO18,0.299103829272216,0.386311293441885,1551.3883766687368,0.1028163349677152,2.9051616608535333,1,2,3,0.6666666666666666,0
FBXO2,2.2279456270530877,3.60438808111445,19.277210746143098,0.7554271205823173,2.9345764326604824,4,3,4,0.5,0
FBXO21,0.33614187212506075,0.47264411985015,917.8059039600897,0.1076164063092043,3.0873216606860927,3,3,4,0.75,0
FBXO22,0.83358994730049,0.83358994730049,361.644900659193,0.234450714906507,3.55550183599527,1,1,1,1.0,0
FBXO24,0.7748744768825775,0.87761428174567,48.8578287688718,0.30196406452483204,2.5674605243820148,1,1,2,1.0,0
FBXO25,1.014943966791683,1.88205814530365,429.40926286161056,0.14708298703553677,3.24179894449104,3,2,5,1.0,0
FBXO27,2.0193298466604825,4.16185901068329,72.55830520859173,0.3873022920692201,3.5042321389475846,2,5,7,0.8571428571428571,0
FBXO28,1.27624639280726,1.27624639280726,352.316893068163,0.370494625048903,3.4447096031118,1,1,1,1.0,0
FBXO3,0.36308210605117075,0.488057170987355,1102.155487312104,0.10674940959891913,3.4041886151601877,2,1,4,1.0,0
FBXO30,1.2275603560790112,1.63586783523908,265.7470896502835,0.12638854218810866,3.64885081857354,2,2,2,1.0,0
FBXO31,0.392772477242317,0.392772477242317,628.038737966786,0.119897348654531,3.27590627857869,1,1,1,1.0,0
FBXO32,0.7982880053200958,1.17678068601094,632.5538341339785,0.19148295383681763,4.300517318285583,5,4,21,1.0,0
FBXO33,0.9898253246995576,1.25992962181983,2103.1372836554497,0.060634941700290816,3.7194278171771296,1,2,3,1.0,0
FBXO36,1.06262247623769,1.25924753435949,23.1903193775238,0.361529029871814,2.918755209901035,1,1,2,1.0,0
FBXO38,0.9017411994356805,1.23119314359285,1140.8493518496605,0.13983248956796848,4.346444810411123,1,3,4,0.75,0
FBXO39,1.43145278925852,1.43145278925852,4.11904159546177,0.612164338687625,2.33834723585387,1,1,1,1.0,0
FBXO4,0.467952888911992,0.467952888911992,145.475113520478,0.108875200780942,4.29806682840032,1,1,1,1.0,0
FBXO40,2.538599973325212,2.76250150206545,70.67990707204648,0.20642505435015127,4.544001640979998,1,2,4,1.0,0
FBXO41,0.686501539544149,0.979315934860029,770.1783930195983,0.14287724947204025,3.1212325072967775,2,3,4,1.0,0
FBXO42,0.262820663060534,0.262820663060534,429.591096494794,0.0998332193619315,2.63259729316866,1,1,1,1.0,0
FBXO43,2.6311942075741053,2.92615172774527,9.574606264652815,0.5029134517569605,5.2291542087866,1,1,2,1.0,0
FBXO44,0.9835346027684383,1.39694333623962,475.39838404465553,0.2775850378276065,3.6913740537844673,2,2,4,0.75,0
FBXO45,0.5956045100247225,0.920689249447963,226.607913818704,0.19859996101161076,3.0247548863130653,3,3,4,0.75,0
FBXO46,1.2449060947080623,1.9404890101403,172.00298310826025,0.12833816608758697,3.2619298836351422,1,2,4,1.0,1
FBXO48,1.8727254039651324,2.12589372078892,168.22623942512473,0.14225921938674352,4.751884214197028,1,2,4,1.0,0
FBXO5,0.6344723320362643,1.08099617766546,97.5859097887086,0.14016403605986288,3.25835817489873,2,5,6,0.6666666666666666,0
FBXO6,0.7269728055982095,0.840085748535041,96.58049851404616,0.23051019853189197,3.1617542543050954,1,1,2,1.0,0
FBXO7,0.7450073571275979,0.942530749951122,2594.3893492550383,0.21053453357226282,3.5725456610572697,2,4,6,0.8333333333333334,0
FBXO8,1.1037931168537596,1.41717710633234,121.12417425708999,0.33120983134509,3.353938942078305,1,1,2,1.0,0
FBXO9,0.3436347407665915,0.485382319914542,697.2384130557884,0.11364915583475695,2.90300845352793,2,2,2,0.5,0
FBXW10,1.813081030427175,1.95572460723349,9.389996737045735,0.571941065491582,3.2084731462329703,1,1,2,1.0,0
FBXW11,1.0182938370646477,1.4365436687683,790.1143498314367,0.0687154631840569,3.2592257396716566,1,2,3,1.0,0
FBXW12,2.6439842306235697,2.87781299664222,42.33016828146165,0.49865597110480897,5.363047853827425,1,1,2,1.0,0
FBXW2,0.714134143576684,0.914733125363872,1351.1658121175685,0.10848388357979206,3.7005866977721866,2,2,3,1.0,0
FBXW4,0.44841845368196515,0.663483146172763,559.0784675785069,0.1380064636005349,3.26376327802089,3,6,7,1.0,0
FBXW5,1.794578295326193,3.96508984225165,758.4017270919443,0.4513954916128559,3.4422728432749325,4,9,15,0.6,0
FBXW7,0.276331729506093,0.276331729506093,985.593018818071,0.0906513223702518,3.04829231698858,1,1,1,1.0,0
FBXW8,0.9427848637199713,1.84916305123036,247.71672729000898,0.10882707203946385,3.3958664353791774,2,3,5,1.0,0
FBXW9,1.0980552588214405,1.38536676794673,31.71461997595495,0.40662481792400995,2.7261617862022103,1,1,2,1.0,0
FCAR,1.1225024216056751,2.19675997331232,428.84707713462046,0.27480747592177845,4.064211671595725,4,5,22,0.9090909090909091,0
FCER1A,1.8435581400079362,2.74746423611068,141.2358515131651,0.363020413222024,3.6196261349523358,3,10,19,0.8421052631578947,0
FCER1G,1.5644975033386808,2.34487977520013,251.36060368555718,0.3638050048296364,4.425162236919778,3,10,26,0.6538461538461539,0
FCER2,1.838778032732391,3.49960233245175,676.1618678867112,0.3499858410037516,3.7352033006508565,3,6,11,0.8181818181818182,0
FCF1,0.47399928020054866,0.52302728606592,514.1440238189374,0.172963903286393,2.782026567723696,1,3,3,1.0,0
FCGBP,1.7721146718980865,2.94655688980133,306.06244481367276,0.279339748820991,3.6966977103051324,2,3,4,0.75,1
FCGR1A,2.2602354212261924,3.32483990868551,61.98921461462333,0.524227988542964,4.091105210111045,5,9,24,0.5833333333333334,0
FCGR1B,2.299437498983055,2.76102436468393,11.246315573300407,0.6028241993323862,3.9287601123233684,2,5,12,0.5,0
FCGR2A,1.7648488486706848,2.85166366123751,741.5627101493312,0.39948757581450195,4.318283360428311,5,13,31,0.5161290322580645,0
FCGR2B,1.2078634169404474,1.74259320585285,161.56165214342602,0.3019837599403472,4.112196632007443,3,5,22,0.6818181818181818,0
FCGR2C,1.2628679461506631,2.28291040849371,565.9172968037502,0.3068113548104421,3.8406887197959114,4,11,21,0.5714285714285714,0
FCGR3A,1.6510494138775451,2.57297064470126,506.75507340806325,0.38898802878583677,3.6170721019833305,3,6,9,0.5555555555555556,0
FCGR3B,3.6107837143622694,5.94840198230063,1022.0892955974956,0.5698699463271951,5.991062779318753,4,11,21,0.5238095238095238,0
FCGRT,1.2886406419836771,1.74557786429015,427.4772835437249,0.2909662138217409,4.535290506128745,4,10,28,0.7142857142857143,0
FCHO1,0.7880565012574186,1.21903008798496,674.3405945809282,0.09940894545963404,3.6473399310435077,2,4,5,1.0,0
FCHO2,1.0564533081202763,1.4865555223965,243.70180570596435,0.3001944928879309,3.5790006729599706,3,5,14,0.7142857142857143,0
FCHSD1,0.3259439275334355,0.361601568351171,717.0892658825135,0.114097349300193,2.879721237334925,2,2,2,0.5,0
FCHSD2,0.840371280403013,1.12476005050512,924.5151014921016,0.15873641484048362,3.443552195307315,3,3,6,0.8333333333333334,0
FCN1,1.9023347703372042,2.9722081837299,5018.458908827232,0.4238555890334219,4.350014919940439,5,9,25,0.52,0
FCRL1,1.230337693276283,1.73468724357185,616.1226773192628,0.299290287262636,3.9896894595972534,2,7,10,0.9,0
FCRL2,1.0675458775118132,1.84901278925915,361.2406187150718,0.24042242115551604,3.9080241004661356,3,9,12,0.5,0
FCRL3,0.7738262332302432,1.22456134659062,356.0975838963366,0.19770924115854233,3.989456020334928,2,7,13,0.8461538461538461,0
FCRL4,5.75144339610195,6.99241986801022,8.354766321844094,0.2791870815554181,3.9164565034570002,1,3,6,1.0,0
FCRL5,1.17617081026735,3.43848686860095,1415.0222015849,0.15396048501473608,4.03809005679919,5,8,20,1.0,0
FCRL6,1.8697684938708123,3.30859424895018,620.0061236249502,0.2979077064972597,5.1236574996076065,5,7,38,1.0,0
FCRLA,0.8112966140014914,0.887112760506402,296.6071701030748,0.2649531012635375,3.05819232635534,2,1,2,1.0,0
FDFT1,0.501405721173553,0.771843362397693,769.363402785405,0.14041940972639452,3.5576576336241024,1,3,4,1.0,0
FDPS,1.2007370403984163,1.41142997643676,403.77869482108264,0.07099154699809895,3.4816581840734,1,3,3,1.0,0
FDPSP5,2.87563582804494,2.87563582804494,0.638527302240445,1.16588257660927,2.4664883803377,1,1,1,1.0,0
FECH,1.1572453992177156,1.6407938261159,834.4241123909324,0.2854402654252416,3.9773438977821343,2,5,7,0.7142857142857143,0
FEM1A,0.6140007436118518,1.51464073252228,697.0435800070705,0.14686957731407757,3.3777605348005784,3,7,14,0.6428571428571429,0
FEM1B,0.862901559432733,1.10235045570058,1198.2942961507856,0.20057029415132888,2.9572796951363567,2,2,3,0.6666666666666666,0
FEM1C,0.605699128814231,1.32992002371122,1219.04567080808,0.09165455404606061,3.30182197994731,3,4,7,0.5714285714285714,0
FEN1,0.597871382822064,0.734127256487241,122.10382011280144,0.18145818551665424,3.4263846023004327,3,4,4,0.75,0
FER,1.1953579872625593,4.50238543083946,410.39410903047707,0.15570876293528327,4.0328176208121,4,12,24,0.7916666666666666,0
FER1L4,1.2247058787001277,1.37612722126151,26.007708222242638,0.33280360058632663,3.6967286432368853,2,7,11,0.7272727272727273,1
FER1L5,1.08613723786223,1.08617073950874,35.8013573465552,0.34837892205134546,3.23674556425142,1,1,2,1.0,0
FER1L6,3.50642361849835,3.50642361849835,1.09198076672726,1.4280890068418,2.45532568467336,1,1,1,1.0,0
FERMT1,7.670889618870196,10.3930408793052,10.593619492744342,0.43908888893201825,4.214365948412395,1,3,5,1.0,0
FERMT2,1.9391778284150198,2.52216360404323,22.562628735489923,0.5517558488095482,3.580788637818795,2,2,4,0.5,0
FERMT3,1.2588613248714553,3.2537264974957,1895.4879161017514,0.2130033934847294,3.5825166958498613,4,11,19,0.5789473684210527,0
FES,2.0106658498255974,2.95383048159098,282.99747098799077,0.4292939565879846,4.305693223167728,4,6,16,0.5625,0
FEZ1,1.497493092522335,1.78899585744034,86.91022160792703,0.3384940119022085,4.544398709030192,3,1,4,1.0,0
FEZ2,0.396099777400839,0.429170394813403,288.23654991223,0.1434407089556135,2.80493403761996,1,2,2,1.0,0
FEZF1,3.61512171982419,3.61512171982419,1.67483463825112,1.23118552845269,2.93629322005397,1,1,1,1.0,0
FEZF2,5.461260421501336,7.72293173860356,3.2129143181876834,0.878071026625579,3.115893558160067,1,2,3,1.0,0
FFAR1,2.4338650375190785,4.4665673808952,27.3073050941194,0.3812915754100528,4.36625923895575,2,4,6,1.0,1
FFAR2,2.7682394925235014,4.13200666979131,778.8011437603632,0.2858194340498067,4.849341676343669,2,8,15,1.0,0
FFAR3,2.7907784616140936,3.36237310055997,42.1071166608566,0.4167617756062269,3.85515201804405,1,3,3,1.0,0
FFAR4,1.4755544554135975,2.30329423894382,34.504982212504316,0.2053601448263478,4.222142623787856,1,4,8,1.0,0
FGB,5.64979741511935,5.78785998365484,1.30846649697579,2.1964070674464047,2.590914837537445,1,1,2,1.0,0
FGD1,0.6489400224005163,0.809165554628921,71.08032778006604,0.23237399352034202,2.9701340015763997,1,3,3,1.0,0
FGD2,1.408667786029518,3.35137450438869,1171.1656328815786,0.27449582825401725,3.898904094812942,5,10,26,0.6923076923076923,0
FGD3,0.3043255440703034,0.381135502229653,2713.426658223334,0.09859436164097651,3.0891499164849376,1,5,5,0.8,0
FGD4,1.014892403631589,2.06053184443474,447.2942128026772,0.2783239952511218,3.6666054455484485,5,5,15,0.8666666666666667,0
FGD5,2.29027798195047,2.75118970971638,24.258003992645,0.2850605515409675,4.20520306843255,1,2,3,1.0,1
FGD6,1.4275807078773073,2.52311524547605,277.29383949237024,0.15311048418060721,3.5429009710805923,1,5,8,1.0,0
FGF1,1.0128050268643238,1.42999350421882,13.716762622616159,0.3544286998586922,2.8477284381413357,2,4,5,1.0,0
FGF11,1.1938816780817474,1.53705038923816,21.43799168942035,0.4024272038410185,2.94034785541447,1,1,2,1.0,0
FGF12,3.1182060148636497,4.84433998019565,24.718676985137616,0.59327886121549,4.3380475480267,2,5,7,1.0,0
FGF13,1.2786924361908818,3.95410383637365,523.3767975872547,0.21450728216115963,3.9373916636315807,3,12,25,0.96,0
FGF17,2.15211358129217,2.15211358129217,2.35673567131421,0.672753473871221,3.19896316388866,1,1,1,1.0,0
FGF18,4.863408131531629,6.56484235642626,20.356016272961487,0.44201206820427247,4.692655614190083,1,4,7,1.0,0
FGF2,1.830293065938135,2.06538199682334,20.70617253558785,0.4307791162034965,4.242834355476001,1,1,2,1.0,0
FGF22,2.433380791022665,2.73296766300938,5.023597325716085,0.7563764226012575,3.3186740073761296,1,1,2,1.0,0
FGF23,2.4194713285154568,4.81654366019878,4403.8354523522685,0.3838484396303404,5.305608727487776,2,5,11,1.0,0
FGF5,3.641281488406465,5.10754253001322,54.30422007003015,0.22320464832123013,4.781059320852638,1,4,6,1.0,0
