metabolite_name,metabolite_id,annotation_confidence,Formula,Mass,RT,CAS ID,C001_June_Pre,C002_June_Pre,C003_June_Pre,C004_June_Pre,C001_Aug_Pre,C002_Aug_Pre,C003_Aug_Pre,C004_Aug_Pre,C001_Sept_Pre,C002_Sept_Pre,C003_Sept_Pre,C004_Sept_Pre,C001_Sept_Post,C002_Sept_Post,C003_Sept_Post,C004_Sept_Post,C001_Nov_Post,C002_Nov_Post,C003_Nov_Post,C004_Nov_Post,C001_Dec_Post,C002_Dec_Post,C003_Dec_Post,C004_Dec_Post
TG (56:6) [M+Na]+,TG (56:6) [M+Na]+,2.0,,929.764,11.37,RPPOS,46013.1678566894,46424.5495634766,58459.725833496,41377.9241090088,40054.7680255126,51118.4012773437,50520.7961923218,79528.690031189,59061.9626710205,42325.0269123535,61711.0895374146,83679.3582393799,43641.8202371217,47360.3170009766,56556.921967224,76218.1260213012,62868.6716485596,39031.4175215455,48649.8005056152,59515.9862822266,64126.7344046632,37083.4319878541,53693.4552545777,85428.7361908569
TG (56:6) [M+NH4]+,TG (56:6) [M+NH4]+,2.0,,923.7998,11.37,RPPOS,169968.399133911,162707.58486438,231689.232119628,134678.823879639,146816.644078369,202848.143346802,178782.848661377,318980.004595642,208836.798521301,173922.820135254,228101.207825256,336206.675795472,160185.629779175,177497.757784301,225079.324333129,276512.374574096,230509.327736999,121005.399257874,187984.493423095,228559.167811889,244089.485239624,131609.334717041,197562.063193848,321208.64602124
TG (56:7) [M+Na]+,TG (56:7) [M+Na]+,2.0,,927.7391,11.2,RPPOS,73978.3076779787,91675.515997864,98944.0682353515,62603.8007707518,48176.9769512939,74148.3504677734,64305.7088443603,119399.879636047,85302.9676504516,78589.1533007203,96390.4031164554,139855.28672467,60745.144789978,79763.7968831787,89475.4909607546,113921.285996338,98263.0859620972,53256.5006358643,66216.2219385986,91191.8353566896,111878.963494934,51142.6669198607,70983.2207702025,123444.833347473
TG (56:7)  [M+NH4]+,TG (56:7)  [M+NH4]+,2.0,,921.7827,11.2,RPPOS,219761.335830933,274782.022335816,287853.565377808,170080.56487677,143006.833311218,221026.398906372,208642.189987182,356780.236678466,250029.128981811,229666.173297974,277119.399161866,441960.84791748,173651.978256531,229092.530083862,262450.31297107,327646.087538818,300136.092655761,162244.38806189,205939.744259521,270788.684930176,312009.585159424,154446.506969482,211623.585067261,378862.017283692
TG (56:8)  [M+NH4]+,TG (56:8)  [M+NH4]+,2.0,,919.7636,11.05,RPPOS,126307.654458374,205959.790608276,180113.593668396,98340.6752321778,65519.069362793,106965.562915771,115777.896114868,216609.235164917,128982.317683594,150075.051063904,165155.868414795,293884.41577649,78647.7643159178,134923.57562561,137667.593949646,199600.190425903,172398.519145813,115167.704808289,98329.4019001465,169114.550900879,182838.24912561,77447.0727053224,101204.432724915,203879.071957031
TG (56:8)  [M+Na]+,TG (56:8)  [M+Na]+,2.0,,925.7225,11.04,RPPOS,62684.3773286132,101853.064986938,87789.4771286622,54998.1235118409,35250.5269963379,51057.0859992675,50393.6028236084,102850.400630676,66433.2927093507,73635.8931627197,77977.6296232909,140426.962703064,38525.1537418212,66342.1083435058,69222.4477585449,93738.250010132,86297.8377217407,53340.7244713136,48171.1428153688,83192.9538739013,91950.8299884031,42126.4557352297,57334.7760287477,104007.950168457
DG (34:1)+Na,DG (34:1)+Na,2.0,,617.5115,8.7,RPPOS,53897.0068790893,28507.8289690628,31206.8955796374,28500.1983934821,51670.7085411835,62406.8673772701,91762.4639219972,52185.946752716,77001.734131836,92007.7514678744,96837.6530420322,107736.611719509,47085.2863775521,36390.3617791825,76650.2982015122,42079.5846039162,31394.4493644782,25971.5918658733,53979.9022229577,56298.9577368545,52203.3359566916,39129.5134625634,78432.2488603042,53297.0058606987
DG (34:1) [M+NH4]+,DG (34:1) [M+NH4]+,2.0,,611.5492,8.69,RPPOS,34493.9131106071,15074.0652008915,20302.925211462,15838.3993984508,29750.9357039633,39655.7850205519,52946.0649511339,30313.357751461,43512.0920662766,47707.7016983489,54182.161448223,54470.8062715493,27060.1856777363,21658.5708485642,47644.6031859779,29626.9481942768,20935.6256727668,18188.1879649658,29427.65373555,28685.1599071025,32471.7346374836,22481.9172261581,46961.6752835372,34767.1669997655
DG (34:2) [M+Na]+,DG (34:2) [M+Na]+,2.0,,615.4937,8.11,RPPOS,52567.3806996459,29159.0445799866,39149.618312561,34518.5289781799,35478.6469915161,54487.3937649536,101029.558095703,49641.3576417847,104108.794111694,99205.5070300598,129764.461243225,126029.018394714,52475.9330818786,38945.6377857972,104825.33431424,47827.9119598389,47741.6699804077,32183.0290056153,45322.4757445679,51049.3042463989,66542.259020935,31748.8881314087,84720.7802426757,65815.4820353395
DG (34:2) [M+NH4]+,DG (34:2) [M+NH4]+,2.0,,609.5357,8.11,RPPOS,36692.0354437256,21619.6543006592,22005.0913015747,20016.3435576782,26150.5623895874,37666.95129541,71091.7128418578,32291.165925232,64131.4207044066,71038.062231201,80727.8766885375,79484.8520908202,33279.2345880737,28408.7395498657,76069.3105765993,30267.731317627,29067.2565177612,22411.7546658936,32052.8026170655,32503.2565709229,47002.8219216919,20819.4329013977,58799.2377782592,43110.3497506103
DG (36:2) [M+Na]+,DG (36:2) [M+Na]+,2.0,,643.5243,8.79,RPPOS,119488.14060704,67009.9945398901,87481.190019264,53640.3248049087,152469.52082057,216509.504991123,254246.369437946,135093.433618446,167035.877213801,200715.59685556,205324.386674012,188446.653259636,97150.9382159081,92632.1361867945,232181.166014587,113495.491333664,96663.9043591496,67742.0245420228,137737.511995611,125158.911725109,138087.169112795,94291.2557141438,190662.670777084,183519.058563701
DG (36:2) [M+NH4]+,DG (36:2) [M+NH4]+,2.0,,637.5665,8.79,RPPOS,83316.6907754897,39635.599970827,59877.0098299254,34755.3113691939,97249.9648736232,146069.623764954,164263.78126038,90054.9097115632,106899.450157372,130486.820762924,135994.051231713,117993.890649338,63996.1114741096,61002.7386006663,151761.281217113,75934.7119187984,61252.0512997376,44665.5212587634,94013.3664199942,82781.7768165247,89945.1328793888,68075.0573528176,126861.979299131,124433.60290879
DG (36:3) [M+Na]+,DG (36:3) [M+Na]+,2.0,,641.5089,8.22,RPPOS,173823.310222107,105573.526528107,131480.993903076,114123.399375854,161199.20794281,249565.444346527,365012.136285766,186334.087076111,331136.31563797,371227.123601928,444043.522879455,343069.441127716,167605.143041443,151380.070864166,425354.41274817,166745.397700531,209282.369698303,124920.392932037,186201.495545624,164523.10717691,300379.017037048,125057.799074799,242670.065022217,254135.188398468
DG (36:3) [M+NH4]+,DG (36:3) [M+NH4]+,2.0,,635.55,8.21,RPPOS,134012.485760742,71975.1598182985,92451.9492548216,73043.7585086059,112709.27651294,183047.224545898,263062.200853088,125978.514078125,240059.291549927,265566.379219482,340605.770257995,241745.085271484,111460.401052917,105972.589620026,311237.538729188,119103.758826416,151002.148272583,79809.7754682619,143770.451987854,107998.828562805,221535.105909302,90440.9882169801,174312.933499267,188691.887488678
DG (36:4) [M+NH4]+,DG (36:4) [M+NH4]+,2.0,,633.5339,7.63,RPPOS,70165.1756809692,51565.8315588989,54114.6310513,53382.491993927,48822.6084413452,84859.8545360107,128681.46384729,73280.3579376221,169689.063093933,176243.388373901,220769.39802185,187205.132063477,61802.5699897462,59333.6682705078,170405.74326239,70482.7523658752,111225.174219604,62069.479392746,61136.1573407593,58892.3886077881,174349.332058746,42721.5132539062,80322.5262570799,99860.5932224731
DG (36:4)[M+Na]+,DG (36:4)[M+Na]+,2.0,,639.493,7.63,RPPOS,57456.6702794189,43282.6535753174,50683.697746582,48654.1768782959,45874.5433347473,70466.1282210694,112706.552077911,70542.4620054016,153264.925054352,145994.324728012,195966.951032257,188593.395755157,59371.1919263306,51949.2677637939,156914.627258179,66278.667847168,112443.386808563,53268.8060274964,50290.7485303955,59463.8743413391,147182.261936523,36943.061846283,63250.3355693664,94664.401779541
DG (38:6) [M+Na]+,DG (38:6) [M+Na]+,2.0,,663.4862,7.49,RPPOS,6995.14631689456,10502.0926347656,26717.4451488037,5678.26988781736,1851.09727703856,9851.77215820309,8208.61037805175,28878.3913322754,20843.4266354981,8520.052664917,17157.7481699219,67096.0962486573,6231.57268615723,15158.2916711426,20651.284434082,17462.5830812987,13729.7701448975,4761.29899584963,7289.43090295412,26122.7642917481,17676.2801665039,3289.71996221922,4294.83360937502,41641.0886445312
DG (38:6) [M+NH4]+,DG (38:6) [M+NH4]+,2.0,,657.532,7.47,RPPOS,25810.1463381653,31686.1066819153,31638.6648513184,22479.5977739868,18524.1495553589,28353.266559967,27271.8922632446,45262.4000748902,37185.4784251098,34336.8236703796,37278.2926173096,86031.0598439943,20581.5845736694,34450.7508826293,39606.8094782105,35130.1061173706,33238.5256190491,23741.0665065918,22221.9210413208,43863.3417656861,38300.7629840088,17451.4095811767,22002.0301356507,57180.4827006226
FA (14:0) [M-H]-,FA (14:0) [M-H]-,2.0,,228.2092,3.15,RPNEG,31344.0370135803,22302.7370799103,25548.2164617005,25620.5465469818,18453.5780603333,19588.4794327393,23855.834523117,19452.0929747009,26670.6358322754,24549.7826503906,27783.4154346619,22722.5509125061,27552.9319506989,21962.2141815185,22998.8402445068,24897.861104187,21903.4080687256,20454.5972585297,33278.2924350585,30524.9605914459,17445.2666472473,31132.6401706543,24116.5303044892,31104.6149329834
FA (15:0)  [M-H]-,FA (15:0)  [M-H]-,2.0,,242.225,3.53,RPNEG,27757.1214910888,21086.304770752,27575.1456139832,29191.3195528564,23592.6891700744,29239.1608074646,26239.766670929,20474.6947675781,29920.0972144165,30741.1436245728,32631.9284108581,27454.2574849854,27390.0284742737,23059.6931080017,23789.8203791199,25905.3960431519,27798.9369725036,26584.5068927307,30036.8775007324,35823.0004013977,23286.0557840576,29569.8839790649,26516.7836929627,30475.9303184815
FA (16:0) [M-H]-,FA (16:0) [M-H]-,2.0,,256.2411,3.86,RPNEG,1479604.71714282,870656.38089148,998942.186171876,1208394.94655884,1070901.19757959,1079569.81670434,1175310.27391333,769355.682212403,1195400.86252856,1009639.28871289,1583025.98730811,983393.78362085,1143960.17103198,1017592.16223633,1043544.7796521,1506254.19319263,898590.485048828,891171.542437745,1437585.72824194,1546279.61412524,755092.093313721,1303742.28914746,907021.407531251,1334291.32747168
FA (16:1) [M-H]-,FA (16:1) [M-H]-,2.0,,254.225,3.4,RPNEG,71735.0981574707,37660.8361815796,51200.3791242981,55728.1745720824,28191.8020304871,28814.5440068359,60756.3072958984,33945.276795105,62040.2624362488,43623.8794021607,62469.0776389161,41186.6456625366,53280.8532687378,46917.9512901001,52584.7652413941,40757.3922322997,43249.256884674,43902.1128296508,101179.154820862,77850.2048359376,31242.3847530822,71340.3729168701,55941.5187091675,98992.7584290772
FA (17:1) [M-H]-,FA (17:1) [M-H]-,2.0,,268.2404,3.68,RPNEG,25641.0011875916,16063.6611828003,19250.7720066833,20041.8501259155,16757.7446647339,13333.1421253052,15511.1972495422,12577.2819621582,22227.1110291443,16169.3871705322,19723.3713369141,14018.9778551941,19649.2833716126,15595.5757626343,18418.9821358643,15752.0956209717,16163.2774551392,15986.9344845581,22140.2758114014,24972.9847001343,13289.5831910706,20371.7130197144,16008.1137541504,24011.2056643067
FA (18:0) [M-H]-,FA (18:0) [M-H]-,2.0,,284.2723,4.58,RPNEG,1198051.78022266,659487.152735352,855710.058194825,1043063.99317334,940816.19946631,907665.540140626,960862.917683105,671362.775331054,970818.225533205,837361.532431642,1279837.61235742,745675.86819629,931962.198878906,775853.21332422,832975.811572265,1318200.48884521,735278.678727537,736600.666567382,981868.912956054,1252988.62858887,613155.291597656,936853.187070797,710408.437314941,904722.551996583
FA (18:1) A [M-H]-,FA (18:1) A [M-H]-,2.0,,282.2568,3.99,RPNEG,1201801.08516015,749212.452505432,518750.987408693,431841.723225157,332859.165768187,1034537.82355048,734457.821855345,526385.035279175,1013838.75187445,495113.63058478,1305378.85306549,357007.184978576,795092.407493469,1667688.20653797,813847.788402952,834840.259760802,608667.41747418,333307.995348816,2315484.159906,756821.288392395,261499.852885681,1972216.89967151,674391.122215395,2469902.06809212
FA (18:2) [M-H]-,FA (18:2) [M-H]-,2.0,,280.241,3.54,RPNEG,458438.196784514,315624.541768433,211068.347902344,258535.281821228,123428.51789862,334253.326097626,294409.100590576,212580.0366521,636091.023267088,279780.461629456,665365.941557007,282517.686229492,434469.260835876,771309.821419678,343352.594378661,318255.463896729,308938.423303589,175520.400959717,823614.581675782,293781.712606384,190622.375394226,877637.105348205,251854.750728516,970172.875432373
FA (18:3) B [M-H]-,FA (18:3) B [M-H]-,2.0,,278.2252,3.07,RPNEG,42199.9332188416,30748.4000600891,20076.2210023499,25640.7447358093,11996.1853948975,17254.949189148,21582.3033188782,23718.4381849671,58099.0058291626,30368.3627993011,54059.7086839295,38241.9548629761,31173.6618460083,62576.8136927795,28213.5135768433,27672.3382568665,27113.55061203,17492.6771095276,58324.6233595276,22857.684382019,22725.6539395599,69645.8309124756,24143.9625514526,61396.4997265625
FA (20:1) [M-H]-,FA (20:1) [M-H]-,2.0,,310.2882,4.67,RPNEG,31373.2012078552,23968.0037919006,23082.7088096924,17651.2159293517,6810.72546456911,22880.3386052551,20952.9055101624,16572.9331488037,22113.1610453186,7257.34071295169,18731.1005310059,14874.1124905396,18017.9033746032,28925.7345265808,19401.4221598205,13619.1014617615,23001.3528732605,8373.61116244508,30641.9523287048,21372.4169474487,15671.5980160523,27987.3510858154,18263.6978169861,29740.2897881775
FA (20:2) [M-H]-,FA (20:2) [M-H]-,2.0,,308.272,4.14,RPNEG,17205.1583172612,8440.11877206469,9862.73122604366,9054.90425445556,5382.53176696777,5010.32657836916,10525.008462616,7688.5689702778,11890.4228913641,5523.88128210543,12157.5184882268,6445.42892284873,11149.8240545349,15216.2867454529,11683.2471652703,10848.3042911053,11063.1181978259,6643.13064773559,18054.6259599719,8065.11000143959,3189.78417349007,16532.9704259424,9746.21813712738,17874.2902700806
FA (20:3) [M-H]-,FA (20:3) [M-H]-,2.0,,306.2568,3.86,RPNEG,14106.6244790344,10094.9392626343,10961.6650537415,10938.5915360108,7727.62316510011,6563.15164901731,5615.1152734375,13241.4404014282,6537.12620089722,4706.5681976013,8666.48440402222,7173.84627639771,11499.985066864,12950.3982061768,11289.8531820679,9782.56679980469,7994.63894476319,6706.92170794678,18183.9779686279,15405.7917109985,3693.47825683594,15052.8494304504,10697.5613578796,30724.0340316773
FA (20:4) [M-H]-,FA (20:4) [M-H]-,2.0,,304.2409,3.47,RPNEG,88098.7569210812,86859.5827496338,95967.44866745,79000.1654626464,90761.0943130492,59539.1059434509,65554.1136056519,84705.4765361023,67399.1998193358,29354.6124620056,43224.7733079529,44870.4411077881,162938.041951172,187985.884796601,84657.856284332,93805.2726274415,114772.855138702,55373.7695977783,138555.11348465,99627.971331543,74055.2301199341,155489.021213287,65491.037092743,234012.476231476
FA (20:5) [M-H]-,FA (20:5) [M-H]-,2.0,,302.2247,2.98,RPNEG,10316.4325135803,25658.8921992188,11547.5972457886,9093.2613748169,9790.05099429323,10220.3782478943,6462.44246078492,14788.7146286011,10489.729107666,8271.24514854429,6244.250022583,12102.5738122559,10806.9576224976,17401.7813136902,5373.76343170166,12932.1264352417,14808.3570904541,6916.39735562134,16221.0854864807,12568.8276667786,7942.8689756012,16524.4604660034,9985.20762817383,22736.2809266663
FA (22:0) [M-H]-,FA (22:0) [M-H]-,2.0,,340.3341,7.52,RPNEG,30169.579221344,15579.793010788,16725.6996258545,15283.6840648651,16254.8202988434,13626.983150528,14812.9838542938,22598.3682124482,18341.1414471436,15282.6231458435,19158.506647995,13848.8479373474,11173.5527537384,16207.7895461884,13582.8299028168,22201.0482759857,17649.7263682251,12872.6679168243,15281.6854153824,13750.7911494751,17611.351903717,18986.2853150635,16732.3530271149,18071.1376612091
FA (22:1) [M-H]-,FA (22:1) [M-H]-,2.0,,338.319,5.98,RPNEG,41449.4449893189,37078.636138733,35280.2460122376,38833.0175754394,37408.2038143921,44771.4653287658,40179.3090302581,43592.5036103058,41570.2623050842,43589.53330896,48131.1629295197,33440.5088609009,36350.4047513885,38563.7551248779,38480.2398212127,42147.1083858184,43188.5309198914,35840.8236429749,41269.5507722778,36713.7000490875,37743.6140333709,39953.2407397766,37962.33463443,36067.28115625
FA (22:4) [M-H]-,FA (22:4) [M-H]-,2.0,,332.2722,3.94,RPNEG,29778.0667532348,14631.0274958801,18005.5299189759,12928.4517184448,11947.6877401733,12429.2314271545,19173.1970823669,16976.9762539673,12925.1525524902,3612.91123336792,12179.219017334,8220.83550408933,23520.2472394409,33761.5587696838,20520.347184906,18518.4101699829,15614.417988739,6522.77596878052,43913.9006907348,21020.6556278991,7603.99483139038,26636.3995643311,18428.3034493409,54659.175413208
FA (22:5) [M-H]-,FA (22:5) [M-H]-,2.0,,330.2564,3.57,RPNEG,15200.6111591491,15199.7717337036,15700.3640423584,7872.93545025635,9661.54752639768,12499.8483720398,11323.9949901123,14449.4761799927,15335.8013581848,7718.66660461426,7650.12154754638,6160.10190597535,22482.9188143005,32858.4066073609,10041.6458886719,14246.5712565613,14205.0336413574,5985.24082485962,31605.8600976563,13305.1194618225,8359.62747344971,30553.3282393799,12588.7003833008,39800.790599884
FA (22:5) [M-H]-,FA (22:5) [M-H]-,2.0,,330.2562,3.73,RPNEG,27968.2240714112,18119.6811700439,18774.9257446289,15722.5064726257,14863.3564561462,13362.2630130616,21357.6264922791,17607.5488297729,13301.0464802551,4513.49127960205,13743.5381507568,9518.72657043458,23241.9631250916,30312.0458226929,15894.7721000671,13250.7018814087,18066.1657955322,7272.06544619752,38793.7264746399,18692.8336858826,10247.2263560486,28194.4066417542,15541.1609064941,38361.045273346
FA (22:6) [M-H]-,FA (22:6) [M-H]-,2.0,,328.2411,3.37,RPNEG,117439.658784912,222774.856983032,126346.931386109,71089.4990351868,54888.0612756348,128018.535699463,101545.944240723,111844.629772004,82846.3040412601,61025.4094648743,77412.1906628419,67543.0260571289,109231.406820831,255078.840963776,65845.2974403382,81695.2851586913,80653.6465951539,74085.9029980468,182840.3455896,79583.3561364746,44749.4558181762,232648.728936768,75954.0800383301,166323.137949646
FA (26:0) [M-H]-,FA (26:0) [M-H]-,2.0,,396.3968,7.78,RPNEG,140334.473178177,100889.913579803,131392.651424744,110348.701241943,107613.885346405,131118.324907715,112193.078522919,109194.631331604,107705.987508896,118034.111412491,113216.800901993,101201.038177124,120903.44829863,127912.868454567,130666.96670314,139889.32438298,108954.991408997,123129.905061264,129744.034613968,130584.400635727,114705.502519898,137272.808395157,128050.149223801,110577.855333221
FA (28:0) [M-H]-,FA (28:0) [M-H]-,2.0,,424.4283,8.66,RPNEG,155868.538911118,127695.688572773,133089.419864502,131796.231594639,124501.806416519,146357.60840292,136500.570347839,134439.897926613,126734.929168873,136116.050521706,151891.526956253,128402.57256288,123682.901821895,137295.770523964,135550.752424736,143980.706310272,138322.560893303,126356.745890636,139582.206959652,132619.829725822,126007.912963623,145291.459753563,133297.506229763,136107.434914585
CPA(18:0)[M-H]-,CPA(18:0)[M-H]-,2.0,C21H41O6P,420.2532,4.26,RPNEG,56029.0332626571,46734.1890038846,51433.1950100222,67803.2711483811,57910.3953554212,65829.57215435,48122.7922728119,37011.5848363495,51596.6228039702,72804.0412369462,28001.7972577553,35621.4154962978,60456.5772681362,51025.4109519892,35676.0105395336,32833.8377462072,84820.0363357984,56386.7393185815,47872.4745314483,26213.76030484,44831.2845261956,58549.9010668869,31718.8430235253,34771.082886898
LPA(16:0)[M-H]-,LPA(16:0)[M-H]-,2.0,C19H39O7P,410.2416,1.93,RPNEG,13875.1808032891,6802.15857867626,12229.3658556016,15521.7627132596,19909.9633549618,17023.4124036818,17706.9511098712,10929.7755365004,24658.0886422909,30233.0797106285,20004.5333916613,22285.7032433004,12251.5195339034,13142.9919611344,13954.4544201368,14959.9216888732,18093.7569189257,16202.6198198271,11677.7275274144,12873.142111888,19011.4562126404,15044.5895535403,16721.5489208725,21854.8649538717
LPA(18:0)[M-H]-,LPA(18:0)[M-H]-,2.0,C21H43O7P,438.2667,3.89,RPNEG,34810.238018219,25108.7252064514,28504.6987079773,44879.8421133423,33795.6925275879,34355.9431010742,21586.1906960144,16520.1323370667,41049.5201930237,46859.2605123901,7919.57033776856,14144.8437623596,40641.5788010559,37848.6468733215,16365.188992157,11767.8956273804,56487.3725913697,31970.2968562012,26888.2873382568,13953.0761219482,18557.0674633179,21912.4901765442,15297.0443664551,8960.16060668946
LPA(18:1)[M-H]-,LPA(18:1)[M-H]-,2.0,C21H41O7P,436.2601,1.91,RPNEG,,8953.03537338773,10129.4874826799,9688.60146602877,17637.5242829433,12372.9421564288,10088.6633027937,12854.6783214809,14759.59364265,27547.8829439785,19962.0859685303,17501.1147088617,9462.34624956268,,7239.42941597145,,14385.1074474307,9085.88520700259,11443.3431771439,9397.84767608258,19655.3760932032,15136.9293889933,14848.6191044793,18141.7239336023
PA(34:1)[M-H]-,PA(34:1)[M-H]-,2.0,C37H71O8P,674.4982,8.25,RPNEG,21039.5905458069,16244.1502127075,12341.5033583069,9109.07286178596,10327.0557891845,11223.3109124757,8811.59482398981,8048.46822894284,10910.0444374084,12257.5027996368,5969.90803573607,11590.4781871033,10594.430285492,13592.3253002929,18751.1664431763,20715.8881610106,9814.76604660031,9241.227654953,10860.2185930634,8580.89397201539,9756.51194847107,9487.63105888369,14729.5621071625,13905.3486782837
PA(36:2)[M-H]-,PA(36:2)[M-H]-,2.0,C39H73O8P,700.4857,6.08,RPNEG,135462.190490997,98833.4210513918,137685.865432983,202624.109572754,111744.473306854,272302.412786865,289524.728578369,217548.017155762,292943.825464721,230073.53251831,192644.008959594,154644.573154541,314620.66617395,222922.738070435,218739.70179425,213424.967283631,149116.937297485,169569.760924194,292754.827153931,162950.05094336,100706.236246094,271544.959526733,182745.012390442,105952.033904816
PA(40:9)[M-H]-,PA(40:9)[M-H]-,2.0,C40H73O10P,744.4692,4.96,RPNEG,5194.57895736694,3822.49913757325,6918.97980010986,8780.89514038092,7376.77563476564,6146.12912460321,46822.5298127136,14624.76549234,34355.8948962405,28852.3780971372,7832.45042422485,8446.29500381467,29878.6699452823,12950.1000794982,7402.76242660519,4356.5009080506,118472.066803437,72198.6556818542,30705.5281376038,17815.6880997009,7521.57043087769,13222.087125061,5648.04411422727,696.146066589365
PA(44:9)[M-H]-,PA(44:9)[M-H]-,2.0,C44H79O10P,798.5225,5.79,RPNEG,244954.154713196,131925.874349243,371131.774672699,266347.727447144,252876.329041321,970632.915771239,2403963.8247937,1940330.87101123,9196140.48750563,3431737.44782324,556537.157262085,418314.102070067,3397085.09587696,1313270.9743789,366208.728291138,356027.319591126,9407312.14213476,5611668.314989,1411895.11292371,1169686.85547803,1668153.95985266,820419.361031738,129716.504960907,274573.38628479
PA 44:10[M-H]-,PA 44:10[M-H]-,2.0,C44H77O10P,796.5182,4.97,RPNEG,93993.2936057129,67387.1829205933,53411.404767517,99303.263845337,98404.7588667603,76532.2564627381,104414.922545929,73109.2163036498,85366.23746344,85224.708639923,81451.171063263,53684.724973999,89283.7821744995,86498.0950344848,104283.551185547,74271.5650515137,80009.1715823975,70126.2434283448,86912.6195223083,57411.7936399535,113501.820966187,76826.1565681458,100208.565000061,61246.8918406372
PA(44:11)[M-H]-,PA(44:11)[M-H]-,2.0,C44H75O10P,794.5003,4.51,RPNEG,28051.1672301635,32442.9863669433,20108.7685084534,37177.1717490844,32449.3794506836,29562.0151768799,28515.0717940369,22504.9809738159,36100.7765605468,30286.3892596435,33285.952091217,24549.3827616883,31599.270549469,29408.0816427612,30171.2354302978,29480.1559580993,35524.971023819,34885.6511422118,33096.0586188049,30339.1042962036,37143.3534195252,38909.9867799377,35923.5874374389,27973.9866865539
LPE (18:1) [M-H]-,LPE (18:1) [M-H]-,2.0,,479.3012,2.08,RPNEG,177165.863545563,90753.0301881422,109787.05273145,241642.666972219,282500.507452125,439555.958223129,230488.732936314,172819.876104889,341264.928286515,480435.376776343,356609.649509099,266010.154084015,179797.956635129,189778.854760589,213011.671912171,183281.997049541,172899.143190887,199465.099607025,218904.883605906,213033.216874899,272730.150101071,140706.912586182,240651.103898681,294168.423086317
LPE (20:4) [M-H]-,LPE (20:4) [M-H]-,2.0,,501.2854,1.46,RPNEG,285776.698773682,135641.661804657,210067.090466171,299670.061943817,332845.480132675,271961.536312805,285587.993778412,288743.553781311,409824.088990417,308738.599792175,306760.554061203,428240.161557983,322427.110012207,283001.74413353,234940.004575546,225433.314817047,358227.272791809,214386.28978096,292583.819991837,317573.585178818,385746.116722168,215391.668485535,319084.052665756,538495.552377929
LPE (22:6) [M-H]-,LPE (22:6) [M-H]-,2.0,,525.2852,1.39,RPNEG,144473.53823587,108161.885531326,116378.348570374,94861.9015302276,100751.019024078,144984.623530579,119038.389840942,136041.587046082,137110.152761536,167782.86922876,124439.771578827,183696.881526093,118883.13986409,185877.504106521,76674.0863922118,90086.8850164795,150161.596456299,132122.046243362,129964.66100592,118808.895022842,118473.64355574,154088.165826721,113843.416490326,214228.270494873
PC (30:0) [M+H]+,PC (30:0) [M+H]+,2.0,,705.5318,6.25,RPPOS,1454828.60858862,897151.663194885,295971.456644867,475654.82487262,470964.791924591,507324.70883191,1009599.4645274,626354.601149078,207525.400250366,674975.427062256,554747.69189093,487876.588256439,319247.770048309,358707.586355103,381986.104835358,356919.94410141,196848.256881042,903105.119732605,627330.965416748,668484.627950561,357282.917944702,746913.495266785,1543349.30467145,452839.131575134
PC (35:1) [M+H]+,PC (35:1) [M+H]+,2.0,,773.5845,6.96,RPPOS,537560.300092773,259922.607053406,185870.125346985,344737.127565674,346438.077196167,356529.277669556,554015.200665039,229737.576351196,352578.884000244,414103.122225708,522410.076077393,184956.719170654,278339.155657959,228167.612009766,394360.622673157,214496.914431549,237364.541472412,374845.256413696,482610.982919556,259029.182722107,345204.746015198,376795.100944214,420323.313735352,231185.690912048
PC (35:2) [M+H]+,PC (35:2) [M+H]+,2.0,,771.5788,6.96,RPPOS,4676902.51311359,2213668.36151428,1532577.60573645,2817497.66158777,2902800.62385858,2937269.71253937,4740417.20419672,1937737.03362128,2974092.25856863,3590046.75041247,4500898.49179779,1493008.1832558,2242367.91333276,1843516.04381134,3391639.09028619,1766246.48186975,1950983.88065167,3125433.48394812,4141253.25556296,2155820.60994251,2855242.50135403,3244943.28158264,3559575.3060907,1936618.48120044
PC (35:3) [M+H]+,PC (35:3) [M+H]+,2.0,,769.5623,6.35,RPPOS,517014.760225097,325312.958424438,243813.644817261,241178.613506347,302378.739412597,349210.338665405,503747.606761718,326662.574147705,280678.584174072,441297.291773194,490540.693072754,279347.4889646,190069.027037353,146169.901034424,309952.38020874,283398.782019653,231873.484452393,338131.993754883,357089.251792725,339721.980155029,303172.989190186,394751.209157959,434821.896978027,327467.724982299
PC (35:4) [M+H]+,PC (35:4) [M+H]+,2.0,,767.5477,6.04,RPPOS,1248225.55480463,588120.58466162,644848.22949469,741057.710154481,1012557.78373621,620250.379669129,1494670.37097998,970906.61501416,727260.826830933,831251.081743957,1158503.19713794,840196.468116516,629489.295644653,720007.322926575,1071899.01314142,748413.765615295,557349.642332459,664372.951404296,1153668.4152652,980254.488032166,872295.752829529,728938.246289001,929402.927184815,1066130.5999198
PC (36:4) [M+H]+,PC (36:4) [M+H]+,2.0,,781.5661,6.4,RPPOS,108129081.562719,47316067.8755547,86296665.6443046,64993792.7102499,91218735.2733438,51716642.8771875,100905344.297563,90700064.7108281,74748172.8201094,59497669.2163281,107854598.205976,92064580.2340157,84878260.3872265,87456128.9143945,116161101.531891,83515067.8867423,69161347.7424531,50697402.5106719,96954752.4603125,98612184.5251522,76264944.0269062,63141268.5141093,94186299.908375,116318542.37075
