# Pathway,C001_L-44_DEL_Abundance-CPM,C001_R+1_DEL_Abundance-CPM,C002_L-44_DEL_Abundance-CPM,C002_R+1_DEL_Abundance-CPM,C003_L-44_DEL_Abundance-CPM,C003_R+1_DEL_Abundance-CPM,C004_L-44_DEL_Abundance-CPM,C004_R+1_DEL_Abundance-CPM
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.0,0.0,39.1613,0.0,7.08929,0.0,61.1738,0.0
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",8.86407,24.3596,41.279,0.0,0.0,12.662,40.7789,0.0
PWY-7118: chitin deacetylation,10.8854,76.0826,24.965,0.0,24.007,32.7223,86.2761,89.3213
"PWY-7159: 3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)",0.0,0.0,26.093,0.0,9.99866,0.0,21.525,0.0
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I,25.239,81.5832,107.974,0.0,118.664,108.219,116.209,0.0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,232.398,340.493,165.927,0.0,426.735,409.071,320.196,378.179
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,46.3953,157.914,165.823,0.0,96.7949,88.1307,234.96,290.608
PWY-7199: pyrimidine deoxyribonucleosides salvage,543.46,373.009,125.72,590.73,543.757,521.249,318.108,295.298
PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage,175.361,237.662,94.9443,0.0,76.1766,94.4769,29.3723,0.0
PWY-7204: pyridoxal 5'-phosphate salvage II (plants),2.59071,0.0,0.0,0.0,0.0,0.0,21.2478,11.8273
PWY-7208: superpathway of pyrimidine nucleobases salvage,270.351,313.206,180.239,301.9,331.166,346.388,304.19,350.199
PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP,27.6511,79.7616,102.333,0.0,127.481,116.806,123.484,0.0
PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis,17.9323,105.771,106.209,0.0,0.0,61.9366,30.7129,0.0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II,266.422,395.981,193.749,441.711,489.547,454.506,380.73,498.051
PWY-7221: guanosine ribonucleotides de novo biosynthesis,619.658,462.057,191.29,556.177,577.443,614.669,526.396,451.223
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II,266.422,395.981,193.749,441.711,489.547,454.506,380.73,498.051
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,377.4,435.624,202.756,512.894,541.226,532.087,450.618,485.347
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I,494.393,540.586,263.996,583.851,650.581,622.877,570.788,507.726
PWY-7234: inosine-5'-phosphate biosynthesis III,344.883,223.451,178.814,0.0,250.834,275.677,366.772,285.814
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",945.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7238: sucrose biosynthesis II,621.365,384.7,152.306,262.72,603.089,600.536,526.01,391.653
PWY-7242: D-fructuronate degradation,0.0,0.0,0.0,0.0,0.0,0.0,38.3591,0.0
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",245.221,320.294,140.69,0.0,386.182,358.685,371.704,296.256
PWY-7254: TCA cycle VII (acetate-producers),0.0,23.3633,0.0,0.0,13.708,11.0604,9.68041,0.0
PWY-7268: cytosolic NADPH production (yeast),0.0,0.0,0.0,0.0,0.0,0.0,17.8517,0.0
PWY-7269: mitochondrial NADPH production (yeast),0.0,0.0,0.0,0.0,0.0,0.0,12.0578,0.0
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II,15.7859,48.3602,101.462,386.518,65.2401,0.0,62.6633,23.1352
PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,0.0,0.0,0.0,0.0,12.2785,6.37498,22.7052,0.0
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,28.3364,0.0,67.1135,0.0,0.0,9.76379,50.333,30.5939
PWY-7345: superpathway of anaerobic sucrose degradation,8.92265,0.0,44.4868,401.643,0.0,25.447,45.187,0.0
PWY-7356: thiamine diphosphate salvage IV (yeast),7.73822,0.0,0.0,0.0,8.83502,27.5181,52.2536,59.1822
PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast),370.724,385.146,201.471,0.0,447.816,337.561,276.206,323.76
"PWY-7376: cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)",0.0,0.0,0.0,0.0,0.0,0.0,9.65058,0.0
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",36.7734,140.456,38.0693,0.0,27.6101,52.605,214.632,183.809
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",13.1971,0.0,0.0,0.0,19.2757,4.1312,24.6355,32.96
PWY-7391: isoprene biosynthesis II (engineered),3.99364,0.0,0.0,0.0,0.0,0.0,13.1998,39.8679
PWY-7392: taxadiene biosynthesis (engineered),0.0,52.311,0.0,0.0,0.0,0.0,52.8938,0.0
PWY-7396: butanol and isobutanol biosynthesis (engineered),0.0,0.0,0.0,0.0,0.0,23.6353,0.0,0.0
PWY-7400: L-arginine biosynthesis IV (archaebacteria),329.232,335.076,220.998,0.0,192.731,163.941,166.488,203.385
PWY-7431: aromatic biogenic amine degradation (bacteria),0.0,0.0,0.0,0.0,0.0,0.0,14.2243,0.0
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide),0.724679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-7560: methylerythritol phosphate pathway II,354.301,377.665,104.415,0.0,425.946,385.026,386.126,315.568
PWY-7663: gondoate biosynthesis (anaerobic),230.257,129.083,89.0032,271.096,170.333,114.258,242.669,245.725
PWY-7664: oleate biosynthesis IV (anaerobic),110.95,51.7752,79.1373,202.827,82.3121,22.5553,52.1083,116.641
PWY-7731: superpathway of photosynthetic hydrogen production,0.0,0.0,0.0,0.0,0.0,0.0,13.098,0.0
PWY-7761: NAD salvage pathway II (PNC IV cycle),127.163,182.346,46.499,0.0,42.3228,37.2813,238.701,166.822
PWY-7790: UMP biosynthesis II,495.11,400.945,190.356,389.493,514.001,509.098,431.575,300.703
PWY-7791: UMP biosynthesis III,581.571,400.945,190.356,261.883,561.054,557.559,431.575,334.487
PWY-7851: coenzyme A biosynthesis II (eukaryotic),411.689,363.529,138.49,0.0,435.549,450.247,339.812,290.859
PWY-7858: (5Z)-dodecenoate biosynthesis II,4.0626,0.0,0.0,0.0,42.58,16.2499,19.3495,0.0
PWY-7883: anhydromuropeptides recycling II,0.0,0.0,0.0,0.0,0.0,0.0,6.11108,0.0
PWY-7942: 5-oxo-L-proline metabolism,5.47343,30.4487,43.2764,0.0,7.63707,12.7851,0.0,0.0
PWY-7948: 4-oxopentanoate degradation,2.05812,19.0791,0.0,0.0,8.62492,1.70715,0.0,0.0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing),471.684,352.801,96.5175,248.859,390.057,420.301,397.422,370.148
PWY-7977: L-methionine biosynthesis IV,11.7,0.0,62.027,504.562,7.90807,14.3083,35.0715,41.6877
PWY-8004: Entner-Doudoroff pathway I,24.7479,146.058,0.0,283.396,17.1149,59.4369,111.343,138.456
PWY-8011: L-serine biosynthesis II,0.0,0.0,0.0,0.0,0.0,0.0,8.88501,0.0
PWY-801: homocysteine and cysteine interconversion,0.0,21.5738,41.3143,0.0,12.7744,3.62468,0.0,0.0
PWY-8073: lipid IVA biosynthesis (P. putida),0.0,0.0,0.0,0.0,0.0,0.0,4.54786,0.0
PWY-8131: 5'-deoxyadenosine degradation II,0.0,0.0,0.0,0.0,0.0,0.0,6.34518,0.0
PWY-8178: pentose phosphate pathway (non-oxidative branch) II,187.44,241.037,160.989,202.243,188.725,210.083,253.487,226.129
PWY-8182: valproate &beta;-oxidation,3.21206,26.6778,0.0,0.0,10.6779,2.79742,0.0,0.0
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction),473.398,378.693,237.672,154.503,492.033,510.388,452.971,275.422
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),46.5999,92.6962,77.5765,0.0,18.0677,30.7056,45.9873,43.2863
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,412.932,356.524,194.26,463.319,418.534,427.165,452.595,408.806
PWY-922: mevalonate pathway I (eukaryotes and bacteria),4.56595,53.0691,28.5488,0.0,0.0,8.13682,17.176,45.5407
PWY-I9: L-cysteine biosynthesis VI (from L-methionine),116.835,84.3567,96.302,300.329,260.207,217.787,226.475,74.2171
PWY0-1061: superpathway of L-alanine biosynthesis,0.0,0.0,39.3645,0.0,29.1199,0.0,59.6981,0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,5.91128,0.0
PWY0-1261: anhydromuropeptides recycling I,0.0,0.0,0.0,0.0,14.1037,0.0,10.606,20.5557
PWY0-1296: purine ribonucleosides degradation,572.376,368.581,173.902,377.2,446.185,532.41,391.967,319.389
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,106.569,61.4804,163.323,344.596,32.0954,61.0935,41.8369,41.9877
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,26.4678,39.7656,75.7158,0.0,13.9928,16.777,19.5495,23.0355
PWY0-1319: CDP-diacylglycerol biosynthesis II,18.0099,74.1643,55.2935,275.194,12.8543,5.80252,77.172,41.4641
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III,0.0,0.0,0.0,0.0,0.0,3.3853,0.0,0.0
PWY0-1477: ethanolamine utilization,8.94946,0.0,78.0739,295.981,11.3806,17.4171,28.258,28.8536
PWY0-1479: tRNA processing,0.0,0.0,0.0,0.0,0.0,0.0,38.1622,0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),19.8524,60.732,41.0769,379.965,24.2723,25.6238,70.7222,72.1898
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,174.752,227.659,134.829,272.121,69.0393,138.069,289.297,222.415
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),12.4455,87.7025,111.46,0.0,0.0,0.0,18.7448,0.0
PWY0-42: 2-methylcitrate cycle I,0.0,0.0,0.0,0.0,7.38969,0.0,9.70237,0.0
PWY0-781: aspartate superpathway,19.1075,0.0,0.0,0.0,23.1492,31.4804,54.8654,0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,0.0,0.0,45.5359,0.0,0.0,0.0,19.8575,0.0
PWY0-862: (5Z)-dodecenoate biosynthesis I,89.3587,40.72,70.1925,178.601,66.1974,16.8479,39.5191,95.5865
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli),0.0,0.0,0.0,0.0,0.0,0.0,25.0044,0.0
PWY1G-0: mycothiol biosynthesis,6.0154,19.9873,24.1023,0.0,12.1835,10.1353,90.8894,52.3636
PWY1ZNC-1: assimilatory sulfate reduction IV,51.8917,65.9982,64.9811,0.0,17.7306,29.8357,53.0308,51.06
PWY3O-4107: NAD salvage pathway V (PNC V cycle),2.77845,0.0,0.0,0.0,0.0,8.57242,32.205,66.7736
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),0.0,0.0,33.7212,297.615,4.26007,6.32904,11.9384,0.0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),0.0,0.0,33.7212,297.615,4.26007,6.32904,11.8802,0.0
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),0.0,0.0,0.0,0.0,0.0,7.15272,18.1065,0.0
PWY5F9-12: biphenyl degradation,0.0,0.0,10.5871,0.0,0.0,0.0,0.0,0.0
PWY66-201: nicotine degradation IV,0.0,0.0,0.0,0.0,0.0,0.0,5.38881,0.0
PWY66-367: ketogenesis,3.57656,0.0,0.0,0.0,0.0,7.42624,6.79486,0.0
PWY66-388: ceramide degradation by &alpha;-oxidation,0.0,0.0,0.0,0.0,10.1152,0.0,12.961,20.8868
PWY66-389: phytol degradation,38.6554,99.6628,198.889,0.0,43.4087,32.4686,86.0893,129.906
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome),3.5077,14.5425,0.0,0.0,14.7435,0.0,5.87388,0.0
PWY66-399: gluconeogenesis III,84.3235,232.505,58.1119,0.0,35.7114,74.5726,231.366,191.282
PWY66-409: superpathway of purine nucleotide salvage,453.545,424.079,206.35,440.345,484.667,522.174,432.143,401.022
PWY66-429: fatty acid biosynthesis initiation (mitochondria),36.5038,27.6854,73.4442,159.78,23.5203,19.7981,35.0443,30.2403
PWY66-430: myristate biosynthesis (mitochondria),0.0,0.0,0.0,0.0,0.0,4.25194,25.0423,0.0
PWY6666-2: dopamine degradation,0.0,0.0,18.6033,0.0,0.0,0.0,0.0,0.0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle),3.84743,0.0,0.0,0.0,0.0,10.7787,42.2598,78.1211
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate),9.91314,49.5225,40.1217,0.0,31.7186,29.6104,101.02,105.39
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,0.0,0.0,26.6962,0.0,0.0,0.0,12.1227,0.0
REDCITCYC: TCA cycle VI (Helicobacter),4.33854,23.1552,0.0,0.0,15.1893,4.55317,0.0,0.0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),174.446,253.355,104.081,0.0,150.644,188.136,303.532,255.072
RUMP-PWY: formaldehyde oxidation I,11.6451,41.9348,0.0,0.0,0.0,25.4669,8.51769,0.0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,0.0,0.0,0.0,0.0,0.0,4.37902,0.0,0.0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,84.1395,142.145,118.193,0.0,83.0369,80.2323,176.839,208.45
SO4ASSIM-PWY: assimilatory sulfate reduction I,64.6965,110.803,110.51,0.0,21.1734,29.8357,53.0308,44.5042
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,77.4167,98.1107,104.768,0.0,34.8355,38.7943,87.1763,77.8975
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,0.0,0.0,0.0,0.0,22.9128,15.184,0.0,0.0
TCA: TCA cycle I (prokaryotic),0.0,32.2197,0.0,0.0,31.9639,17.0752,0.0,0.0
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes),40.0869,75.0179,0.0,0.0,0.0,16.3274,6.40877,40.8706
THRESYN-PWY: superpathway of L-threonine biosynthesis,481.067,401.63,183.664,378.607,442.573,418.51,420.637,361.142
TRNA-CHARGING-PWY: tRNA charging,213.956,176.705,144.216,575.786,60.9383,171.574,207.559,218.774
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II,3.88005,69.221,0.0,208.574,0.0,0.0,49.8406,0.0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,458.651,356.007,188.479,227.001,458.221,474.19,431.641,350.33
VALSYN-PWY: L-valine biosynthesis,544.936,428.074,229.468,458.493,345.398,367.536,416.797,381.886
