gene,fc_pre_vs_flight,fc_pre_vs_post,fc_flight_vs_post,label
C2CD2,1.23179628553676,1.522450787815,1.23595987882979,0
C2CD2L,1.0222492166149,1.72012858397764,1.6826900485908,0
C2CD3,-1.21616561568073,1.16200271598862,1.41318774851299,0
C2CD4A,-5.33439756288677,-1.2085802233153,4.4137720111403,0
C2CD4B,-1.75289213733034,-1.13185332976608,1.54869194729727,0
C2CD4C,-22.8802486261132,1.12605566889661,25.7644336711987,0
C2CD4D,-1.0695024097997,2.486601773494,2.65942658896404,0
C2CD5,1.37582183989554,-1.09994928013715,-1.51333424239008,0
C2ORF15,-2.70077249616985,-15.7486653915419,-5.83117067945418,0
C2orf15,1.87473205067412,-1.13284261422413,-2.12377635725543,0
C2orf16,2.61423396257396,3.13324591324781,1.19853309156876,0
C2orf27A,-1.71087489468497,3.99240150983739,6.83049951268318,0
C2orf27B,-2.40201900645135,3.57743297100168,8.59306199065175,0
C2orf40,8.69857624468626,11.3708857567442,1.30721228818227,0
C2orf42,1.34760371293927,1.15176403552499,-1.17003454820067,0
C2orf43,2.20752153121016,3.26540625594802,1.47921830423005,0
C2orf44,4.86709416805277,-3.01553877959337,-14.6769112076959,0
C2orf47,-2.67417947675401,-2.10489471030953,1.27045759754927,0
C2orf48,-16.1102978821116,-2.01125039784281,8.01009058811913,0
C2orf49,1.2441152765717,1.02692504628643,-1.21149569880554,0
C2orf50,-34.2473217055331,2.30705156088558,79.0103369969006,0
C2orf53,1.32525183570782,2.54710881445226,1.92198097434957,0
C2orf54,-51.5607938971733,1.95217457876593,100.655671107051,0
C2orf57,-1.41463438055045,1.37791559633102,1.94924677606654,0
C2orf61,-18.9816116218941,-18.9816116218941,1.0,0
C2orf62,-2.76198039228769,-1.47394240642687,1.87387266981705,0
C2orf66,-5.58691965383272,1.05039041366785,5.86844684631839,0
C2orf68,3.24739204524436,1.41133044519072,-2.30094380540733,0
C2orf69,-1.10460176186241,1.0413616963358,1.15028996450854,0
C2orf70,-4.97471331612617,3.87635150672556,19.2837374584934,0
C2orf71,-16.8488351760032,2.07350973945981,34.9362238359956,0
C2orf72,-3.8051026680568,2.00379207807253,7.62463458250485,0
C2orf73,-3.48998287749734,2.98522364514832,10.4183794070678,0
C2orf74,2.03910993755643,1.45689665856271,-1.39962565331717,0
C2orf76,-1.20985633665801,1.01343414547663,1.22610972269049,0
C2orf78,-23.1322329876499,1.8027177422719,41.7008868252038,0
C2orf81,-2.03271656029058,3.36713644707258,6.84443401672244,0
C2orf82,-6.28053742932466,1.73454573824078,10.8938794318968,0
C2orf83,-4.0888297405495,3.32111465804287,13.5794723855806,0
C2orf88,2.01839082353192,-2.22992596005541,-4.50086209493145,0
C2orf91,-27.3910913433427,1.8956067917189,51.9227387830334,0
C3,2.24454283271176,3.25526216629101,1.45030075561452,0
C3AR1,2.22429265824717,2.0582211907413,-1.08068689033663,0
C3orf14,2.05479931959559,-3.43466932492047,-7.05755619188243,0
C3orf17,1.36132946681593,1.88003141999539,1.38102602332752,0
C3orf18,-2.7270300377978,1.73122611334737,4.72110561331821,0
C3orf20,-1.31182868802969,4.51851874064646,5.9275225113798,0
C3orf22,2.33423484705986,1.63235083174071,-1.42998355602924,0
C3orf27,-11.5768848649485,1.94725493959754,22.543146238423,0
C3orf30,-1.391878967707,-1.391878967707,1.0,0
C3orf33,-3.56520061744787,-2.48852292952425,1.43265733063969,0
C3orf35,1.27348522953994,-1.82527731718448,-2.32446370324872,0
C3orf36,-4.76528081083545,3.37710144448816,16.0928367096641,0
C3orf38,-1.36116172121939,1.08530664605006,1.47727786238834,0
C3orf49,3.65594026943288,1.0,-3.65594026943288,0
C3orf52,-1.08394324921509,2.18715900591518,2.37075623942175,0
C3orf55,-1.81291514361349,2.75803836463463,5.0000895179131,0
C3orf56,-5.75936469729597,1.36288609692973,7.8493580730926,0
C3orf58,1.09286349927765,-1.41373095166508,-1.54501495487382,0
C3orf62,-1.14798142044505,1.00797385557806,1.15713525849798,0
C3orf67,-8.43749886160066,1.34552224110742,11.3528423776022,0
C3orf70,-2.04363792047304,-1.43311293435252,1.42601317138789,0
C3orf72,-3.38498529152629,2.09247877863651,7.08300988851549,0
C3orf80,-2.58649405276615,1.35491007449523,3.50446684971485,0
C3orf83,1.3086945508538,4.19990142377345,3.20922970225055,0
C3orf84,-4.61167985124463,-4.61167985124463,1.0,0
C3P1,2.08444111728439,26.43950839933,12.6842193718455,0
C4A,-1.58441797002417,1.52882058356806,2.42229080554807,0
C4B,3.7337506819493,25.4143893111543,6.80666479259565,0
C4BPA,2.35324652744048,-1.17323561722657,-2.7609126421079,0
C4BPB,13.3471537305564,21.2157110233969,1.58953073079742,0
C4orf17,1.0,16.0094566543152,16.0094566543152,0
C4orf19,-6.13381982975018,-1.49918886976316,4.09142567254997,0
C4orf21,1.33139307359155,-4.35535498120342,-5.79868945500671,0
C4orf22,1.07223333280018,5.84194583743266,5.44839043771956,0
C4orf26,2.54044521767357,17.5225930188037,6.89744966626367,0
C4orf27,3.47371729290459,1.68250428505355,-2.06461126058531,0
C4orf29,2.23935302114544,1.26584048148305,-1.76906415453062,0
C4orf3,1.23191043298939,-1.63492240621785,-2.01407796934789,0
C4orf32,1.22305399811718,1.15484791951397,-1.05906065850811,0
C4orf33,1.24222896567294,-1.34947699617053,-1.67635941315235,0
C4orf36,-1.66130318690649,2.12566793975316,3.53137892261688,0
C4orf40,-4.09092963131382,7.90216734890147,32.3272105592216,0
C4orf46,1.44719063835782,2.01251843306418,1.39063809543977,0
C4orf47,5.03854970634783,1.0,-5.03854970634783,0
C4orf48,1.00919054952167,1.24610675305733,1.23475864260516,0
C4orf50,-8.46619339040867,1.42653509882191,12.077322024832,0
C4orf6,1.0,3.52943232415505,3.52943232415505,0
C5,1.8378941337412,1.21029248731718,-1.51855369920969,0
C5AR1,-1.16453310515389,-1.02364388298962,1.13763499641379,0
C5AR2,-1.72093397414434,1.69663052982347,2.91978912034371,0
C5orf15,1.52397430380217,-1.30872232150314,-1.99445918878311,0
C5orf17,13.3670498043144,4.53860924879973,-2.94518630522102,0
C5orf22,-1.03758351209447,1.11130495980945,1.1530717032071,0
C5orf24,-1.18092149356175,-1.09220080366824,1.08123111573946,0
C5orf27,-6.15337340896778,-2.10838173189187,2.91852908602386,0
C5orf28,-1.02457101034919,1.73591423860787,1.77856740533002,0
C5orf30,2.25286234608041,1.27780936989917,-1.76306607163022,0
C5orf34,-1.80494371794251,-1.16091366102405,1.55476137333965,0
C5orf38,1.6614019031945,8.72990629557201,5.25454213022532,0
C5orf42,1.0908674615092,-1.72327580601538,-1.87986550398822,0
C5orf45,1.06822979866741,-1.17760802516668,-1.25795598363293,0
C5orf47,-4.04982074871802,1.84924623438801,7.48911576951325,0
C5orf49,-5.52072589566803,2.49887587756579,13.7956087673376,0
C5orf51,-1.10581337701039,-1.52387098988484,-1.37805440010564,0
C5orf52,-1.2905924782899,2.51360912838809,3.24404503445851,0
C5orf54,-2.49381947970624,1.00959020384875,2.5177357168786,0
C5orf55,-13.3917911278774,1.9489508795865,26.0999430979153,0
C5orf56,-1.54055461050369,-1.55158179589284,-1.00715793215896,0
C5orf58,1.07816030372093,10.7362620834409,9.95794599967007,0
C5orf60,-7.42083978364575,3.07591985088139,22.8259084007264,0
C5orf63,-1.06581957201183,-1.65750369927913,-1.55514473819472,0
C5orf64,-15.9453541341528,-1.56264097343989,10.2041060007865,0
C5orf66,-1.04591488909907,-1.52430782469686,-1.45739183998984,0
C6,1.49141282983514,1.23039406797789,-1.21214240920896,0
C6orf1,-1.01515699631043,1.24875951387491,1.26768695721933,0
C6orf10,1.53187686320546,14.0745021470137,9.18775032450244,0
C6orf100,10.9134526485354,1.0,-10.9134526485354,0
C6orf106,-1.00990385433185,-1.0261706323761,-1.01610725414551,0
C6orf118,-1.66982832321408,4.10984566643197,6.86273669784676,0
C6orf120,-1.14773286049859,1.8012319469576,2.06733309490308,0
C6orf123,-20.167764721111,2.33199631469259,47.031153005218,0
C6orf132,-5.32635343038239,1.61124373623815,8.5820536016942,0
C6orf136,-1.0908414734004,-1.22957984774069,-1.12718472640008,0
C6orf141,-2.60549701447323,1.0095317954532,2.63033207906912,0
C6orf15,-13.5900075585679,6.19907350271196,84.2454557579733,0
C6orf163,2.36509759647518,-1.33158479161662,-3.14932799015537,0
C6orf164,1.0,1.45688502187124,1.45688502187124,0
C6orf183,-2.83189702949399,1.72824871808219,4.89422241096376,0
C6orf195,-12.4043054828974,1.30751015229825,16.2187553510972,0
C6orf201,1.29794358956276,1.53214244803529,1.18043839528606,0
C6orf203,-1.07547197476005,-1.22330291432645,-1.13745680318577,0
C6orf211,1.02307483320522,1.25589378989272,1.2275678661336,0
C6orf222,-4.72456430059396,3.26520883003896,15.4266890723863,0
C6orf223,2.17544266156603,1.46957141913555,-1.48032455805768,0
C6orf226,1.13874742849554,3.57209274750635,3.13686130753825,0
C6orf25,1.4864242398466,-1.96083789269354,-2.91463697410941,0
C6orf47,-3.07181334307756,-8.63509722221376,-2.81107484661243,0
C6orf47-AS1,1.41032499260584,1.0,-1.41032499260584,0
C6orf48,-1.18834769631685,1.33723523626205,1.58910041244572,0
C6ORF50,4.46157047266212,-1.52929542254252,-6.82305930119303,0
C6orf52,1.0,2.77972791170691,2.77972791170691,0
C6orf57,-1.55776667772481,-1.16254462729144,1.33996290650293,0
C6orf58,1.0,3.74265729085829,3.74265729085829,0
C6orf62,1.14354557301698,-1.22534370093546,-1.40123636462899,0
C6orf89,-1.1307119703536,-1.1478883001281,-1.015190720736,0
C6orf99,-2.80145696068091,1.26014256387691,3.53023515702326,0
C7,2.0433828453016,6.41042788464682,3.13716438375045,0
C7orf13,1.31869775220696,1.471815947524,1.11611318443577,0
C7orf25,5.26141905011096,5.07087057384688,-1.03757707350033,0
C7orf26,-2.29202591522752,-1.61250158966674,1.42141001901351,0
C7orf31,-1.15610375078174,-1.3247755942304,-1.14589680496634,0
C7orf33,-8.65901847553844,1.08085239997214,9.35912090068885,0
C7orf34,10.4859768907949,1.39468945015529,-7.5185030543017,0
C7orf43,1.09114434372862,-3.94277101537299,-4.30213229204139,0
C7orf49,1.08665656315898,-1.55291851779904,-1.68748909941745,0
C7orf50,1.16716586573737,-1.39753431892606,-1.63115435324702,0
C7orf55,16.2895072370279,1.47417534464835,-11.0499115971266,0
C7orf55-LUC7L2,1.76256235261391,-1.26544285552077,-2.23042193652515,0
C7orf57,-3.65759535441535,5.70169406132454,20.8544897109982,0
C7orf60,1.51567293228313,1.0954470928636,-1.38361125987475,0
C7orf61,-2.20824471341,-2.20824471341,1.0,0
C7orf63,-17.4305761420304,3.70576602929391,64.593636938157,0
C7orf65,-5.78406958132965,1.05386529347408,6.09563018680244,0
C7orf71,-13.2189216261353,-2.20985873451883,5.98179486301576,0
C7orf72,1.98480252384455,9.69926305573273,4.88676477342709,0
C7orf73,1.31057518239979,-1.6637430332222,-2.18046032923155,0
C8A,-4.86703243975861,-1.2474123410021,3.90170297325159,0
C8B,4.50909059844435,28.2985157893534,6.27588095016685,0
C8G,-9.03639133856776,1.49718640938314,13.5291623019711,0
C8orf22,1.0,18.2198436725188,18.2198436725188,0
C8orf31,1.55974760356956,3.43664415286527,2.20333350408767,0
C8orf33,-1.07667870640777,1.28457413411736,1.38307361700637,0
C8orf34,-5.75044190006913,-1.43524838310366,4.00658308886861,0
C8orf37,-1.9387958645115,-3.90932377159919,-2.01636688171097,0
C8orf4,-1.83738492368895,-1.0437744247139,1.76032759587167,0
C8orf44,3.24164909094181,-2.55939033239521,-8.29664534437419,0
C8orf44-SGK3,-6.30998663867512,-4.51927019846148,1.39624018073167,0
C8orf46,-1.50294164598639,18.815190450219,28.2781333047996,0
C8orf47,-92.2178129711888,2.87773884391997,265.378782488537,0
C8orf49,-1.56125935471702,3.71906142865163,5.8064194462496,0
C8orf56,-2.87186154353346,-2.05070890877651,1.40042379064265,0
C8orf58,-1.05070068968293,1.19653007291207,1.25719497283507,0
C8orf59,1.30138536208251,1.05749207194765,-1.23063368190144,0
C8orf74,-1.50320858001455,-1.06352383010887,1.41342256511607,0
C8orf76,-1.19534952400005,-1.96350311298316,-1.6426183919935,0
C8orf82,-1.34935142167038,1.86055719556695,2.51054549693731,0
C8orf86,1.0,54.703811546866,54.703811546866,0
C8orf88,-15.3787906798667,-1.24865437198307,12.3162910609463,0
C9,-11.7456877728188,1.11655150051499,13.1146653073214,0
C9orf106,1.45201408160046,14.6611444504934,10.0971089993379,0
C9orf114,-1.09849994696426,-1.40261062031456,-1.27684177335713,0
C9orf116,-122.137943852979,-5.07150838309946,24.0831592155102,0
C9orf117,-5.76653179309693,-2.95072673273369,1.95427510420612,0
C9orf129,-5.91240612447124,3.2006260149635,18.9234008530122,0
C9orf131,-11.8705519657135,1.8851267218583,22.377494713774,0
C9orf135,-1.12782180036194,1.93094312403695,2.17775975054785,0
C9orf135-AS1,1.0,6.27626768320169,6.27626768320169,0
C9orf139,-1.60789250239127,2.01740431283319,3.24376926889629,0
C9orf141,-2.84507437035621,-11.5991475773243,-4.07692245172207,0
C9orf142,-1.3990538765454,1.31069659824639,1.83373515675149,0
C9orf147,-38.0898536948229,-1.60100431474465,23.7912248855483,0
C9orf152,-15.0988832556651,1.6971551129453,25.6251469171162,0
C9orf153,5.21213204491473,11.749054740259,2.25417442210084,0
C9orf156,-1.98331186087287,-1.07014731676878,1.85330732488431,0
C9orf16,1.24405686934306,-1.34525735540072,-1.67357665402054,0
C9orf163,1.3037885091019,2.78245220274925,2.13412849041438,0
C9orf169,-1.32147358100557,24.7869947303257,32.7553586886498,0
C9orf170,-36.6858046446085,1.09195414208368,40.0592163373531,0
C9orf171,-10.5975540047388,1.59136948889595,16.8646241000683,0
C9orf172,-2.17162404524715,1.79013528724493,3.8875008340265,0
C9orf173,1.36572859919512,10.7483364648608,7.87003835988739,0
C9orf24,-7.1895454980739,2.37345385183578,17.0640544553521,0
C9orf3,1.05808505948144,-1.13056137292997,-1.19623009752403,0
C9orf37,-2.52244669343585,-1.22786935957716,2.05432823432006,0
C9orf40,1.07689845678539,1.83085112403684,1.70011491102146,0
C9orf41,1.67123635934371,-1.7683343510682,-2.95530466298164,0
C9orf43,-1.44910073516746,6.2922014796272,9.11803378994955,0
C9orf47,-6.24578130800693,1.92922295716954,12.0495046848674,0
C9orf57,-1.52882191349058,6.37569686566252,9.74730508199809,0
C9orf62,-45.844078804616,-1.03932743699681,44.109370322297,0
C9orf64,1.33582387861105,1.06713408204505,-1.25178635101887,0
C9orf66,-4.41529845958292,-1.14053432222556,3.87125435293102,0
C9orf69,1.30944478191121,1.28837215308449,-1.01635601078172,0
C9orf72,1.29513936380615,-1.52432445408192,-1.97421260369382,0
C9orf78,1.04757088163285,1.08434472568062,1.03510391964165,0
C9orf84,1.24066803925286,1.26990505501998,1.02356554278993,0
C9orf85,-1.00835075224966,1.16385545221273,1.17357452074857,0
C9orf89,1.31224415369355,-1.63474660744677,-2.1451866783924,0
C9orf9,-1.35109234442352,-1.19058028854573,1.13481833810121,0
C9orf91,1.45281628170807,-1.0682285932143,-1.55193989280784,0
C9orf96,-9.81124217283346,2.1188643360419,20.7886911322871,0
CA1,-1.27338519280398,1.28954344065275,1.6420855228047,0
CA10,-3.25642772821118,1.08616033964981,3.5370026473189,0
CA11,-2.73559178761933,-1.46934675888458,1.86177413267375,0
CA12,-34.7262409002589,2.3626513366497,82.0459994798163,0
CA13,1.76151547666966,-2.712156945739,-4.77750643507638,0
CA14,-5.61073858201641,5.84440232404507,32.7914136083461,0
CA15P1,-1.70580244385972,1.41689144090889,2.41693688258632,0
CA2,1.45660633985514,-2.73101154043428,-3.97800872401412,0
CA3,1.51443311658677,1.67945648898406,1.10896709177175,0
CA4,3.00884536370803,7.45010724852452,2.47606850733704,0
CA5A,2.76257836879117,3.21315580042963,1.1631003256699,0
CA5AP1,1.36995571670843,1.0,-1.36995571670843,0
CA5B,1.23865749784439,1.16522535880594,-1.0630196884092,0
CA5BP1,2.41024260031402,1.22002983132327,-1.97556038256853,0
CA6,1.055378835557,-3.84676305174268,-4.05979231021189,0
CA7,-1.64775673582046,-1.64775673582046,1.0,0
CA8,-2.581750791253,1.71787385076048,4.4351221734737,0
CA9,-8.77878153099345,1.74582217060975,15.3261914277477,0
CAAP1,1.04109457663339,-1.18669596560202,-1.23546273390099,0
CAB39,1.13448812625448,-1.09207435834347,-1.23894539252764,0
CAB39L,-2.21611569428621,-2.64550184683904,-1.19375619858652,0
CABIN1,-1.44266742255309,-1.58822238789635,-1.1008929452955,0
CABLES1,1.16026739200424,2.58447456210719,2.22748185454284,0
CABLES2,1.03152391237695,1.61770087437629,1.56826308626099,0
CABP1,-6.93138809570641,1.32657825637348,9.1950287342501,0
CABP2,-2.47811050380778,-2.47811050380778,1.0,0
CABP4,-3.03454537255706,-1.42342036190663,2.13186873938798,0
CABP5,1.71385656013045,-3.45410816551715,-5.91984593887173,0
CABP7,-1.5584804955727,-1.75571288168017,-1.1265542858366,0
CABS1,-5.15137450869581,-5.15137450869581,1.0,0
CABYR,-2.26787509324596,-14.699190070239,-6.48148132761596,0
CACFD1,-6.16608242549341,1.73451037949743,10.695133967855,0
CACHD1,1.06343178370153,-1.580807400001,-1.68108083307164,0
CACNA1A,-1.85560563981795,3.06868716388774,5.69427320814706,0
CACNA1B,-2.43068984767908,1.14093786733491,2.77326609096358,0
CACNA1C,-1.6206440418369,1.91738741902864,3.10740249654181,0
CACNA1C-AS1,-1.70417285140596,4.21032704778118,7.17512505036889,0
CACNA1C-AS2,1.61277995034651,1.0,-1.61277995034651,0
CACNA1D,-2.74441827993352,-1.31150399851538,2.09257332271971,0
CACNA1E,-2.19825572618329,3.7087338161427,8.1527453482253,0
CACNA1F,-2.49752468344256,3.28554906329647,8.20573988424453,0
CACNA1G,-1.7145366956156,2.86869203883196,4.91847776899772,0
CACNA1G-AS1,-12.2195750244982,1.44980547768128,17.7160068054548,0
CACNA1H,-4.1735579961263,1.42904825450883,5.96421576945568,0
CACNA1I,-1.97618400873778,-1.0246535545527,1.92863626926124,0
CACNA1S,-6.33100070528903,1.16372250651125,7.36752800948343,0
CACNA2D1,-20.8706444917419,-2.25231044029391,9.26632675423662,0
CACNA2D2,1.07748054539135,-2.00921179990083,-2.16488662596388,0
CACNA2D3,1.40949822351564,1.46608135258522,1.04014416487056,0
CACNA2D4,-1.72072081307255,1.16628297994838,2.00684739752945,0
CACNB1,-1.03503434158684,2.11169570317926,2.1856775717719,0
CACNB2,-3.92634836766794,-1.66604398768065,2.35668949721665,0
CACNB3,-2.12979779944889,1.62267755561342,3.45597508716055,0
CACNB4,1.03654749248507,1.29627452724847,1.25056935320997,0
CACNG1,-6.72123695500151,6.14331019209367,41.2906434891374,0
CACNG2,-2.71871511805191,-1.03492185987888,2.62697622250445,0
CACNG3,-5.27706166942617,1.38535959366394,7.31062801009577,0
CACNG4,-3.13329439690366,2.05774190678294,6.44751118679684,0
CACNG5,-3.31194269102054,13.5637205115836,44.9222650113848,0
CACNG6,-3.79689658239561,2.47302449316542,9.38981824628042,0
CACNG7,-5.05651024923639,-1.42801304247904,3.54094122309852,0
CACNG8,-3.08608408355439,1.66169826106747,5.12814055515033,0
CACTIN,-1.09625795461247,-1.11835505940738,-1.02015684784949,0
CACUL1,-1.51899513687116,-1.25143282260925,1.21380477595596,0
CACYBP,1.16737091931132,-1.08943532748149,-1.2717751197723,0
CAD,-2.95545598059025,-1.05092719965585,2.81223664356396,0
CADM1,10.7305629262793,6.3086448009588,-1.70092995640656,0
CADM2,1.55664903943588,-1.08878374307209,-1.69485416780657,0
CADM2-AS1,-1.43448670600681,-1.43448670600681,1.0,0
CADM2-AS2,1.0,3.7426594812189,3.7426594812189,0
CADM3,-6.07029831484649,-1.03743172139958,5.85127501852092,0
CADM4,-7.36515559957339,-5.35152921872102,1.37627121119104,0
CADPS,-1.48690360795307,2.39259360618169,3.557556065397,0
CADPS2,-1.01964276401474,2.67929188712974,2.73192058539525,0
CAGE1,-3.36159530670085,-1.97305425275841,1.70375208993934,0
CALB1,-1.1835856873596,-5.18079136409567,-4.37720007890026,0
CALB2,17.2066201577406,20.087687799843,1.16743948641222,0
CALCB,-1.10199509934057,-1.35180899150234,-1.22669238031209,0
CALCOCO1,1.04095802141464,-1.36714332913052,-1.42313881488193,0
CALCOCO2,-1.06141963885094,-1.21004508951009,-1.14002515613904,0
CALCR,-7.48451793545599,-7.48451793545599,1.0,0
CALCRL,-3.90860895685749,-2.22076823938191,1.76002560174642,0
CALD1,1.60576233840248,-1.32764212362836,-2.1318777209991,0
CALHM1,1.0,1.55524577095086,1.55524577095086,0
CALHM2,-2.71433064698317,-1.10556562454858,2.45515108892017,0
CALHM3,-15.0040251968145,4.73987878094332,71.1172606591201,0
CALM1,1.21135529582023,-1.06828059081538,-1.29406735110618,0
CALM2,1.27387030878424,-1.22599415419552,-1.56175755177271,0
CALM3,1.67059770694644,-1.61618269929035,-2.69999111144096,0
CALML3,1.29687626508919,1.0,-1.29687626508919,0
CALML3-AS1,-12.8287940738852,8.30461046075644,106.538137464877,0
CALML4,2.26161108361801,1.0837981308394,-2.08674569485223,0
CALML5,-35.932859274275,-1.95980176482991,18.334945870096,0
CALML6,-19.00463699641,2.35685303264025,44.7911363392161,0
CALN1,-1.67523640961361,2.89265454430587,4.84588021305546,0
CALR,-1.06790936049379,-1.13504921647053,-1.06287036939698,0
CALU,1.1589731140749,-1.33837963027939,-1.55114600791932,0
CAMK1,-1.18745715022899,1.21969676307996,1.44833764243045,0
CAMK1D,1.07717359126754,-1.2376070889905,-1.33311767262606,0
CAMK1G,-33.027902403233,1.7419624636253,57.5333662387117,0
CAMK2A,-2.88136182505208,2.52941389114487,7.28815662570126,0
CAMK2B,-2.82463203270945,2.52344947397055,7.12781621710101,0
CAMK2D,-1.44267159291911,-1.67270312997087,-1.15944830284369,0
CAMK2G,-1.23295974764428,1.00849960411604,1.24343941739027,0
CAMK2N1,1.15836218219323,2.96588349374282,2.56041119033018,0
CAMK4,-1.09179770301949,-1.25904923327075,-1.15318912083137,0
CAMKK1,-1.41031453621554,2.40121141832541,3.38646336779106,0
CAMKK2,1.44561309900119,1.31598093094118,-1.09850611434567,0
CAMKMT,-1.17620643370934,-1.36097873819506,-1.1570917308308,0
CAMKV,-3.43376714672813,1.7752283854405,6.09572090786481,0
CAMLG,1.31790464353684,-1.06611631488354,-1.40503964193539,0
CAMP,-5.87218666192618,-1.30399114557822,4.50324120822332,0
CAMSAP1,-1.15408148032823,1.04543069488487,1.2065122039333,0
CAMSAP2,-1.17150421206174,-1.25081920118723,-1.06770354584206,0
CAMSAP3,-3.25277299035865,2.03230390004209,6.61062323425746,0
CAMTA1,1.29234718597515,-1.9766462947316,-2.5545132766646,0
CAMTA1-IT1,-3.850746459692,1.33406017420697,5.13712749284358,0
CAMTA2,1.03942149466977,-1.04292329827442,-1.08403689351833,0
CAND1,1.34038960746328,-1.2028604483097,-1.61230164414295,0
CAND2,-4.22980428159704,2.06992119874803,8.7553615490329,0
CANT1,1.19964739017774,1.9116972622877,1.59354930285345,0
CANX,-1.221914607108,-1.24957341178169,-1.02263562814684,0
CAP1,1.14852767380434,-1.06943696697415,-1.22827795195918,0
CAP2,1.09895738197618,-5.10823286495947,-5.61373021580055,0
CAPG,-1.04613986111719,-1.13457158692805,-1.08453145616345,0
CAPN1,1.18765099660332,-1.11979542385515,-1.32992615113341,0
CAPN10,-2.31119087162034,1.63091374692593,3.76935296429532,0
CAPN11,-2.22418275406944,2.08693405125733,4.64172272568682,0
CAPN12,-1.66046978501821,2.45553090181982,4.07733486865034,0
CAPN13,-11.7689348465675,3.75032630882438,44.1373459819222,0
CAPN14,-17.2517296470736,1.40742709463703,24.2805517346443,0
CAPN15,-1.14744833393541,1.40118874994632,1.60779169665494,0
CAPN2,-1.02219081512883,-1.24761669195793,-1.22053208999015,0
CAPN3,23.9058145663948,3.3686003996826,-7.09666084723119,0
CAPN5,-2.9461555664838,1.33451111303763,3.93167734421031,0
CAPN6,6.68119624124458,10.3906515831276,1.55520826030879,0
CAPN7,1.22806300812717,-1.48931301241963,-1.82897021807498,0
CAPN8,11.4985963424927,9.19958165432263,-1.2499042646238,0
CAPN9,1.29687605959941,1.0,-1.29687605959941,0
CAPNS1,1.08912480284405,-1.08180816772544,-1.17822410738905,0
CAPRIN1,-1.06467840544372,-1.05917328775436,1.00519756092134,0
CAPRIN2,-1.2561601606748,-1.00914043672316,1.2447823067657,0
CAPS,-1.87815542676564,-1.35840452525714,1.38261864698228,0
CAPS2,1.00807227467785,1.47830334741368,1.46646563401032,0
CAPSL,3.90416463159193,1.0,-3.90416463159193,0
CAPZA1,1.17466415207769,-1.15193005391044,-1.35313094002952,0
CAPZA2,1.34109167714657,-1.61769138787401,-2.16947245646953,0
CAPZB,1.21071700960445,1.1614366878972,-1.04243048477871,0
CARD10,-1.91353735500558,1.92989847704681,3.69293282719743,0
CARD11,-1.12667679615892,-1.15821127051911,-1.0279889267869,0
CARD14,-13.185814322631,1.84958855359252,24.3883312409346,0
CARD16,1.41393227670465,1.18398631094512,-1.19421336516634,0
CARD6,-1.224859495819,1.01186908749919,1.23939746034909,0
CARD8,-1.0758726554547,-1.28543337702628,-1.19478208736796,0
CARD9,1.00760210995645,1.54967719595405,1.53798526287428,0
CARF,-1.04680871153289,-1.92055214583136,-1.8346734457521,0
CARHSP1,-1.61522583223909,1.30770844766405,2.11224446570426,0
CARKD,1.51051551947237,1.51608624962322,1.00368796618044,0
CARM1,1.03072140534728,1.44216925372317,1.39918434432557,0
CARNS1,-1.62768916242707,2.52550666498064,4.11073982822631,0
CARS,-1.16763545324469,1.03229993322474,1.20535000041533,0
CARS-AS1,1.0,1.38238697041968,1.38238697041968,0
CARS2,1.14915884848874,1.58182764889751,1.37650913185568,0
CARTPT,-4.50359516913195,3.15285229951159,14.1991703850669,0
CASC1,2.04584995964542,2.19806147827892,1.07440013766204,0
CASC10,-8.10530778785755,1.57962438335961,12.8033418163343,0
CASC11,1.69343577385458,7.30022550115143,4.31089599845569,0
CASC15,2.10497675619099,-1.67704588854884,-3.53014261446099,0
CASC16,-3.83206968435428,-3.83206968435428,1.0,0
CASC17,1.0,18.7446506259257,18.7446506259257,0
CASC18,1.0,1.79484364683431,1.79484364683431,0
CASC2,-1.45618082267087,3.81521200471036,5.55563855568292,0
CASC3,1.12088311275349,1.08597946959525,-1.03214024218271,0
CASC4,1.21215487009698,-1.20180492879468,-1.45677369734503,0
CASC5,1.10880591992256,-1.00136643645785,-1.11032103275622,0
CASC8,-1.30341988255075,2.45893367898123,3.20502304705778,0
CASD1,1.07373887190747,1.02182369223218,-1.05080639651433,0
CASK,-1.11514613879025,-2.00880191174901,-1.80137996435896,0
CASKIN1,-7.56147753041107,-1.40282618492565,5.39017421521242,0
CASKIN2,-1.47380509414281,1.56310752458815,2.30371583243096,0
CASP1,1.01021452291994,-1.23371934516674,-1.24632119969472,0
CASP10,-1.37672618169605,-1.447488929071,-1.05139928935453,0
CASP14,1.87465312233915,18.5726266063683,9.90723370902552,0
CASP16,-3.52128403152888,1.78071654792685,6.27040874489404,0
CASP2,-1.16770224149382,-1.91212880214831,-1.63751402900636,0
CASP3,1.52067321610796,-1.07584829141274,-1.63601368134687,0
CASP4,-1.01506998217412,-1.27704790084227,-1.25808852913474,0
CASP5,2.25730899574236,-1.92110917435434,-4.33653702107323,0
CASP6,1.16105322802827,-1.56060218139324,-1.81194220037457,0
CASP7,1.0310713591656,-2.14037251528038,-2.20687679845083,0
CASP8,1.25165801812248,-1.31260829968425,-1.64293670295391,0
CASP8AP2,-1.1693347998213,-1.42415644495734,-1.21792017579138,0
