gene_id,gene_symbol,type_of_gene,crewID,Timepoint,z_counts
ENSG00000144895,EIF2A,Trans-acting factors,C002,L-3,-0.0357482035480482
ENSG00000144895,EIF2A,Trans-acting factors,C002,L-44,-1.32301010191396
ENSG00000144895,EIF2A,Trans-acting factors,C002,L-92,-0.792739956526352
ENSG00000144895,EIF2A,Trans-acting factors,C002,R+1,-1.53139452521681
ENSG00000144895,EIF2A,Trans-acting factors,C002,R+194,0.238994144351567
ENSG00000144895,EIF2A,Trans-acting factors,C002,R+45,0.838344096592121
ENSG00000144895,EIF2A,Trans-acting factors,C002,R+82,-0.68146174290897
ENSG00000144895,EIF2A,Trans-acting factors,C003,L-3,0.812537742122921
ENSG00000144895,EIF2A,Trans-acting factors,C003,L-44,-1.50579648130765
ENSG00000144895,EIF2A,Trans-acting factors,C003,L-92,-0.768944117761895
ENSG00000144895,EIF2A,Trans-acting factors,C003,R+1,-0.175498820916998
ENSG00000144895,EIF2A,Trans-acting factors,C003,R+194,0.425890354570221
ENSG00000144895,EIF2A,Trans-acting factors,C003,R+45,0.710875302819848
ENSG00000144895,EIF2A,Trans-acting factors,C003,R+82,0.406850167828587
ENSG00000144895,EIF2A,Trans-acting factors,C004,L-44,-1.07974492967299
ENSG00000144895,EIF2A,Trans-acting factors,C004,R+1,0.417011348374153
ENSG00000144895,EIF2A,Trans-acting factors,C004,R+194,1.16468731683569
ENSG00000144895,EIF2A,Trans-acting factors,C004,R+45,1.5206483814902
ENSG00000109787,KLF3,Trans-acting factors,C001,L-3,0.266422404037478
ENSG00000109787,KLF3,Trans-acting factors,C001,L-44,-1.86670102136105
ENSG00000109787,KLF3,Trans-acting factors,C001,L-92,-1.29706018850001
ENSG00000109787,KLF3,Trans-acting factors,C001,R+1,-0.196517542997766
ENSG00000109787,KLF3,Trans-acting factors,C001,R+194,0.664344831195394
ENSG00000109787,KLF3,Trans-acting factors,C001,R+45,0.795581782272601
ENSG00000109787,KLF3,Trans-acting factors,C001,R+82,0.763080981020343
ENSG00000109787,KLF3,Trans-acting factors,C002,L-3,-0.352493874136727
ENSG00000109787,KLF3,Trans-acting factors,C002,L-44,-0.693742296392306
ENSG00000109787,KLF3,Trans-acting factors,C002,L-92,-0.462573761099732
ENSG00000109787,KLF3,Trans-acting factors,C002,R+1,-0.273122426178261
ENSG00000109787,KLF3,Trans-acting factors,C002,R+194,1.01737939632775
ENSG00000109787,KLF3,Trans-acting factors,C002,R+45,0.910029649512032
ENSG00000109787,KLF3,Trans-acting factors,C002,R+82,1.7629828798287
ENSG00000109787,KLF3,Trans-acting factors,C003,L-3,-0.182658623962488
ENSG00000109787,KLF3,Trans-acting factors,C003,L-44,-1.60318863812108
ENSG00000109787,KLF3,Trans-acting factors,C003,L-92,-0.688601765141928
ENSG00000109787,KLF3,Trans-acting factors,C003,R+1,-1.27681125808353
ENSG00000109787,KLF3,Trans-acting factors,C003,R+194,1.50258269169996
ENSG00000109787,KLF3,Trans-acting factors,C003,R+45,1.27828086303177
ENSG00000109787,KLF3,Trans-acting factors,C003,R+82,0.726675503721568
ENSG00000109787,KLF3,Trans-acting factors,C004,L-44,-1.09381494335626
ENSG00000109787,KLF3,Trans-acting factors,C004,R+1,0.0512878939595936
ENSG00000109787,KLF3,Trans-acting factors,C004,R+194,0.773802294064305
ENSG00000109787,KLF3,Trans-acting factors,C004,R+45,-0.525164831340346
ENSG00000164105,SAP30,Trans-acting factors,C001,L-3,-0.28171763651085
ENSG00000164105,SAP30,Trans-acting factors,C001,L-44,-1.1654489727106
ENSG00000164105,SAP30,Trans-acting factors,C001,L-92,-0.654841987110928
ENSG00000164105,SAP30,Trans-acting factors,C001,R+1,2.35462922269077
ENSG00000164105,SAP30,Trans-acting factors,C001,R+194,-0.230185334420874
ENSG00000164105,SAP30,Trans-acting factors,C001,R+45,-0.669546233503515
ENSG00000164105,SAP30,Trans-acting factors,C001,R+82,0.0702666048910984
ENSG00000164105,SAP30,Trans-acting factors,C002,L-3,-0.920329233228404
ENSG00000164105,SAP30,Trans-acting factors,C002,L-44,0.145986091155762
ENSG00000164105,SAP30,Trans-acting factors,C002,L-92,-0.756845541250491
ENSG00000164105,SAP30,Trans-acting factors,C002,R+1,-0.96941406539787
ENSG00000164105,SAP30,Trans-acting factors,C002,R+194,-0.165490910159511
ENSG00000164105,SAP30,Trans-acting factors,C002,R+45,0.419325170450983
ENSG00000164105,SAP30,Trans-acting factors,C002,R+82,2.23475957765686
ENSG00000164105,SAP30,Trans-acting factors,C003,L-3,-0.494345001184966
ENSG00000164105,SAP30,Trans-acting factors,C003,L-44,-1.31559887990989
ENSG00000164105,SAP30,Trans-acting factors,C003,L-92,-0.657202742503868
ENSG00000164105,SAP30,Trans-acting factors,C003,R+1,0.240264465186427
ENSG00000164105,SAP30,Trans-acting factors,C003,R+194,0.557209809790266
ENSG00000164105,SAP30,Trans-acting factors,C003,R+45,2.10696303694375
ENSG00000164105,SAP30,Trans-acting factors,C003,R+82,-0.675101541739997
ENSG00000164105,SAP30,Trans-acting factors,C004,L-44,-0.0701783695260241
ENSG00000164105,SAP30,Trans-acting factors,C004,R+1,-0.0857362965265106
ENSG00000164105,SAP30,Trans-acting factors,C004,R+194,0.903248229636102
ENSG00000164105,SAP30,Trans-acting factors,C004,R+45,0.0793305372822809
ENSG00000164399,IL-3,Trans-acting factors,C001,L-3,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C001,L-44,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C001,L-92,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C001,R+1,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C001,R+194,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C001,R+45,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C001,R+82,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C002,L-3,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C002,L-44,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C002,L-92,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C002,R+1,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C002,R+194,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C002,R+45,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C002,R+82,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C003,L-3,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C003,L-44,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C003,L-92,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C003,R+1,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C003,R+194,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C003,R+45,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C003,R+82,4.8
ENSG00000164399,IL-3,Trans-acting factors,C004,L-44,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C004,R+1,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C004,R+194,-0.2
ENSG00000164399,IL-3,Trans-acting factors,C004,R+45,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C001,L-3,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C001,L-44,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C001,L-92,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C001,R+1,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C001,R+194,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C001,R+45,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C001,R+82,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C002,L-3,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C002,L-44,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C002,L-92,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C002,R+1,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C002,R+194,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C002,R+45,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C002,R+82,4.8
ENSG00000204531,4-Oct,Trans-acting factors,C003,L-3,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C003,L-44,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C003,L-92,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C003,R+1,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C003,R+194,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C003,R+45,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C003,R+82,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C004,L-44,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C004,R+1,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C004,R+194,-0.2
ENSG00000204531,4-Oct,Trans-acting factors,C004,R+45,-0.2
ENSG00000112062,MAPK14,Trans-acting factors,C001,L-3,-0.0633826222271405
ENSG00000112062,MAPK14,Trans-acting factors,C001,L-44,-1.68476019746806
ENSG00000112062,MAPK14,Trans-acting factors,C001,L-92,-1.02917627785372
ENSG00000112062,MAPK14,Trans-acting factors,C001,R+1,0.20437395620159
ENSG00000112062,MAPK14,Trans-acting factors,C001,R+194,0.547787581898586
ENSG00000112062,MAPK14,Trans-acting factors,C001,R+45,1.30727755415204
ENSG00000112062,MAPK14,Trans-acting factors,C001,R+82,0.0140287589240519
ENSG00000112062,MAPK14,Trans-acting factors,C002,L-3,-0.263328680043703
ENSG00000112062,MAPK14,Trans-acting factors,C002,L-44,-1.21835649372
ENSG00000112062,MAPK14,Trans-acting factors,C002,L-92,-0.842656685605561
ENSG00000112062,MAPK14,Trans-acting factors,C002,R+1,-0.425704568906233
ENSG00000112062,MAPK14,Trans-acting factors,C002,R+194,0.397772667966707
ENSG00000112062,MAPK14,Trans-acting factors,C002,R+45,0.475617467113848
ENSG00000112062,MAPK14,Trans-acting factors,C002,R+82,-0.564000712766838
ENSG00000112062,MAPK14,Trans-acting factors,C003,L-3,-0.331407145374935
ENSG00000112062,MAPK14,Trans-acting factors,C003,L-44,-1.59863922288875
ENSG00000112062,MAPK14,Trans-acting factors,C003,L-92,-0.367242720176833
ENSG00000112062,MAPK14,Trans-acting factors,C003,R+1,-0.604309191215718
ENSG00000112062,MAPK14,Trans-acting factors,C003,R+194,0.710119583610646
ENSG00000112062,MAPK14,Trans-acting factors,C003,R+45,1.98469774008262
ENSG00000112062,MAPK14,Trans-acting factors,C003,R+82,0.614011035318835
ENSG00000112062,MAPK14,Trans-acting factors,C004,L-44,-1.13700575366345
ENSG00000112062,MAPK14,Trans-acting factors,C004,R+1,1.37919837506667
ENSG00000112062,MAPK14,Trans-acting factors,C004,R+194,1.79811243601231
ENSG00000112062,MAPK14,Trans-acting factors,C004,R+45,0.69697311556304
ENSG00000001167,NF-Y,Trans-acting factors,C001,L-3,0.388893477532764
ENSG00000001167,NF-Y,Trans-acting factors,C001,L-44,-1.38596581008767
ENSG00000001167,NF-Y,Trans-acting factors,C001,L-92,-1.18659828569571
ENSG00000001167,NF-Y,Trans-acting factors,C001,R+1,0.333204679494004
ENSG00000001167,NF-Y,Trans-acting factors,C001,R+194,0.125116903554808
ENSG00000001167,NF-Y,Trans-acting factors,C001,R+45,0.914352752416968
ENSG00000001167,NF-Y,Trans-acting factors,C001,R+82,1.90210813791175
ENSG00000001167,NF-Y,Trans-acting factors,C002,L-3,0.593761406536642
ENSG00000001167,NF-Y,Trans-acting factors,C002,L-44,-0.881526825730169
ENSG00000001167,NF-Y,Trans-acting factors,C002,L-92,-0.657137610834524
ENSG00000001167,NF-Y,Trans-acting factors,C002,R+1,-1.15871732876403
ENSG00000001167,NF-Y,Trans-acting factors,C002,R+194,-0.0810801574946882
ENSG00000001167,NF-Y,Trans-acting factors,C002,R+45,1.2469980266295
ENSG00000001167,NF-Y,Trans-acting factors,C002,R+82,0.543288132790201
ENSG00000001167,NF-Y,Trans-acting factors,C003,L-3,0.698852439411708
ENSG00000001167,NF-Y,Trans-acting factors,C003,L-44,-1.40225867859287
ENSG00000001167,NF-Y,Trans-acting factors,C003,L-92,-1.09971289357381
ENSG00000001167,NF-Y,Trans-acting factors,C003,R+1,-0.846657347199582
ENSG00000001167,NF-Y,Trans-acting factors,C003,R+194,1.17771786804938
ENSG00000001167,NF-Y,Trans-acting factors,C003,R+45,0.172905676690439
ENSG00000001167,NF-Y,Trans-acting factors,C003,R+82,1.71735729593807
ENSG00000001167,NF-Y,Trans-acting factors,C004,L-44,-0.779279780744136
ENSG00000001167,NF-Y,Trans-acting factors,C004,R+1,-0.475423966249244
ENSG00000001167,NF-Y,Trans-acting factors,C004,R+194,0.960979232238964
ENSG00000001167,NF-Y,Trans-acting factors,C004,R+45,-0.821177344228773
ENSG00000187772,Lin28B,Trans-acting factors,C001,L-3,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C001,L-44,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C001,L-92,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C001,R+1,3.01286616182345
ENSG00000187772,Lin28B,Trans-acting factors,C001,R+194,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C001,R+45,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C001,R+82,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C002,L-3,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C002,L-44,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C002,L-92,0.140580411908395
ENSG00000187772,Lin28B,Trans-acting factors,C002,R+1,2.8308740159911
ENSG00000187772,Lin28B,Trans-acting factors,C002,R+194,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C002,R+45,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C002,R+82,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C003,L-3,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C003,L-44,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C003,L-92,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C003,R+1,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C003,R+194,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C003,R+45,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C003,R+82,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C004,L-44,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C004,R+1,1.96898049198618
ENSG00000187772,Lin28B,Trans-acting factors,C004,R+194,-0.378728622938529
ENSG00000187772,Lin28B,Trans-acting factors,C004,R+45,-0.378728622938529
ENSG00000196591,HDAC2,Trans-acting factors,C001,L-3,0.390177470696338
ENSG00000196591,HDAC2,Trans-acting factors,C001,L-44,-1.46088662782952
ENSG00000196591,HDAC2,Trans-acting factors,C001,L-92,-0.880739987116845
ENSG00000196591,HDAC2,Trans-acting factors,C001,R+1,0.747579228202537
ENSG00000196591,HDAC2,Trans-acting factors,C001,R+194,1.327685067614
ENSG00000196591,HDAC2,Trans-acting factors,C001,R+45,0.267480300525872
ENSG00000196591,HDAC2,Trans-acting factors,C001,R+82,1.01175931088892
ENSG00000196591,HDAC2,Trans-acting factors,C002,L-3,0.539958400992414
ENSG00000196591,HDAC2,Trans-acting factors,C002,L-44,-0.631808927932327
ENSG00000196591,HDAC2,Trans-acting factors,C002,L-92,-0.976907433963592
ENSG00000196591,HDAC2,Trans-acting factors,C002,R+1,-1.02498081907843
ENSG00000196591,HDAC2,Trans-acting factors,C002,R+194,0.371723081118168
ENSG00000196591,HDAC2,Trans-acting factors,C002,R+45,1.14060230387605
ENSG00000196591,HDAC2,Trans-acting factors,C002,R+82,0.676215402051839
ENSG00000196591,HDAC2,Trans-acting factors,C003,L-3,-0.378541443883487
ENSG00000196591,HDAC2,Trans-acting factors,C003,L-44,-1.53011662180376
ENSG00000196591,HDAC2,Trans-acting factors,C003,L-92,-1.24226241561454
ENSG00000196591,HDAC2,Trans-acting factors,C003,R+1,-1.30694816824986
ENSG00000196591,HDAC2,Trans-acting factors,C003,R+194,0.676186996563021
ENSG00000196591,HDAC2,Trans-acting factors,C003,R+45,0.256819622820582
ENSG00000196591,HDAC2,Trans-acting factors,C003,R+82,0.341557195943432
ENSG00000196591,HDAC2,Trans-acting factors,C004,L-44,-0.95586836412078
ENSG00000196591,HDAC2,Trans-acting factors,C004,R+1,0.000796603956520861
ENSG00000196591,HDAC2,Trans-acting factors,C004,R+194,2.35789417464777
ENSG00000196591,HDAC2,Trans-acting factors,C004,R+45,0.282625649695674
ENSG00000112339,HBS1L,Trans-acting factors,C001,L-3,0.896659743462254
ENSG00000112339,HBS1L,Trans-acting factors,C001,L-44,-2.03048262286776
ENSG00000112339,HBS1L,Trans-acting factors,C001,L-92,-0.992776084287988
ENSG00000112339,HBS1L,Trans-acting factors,C001,R+1,0.594914718827559
ENSG00000112339,HBS1L,Trans-acting factors,C001,R+194,0.173838666865413
ENSG00000112339,HBS1L,Trans-acting factors,C001,R+45,0.162952232968876
ENSG00000112339,HBS1L,Trans-acting factors,C001,R+82,1.63682760704216
ENSG00000112339,HBS1L,Trans-acting factors,C002,L-3,-0.226154150094556
ENSG00000112339,HBS1L,Trans-acting factors,C002,L-44,-0.516963081926619
ENSG00000112339,HBS1L,Trans-acting factors,C002,L-92,-0.908424182443887
ENSG00000112339,HBS1L,Trans-acting factors,C002,R+1,-1.2853240979623
ENSG00000112339,HBS1L,Trans-acting factors,C002,R+194,0.832213774176527
ENSG00000112339,HBS1L,Trans-acting factors,C002,R+45,0.90331229983169
ENSG00000112339,HBS1L,Trans-acting factors,C002,R+82,0.858445302418875
ENSG00000112339,HBS1L,Trans-acting factors,C003,L-3,0.584973812381313
ENSG00000112339,HBS1L,Trans-acting factors,C003,L-44,-1.49474573676009
ENSG00000112339,HBS1L,Trans-acting factors,C003,L-92,-0.903154074357863
ENSG00000112339,HBS1L,Trans-acting factors,C003,R+1,-0.844964044641355
ENSG00000112339,HBS1L,Trans-acting factors,C003,R+194,0.407198836555669
ENSG00000112339,HBS1L,Trans-acting factors,C003,R+45,1.03231650472102
ENSG00000112339,HBS1L,Trans-acting factors,C003,R+82,0.0855918344199408
ENSG00000112339,HBS1L,Trans-acting factors,C004,L-44,-1.10367272630898
ENSG00000112339,HBS1L,Trans-acting factors,C004,R+1,-0.117221749898403
ENSG00000112339,HBS1L,Trans-acting factors,C004,R+194,1.77462522463181
ENSG00000112339,HBS1L,Trans-acting factors,C004,R+45,0.480011993246696
ENSG00000118513,MYB,Trans-acting factors,C001,L-3,-0.917813137870759
ENSG00000118513,MYB,Trans-acting factors,C001,L-44,-1.01074032472269
ENSG00000118513,MYB,Trans-acting factors,C001,L-92,-0.660048958886794
ENSG00000118513,MYB,Trans-acting factors,C001,R+1,-0.785445429539551
ENSG00000118513,MYB,Trans-acting factors,C001,R+194,1.8467513395495
ENSG00000118513,MYB,Trans-acting factors,C001,R+45,0.619531708533908
ENSG00000118513,MYB,Trans-acting factors,C001,R+82,-1.22543620162751
ENSG00000118513,MYB,Trans-acting factors,C002,L-3,0.0416992036642797
ENSG00000118513,MYB,Trans-acting factors,C002,L-44,-0.177048650871915
ENSG00000118513,MYB,Trans-acting factors,C002,L-92,-0.531839185970191
ENSG00000118513,MYB,Trans-acting factors,C002,R+1,-0.444279069993825
ENSG00000118513,MYB,Trans-acting factors,C002,R+194,1.32987317580683
ENSG00000118513,MYB,Trans-acting factors,C002,R+45,0.0945046656617515
ENSG00000118513,MYB,Trans-acting factors,C002,R+82,2.34688819855948
ENSG00000118513,MYB,Trans-acting factors,C003,L-3,-0.605150872109545
ENSG00000118513,MYB,Trans-acting factors,C003,L-44,-0.8255524907723
ENSG00000118513,MYB,Trans-acting factors,C003,L-92,-0.880697363435015
ENSG00000118513,MYB,Trans-acting factors,C003,R+1,-0.726907419247058
ENSG00000118513,MYB,Trans-acting factors,C003,R+194,-0.343068094481723
ENSG00000118513,MYB,Trans-acting factors,C003,R+45,1.22147696534105
ENSG00000118513,MYB,Trans-acting factors,C003,R+82,0.0400991230663428
ENSG00000118513,MYB,Trans-acting factors,C004,L-44,-0.480536645708634
ENSG00000118513,MYB,Trans-acting factors,C004,R+1,-0.55823444712698
ENSG00000118513,MYB,Trans-acting factors,C004,R+194,1.21732284823076
ENSG00000118513,MYB,Trans-acting factors,C004,R+45,1.41465106395059
ENSG00000049618,ARID1B,Trans-acting factors,C001,L-3,-0.276732424353733
ENSG00000049618,ARID1B,Trans-acting factors,C001,L-44,-1.6258672954217
ENSG00000049618,ARID1B,Trans-acting factors,C001,L-92,-1.27903968751032
ENSG00000049618,ARID1B,Trans-acting factors,C001,R+1,-0.495175340490994
ENSG00000049618,ARID1B,Trans-acting factors,C001,R+194,0.427282765655309
ENSG00000049618,ARID1B,Trans-acting factors,C001,R+45,0.712251259210676
ENSG00000049618,ARID1B,Trans-acting factors,C001,R+82,0.988001172084014
ENSG00000049618,ARID1B,Trans-acting factors,C002,L-3,-0.34587131520884
ENSG00000049618,ARID1B,Trans-acting factors,C002,L-44,-0.061832497159099
ENSG00000049618,ARID1B,Trans-acting factors,C002,L-92,-0.856471848395694
ENSG00000049618,ARID1B,Trans-acting factors,C002,R+1,0.18316764061296
ENSG00000049618,ARID1B,Trans-acting factors,C002,R+194,0.987683739560699
ENSG00000049618,ARID1B,Trans-acting factors,C002,R+45,0.224738249466987
ENSG00000049618,ARID1B,Trans-acting factors,C002,R+82,2.23786239229493
ENSG00000049618,ARID1B,Trans-acting factors,C003,L-3,-0.50350235303052
ENSG00000049618,ARID1B,Trans-acting factors,C003,L-44,-1.12919627850114
ENSG00000049618,ARID1B,Trans-acting factors,C003,L-92,-1.11498801937779
ENSG00000049618,ARID1B,Trans-acting factors,C003,R+1,-0.831383857238688
ENSG00000049618,ARID1B,Trans-acting factors,C003,R+194,1.0354831653486
ENSG00000049618,ARID1B,Trans-acting factors,C003,R+45,0.0378907266491506
ENSG00000049618,ARID1B,Trans-acting factors,C003,R+82,2.02354526700471
ENSG00000049618,ARID1B,Trans-acting factors,C004,L-44,-0.40930971859205
ENSG00000049618,ARID1B,Trans-acting factors,C004,R+1,-0.392828053436734
ENSG00000049618,ARID1B,Trans-acting factors,C004,R+194,1.16680942597829
ENSG00000049618,ARID1B,Trans-acting factors,C004,R+45,-0.702517115149025
ENSG00000086232,HRI,Trans-acting factors,C001,L-3,-0.843672310397765
ENSG00000086232,HRI,Trans-acting factors,C001,L-44,-1.3166572389362
ENSG00000086232,HRI,Trans-acting factors,C001,L-92,-1.28545785343084
ENSG00000086232,HRI,Trans-acting factors,C001,R+1,-2.11141198835516
ENSG00000086232,HRI,Trans-acting factors,C001,R+194,0.466056145787016
ENSG00000086232,HRI,Trans-acting factors,C001,R+45,-0.349203955760626
ENSG00000086232,HRI,Trans-acting factors,C001,R+82,-0.821290238576699
ENSG00000086232,HRI,Trans-acting factors,C002,L-3,-0.546953728918007
ENSG00000086232,HRI,Trans-acting factors,C002,L-44,0.620056927993965
ENSG00000086232,HRI,Trans-acting factors,C002,L-92,1.49968366491021
ENSG00000086232,HRI,Trans-acting factors,C002,R+1,-0.514433309000426
ENSG00000086232,HRI,Trans-acting factors,C002,R+194,1.59000668176743
ENSG00000086232,HRI,Trans-acting factors,C002,R+45,-0.202629002976072
ENSG00000086232,HRI,Trans-acting factors,C002,R+82,0.965085446520865
ENSG00000086232,HRI,Trans-acting factors,C003,L-3,-0.336434617416859
ENSG00000086232,HRI,Trans-acting factors,C003,L-44,0.200699824527651
ENSG00000086232,HRI,Trans-acting factors,C003,L-92,0.00354096971050452
ENSG00000086232,HRI,Trans-acting factors,C003,R+1,-1.5452979019568
ENSG00000086232,HRI,Trans-acting factors,C003,R+194,1.73419605668195
ENSG00000086232,HRI,Trans-acting factors,C003,R+45,1.06661059739643
ENSG00000086232,HRI,Trans-acting factors,C003,R+82,0.742202692595908
ENSG00000086232,HRI,Trans-acting factors,C004,L-44,0.317978775860552
ENSG00000086232,HRI,Trans-acting factors,C004,R+1,-0.0317767343878019
ENSG00000086232,HRI,Trans-acting factors,C004,R+194,0.0768508189671187
ENSG00000086232,HRI,Trans-acting factors,C004,R+45,0.622250277393648
ENSG00000130427,EPO,Trans-acting factors,C001,L-3,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C001,L-44,1.60964291509773
ENSG00000130427,EPO,Trans-acting factors,C001,L-92,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C001,R+1,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C001,R+194,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C001,R+45,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C001,R+82,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C002,L-3,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C002,L-44,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C002,L-92,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C002,R+1,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C002,R+194,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C002,R+45,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C002,R+82,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C003,L-3,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C003,L-44,0.150601770241455
ENSG00000130427,EPO,Trans-acting factors,C003,L-92,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C003,R+1,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C003,R+194,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C003,R+45,4.40234458518981
ENSG00000130427,EPO,Trans-acting factors,C003,R+82,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C004,L-44,0.236386888432702
ENSG00000130427,EPO,Trans-acting factors,C004,R+1,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C004,R+194,-0.304713150426747
ENSG00000130427,EPO,Trans-acting factors,C004,R+45,-0.304713150426747
ENSG00000230257,NF-E4,Trans-acting factors,C001,L-3,-0.716436269634161
ENSG00000230257,NF-E4,Trans-acting factors,C001,L-44,-0.648922780377466
ENSG00000230257,NF-E4,Trans-acting factors,C001,L-92,-0.376368035269949
ENSG00000230257,NF-E4,Trans-acting factors,C001,R+1,1.24738915220995
ENSG00000230257,NF-E4,Trans-acting factors,C001,R+194,-0.716436269634161
ENSG00000230257,NF-E4,Trans-acting factors,C001,R+45,-0.716436269634161
ENSG00000230257,NF-E4,Trans-acting factors,C001,R+82,-0.549143827378897
ENSG00000230257,NF-E4,Trans-acting factors,C002,L-3,-0.604241947779089
ENSG00000230257,NF-E4,Trans-acting factors,C002,L-44,-0.10330817469468
ENSG00000230257,NF-E4,Trans-acting factors,C002,L-92,0.352698038779175
ENSG00000230257,NF-E4,Trans-acting factors,C002,R+1,1.55499898984701
ENSG00000230257,NF-E4,Trans-acting factors,C002,R+194,-0.443940811659722
ENSG00000230257,NF-E4,Trans-acting factors,C002,R+45,-0.512785556419435
ENSG00000230257,NF-E4,Trans-acting factors,C002,R+82,-0.716436269634161
ENSG00000230257,NF-E4,Trans-acting factors,C003,L-3,-0.336749401458796
ENSG00000230257,NF-E4,Trans-acting factors,C003,L-44,-0.555860608927468
ENSG00000230257,NF-E4,Trans-acting factors,C003,L-92,-0.167324995585855
ENSG00000230257,NF-E4,Trans-acting factors,C003,R+1,-0.284770581859196
ENSG00000230257,NF-E4,Trans-acting factors,C003,R+194,-0.716436269634161
