gene,logFC,AveExpr,t,pval,adj_pval,B
TUBB4A,1.20147086248394,26.3174954105961,2.19611949477851,0.0391982760869083,0.0846618504008226,-4.34971828765487
UBC,1.09856471871012,28.8034960650971,2.1922841772986,0.0395098053068856,0.0849338691473605,-4.35674627058621
CORO1C,1.18532774900953,24.7573211046705,2.19060935015908,0.0396465499245743,0.0849338691473605,-4.35981287731969
OSTF1,0.778159023306937,24.5082606466489,2.18507721444729,0.0401012930500139,0.0852430372482063,-4.36993177297002
S100A8,-1.04611755371111,28.0150776164864,-2.18491896657704,0.0401143704697441,0.0852430372482063,-4.37022098991281
ICAM2,1.24183537028783,24.4108424930859,2.18130429433673,0.0404141389928889,0.0855351455793272,-4.37682365347943
IGLV2-11,-0.523950987601097,30.5629749739256,-2.17779273856243,0.0407073014573686,0.085570865684568,-4.38323137721363
RBP4,-0.741647749848702,27.4204078075716,-2.17721446411708,0.0407557633526121,0.085570865684568,-4.38428596226521
IGKV1-8,1.42086849135316,26.2810214150234,2.16722240262562,0.0416014470164202,0.0867029272818021,-4.40248032711261
IGLC3,-0.386667229133621,35.0343912259553,-2.16695862460794,0.0416239859626108,0.0867029272818021,-4.40295991917947
HLA-A.3,1.11777750305916,25.8412321763054,2.14950137548718,0.0431404715443386,0.0895079862356947,-4.4346176780188
PGK1,1.02748646055205,26.4102710379608,2.13511098649886,0.0444279345541332,0.0918177314118753,-4.46059097612268
CCT2,0.771810039695068,23.4961749795561,2.12439372722035,0.0454092143645377,0.0934791248832476,-4.47986185307065
RSU1,1.21056414841672,27.2166174126817,2.09737741941293,0.0479701572216443,0.0981912008165297,-4.52816174949857
HLA-B,0.859587506171852,26.1533717558481,2.09627905582021,0.0480769711365619,0.0981912008165297,-4.53011690632523
LIMS2,1.45191427946082,25.6394328338709,2.09443118948949,0.0482571556195089,0.0981912008165297,-4.53340471750651
RAB35,0.838393345641005,27.1764147550854,2.09082600488555,0.0486104442645999,0.0985296312594005,-4.53981377992902
AHSG,-0.539788637261043,30.2880410279631,-2.08843776306963,0.048845757507034,0.0986272574950458,-4.54405546463644
IGHV3-15,-0.354595593481903,32.525323416711,-2.08442791731078,0.0492431501233861,0.0986735365590284,-4.5511700909875
IGHV3-73,-0.354595593481903,32.525323416711,-2.08442791731078,0.0492431501233861,0.0986735365590284,-4.5511700909875
F5,-0.921204756145577,28.245346895234,-2.08170763293682,0.0495143926303329,0.0988412307431267,-4.55599155777022
KRT17,2.18992906712145,27.0766630349445,2.07622422704848,0.0500652300610123,0.0994469292135959,-4.5656978439478
TWF2,0.698671290242412,24.2210706596634,2.07493807800038,0.0501952242330484,0.0994469292135959,-4.56797204414208
PSMB1,1.17122625487216,24.9531581332267,2.07264130306273,0.0504281182739267,0.0995341510500352,-4.5720309494768
PLG,-0.52909961774176,29.4130833010369,-2.06152522933014,0.0515690449050914,0.101128758880956,-4.59163354984371
IGKV3-11,0.854878632613576,29.0067498174407,2.06103583187072,0.0516198029202605,0.101128758880956,-4.59249497403645
RAP1B,0.870095961889674,29.3942953207468,2.05777364353461,0.051959286723785,0.101376533055611,-4.59823352799346
LASP1,0.615596918038917,24.6983533364719,2.05613080587545,0.0521310065618038,0.101376533055611,-4.60112118130639
PSMB4,1.01976488791855,24.6879332888826,2.04912111640984,0.0528694261911983,0.102434513245446,-4.61342505897847
RAP1A,0.893038634417649,29.2604441578387,2.04336799805856,0.0534824517886984,0.103242681658037,-4.62350242157334
CFP,-0.851158205486761,25.887362344101,-2.0409195397604,0.0537452703675671,0.103371377677766,-4.62778549464343
FLNA,1.07439676128731,28.8976441005884,2.02481235881188,0.0555031717849983,0.106364260111615,-4.65587598094291
APOA2,-0.440073946707045,32.7809857934303,-2.01920607402096,0.0561269586782254,0.10716995370806,-4.66561812085582
PLEK,1.36497075100016,27.8008545615773,2.01606057233097,0.0564796751729906,0.107454111249697,-4.67107614667891
ITGA6,0.965348157710536,26.0894649070084,2.00175137288505,0.0581092633777483,0.110061538149134,-4.6958326416242
S100A4,1.06521771542094,26.5999323666242,2.00037778065233,0.0582678731377768,0.110061538149134,-4.69820282343753
ITIH4.1,-0.538081969200597,28.5594942424817,-1.99023123347181,0.0594514757343803,0.111497963387966,-4.71567678259404
ITIH4.2,-0.538081969200597,28.5594942424817,-1.99023123347181,0.0594514757343803,0.111497963387966,-4.71567678259404
CAPZA1,0.912298337943717,25.5393873531886,1.98266096991145,0.0603484151828704,0.112778775891392,-4.72867451675311
IGHG2,-0.47352311831748,34.9807763709149,-1.97292477953986,0.0615196193842152,0.114561270019368,-4.74534120628627
ITIH4,-0.541209574100737,28.5699462786228,-1.9556426882629,0.0636482321568034,0.118107811079702,-4.77478623122953
F11R,0.829098204414645,25.9497134057856,1.95358546652266,0.0639059081223565,0.118169872212217,-4.77827939852939
IGHG4,-0.463286527408207,35.0715739678106,-1.94763382979058,0.0646565771739925,0.119139916680748,-4.78837096471765
HLA-A.1,0.989643719577596,25.8100275910092,1.93855561125004,0.0658166003830194,0.120854872480317,-4.80372280915037
LYN,0.703810887630712,24.9417910579108,1.92846806678184,0.067127101331186,0.122833272227552,-4.82072293009902
SERPINA7,-0.847512325055706,25.6135512404333,-1.92585843447705,0.0674698481629206,0.123033252532384,-4.82511075982619
OXSR1,0.623919415767371,23.8742886765964,1.91121783245553,0.0694214549237803,0.125914722449292,-4.84965026031541
STK24,0.761218012599741,24.5208299860297,1.91043002639109,0.0695278638192486,0.125914722449292,-4.85096699675828
UBE2N,0.699323069237564,24.6797156526108,1.90090739761188,0.0708254674099445,0.127825415496715,-4.86685285349166
VTN,-0.423107598864262,30.0139889117153,-1.89363452052388,0.0718307808771423,0.129197343079365,-4.87894789342161
CD9,0.652708720999232,29.8998373852899,1.88277318221891,0.0733554162036046,0.131490831086053,-4.89694952625791
TLN1,0.907390394978573,29.1483692674768,1.87476470613409,0.0744976682165358,0.133085664915641,-4.91017568653216
CYFIP1,0.562169867099065,25.107823550636,1.87242666008207,0.0748340658002381,0.133234975259207,-4.91402944506172
ACTR3,0.87772371189747,26.378286337984,1.8661045322485,0.0757503517518231,0.134412240313841,-4.92443290535911
GP9,1.15514361158004,26.9408817124255,1.84241841897596,0.0792709247167417,0.140187172233969,-4.96318551235882
CD44,0.718992231834562,25.3122180161475,1.83354134864872,0.0806266151010464,0.142107779793483,-4.97761732475757
IGKC,-0.29672092053466,36.0320231315361,-1.81470882310063,0.0835695644470899,0.146073784595769,-5.00806680277852
IGKC.1,-0.29672092053466,36.0320231315361,-1.81470882310063,0.0835695644470899,0.146073784595769,-5.00806680277852
HSPA8,-0.355021727694875,28.0357230910133,-1.8121100374839,0.0839829042310811,0.146073784595769,-5.01225071411282
BIN2,0.696421533315266,24.3745099967699,1.81209377324551,0.0839854966461445,0.146073784595769,-5.01227688494348
SERPINA4,0.567983775995053,24.2795039340113,1.80990505989462,0.0843349967225298,0.146199155502543,-5.01579718727144
RAC1,1.2139515319237,26.9667092999391,1.80107061354426,0.0857585428157911,0.148179514963678,-5.02997482838226
MYL9,0.933693653374017,26.0018177060625,1.79090495455994,0.0874222764062305,0.150560587144063,-5.04622594988318
RAB6A,0.742703382871372,26.9943176956903,1.78746400024128,0.0879917128607087,0.151047663444929,-5.0517114639216
SRC,0.850490635309906,25.238065316842,1.7810611721497,0.0890598299785698,0.152021344379292,-5.0618980883586
IGLV3-16,0.935621057598819,27.8498073840475,1.78060797225524,0.0891358546740066,0.152021344379292,-5.06261808962445
C6,-0.510593092361606,25.9380548768785,-1.76981296972576,0.090963338045689,0.154637674677671,-5.07972818276724
IGHV3-7,-0.303068780571173,32.63023759751,-1.75423123751999,0.093657999316941,0.15870664192935,-5.10428929277145
HLA-B.3,0.747859603678712,25.6627853276592,1.75124097669409,0.0941828960664152,0.159084571240387,-5.10898430932244
IGHV3-74,-0.29416661773336,32.5246063801778,-1.73483743396472,0.0971074201660331,0.163500352803512,-5.13463320533809
IGKV6-21,-0.491536222808321,26.5923615104801,-1.73181344157223,0.0976549615366252,0.163504127185332,-5.13934186675343
FLOT2,0.691241239320397,25.5333219064979,1.73139920513151,0.0977301708982535,0.163504127185332,-5.13998639530757
FERMT3,0.816389725795211,28.6643379503868,1.7282997293178,0.0982944902913012,0.163927836656695,-5.14480533530595
RALB,0.735079646760578,25.2470951337549,1.7226554332914,0.099329301780282,0.164938589274082,-5.15356420500246
IGKV3-20,-0.423111227923474,30.3060974360222,-1.72158547549962,0.099526511174873,0.164938589274082,-5.15522214711191
HRG,-0.477422673708574,28.4308008898362,-1.71605055708434,0.100552027746452,0.165631987251075,-5.16378634287569
BCHE,-0.568787022841711,25.4803374731308,-1.71591005292888,0.100578177473371,0.165631987251075,-5.16400347503478
IGHV3-49,-0.289866827969238,32.33525501369,-1.71424882375468,0.100887794891072,0.165631987251075,-5.16656968766845
SH3BGRL3,0.971033996849044,26.7151548623025,1.69193058319918,0.105126858159725,0.17205544798191,-5.20086382929686
TMSB4X,1.22353810972111,29.9560243513701,1.68250549459727,0.106961990754485,0.174516932283634,-5.21524391188012
HSPA5,0.755016038198636,26.4931409740343,1.67083097759831,0.109272716458589,0.177537752347356,-5.2329710469999
ANXA1,-0.71139864560531,24.9819281879372,-1.6697578335097,0.109487228677212,0.177537752347356,-5.23459582500029
IGHV1-3,0.896062817761357,27.2787045648556,1.66451349459505,0.110540660085902,0.178696097746228,-5.2425244409185
CAVIN2,0.796323682597854,26.9749522174618,1.65521110658752,0.112430317793656,0.181195038156749,-5.25654111230126
HLA-A,0.827538961340629,25.7734614339788,1.64167786007815,0.115228058594191,0.185137764875423,-5.27682478461173
CD226,0.928425787125696,24.5164596611217,1.63703532491005,0.116201224915103,0.186133876991669,-5.28375342255658
APOM,-0.443097334635332,27.4752377763344,-1.6113095595648,0.121719930823295,0.19438304104205,-5.32187124039484
TUBA1C,0.978314270857978,27.11636050389,1.60781633737714,0.12248596433066,0.19501541752948,-5.32701090078724
EIF5A,0.624700917957461,25.4513515220051,1.60612504316625,0.122858297410533,0.195019044383588,-5.32949621408492
MYL6,0.986544972797265,27.6419855452704,1.58708968244198,0.127114505020022,0.200259921643766,-5.35732693839619
PSMA7,0.839764226197178,25.3100495858063,1.58595310961195,0.127372478665557,0.200259921643766,-5.35898043444074
TUBB4B,0.718820775661907,26.9197247896226,1.58513207406766,0.12755910443527,0.200259921643766,-5.36017430500796
SLC2A3,-0.895414782509668,24.1036937317946,-1.58460096324469,0.127679950042325,0.200259921643766,-5.36094633621904
HP,-0.356480750700306,34.1925035024354,-1.56740107514829,0.131645320440384,0.205414792227724,-5.38583814871797
STK26,0.576182288940568,24.7683596346695,1.56491088668467,0.132227809897622,0.205414792227724,-5.3894241953911
TUBA8,0.863862230263176,27.0722928064721,1.56414457258818,0.132407490963238,0.205414792227724,-5.39052683432876
FYN,0.597014278247908,25.3075990081869,1.56364101567872,0.132525672404983,0.205414792227724,-5.39125116290505
ITGA2B,0.588966642674602,28.7128046210134,1.55910371510614,0.13359449618045,0.206464221369786,-5.39776939978825
MYL6.1,0.979768369811193,27.6093350366655,1.55129387027978,0.135450933222593,0.20872117487809,-5.40895376444699
KRT14,1.65732715169603,27.1734419398658,1.5459485874639,0.13673379343977,0.210083700124661,-5.41658295060516
CYFIP2,0.659612594473635,24.8414936083663,1.51816904777364,0.143563360596974,0.21932948211654,-5.45589347658961
IGHV3-38,-0.263682128764671,32.1335280271009,-1.51808749138514,0.143583816565856,0.21932948211654,-5.45600804629978
KRT16,1.62261050711197,27.1710841921662,1.50846065351295,0.14601528567406,0.221962682249414,-5.46949701633714
IGHV3-9,-0.258106838892821,32.3911970333677,-1.50793113218391,0.146150001405211,0.221962682249414,-5.47023697181629
CFH.1,-0.32076520420377,29.1419299901069,-1.5006745865945,0.148006422482093,0.223607662088383,-5.48035622475663
APOE,-0.469488791438191,28.2652900411125,-1.50038177627948,0.148081734475988,0.223607662088383,-5.48076372320799
TAGLN2,0.638432770648208,26.9131862990987,1.49647992859803,0.149088300661637,0.224484384139094,-5.48618772700332
ARPC3,0.722812180265453,25.7309047918958,1.48804030666179,0.151284615886358,0.226282596465947,-5.49788071403567
CFHR1,-0.28202178717013,28.2767170626867,-1.48597885675181,0.151825077590603,0.226282596465947,-5.5007286982903
STXBP2,0.531173803721664,24.7879311554461,1.48475183221234,0.152147520182504,0.226282596465947,-5.50242236947908
IGHV3-20,-0.252939695224615,32.3728496501984,-1.48368069953823,0.152429453027346,0.226282596465947,-5.50389993562424
IGHV3OR16-10,-0.252939695224615,32.3728496501984,-1.48368069953823,0.152429453027346,0.226282596465947,-5.50389993562424
TUBA4A,0.759512580999121,27.3811721418298,1.47653623189524,0.154320854822557,0.228446883403055,-5.51373320267747
ITGB3,0.571750551433119,28.7707366499264,1.46264116177849,0.158054051017646,0.233317884835574,-5.53274714960665
PSMA6,0.708935146186107,25.7494321962004,1.45240718600045,0.160850197660922,0.236199562885856,-5.54665754246602
COLEC11,-0.91147049686765,25.8335697723136,-1.4522169585674,0.160902548531352,0.236199562885856,-5.54691535134665
MYL12A,0.845331524502633,26.0457641895724,1.44711809118237,0.162310907405261,0.23644677947619,-5.55381538377263
APOC2,-0.659075548258616,29.6171918586962,-1.44686114829159,0.162382140470855,0.23644677947619,-5.55416256566622
ITIH1,-0.349434315524664,29.4724900785746,-1.44673561048987,0.162416952884973,0.23644677947619,-5.55433217431432
ST3GAL6,1.31430749146603,29.2306326913828,1.44146467940142,0.163884063991075,0.237542468929396,-5.56144261952161
B2M,0.402533983077155,28.6243350194491,1.44079552514327,0.164071079108728,0.237542468929396,-5.56234378183139
ATRN,-0.522854297535744,25.2676561686394,-1.40916101902654,0.173110337967286,0.249942871530849,-5.60455338063182
SERPINB1,0.432082688853249,24.8661649957918,1.38397650928153,0.180588048577823,0.260027053553313,-5.63760205588117
ACTB.1,0.557014828406799,30.4729065655105,1.37924106027126,0.18202238699066,0.26137819603291,-5.64376083265927
LYZ,0.718663915241865,26.0338587233484,1.37269894750831,0.184018821800573,0.263526954045929,-5.652240329148
ITIH2,-0.322984798665391,29.5897746464473,-1.3629312937931,0.187031851295649,0.26711595022441,-5.66483785515269
TF,-0.370241955717524,33.4077028346938,-1.35527307387112,0.189421365465049,0.269797458378597,-5.67466210009282
IGHV2-26,-0.441564131317182,26.6508871823082,-1.35204708175563,0.190435124050718,0.270510270551829,-5.67878661729671
AZGP1,-0.473038621750369,28.8014468450471,-1.31995236497576,0.200755051378262,0.284402989452538,-5.71936925414074
IGHV3-21,-0.227310433142179,32.4088700147728,-1.31499839072644,0.202386245335444,0.285180618427217,-5.72555994055641
IGHV3-48,-0.227310433142179,32.4088700147728,-1.31499839072644,0.202386245335444,0.285180618427217,-5.72555994055641
RASA3,0.628874011340617,24.8144552470337,1.31232727574788,0.203270045023242,0.285662169939329,-5.728889683991
IGHV4-38-2,0.244459175614771,28.6465735682518,1.29023857590488,0.210694293736012,0.295308225528932,-5.75620417541158
IGHG1,-0.262594950023853,35.7306985117596,-1.28525300320909,0.212398724301952,0.296907500549413,-5.76231457442213
SERPINF2,-0.345687374725521,26.6190569963185,-1.27857240531388,0.214699334493318,0.299329495444388,-5.77047072831622
IGKV2D-24,0.7402496790117,28.1517505246212,1.26906234330091,0.218007453879074,0.303139652227631,-5.78201851773591
ANXA6,-0.783068926638424,26.2299546828516,-1.24481011028497,0.226621170927247,0.314287781785946,-5.81113184419849
IGHV3-30-5,-0.216759445871311,32.3719588548733,-1.23364049533039,0.230674751424458,0.319069800526744,-5.82437733895922
A0A0J9YY99,-0.21545808589753,32.3724293370992,-1.22599377987734,0.23348150269203,0.321888800105197,-5.83338564584818
TUBB,0.712481766892118,26.8867657089147,1.22476655363988,0.233934365161841,0.321888800105197,-5.83482687666769
IGHV3-33,-0.212140971719229,32.3764672948871,-1.20342194265027,0.241917729164213,0.33181847832092,-5.8596930038905
SNAP23,0.685696990664563,25.0753294356316,1.20212308244012,0.242410083782835,0.33181847832092,-5.86119387787803
TPM4,0.54130575578694,27.9232700714813,1.18956220433119,0.247210483804475,0.337512758976577,-5.87563540786294
IGHV4-59,0.214836100949366,28.6285671351657,1.18476895918552,0.249061002667083,0.339160590195227,-5.88111137722827
GSN.1,0.221389272058797,27.8670256877923,1.18001655196621,0.250905975546506,0.340792394621157,-5.88652159287463
CFL1,0.676093255003589,29.7573758734109,1.16234695983364,0.257855233035407,0.349330868405295,-5.90646963518113
LRG1,0.362546179518766,27.0003179585856,1.14808658989134,0.263567149895234,0.355088754696251,-5.92237579361566
ACTC1,0.476646770415882,32.0652825447295,1.14685421931288,0.264065126421991,0.355088754696251,-5.92374226790665
IGHV4-34,0.224986551582368,28.7162717034731,1.1467018607441,0.264126739736111,0.355088754696251,-5.9239111158592
IGHV4OR15-8,0.815965607082791,26.2422547476667,1.14144818399179,0.266257808372853,0.357042913517796,-5.92972127072682
ORM2,-0.296559258952388,30.7358321097706,-1.13151691932343,0.27032083305838,0.361571266552706,-5.94064004279174
IGHV3-53,-0.196785946091857,32.3143570969061,-1.1175892944921,0.27609524821903,0.368204078944349,-5.95581014260056
IGHV3-23,-0.195215583955281,32.2939866209106,-1.11619782622671,0.276677068808277,0.368204078944349,-5.9573165834637
CORO1A,-0.578670041368759,26.5446204051906,-1.11329889368468,0.277892085556008,0.368889493924474,-5.96044969096053
PTPRC,-0.394649947863122,25.9562850437902,-1.11142239892598,0.278680644202943,0.369006782650631,-5.96247390803771
LCP1,-0.438671362998643,25.6376139699931,-1.10628421706049,0.280848201294834,0.37094486737438,-5.96800103718047
IGKV3D-15,-0.529580899236101,27.9658739985464,-1.09277113602694,0.286607175355193,0.377538210952741,-5.98242810373357
LGALSL,0.458472967530685,24.4093818744011,1.0902189730716,0.287704376232712,0.377538210952741,-5.98513512966611
PFN1,0.479275268622995,29.4649908355257,1.08798877006661,0.288665645265238,0.377538210952741,-5.98749603135155
AFM,-0.305103138712862,27.6807195262614,-1.08789597856795,0.288705690728566,0.377538210952741,-5.98759416721734
TPM4.1,0.458131068921414,27.7413453647018,1.08304388679988,0.290805267709934,0.379342515057266,-5.9927152934395
CALM1,0.741394130218733,26.7176741840238,1.06988440850131,0.296554879244189,0.385887460152315,-6.00650126138836
MAPRE2,0.489460382765937,25.0043717152553,1.06795746650319,0.297403587451516,0.386038646765884,-6.00850726158612
IGKV2D-29,-0.287885338015932,29.3474028274287,-1.0642129793379,0.299057790051296,0.387232077044308,-6.01239609732842
GSN,-0.190204634432387,28.9115729749126,-1.05347678224712,0.303837142101102,0.392456308547257,-6.0234781265825
ENO1,0.408597779731454,27.1198170728011,1.04860233793972,0.306024911110567,0.394306772287798,-6.02847621731085
IGKV2-24,0.395115560422667,28.5940245905612,1.04695637493695,0.306766179578742,0.394306772287798,-6.03015921788745
LDHA,0.399946274824639,25.668033762476,1.0401362930973,0.309851210703836,0.397303133919517,-6.03710736959715
TPM1,0.431660336686974,27.5976429985502,1.03467930316893,0.312335411715489,0.397950274613631,-6.0426373250161
TPM1.1,0.431660336686974,27.5976429985502,1.03467930316893,0.312335411715489,0.397950274613631,-6.0426373250161
F12,-0.315348168545398,26.3125329085718,-1.03405331502891,0.312621278349228,0.397950274613631,-6.04327000399574
H2BC12,-0.357348502595744,26.9260302585553,-1.03211352467092,0.313508283939567,0.398117748520848,-6.04522833111448
IGKV1-16,-0.210950553587309,28.1915666663889,-1.02299183715761,0.317703119976614,0.402474865931912,-6.05439260472976
TPM3.1,0.426300735292446,27.6245985050377,1.01120429714245,0.32318204685462,0.408433905737133,-6.066126037549
SERPINA1,0.231208978442218,32.934746811728,0.998164260500479,0.329319607078331,0.414203897208307,-6.07896239095972
SERPINA1.1,0.231208978442218,32.934746811728,0.998164260500479,0.329319607078331,0.414203897208307,-6.07896239095972
IGHV3OR16-12,0.230032599787143,29.4029207804073,0.994424086249269,0.33109483412196,0.415445184719698,-6.08261618742172
TSPAN14,0.369052921416042,25.1177682064706,0.985531118821798,0.335342349196575,0.41977533973063,-6.09125361028984
LBP,-0.585713467057271,26.6108380840605,-0.983284880462126,0.336421133331215,0.420127813425475,-6.09342411362459
IGLV3-9,-0.206902437488217,27.6066842197063,-0.97594714165799,0.339961823679104,0.423545818153399,-6.10048295154112
LCK,0.462538288482374,25.1447815348448,0.971102941350593,0.342313277166094,0.42546956855314,-6.10511656127564
ACTB,0.383229491812493,32.4872422587542,0.951131010029291,0.35212537848193,0.435610503427176,-6.12399731651059
ACTG1,0.383229491812493,32.4872422587542,0.951131010029291,0.35212537848193,0.435610503427176,-6.12399731651059
MVP,0.574578193598366,27.5749079745679,0.94737490317942,0.353991846957438,0.436893918844426,-6.127508012912
TPP2,0.333448764365513,25.8387833545995,0.94440828684145,0.355470729583284,0.437694099276613,-6.13027178546506
KRT77,0.682641541019883,26.6118431932045,0.93843523423108,0.358460993147048,0.439360549552692,-6.13581226177722
IGHV3-13,-0.181295535506954,32.3038459199424,-0.938374410489598,0.358491529995555,0.439360549552692,-6.13586851435603
CD36,0.256689139631483,28.4851852355936,0.926611650969578,0.364430010541923,0.445602356277479,-6.14668416070745
GNAI2,0.227525329261165,28.5110835979687,0.917227170877586,0.369214778582972,0.450407843317653,-6.15522282641643
B4E1Z4,-0.22582653550835,28.9589891420948,-0.910194540264498,0.37282774208187,0.453764942441445,-6.16156901123915
GNAI3,0.221092196131785,28.4833607070524,0.905642390646291,0.375178842050374,0.455574308204026,-6.16565276184321
CFHR2,-0.239072236015957,27.0814874204746,-0.901715017949852,0.377215124311403,0.456821549483869,-6.16916080267707
C2,-0.301693389915016,25.6491074772582,-0.900321005825293,0.377939650047376,0.456821549483869,-6.17040258078593
C1S,-0.287466985551091,26.9056815330169,-0.895199776340477,0.380609241444308,0.458995584075859,-6.17494926749605
TSPAN9,0.411368674944618,26.0993580874529,0.88190187611134,0.387598933299162,0.466357620659038,-6.18664297411829
F13A1,0.17489379569335,28.5257179990413,0.854846238865175,0.402076899006647,0.482675457349665,-6.20993218079851
IGHV3OR15-7,-0.342581900374899,26.4461001552471,-0.828689204083361,0.416400022967327,0.49873366387223,-6.23180368903929
ITGB1,0.319520151890415,26.5673797293156,0.806349050262261,0.428885226035023,0.512227881725417,-6.24997921796318
ACTN4,0.307750537983878,25.6433780279874,0.805063907991242,0.429610481447124,0.512227881725417,-6.25101059428902
PSMA3,0.457767852305664,24.8699058546018,0.801560872251444,0.431591251706334,0.513427967605504,-6.25381405972581
VASP,0.32813227320846,25.3046456079768,0.770408007989149,0.449454553530688,0.533474211060073,-6.27823853671155
TPM3,0.300618512563158,27.6842822208202,0.744590537371576,0.464593676920371,0.550204197161877,-6.29778611864819
GPX3,0.222582303446035,26.1092965602637,0.73917713456999,0.467806204668587,0.55276652435055,-6.30180473965239
PSMA2,0.314111910798686,25.4426316869283,0.683706615387341,0.50147497405773,0.589485029059552,-6.34137310569953
IGKV1-39,0.325026659226203,27.5084228743316,0.683098469848147,0.501851581367387,0.589485029059552,-6.34179058439474
MYH9,-0.595120856175988,28.21806176987,-0.682476733974677,0.502236770489068,0.589485029059552,-6.34221702515805
TKT,0.211124061457102,24.7770263274084,0.650035165579547,0.522566110421137,0.61198297820431,-6.36395180851564
HLA-B.1,-0.274871356897428,25.9457991631062,-0.635308851285331,0.531941761463445,0.621581614836442,-6.37348249270408
IGHV1-69,0.319194879667513,27.4273544097127,0.621380123055173,0.540892958833665,0.630005813618517,-6.3823035088484
IGLV2-8,-0.147443321673463,30.7425627700057,-0.620375002880506,0.541541999182521,0.630005813618517,-6.3829327587789
DCD,0.359715518497871,24.9774135880276,0.613807328704538,0.545793198408796,0.633552897712413,-6.38702023188585
SAA2-SAA4,-0.144960183094855,26.4713725356805,-0.607690710891722,0.54976832032135,0.636764625954619,-6.39078923021111
ITGA2,0.236016260458171,24.4164864767419,0.596422581732262,0.557131161245953,0.643422296790076,-6.39763708088131
SPTA1,-0.338118214875819,24.7764961535304,-0.595161707688363,0.557958234597845,0.643422296790076,-6.3983956312191
PKM,0.229060602477048,26.7034823796106,0.586840243446856,0.563432712406406,0.648316679996018,-6.40336293709993
IGLV3-19,-0.149282410168563,27.6248306985351,-0.582906740284999,0.566030086915904,0.64988639608863,-6.40568739073128
APCS,-0.114225872366244,29.3135744519411,-0.578468783864389,0.568967936377379,0.651839353197562,-6.40829176963044
GNA13,-0.152637415644413,28.8667621745522,-0.560837401448244,0.580716111719758,0.663855511662283,-6.41844797832826
IGHV3OR16-13,-0.111162224165855,30.4477950594391,-0.552870809665375,0.586064076276277,0.66851897878268,-6.42293690997889
NAPA,0.168506196230517,24.7445884807425,0.540324312270464,0.594535831214303,0.67583510599811,-6.42987993664679
ACTR2,0.302748942977583,25.8920192633366,0.539576485033359,0.59504267397177,0.67583510599811,-6.43028887842358
IGLV3-1,0.167329527724014,28.757768591002,0.529037821273983,0.602207663799584,0.682502018972862,-6.43599322187974
ARHGDIB,0.290522050610402,26.4346497961098,0.526110021578792,0.604205576624523,0.683296864551767,-6.43755853001421
CP,-0.115136817534377,30.9291943490837,-0.520961493997595,0.607726611775087,0.685807118641266,-6.44029059405301
MSN,0.189263909818425,28.7411351398852,0.502870053524532,0.620176262836321,0.698360877168251,-6.44968299597109
CD47,-0.238641432293228,26.7250717647393,-0.499595952843648,0.622442007144885,0.698827195575286,-6.45134816689101
PHPT1,0.170500261580269,23.5108246008868,0.498440573042972,0.623242470437162,0.698827195575286,-6.45193324458168
CLTC,-0.206453155513418,26.4908647890914,-0.473075167455796,0.640934766731372,0.717139324983934,-6.46444438815308
SERPINF1,-0.126851214630839,26.2991673986871,-0.460963562429332,0.649461170079286,0.725139908118186,-6.47019267861921
HIST1H2AH,-0.196788516166957,26.2393003859002,-0.454236049386011,0.654218683066554,0.728907496778169,-6.47332250910194
PPBP,-0.272822368308535,26.2258981851359,-0.441795946953562,0.663055616898593,0.73719474705814,-6.47899109357862
SERPINC1,0.102171545314298,29.5974397326936,0.397103678750597,0.695211828714821,0.77131922891097,-6.49807936965656
RDX,0.17641850301679,28.3369233395005,0.391201255849126,0.699504563262529,0.774451480754943,-6.50045063367639
EZR,0.172627620023863,28.3440035478939,0.386535327349456,0.702905320666674,0.776585123671566,-6.50230037381343
COTL1,0.155910637265034,25.3959849620651,0.365512721415126,0.718305830808235,0.791939692125397,-6.51036290308745
CP.1,-0.0742337239203152,30.7808314253219,-0.357834962649979,0.723961444439721,0.796508729059985,-6.51319650965609
HLA-B.6,-0.169290858459365,25.7869695618725,-0.354661573628938,0.726303781057118,0.797421026285627,-6.51435034580622
HLA-B.5,-0.172284359734039,25.8039649003032,-0.348375442030207,0.730951772824515,0.800162445105569,-6.51660597754532
KRT1,0.213165069766585,28.573005649968,0.347179344007565,0.731837378635454,0.800162445105569,-6.51703065428848
IGKV2-30,-0.0917875714802853,29.5692399906784,-0.339907232487191,0.737229937833569,0.804389600907434,-6.5195815465105
IGHV3-64,0.0819213726735519,32.2218488313017,0.318060984374862,0.75351231449574,0.820456590370361,-6.52692331258374
A1BG,-0.0825949704770749,28.8962560859278,-0.310519049083673,0.759161274939051,0.824903076067794,-6.52934578160678
C5,0.164571975717386,29.030295395222,0.305424275028204,0.762985123534744,0.827352181281502,-6.53094962286579
HSPA1A,0.0944578025482236,26.0741487533972,0.300677066383915,0.766553696000186,0.82951498519938,-6.53242038014136
RAB27B,0.122105291800846,25.1774303637806,0.295548004235377,0.770415283927515,0.831975217238601,-6.53398376738042
LGALS3,0.144429455807987,24.9533961101753,0.293465926684868,0.771984594363711,0.831975217238601,-6.53461079232787
IGHV2-70,0.202808723368814,27.968039322814,0.283646330165647,0.779399223947821,0.838251818409187,-6.53750871688207
FETUB,-0.133055079466636,24.7939146530418,-0.280599071950128,0.781704578815911,0.839018967486731,-6.53838811649367
