SuperPathway,SubPathway,metabolite_name,annotation_confidence,Formula,Mass,RT,CAS ID,Mode,KEGG,HMDB,C001_June_Pre,C002_June_Pre,C003_June_Pre,C004_June_Pre,C001_Aug_Pre,C002_Aug_Pre,C003_Aug_Pre,C004_Aug_Pre,C001_Sept_Pre,C002_Sept_Pre,C003_Sept_Pre,C004_Sept_Pre,C001_Sept_Post,C002_Sept_Post,C003_Sept_Post,C004_Sept_Post,C001_Nov_Post,C002_Nov_Post,C003_Nov_Post,C004_Nov_Post,C001_Dec_Post,C002_Dec_Post,C003_Dec_Post,C004_Dec_Post
Amino acids,Tryptophan metabolism,Kynurenic Acid,1,C10H7NO3,189.0434,2.11,492-27-3,ANPNEG,C01717,HMDB00715,393020.9,238214.7,200027.6,369393.2,312899.2,379233.0,242198.7,222837.8,310803.0,297353.7,431620.4,184761.1,253585.0,265713.4,219160.3,212565.1,266676.5,310360.0,318719.6,212364.9,435686.2,242343.1,318454.7,207304.7
Amino acids,Tryptophan metabolism,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid*",1,C10H9NO4,207.0542,1.6,,ANPNEG,C01252,HMDB00978,6424.155,9287.116,,3019.936,,33092.08,15975.28,3000.251,3883.337,7315.66,7081.031,,7597.59,2675.444,,3318.211,5052.527,25793.25,19875.51,,3591.829,16304.01,6834.337,
Amino acids,Tryptophan metabolism,5-Hydroxyindoleacetic Acid,1,C10H9NO3,191.058,2.15,54-16-0,ANPPOS,C05635,HMDB00763,39495.5,34704.55,50022.92,26522.92,26796.67,22900.48,27404.81,22737.23,17786.41,17491.52,30688.86,53712.95,15810.28,26119.96,28862.1,26783.01,11358.4,23835.34,36462.37,23364.87,41569.99,16072.1,40180.56,27825.25
Amino acids,Tryptophan metabolism,Tryptophan,1,C11H12N2O2,204.0903,7.26,73-22-3,ANPPOS,C00078,HMDB00929,7268237.0,5012558.0,6753788.0,5563080.0,6106120.0,6973138.0,5464524.0,6457153.0,7157598.0,5316576.0,7389985.0,5900123.0,5708737.0,5520205.0,5963642.0,5863898.0,6171620.0,5529883.0,5386463.0,6187611.0,6814166.0,4221730.0,7262733.0,7079508.0
Amino acids,Tryptophan metabolism,Xanthurenic Acid,1,C10H7NO4,205.0382,2.1,59-00-7,ANPNEG,C02470,HMDB00881,245665.2,126743.9,133245.2,227748.6,164327.6,232085.7,150897.6,136900.7,232203.6,170868.0,360607.9,127433.3,130444.3,186682.8,139762.7,123060.7,131097.9,149212.5,126642.4,136253.1,218312.4,112652.4,155991.1,118011.4
Amino acids,Tryptophan metabolism,Kynurenine,1,C10H12N2O3,208.0858,7.22,2922-83-0,ANPPOS,C00328,HMDB00684,568140.4,295065.9,458214.0,506403.6,439239.8,414540.8,344819.3,586187.2,387364.6,276471.3,340153.3,387525.9,359496.5,295856.7,259820.6,400019.9,340851.7,327812.0,356712.8,441245.8,467751.4,264449.7,428505.6,362663.6
Amino acids,Tryptophan metabolism,Indoxyl Sulfate,1,C8H7NO4S,213.0106,0.89,2642-37-7,ANPNEG,,HMDB00682,4420778.0,8723339.0,8578578.0,20104535.0,15843038.0,8512887.0,8815786.0,7941473.0,16130080.0,4678111.0,8131719.0,4706357.0,10723913.0,5548740.0,11159753.0,10971027.0,8734906.0,7939103.0,6903903.0,13337488.0,17549955.0,5604128.0,7985033.0,4517971.0
Amino acids,Tyrosine metabolism,Hydroquinone,1,C6H6O2,110.0371,0.89,123-31-9,ANPNEG,C00530,HMDB02434,148580.0,118336.8,339445.1,177951.2,237310.9,43747.4,141561.0,215446.6,446608.8,62215.27,239114.4,225399.3,131407.6,24381.83,18289.32,87908.32,179118.7,127560.8,170397.9,143452.1,304711.7,58801.66,380956.1,247699.9
Amino acids,Tyrosine metabolism,Tyramine,1,C8H11NO,137.0838,8.92,51-67-2,ANPPOS,C00483,HMDB00306,1787037.0,2002171.0,1725181.0,2040801.0,2231570.0,1907406.0,1792781.0,1930382.0,1786336.0,2009484.0,1715427.0,1984780.0,961983.3,1908997.0,732549.6,1951284.0,2145108.0,1862502.0,609448.0,1958494.0,2015076.0,1395126.0,2002571.0,2053618.0
Amino acids,Tyrosine metabolism,3-Hydroxyphenylacetic Acid,1,C8H8O3,152.0512,1.51,621-37-4,ANPNEG,C05593,HMDB00440,61798.42,39593.11,100345.5,118353.1,93204.14,18257.68,57995.17,52371.5,117086.8,88801.35,105570.6,69367.98,64763.92,122229.2,73855.88,83755.96,72544.54,57540.2,76441.88,56290.54,158078.3,133651.7,74701.04,33055.59
Amino acids,Tyrosine metabolism,4-Hydroxyphenylacetic Acid,1,C8H8O3,152.0512,1.51,156-38-7,ANPNEG,C00642,HMDB00020,65329.9,39593.11,104636.4,118353.1,100835.5,18257.68,57995.17,52371.5,117086.8,88801.35,105570.6,69367.98,64763.92,122229.2,73855.88,87570.29,72544.54,61426.07,79873.17,56290.54,167415.4,133651.7,79025.12,41811.26
Amino acids,Tyrosine metabolism,Gentisic Acid,1,C7H6O4,154.0281,1.39,490-79-9,ANPNEG,C00628,HMDB00152,187897.1,65814.75,95455.72,65816.31,107573.3,85037.94,61328.46,99000.33,197505.1,140530.1,130299.2,60969.7,101675.7,90818.77,57479.86,115956.9,63631.26,188725.4,86047.11,76340.23,78761.74,165954.7,110644.5,89906.2
Amino acids,Tyrosine metabolism,Homogentisic Acid,1,C8H8O4,168.0451,0.94,451-13-8,ANPNEG,C00544,HMDB00130,28577.65,11277.88,21323.84,141045.7,58111.93,35890.37,41075.4,73097.03,33017.35,20894.03,12321.34,19150.91,23831.46,4677.537,11679.82,39313.71,49339.82,17371.18,20978.92,56052.14,84168.36,2077.877,32864.75,16593.22
Amino acids,Tyrosine metabolism,"3,4-Dihydroxyphenylacetic Acid (DOPAC)",1,C8H8O4,168.0428,1.56,102-32-9,ANPNEG,C01161,HMDB01336,133940.3,136892.1,199260.0,137644.2,138564.0,238784.9,119200.8,190908.0,207166.5,165691.1,223174.5,179039.0,78301.18,124273.8,141115.6,189056.3,147707.7,117837.8,124184.7,182696.6,147838.1,138243.7,143433.1,96921.67
Amino acids,Tyrosine metabolism,4-Hydroxyphenylpyruvic Acid,1,C9H8O4,180.0437,1.55,156-39-8,ANPNEG,C01179,HMDB00707,268020.2,216572.5,214104.4,163171.3,184526.6,323128.5,232729.4,208302.0,227633.4,224523.8,216182.9,124279.3,213388.8,335405.9,561061.8,238907.8,228619.7,306012.8,210625.7,215597.8,224017.2,178090.7,197608.3,197465.3
Amino acids,Tyrosine metabolism,Tyrosine,1,C9H11NO3,181.072,7.67,60-18-4,ANPPOS,C00082,HMDB00158,7785839.0,9179109.0,9807958.0,8010118.0,6957332.0,10761362.0,5177513.0,10200021.0,10065443.0,11818285.0,11328239.0,9098382.0,7184169.0,12083830.0,8721589.0,9348074.0,7232118.0,10562739.0,9136276.0,9679734.0,9236262.0,9230509.0,7141177.0,11359489.0
Amino acids,Tyrosine metabolism,Homovanillic Acid,1,C9H10O4,182.0587,1.88,306-08-1,ANPNEG,C05582,HMDB00118,1546730.0,2138233.0,1630530.0,2503626.0,1992637.0,2054131.0,1138617.0,2041845.0,3750166.0,1490300.0,1771085.0,1829874.0,2448667.0,2285870.0,1153316.0,1318031.0,2185069.0,2016808.0,1634105.0,1500985.0,2363308.0,1653251.0,1077339.0,1577935.0
Amino acids,Tyrosine metabolism,4-Hydroxyphenyllactate,1,C9H10O4,182.0588,1.68,6482-98-0,ANPNEG,C03672,HMDB00755,806796.9,1032266.0,978971.9,1459967.0,949068.4,1018542.0,551436.0,1036774.0,1493801.0,801200.2,934231.2,964278.3,1173931.0,1026807.0,671033.8,774269.3,1160004.0,900025.2,890514.6,882712.0,1163277.0,711958.9,487201.2,968804.4
Amino acids,Tyrosine metabolism,Vanillylmandelic Acid,1,C9H10O5,198.0568,1.01,55-10-7,ANPNEG,C05584,HMDB00291,70438.7,28132.48,43993.58,39185.65,60155.38,50125.39,59813.0,36338.82,21113.99,15658.5,38958.21,42004.87,37090.07,35973.31,54455.13,43487.87,33692.22,11935.16,41500.9,53502.64,58727.19,56057.05,70327.75,28127.48
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",2-Ketoisocaproic acid,1,C6H10O3,130.064,1.58,1460-34-0,ANPNEG,C00671,HMDB00491,6418921.0,4478739.0,7120431.0,5717169.0,4859015.0,6707757.0,5856113.0,6233844.0,7199994.0,5175530.0,8408676.0,5651254.0,6156559.0,6153329.0,6341900.0,4768787.0,6439574.0,3951450.0,10093688.0,4735205.0,4324778.0,4232576.0,7623757.0,6250988.0
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",2-Hydroxyisocaproic acid,2,C6H12O3,132.079,1.91,,ANPNEG,,HMDB00317,90654.81,19728.69,49803.76,64703.49,32825.28,66134.6,16173.94,41614.79,87835.27,52110.37,62408.65,32711.41,74930.61,66233.72,79563.91,123317.8,87145.99,67699.52,55775.44,75059.92,30395.07,43328.24,30248.52,63905.62
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",3-Hydroxymethylglutaric Acid,1,C6H10O5,162.052,7.84,503-49-1,ANPNEG,C03761,HMDB00355,87870.8,52958.08,96788.8,97595.42,37567.85,69631.52,121082.9,83585.28,64960.21,125513.4,97823.81,113536.3,59861.74,75130.68,136433.3,74149.48,39494.13,61322.67,108420.3,72089.62,83402.12,76248.98,170758.9,83296.33
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",2-Hydroxyisovaleric acid,2,C5H10O3,118.0634,1.95,,ANPNEG,,,2434317.56846905,1183076.614126,1716499.7033324,1861405.687382,1601713.91336278,1224383.84398755,1712013.37432318,1070416.987756,1187492.40379633,578858.365567474,1382363.46405984,984791.782182083,2207668.7121145,1152047.69161173,1840931.1843163,983088.993776165,1842580.53302023,910910.494277436,2272441.95947742,969478.70538839,1493391.98639936,820183.125032635,1932770.10471265,1081904.60745115
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",2-Ketoisovaleric acid,1,C5H8O3,116.0477,1.73,,ANPNEG,,,485713.75646322,391233.921670103,437879.055485107,450388.887941515,386955.990021533,488048.314871826,443747.005620431,467172.075117373,462783.048156178,430864.305091303,634317.806934775,437248.013154752,389372.138897217,326811.285421401,343470.556641178,254202.122327271,467240.430939371,348556.444088579,631223.066890137,339696.374248703,387898.975141676,444674.66065578,557214.752174073,493252.152878505
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",Valine,1,C5H11NO2,117.0795,8.66,72-18-4,ANPNEG,C00183,HMDB00883,6166253.0,6593879.0,7096124.0,9299619.0,6742373.0,8412209.0,5616230.0,7370106.0,8714846.0,7235591.0,10707582.0,6699966.0,7660229.0,7067929.0,7841040.0,8073710.0,6732244.0,7103060.0,8894060.0,6657264.0,7050740.0,5846947.0,7046698.0,6571542.0
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",Methylmalonic Acid,1,C4H6O4,118.0283,2.1,516-05-2,ANPNEG,C02170,HMDB00202,182352.0,94851.01,246160.6,183447.2,197247.6,177686.6,60193.34,223117.1,25621.88,64391.24,5181.744,12968.56,113406.3,159777.6,10593.79,64946.56,187919.7,141799.1,65261.07,74256.02,174678.7,237059.9,161760.8,93568.25
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",Citraconic Acid,1,C5H6O4,130.0273,1.32,498-23-7,ANPNEG,C02226,HMDB00634,909537.5,243355.1,1514691.0,1115414.0,1061651.0,705958.3,594897.6,1006760.0,409927.7,201075.6,292554.1,297409.3,553483.8,502359.2,115636.0,145924.8,759538.6,347750.4,226259.8,276299.5,751249.6,731917.0,497770.7,275618.2
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",Ketoleucine,1,C6H10O3,130.0636,0.99,816-66-0,ANPNEG,C00233,HMDB00695,162671.6,328263.2,260636.3,422268.1,277238.8,205430.1,316799.2,261310.5,219284.1,244969.1,216503.2,294444.5,503320.8,225337.4,377596.7,155248.2,248765.2,309650.3,315136.2,315508.0,275829.8,119993.1,430543.0,268065.4
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",Leucine,1,C6H13NO2,131.0953,7.96,328-39-2,ANPNEG,C00123,HMDB00687,4492559.0,4669518.0,5662496.0,5705505.0,4685492.0,5787372.0,3782237.0,5387965.0,7604770.0,5077684.0,8426277.0,5352253.0,5095732.0,5332379.0,6501955.0,6761825.0,4855925.0,4585847.0,7022038.0,5139163.0,4940777.0,4129841.0,5523936.0,5493661.0
Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",Isoleucine,1,C6H13NO2,131.0951,8.18,73-32-5,ANPNEG,C00407,HMDB00172,2750504.0,3036695.0,3476282.0,4340841.0,2764612.0,3760162.0,2402421.0,3286693.0,5048378.0,3762399.0,5145132.0,3834508.0,3381917.0,3739457.0,4412826.0,4143491.0,2769527.0,3091467.0,4124928.0,3388726.0,3093485.0,2263396.0,3646357.0,3365236.0
Amino acids,Amino acid acetylation,N-Acetylglycine,1,C4H7NO3,117.0431,5.11,543-24-8,ANPNEG,,HMDB00532,126503.1,193994.3,185714.0,181239.8,133635.8,160168.0,129970.4,159178.2,137209.7,169861.7,93733.96,134734.7,262160.2,250730.0,185221.5,128760.8,232703.2,160650.6,325224.7,196365.7,178023.5,201845.9,250243.5,197544.1
Amino acids,Amino acid acetylation,N-Acetydserine,1,C5H9NO4,147.049,3.27,97-14-3,ANPNEG,,HMDB02931,438791.4,301345.3,333705.1,356925.6,442104.3,507557.7,361620.6,393163.2,344165.9,344094.6,405585.9,487364.6,340586.7,424527.6,379192.1,274929.5,440772.1,506217.0,271768.3,378314.8,439036.5,482488.1,530227.8,369413.3
Amino acids,Polyamine metabolism,Putrescine,1,C4H12N2,88.1054,26.66,110-60-1,ANPPOS,C00134,HMDB01414,101043.5,85508.44,86780.42,90398.24,85003.61,97944.14,85467.85,94041.92,89015.02,92870.23,100167.2,84679.27,74594.0,85663.06,86355.37,92950.71,91685.24,81313.09,90856.4,83153.96,79504.23,93288.41,83751.29,87217.51
Amino acids,Polyamine metabolism,Spermine,1,C10H26N4,202.2154,26.64,71-44-3,ANPPOS,C00750,HMDB01256,7825.756,6135.935,6037.477,7033.18,5480.447,6491.447,6006.291,10011.46,3156.865,3827.371,3788.324,5711.978,4794.852,7498.807,5958.052,9149.675,7919.087,5871.795,7591.256,7278.23,6615.141,6166.721,6098.803,7426.349
Amino acids,Polyamine metabolism,N1-Acetylspermidine,1,C9H21N3O,187.166,26.67,14278-49-0,ANPPOS,C00612,HMDB01276,23582.04,41779.68,39706.24,45768.63,36245.48,37528.78,31371.44,36234.24,27426.74,28694.95,21759.3,26026.51,35421.78,42004.86,24289.37,34023.85,35476.16,45830.05,33322.95,32937.06,51176.4,41671.33,45571.09,41795.24
Amino acids,Taurine and hypotaurine metabolism,Hypotaurine,1,C2H7NO2S,109.0194,9.95,300-84-5,ANPPOS,C00519,HMDB00965,12662.67,3668.185,6251.671,1331.515,2701.156,1039.166,8335.129,2783.029,5837.546,,8224.741,,7909.051,4079.951,7995.185,14118.28,,,18729.95,1063.365,,,1007.029,3500.642
Amino acids,Taurine and hypotaurine metabolism,Taurine,1,C2H7NO3S,125.0149,5.87,107-35-7,ANPPOS,C00245,HMDB00251,2984423.0,3313558.0,4173366.0,2906721.0,2091546.0,1850737.0,1709346.0,1938726.0,2198534.0,1837314.0,1614348.0,1955497.0,3333394.0,3416071.0,2421600.0,4027570.0,1606050.0,1547509.0,3149790.0,1758380.0,1453678.0,1216911.0,1449364.0,2019070.0
Amino acids,Lipoic acid metabolism,Lipoic Acid,1,C8H14O2S2,206.0417,2.13,1077-28-7,ANPNEG,C00725,HMDB01451,83792.5,48995.46,64491.99,50932.91,47593.27,77337.26,52988.17,52255.39,64981.57,60127.7,77434.41,60376.26,67878.15,53768.88,44048.49,60482.07,42954.22,59336.26,29779.61,46116.02,52917.22,113756.6,54666.15,65146.64
Energy metabolism,Citrate cycle (TCA cycle),Fumaric Acid,1,C4H4O4,116.0112,7.85,110-17-8,ANPNEG,C00122,HMDB00134,56253.44,33123.39,74685.13,39616.16,34592.59,64125.19,41142.86,50824.39,73499.53,64956.95,96736.51,104528.2,44482.44,53624.18,24602.89,37063.8,34670.0,40094.81,49648.81,32851.43,40094.29,66591.36,49613.97,47397.94
Energy metabolism,Citrate cycle (TCA cycle),Succinic Acid,1,C4H6O4,118.027,8.02,110-15-6,ANPNEG,C00042,HMDB00254,940103.5,921725.3,990176.9,938732.0,881902.2,986409.6,896182.4,888719.3,1232955.0,1023270.0,1259111.0,1150361.0,1083003.0,1013804.0,1017803.0,934785.3,972952.7,792135.4,979196.6,878769.7,948625.0,906351.1,899426.9,854855.9
Energy metabolism,Citrate cycle (TCA cycle),Malic Acid,1,C4H6O5,134.0223,8.22,97-67-6,ANPNEG,C00149,HMDB00156,4874853.0,5659958.0,7968493.0,5820798.0,5194827.0,5990930.0,5557914.0,5807343.0,9517290.0,6414046.0,7664329.0,12502753.0,5395660.0,7916061.0,4418282.0,6475488.0,4618137.0,4149893.0,5487044.0,4387959.0,4282916.0,11694807.0,3737556.0,4867413.0
Energy metabolism,Citrate cycle (TCA cycle),Oxoglutaric Acid,1,C5H6O5,146.0233,7.03,328-50-7,ANPNEG,C00026,HMDB00208,,995699.6,730520.1,217381.8,,989289.4,449175.6,639909.6,1628877.0,2253510.0,1604289.0,3564333.0,,344326.2,,,107049.6,775381.9,972514.2,501671.4,455072.0,1033697.0,579253.2,1097834.0
Energy metabolism,Citrate cycle (TCA cycle),2-ketoglutaramate,1,C5H7NO4,145.038,2.71,,ANPNEG,C00940,HMDB01552,336082.0,277168.3,177239.3,317452.5,259684.8,299100.8,273208.9,182295.5,356530.9,198856.6,228302.5,171339.0,247412.8,220133.9,176654.8,285753.7,403432.8,224502.1,139652.8,170467.9,355061.5,233720.8,150196.3,257108.7
Energy metabolism,Citrate cycle (TCA cycle),Aconitic Acid,1,C6H6O6,174.017,7.59,499-12-7,ANPNEG,C00417,HMDB00072,1199343.0,886157.3,1572144.0,916440.9,707351.2,1231711.0,1283012.0,1232153.0,1203137.0,1146461.0,1536388.0,1739723.0,705201.5,957318.9,915397.6,998997.7,586101.3,577998.3,1408812.0,939861.5,695105.6,855708.4,888800.5,1003190.0
Energy metabolism,Citrate cycle (TCA cycle),Beta-Carboxyglutaric Acid,1,C6H8O6,176.0301,7.76,,ANPNEG,C19806,HMDB31193,39926.07,7524.781,152427.9,81568.1,186214.1,,92559.78,64362.35,143505.2,11497.93,103271.4,75079.82,77948.08,,34659.5,4407.232,52368.84,10027.16,11101.44,14879.95,101578.8,10469.94,31494.01,4669.976
Energy metabolism,Citrate cycle (TCA cycle),Citric Acid,1,C6H8O7,192.0288,9.44,77-92-9,ANPNEG,C00158,HMDB00094,226000000.0,197000000.0,248000000.0,180000000.0,166000000.0,257000000.0,230000000.0,224000000.0,178000000.0,168000000.0,199000000.0,209000000.0,193000000.0,247000000.0,205000000.0,205000000.0,161000000.0,171000000.0,255000000.0,186000000.0,163000000.0,252000000.0,182000000.0,207000000.0
Energy metabolism,Citrate cycle (TCA cycle),Methylenesuccinic Acid,1,C5H6O4,130.0285,1.54,97-65-4,ANPNEG,C00490,HMDB02092,768649.3,293569.4,1496817.0,1182150.0,1289247.0,1087276.0,773857.2,1013094.0,329996.3,176914.8,192444.5,248036.7,753207.6,489616.4,74096.37,124597.1,956780.5,392729.8,113149.5,394337.3,989930.2,526979.8,551931.9,195386.7
Energy metabolism,Glycolysis / Gluconeogenesis,Glucose+Cl,1,C6H13ClO6,216.0413,3.53,492-62-6,ANPNEG,C00031,HMDB03345,17336841.0,16086013.0,16738127.0,16245662.0,15199548.0,16140003.0,12158317.0,15411502.0,9399251.0,12660767.0,7435730.0,3708800.0,15933147.0,16337593.0,16815090.0,18217585.0,15273006.0,17221035.0,13223624.0,15878331.0,17689020.0,16244147.0,15979211.0,15654057.0
Energy metabolism,Glycolysis / Gluconeogenesis,2-Phosphoglyceric Acid,1,C3H7O7P,185.994,10.99,,ANPNEG,C00631,HMDB00362,19464.55,29713.46,68896.09,64467.86,15976.05,11080.3,28787.23,18212.69,15209.24,2227.24,14195.51,20091.85,22427.38,13034.47,37292.36,28784.08,12716.57,2718.552,31131.34,38359.47,16067.0,,8062.336,2637.124
Energy metabolism,Glycolysis / Gluconeogenesis,3-Phospho-Glycerate,1,C3H7O7P,185.994,10.99,80731-10-8,ANPNEG,C00197,HMDB00807,19464.55,29713.46,85634.32,64467.86,15976.05,11080.3,28787.23,18212.69,15209.24,2227.24,14195.51,20091.85,23491.5,13034.47,37292.36,31580.43,15040.14,2718.552,31131.34,38359.47,16067.0,,8062.336,2637.124
Energy metabolism,Glycolysis / Gluconeogenesis,Lactic Acid,1,C3H6O3,90.0324,2.62,79-33-4,ANPNEG,C00186,HMDB00190,225000000.0,223000000.0,228000000.0,206000000.0,180000000.0,190000000.0,251000000.0,227000000.0,273000000.0,261000000.0,324000000.0,350000000.0,190000000.0,168000000.0,227000000.0,210000000.0,148000000.0,172000000.0,226000000.0,216000000.0,126000000.0,112000000.0,150000000.0,187000000.0
Energy metabolism,Glycolysis / Gluconeogenesis,Pyruvate,1,C3H4O3,88.016,1.04,127-17-3,ANPNEG,C00022,HMDB00243,149958.5,436730.2,168141.3,373651.1,93708.83,136668.1,417136.8,91717.32,908487.5,1261197.0,615470.1,1342038.0,71883.43,47607.22,98489.7,47138.78,171514.6,266222.5,371379.0,139434.7,242201.3,212802.3,324247.0,216135.3
Energy metabolism,Pantothenate and CoA biosynthesis,Pantothenic Acid,1,C9H17NO5,219.1132,4.43,79-83-4,ANPPOS,C00864,HMDB00210,132801.6,62646.58,56201.54,100382.4,78812.35,30127.45,109996.9,51216.11,81394.18,58695.32,95664.84,33140.86,70664.94,49600.03,89499.47,59202.15,64548.36,17695.39,176551.6,35601.0,77202.99,55953.9,116704.8,40588.22
Energy metabolism,Pentose phosphate pathway,Deoxyribose,1,C5H10O4,134.0587,2.25,533-67-5,ANPNEG,C01801,HMDB03224,94770.71,79855.94,113248.9,109995.3,97634.62,24011.26,34731.02,107060.2,75028.55,64337.56,122497.1,224113.7,80776.06,35195.26,74834.38,142613.9,78763.25,57618.23,36572.49,93154.51,52140.95,88916.84,236919.0,81533.64
Energy metabolism,Pentose phosphate pathway,Ribose,1,C5H10O5,150.0531,2.26,50-69-1,ANPNEG,C08353,HMDB00283,308503.0,312857.8,181170.8,247773.0,199501.2,200700.3,204476.8,227499.1,195822.1,227871.5,234801.4,204830.7,219573.7,185499.4,232040.1,224926.2,187513.2,206485.8,197247.8,216104.7,208532.8,188853.3,215791.3,225157.8
Energy metabolism,Pentose phosphate pathway,Gluconic Lactone,1,C6H10O6,178.0484,2.22,90-80-2,ANPNEG,C00198,HMDB00150,200278.1,181043.8,143783.6,253307.6,299078.6,144172.7,283060.3,208863.2,522923.0,358677.3,371114.5,646183.8,264487.6,249083.2,114198.9,271851.7,149497.9,258541.6,178609.3,325845.4,165564.4,221216.0,105308.1,358436.8
Energy metabolism,Pentose phosphate pathway,Ribose 5-Phosphate,1,C5H11O8P,230.0195,9.2,4300-28-1,ANPNEG,C00117,HMDB01548,38191.94,24868.47,26138.4,16355.94,33896.68,18827.31,25547.72,29930.25,34463.63,14938.97,17787.52,9918.128,26429.98,12948.23,29549.09,21170.64,21332.25,25547.85,39177.8,20031.56,16777.89,17507.86,14821.64,23406.94
Energy metabolism,Pentose phosphate pathway,6-Phosphogluconic Acid,1,C6H13O10P,276.0179,8.5,53411-70-4,ANPNEG,C00345,HMDB01316,137750.1,102351.0,112867.6,98074.88,105775.9,127927.5,120706.4,121438.9,127197.3,139083.0,150304.6,116955.1,133308.9,137096.6,126849.6,147292.2,144883.9,128639.2,142034.9,139641.1,153041.3,138086.2,122774.4,163847.1
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,Purine,1,C5H4N4,120.0427,2.69,120-73-0,ANPNEG,C15587,HMDB01366,628384.8,167775.7,585960.9,289213.8,340210.2,173359.5,332605.8,333264.1,269895.7,120153.2,298420.8,365443.6,663365.5,351458.8,448662.4,430334.6,393111.8,235023.0,699741.5,291497.4,301774.0,440710.0,907834.7,463117.9
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,Adenine,1,C5H5N5,135.0547,4.49,73-24-5,ANPPOS,C00147,HMDB01384,36326.16,2217.593,5947.045,8839.307,,15083.65,,5999.456,12547.11,1796.329,1975.871,1973.215,4347.635,14003.9,13918.25,16798.99,6156.126,5390.764,,6554.66,2344.259,144514.0,5944.407,7963.996
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,3-Methyladenine,1,C6H7N5,149.068,9.61,5142-23-4,ANPPOS,C00913,HMDB11600,65743.52,64936.29,77882.16,62616.76,60599.26,74468.38,55879.81,80849.33,55028.07,65313.26,62983.94,58444.66,59385.96,69049.9,62868.34,70633.15,64606.12,73279.1,71912.09,65018.0,55488.76,77031.02,73869.41,70869.94
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,Hypoxanthine,1,C5H4N4O,136.0418,3.19,68-94-0,ANPPOS,C00262,HMDB00157,14921957.0,12844037.0,13860719.0,6840127.0,6273248.0,4685897.0,6129135.0,10884210.0,1889.522,6298.742,,7387.133,45101288.0,22226599.0,38638539.0,44436835.0,4024496.0,7294850.0,7533320.0,9813030.0,756238.5,488291.0,1868438.0,2327001.0
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,Xanthine,1,C5H4N4O2,152.035,2.32,69-89-6,ANPNEG,C00385,HMDB00292,242966.6,257846.6,239952.2,122043.4,98764.43,185106.5,119391.3,202896.2,73594.55,73389.03,90842.14,39467.53,209660.4,169441.7,166979.0,630530.7,140791.2,194814.3,199832.5,277116.4,105502.6,148166.6,113774.7,208867.5
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,Allantoin,1,C4H6N4O3,158.043,2.2,97-59-6,ANPNEG,C01551,HMDB00462,90707.15,44135.04,44106.63,84814.55,44565.22,65152.74,41401.76,91860.94,34299.51,170523.6,177781.7,121802.5,101441.5,68244.28,18047.7,90304.21,58628.59,188395.5,49519.32,97525.88,119310.4,179209.7,52836.59,141457.3
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,Uric Acid,1,C5H4N4O3,168.0296,3.01,69-93-2,ANPNEG,C00366,HMDB00289,27402863.0,41432538.0,58652235.0,57052569.0,55798697.0,35396276.0,23528153.0,49960141.0,53257258.0,31917738.0,24918487.0,44998413.0,55216861.0,41207704.0,18445873.0,44889422.0,61852594.0,35149466.0,31635873.0,51239539.0,57193333.0,34748131.0,26287792.0,47998173.0
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,5-Hydroxyisourate,1,C5H4N4O4,184.0243,1.68,,ANPNEG,C11821,HMDB11821,228190.3,201400.0,384912.8,247256.2,297799.6,204734.9,118995.5,316285.8,352803.6,193957.7,200469.2,263197.5,265082.5,222946.0,134436.5,262825.9,368024.9,165882.1,262126.3,247764.9,259728.6,214833.6,125356.7,265718.7
Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,Adenosine,1,C10H13N5O4,267.1003,3.41,58-61-7,ANPPOS,C00212,HMDB00050,7689.697,20158.53,14036.15,7083.523,,,,2109.931,24102.37,,,7967.846,4383.928,6161.393,11161.62,6469.642,,,,4314.072,2240.324,1093669.0,8449.427,3928.777
