metabolite_name,super_pathway,sub_pathway,HMDB_id,log2FC_R1,pvalue_R1,log2FC_R45,pvalue_R45,log2FC_R82,pvalue_R82,recovery_pattern
N-FormyGAR (FGAR)--riboside,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB01308,0.1041797866080578,0.5429149646691499,0.0724932206081345,0.6815436415540042,0.130953128014017,0.4576704710027676,stable
AICA riboside,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB62179,0.1254361338908975,0.6181291360418993,0.2139932010480131,0.3761802022954493,0.273112540695155,0.3092136472525103,stable
SAICAR-riboside,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,,-0.7968447659973639,0.1624438061729191,-0.6276354463512988,0.2223151414938584,0.3337941393618928,0.4456841544577206,full_recovery
GAR riboside,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,,-0.8324283684978825,0.1390756064263267,-0.2447314389385846,0.6360520513165678,0.6350900613953666,0.1287141527094872,persistent
AMP,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB00045,0.0489532711939986,0.8998847463021185,0.6146175732821182,0.1769089015065934,-1.5796166106185623,0.041221773167253,delayed_onset
ADP,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism. Oxidative phosphorylation,HMDB01341,-0.1615749030220902,0.7690779310347073,-0.0777279067313733,0.8910713634280314,-0.1928058544122123,0.7522545962705693,stable
Beta-Alanine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00056,-0.2954477736458043,0.426029426157166,-0.4385590264598234,0.2449155394931454,-0.8872220647550404,0.0504290300258886,stable
Cytosine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00630,-0.0438676992336731,0.8593529361930456,0.1004884436239319,0.6743456537336856,0.5334787785533184,0.0395539589304661,delayed_onset
N(4)-Acetylcytosine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,,-0.0556947496460475,0.863111665516588,0.0171785246000218,0.9655261215080412,0.3874569078230783,0.3811030059814227,stable
Uracil,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00300,0.0654941760382935,0.8415285791756941,0.2831713910163186,0.3337624482432301,0.2471619654078366,0.4076289753387357,stable
Orotic Acid,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00226,0.0546882692621483,0.8801993944569466,-0.1783085400672262,0.6601946505002965,-0.3861349877072974,0.3917547052174558,stable
Dihydroorotic Acid,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00528,-3.654116032234737,0.1788939524499941,-1.43993370309004,0.2766714600387872,-0.8293489216426942,0.4505588591492343,full_recovery
Uracil 5-Carboxylic Acid/Isoorotic Acid,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,,0.0546862592216989,0.8802042192910595,-0.1783104372066643,0.6601924009941389,-0.3861370539438388,0.3917537082021395,stable
Deoxyuridine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00012,0.8577176360402249,0.0644965954421024,0.9170921532725844,0.0725360394524166,1.4772961095832036,0.0010159633081421,persistent
Cytidine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00089,-2.848653188515065,0.2153954047828556,-2.5872452491712985,0.2301305981486636,-0.128789082199977,0.8999142403492233,full_recovery
Uridine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00296,-0.0123806300439072,0.9735778224925716,0.2263642276187003,0.4942475125039584,0.2297185840405554,0.4931463555552147,stable
Uridine+Cl,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00296,0.0383995596222738,0.9192538859590392,0.3364584032588547,0.296116579632369,0.2032969754359921,0.5485541493559485,stable
Orotidine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00788,-0.2969756904199931,0.1343470059037838,-0.259447364720563,0.1523169172580926,-0.3919897274739121,0.0379803226438163,stable
UMP,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00288,0.3302087024104542,0.2681128109270538,0.9329810405009616,0.0017160739241991,0.8459160565290859,0.0036293380269911,stable
UDP,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00295,0.1747390771313566,0.0358174016306094,-0.041418003043838,0.5754928850054946,-0.1007060803085478,0.1768900028665573,stable
5-Hydroxymethyluracil,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide modification,HMDB00469,0.1154884109782741,0.6565233002649375,0.5177065172912257,0.0137345701499852,0.5238359542177582,0.0152826389359257,delayed_onset
1-Methylguanine,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide methylation,HMDB03282,-0.3721151482758478,0.111955844856165,-0.197167243013321,0.362836158512577,-0.0006729625211291,0.9973277252084884,stable
5-Methylcytidine,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide modification,HMDB00982,-0.2782658742672627,0.3476518384656372,0.0456549195830667,0.8668497634579126,0.3855243596717225,0.1179305733516516,stable
Ribothymidine,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide modification,HMDB00884,-0.1268371935231624,0.5705672291500998,-0.0705370461883852,0.6690607699207385,0.2545414263869674,0.1316824274264453,stable
2-Methyladenosine,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide modification,HMDB04326,0.3610544193056997,0.6293632351739107,0.3534148922181661,0.6693445623432982,0.189125403877044,0.8102971501315339,stable
3-Methyladenosine,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide modification,HMDB06023,0.3540408652400195,0.6344677599212515,0.3551567204371607,0.6649131305614879,0.1821118498113638,0.8163676151547133,stable
1-Methyladenosine,Purine  and pyrimidine metabolism/nucleotide metabolism,Nucleotide modification,HMDB03331,-0.1644053353535499,0.2765680657256352,-0.0966788985380866,0.505976450852901,0.1670444479485745,0.2079908144385851,stable
UDP-N-Acetylglucosamine,Amino sugar and nucleotide sugar metabolism,Nucleotide sugar metabolism,HMDB00290,0.0805531467650077,0.9021514835831076,-0.3883508547598228,0.5994634063324756,-0.9326720491787516,0.2932276631131139,delayed_onset
N-Acetylneuraminic Acid,Amino sugar and nucleotide sugar metabolism,Amino sugar metabolism,HMDB00230,0.2793665587219694,0.5935442249276677,-0.337612422760396,0.6496211573446122,-0.5274296369858593,0.4189707261914749,stable
Maleic Acid,"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB00176,-1.228635298457966,0.2988842846634219,-1.1812506453103184,0.3106204696671247,-1.0850227875882823,0.3385327480979843,persistent
Nicotinamide,"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB01406,0.4048588686819102,0.3220660216465486,-0.1069167983324133,0.823522348296249,-0.9595169367609258,0.1458659902964195,stable
Trigonelline/N-Methylnicotinate,"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB00875,-1.4580136795067449,0.1808347808407012,-1.0769240127803528,0.2566255940003211,-0.820565371564213,0.3522320976407883,partial_recovery
Nicotinamide N-Oxide,"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB02730,-0.0404577967479514,0.8595195481370093,-0.6984876898239242,0.0098884289708574,0.6258507855537456,0.0163780281064634,delayed_onset
"2,3-Pyridinedicarboxylic Acid/Quinolinic Acid","Cofactor, vitamin and antioxidant metabolism",Nicotinate and Nicotinamide Metabolism,HMDB00232,-0.1380022823004629,0.567812247531555,-0.1081467292558138,0.6013783789816392,-0.2013992630615597,0.3451766514484859,stable
1-Methylnicotinamide,"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB01464,0.9096910112386708,0.0799117772459048,1.0726903771876972,0.0168619421906164,0.6283972280994274,0.3168675323639329,partial_recovery
N1-Methy2-Pyridone-5-Carboxamide(2-PY),"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB04193,-0.0739818720291113,0.5888699147436451,0.0249241392840442,0.8329014290475696,-0.205930644248457,0.1832684272023788,stable
N1-Methy4-Pyridone-5-Carboxamide(4-PY),"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB04194,-0.3363536302051914,0.1600564738726788,0.1079412414597564,0.624596390845077,-0.0133127849837457,0.9445419449551232,stable
Dehydroascorbic Acid,"Cofactor, vitamin and antioxidant metabolism",Ascorbate and aldarate metabolism,HMDB01264,-1.3794343859664115,0.0587384674181277,-0.935161987564838,0.1311181456086672,-0.8568750938181402,0.1553908013749358,partial_recovery
Ascorbic Acid,"Cofactor, vitamin and antioxidant metabolism",Ascorbate and aldarate metabolism,HMDB00044,-0.0882688145929671,0.790358991908069,-0.3471769189431912,0.3201124413224271,0.1129907346999747,0.710312465223446,stable
Glucuronolactone,"Cofactor, vitamin and antioxidant metabolism",Ascorbate and aldarate metabolism,HMDB06355,-0.618304126841741,0.4009529779150278,-0.6610739622322394,0.3739720762417013,0.8968276676493133,0.1244857920435251,persistent
5-Oxo-Proline,"Cofactor, vitamin and antioxidant metabolism",Glutathione metabolism,HMDB00267,-0.438227124001934,0.1939995591999908,-0.3738879881501634,0.2840519649751281,-0.888787410564375,0.025168593083324,stable
N-Acetycysteine,"Cofactor, vitamin and antioxidant metabolism",Glutathione synthesis,HMDB01890,0.2280143820496422,0.4242175118377393,-0.1012320269001667,0.6643744118379924,-0.1103483564706606,0.6450861956306303,stable
Cys-Gly,"Cofactor, vitamin and antioxidant metabolism",Glutathione metabolism,HMDB00078,-0.6039474340408516,0.1157206391919165,-0.6208772424944442,0.1106847985220227,-0.6593940773590308,0.090712737973709,persistent
Ophthalmic Acid,"Cofactor, vitamin and antioxidant metabolism",Glutathione analogue,HMDB05765,-0.2138883490045596,0.285140242490135,0.0144813681505461,0.9148932461437956,-0.1796925862804785,0.2211033779150112,stable
S-Hexyglutathione,"Cofactor, vitamin and antioxidant metabolism",Glutathione metabolism,,-0.210729367388836,0.8826871006543008,-0.838382209431148,0.6329451994136471,-1.1758169386328432,0.4604307209992447,delayed_onset
Cysteineglutathione Disulfide,"Cofactor, vitamin and antioxidant metabolism",Glutathione metabolism,HMDB00656,-1.2808077643081546,0.1877097049727311,-1.704781375945945,0.1247898921877058,-0.737309363583285,0.3672233980240698,partial_recovery
Thiamine (Vit B1),"Cofactor, vitamin and antioxidant metabolism",Thiamine metabolism,HMDB00235,0.2142379471974258,0.0157259401784268,0.0669988514314201,0.3200072565478319,0.1208915948373722,0.0741218717558598,stable
Thiamine Monophosphate,"Cofactor, vitamin and antioxidant metabolism",Thiamine metabolism,HMDB02666,0.2024325808399025,0.2677942825445443,0.1288459706424,0.4979439794042598,0.1396597299412875,0.4633254797171123,stable
Pyridoxal,"Cofactor, vitamin and antioxidant metabolism",Vitamine B6 metabolism,HMDB01545,-0.8733060468993715,0.5189483472387616,-0.3690695449423604,0.6480745541369772,0.4163675633611167,0.5287108635945856,full_recovery
4-Pyridoxic Acid,"Cofactor, vitamin and antioxidant metabolism",Vitamin B6 Metabolism,HMDB00017,-1.4029436774105286,0.0653844633119997,-0.4211483858624135,0.4971781445127321,-0.4641002925988345,0.4941274877578436,full_recovery
Menaquinone (Vit K2),"Cofactor, vitamin and antioxidant metabolism","Vitamin K Metabolism, Ubiquinone and other terpenoid-quinone biosynthesis",HMDB30017,-0.403240739911921,0.3494917872873577,-0.1190553152858531,0.7660296333438872,0.1459297875716102,0.8070205955691141,stable
Ergocalciferol (Vit D2),"Cofactor, vitamin and antioxidant metabolism",Vitamin D metabolism,HMDB00900,0.4937995764867572,0.2773404200687772,0.853186666657389,0.1663750200169054,0.7897693304890587,0.1749062823768854,stable
Folic Acid,"Cofactor, vitamin and antioxidant metabolism",Folate metabolism,HMDB00121,-0.3580123117755254,0.0931439729066775,-0.1287916869389049,0.4422170007555124,-0.0095013791122604,0.950026829679246,stable
Pimelic Acid,"Cofactor, vitamin and antioxidant metabolism",Biotin metabolism,HMDB00857,-0.4810557084314141,0.0547742199086233,-0.177494551644411,0.4186020931763948,-0.0321978939043581,0.8798016216067388,stable
Erythrose,Carbohydrate metabolism,Carbohydrates,,0.0032098934234358,0.9891568137065984,-0.3334161728998293,0.2257465902183465,-0.3771486533362368,0.1744146987727393,stable
3'-Sialyllactose,Carbohydrate metabolism,"Carbohydrates, Oligosaccharide",HMDB00825,-0.1821581935442717,0.7838516577099934,-1.2800420566782114,0.1235328212247415,-0.5636997240411188,0.5321231369978853,delayed_onset
Fucose,Carbohydrate metabolism,Fructose and mannose metabolism; Glycan and glycoprotein component,HMDB00174,-0.3197324324800744,0.3383838104734143,-0.0305653968712418,0.9224931430915612,-0.3276306618815526,0.2707921653788112,stable
Galactose,Carbohydrate metabolism,Galactose metabolism,HMDB00143,-1.0615988265247664,0.3101717516529383,-0.4762699785077742,0.5842606596630366,-0.1398661755518746,0.8604858846975905,full_recovery
Sorbitol,Carbohydrate metabolism,Fructose and mannose metabolism; galactose metabolism,HMDB00247,0.2609576119314088,0.5750504789757729,-0.5595757271098959,0.1064817070299271,0.6644202680692172,0.0932743540055359,stable
Myo-Inositol,Carbohydrate metabolism,Galactose metabolism,HMDB00211,-0.3148768359502262,0.2437095441713779,-0.2627663330125278,0.3150785486571709,-0.2091833985808968,0.3990322638862528,stable
Lactose,Carbohydrate metabolism,Galactose metabolism,HMDB00186,-1.2478570888916694,0.3645853178208785,,,0.0196885454752359,0.9803139979927112,full_recovery
Sucrose,Carbohydrate metabolism,Galactose metabolism; starch and sucrose metabolism,HMDB00258,-1.27656612885822,0.3582701385783867,,,-0.0090204944913145,0.9910419172853882,full_recovery
Stachyose Hydrate,Carbohydrate metabolism,Galactose metabolism,HMDB03553,0.9755360375437104,0.2258021977003328,-1.9949847756601589,0.1632086687966296,2.602453279081227,0.1346079875867554,persistent
Galactaric Acid,Carbohydrate metabolism,"Galactose metabolism,  oxidation of galactose",HMDB00639,-0.5227533383850759,0.0659658793306915,-0.2658900398198695,0.3103986616414239,0.0779135694025077,0.7604594977603101,full_recovery
Deoxycorticosterone Acetate,Lipid metabolism,Bile acid biosynthesis,,-0.2331976159074133,0.4280617268017538,-0.5287012527264138,0.0888651939609461,-0.6240930030211751,0.0813415287914888,delayed_onset
Lithocholic Acid,Lipid metabolism,Bile acid biosynthesis,HMDB00761,0.2354657989700666,0.3875817507473226,0.1164149787831164,0.645196947951828,0.3901629513855865,0.105895981101275,stable
Chenodeoxycholate,Lipid metabolism,Bile acid biosynthesis,HMDB00518,-0.2488585750088164,0.6527127136922493,0.3303482439870397,0.4773200536988905,-0.5665436288163166,0.3526949606309516,delayed_onset
Taurolithocholic Acid,Lipid metabolism,Bile acid biosynthesis,HMDB00722,-0.1808134732171452,0.8306978183685345,-0.92090112167671,0.3692255500115694,0.1237754705348327,0.8713677980513941,stable
Taurodeoxycholate,Lipid metabolism,Bile acid biosynthesis,HMDB00896,0.4626695021237909,0.3903473992017217,1.020359983565369,0.1966237342395664,-0.1774530702941615,0.8162942406509954,stable
Taurocholic Acid,Lipid metabolism,Bile acid biosynthesis,HMDB00036,0.6420079777819299,0.2427681128821744,-0.1020346394687734,0.8589806011511187,0.9495478064829967,0.2135790738283838,persistent
Carnitine,Lipid metabolism,Carnitine metabolism,HMDB00062,0.1263494515067668,0.6671291082293392,0.0042456425413584,0.989183188541704,-0.0258347085082392,0.930564081300176,stable
Acetylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB00201,0.3411790972151824,0.3123789983587958,0.0875729971598652,0.8043044889407158,0.2836029151160157,0.4735009916516469,stable
Propionylcarnitine,Lipid metabolism,Carnitine metabolism: Succinyl-CoA biosynthesis,HMDB00824,0.1144941489423514,0.7611541744727335,-0.172632215051047,0.6648651217542603,-0.1270784496341334,0.7330111593505407,stable
Butyrylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB02013,-0.0012460412791509,0.9961672742678986,-0.2197901734220324,0.4320460131058304,-0.0991138682021027,0.7355738171175867,stable
Valerylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB13128,-0.0533560356614823,0.8779796325687126,-0.390846077567686,0.3192196965510589,-0.1722515026635662,0.6299594131198327,stable
Hexanoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB00705,0.4194291245404334,0.0596660851772134,0.2070821024777361,0.2851931958716357,0.3517889777362849,0.1113152962464716,stable
Methylglutarylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB00552,-0.0575393305636013,0.6728686967841078,-0.1560991583208573,0.3074860302386403,-0.0674662386837151,0.5975559054914386,stable
Methylmalonylcarnitine,Lipid Metabolism,Carnitine metabolism,HMDB13133,0.0514828173815957,0.6423260875961281,0.0757886515340365,0.4082320573515591,0.2001201789091242,0.0422334772158226,stable
2-Octenoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB13324,-0.462705273055605,0.1266984768422528,-0.0730387106037647,0.7895774746425837,-0.2519701213099621,0.3698331924768164,stable
Octanoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB00791,0.7039627386318036,0.0379182702399057,0.2008184494571659,0.4990024983789699,0.3854769941715015,0.1665607639341804,partial_recovery
Dodecanoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB02250,0.4315016990901014,0.3119585509933345,0.0826611694271201,0.8628304612277413,0.4337555843245732,0.3438516602241351,stable
"3,5-Tetradecadiencarnitine",Lipid metabolism,Carnitine metabolism,HMDB13331,0.428278565838311,0.3031568685896911,0.1680509186031453,0.6998083022543217,0.6621486911017767,0.1234034306056972,stable
Tetradecenoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB02014,0.4632905146559388,0.2464333391111806,0.2793203507871041,0.5341394917615832,0.7170977359159388,0.1152690992199784,stable
Hexadecenoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB13207,-0.0879117510102802,0.7848297987981299,-0.1296741220798355,0.7233789829253254,0.2603953649821836,0.4891085332062597,stable
Palmitoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB00222,-0.339713512212329,0.3278290327947512,-0.2785639756101687,0.4267460976742645,-0.1134937351769071,0.7304466206633132,stable
Linolenyl Carnitine,Lipid metabolism,Carnitine metabolism,HMDB06318,-0.8091768430280851,0.2262283102068171,-0.5343958745872686,0.3743009094213955,-0.5086845908271072,0.3991331583319669,partial_recovery
Linoleyl Carnitine,Lipid metabolism,Carnitine metabolism,HMDB06469,-1.1191969423218977,0.2040773970106242,-0.7468234526490255,0.3333621674149685,-0.6290452633226076,0.4064982435997804,partial_recovery
Oleoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB05065,-0.5742108502376158,0.2190482919594329,-0.3797613075148069,0.3968411255408151,-0.3060980699418145,0.4993423589509747,partial_recovery
Stearoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB00848,-0.9472138683302614,0.4961546741592273,-0.896833191386959,0.5129006531358522,-0.7775741307199446,0.5551559446795684,persistent
3-OH-Linolenyl carnitine,Lipid metabolism,Carnitine metabolism,,0.0102314956967994,0.9895430148411894,-0.039455068512089,0.961006996470152,0.945382844119276,0.292926635159558,delayed_onset
3-OH-Linoleyl carnitine,Lipid metabolism,Carnitine metabolism,,-0.4410132519453614,0.2708750514165923,-0.1058667556386503,0.792860284873865,-0.3761690175113136,0.3673248497688083,stable
3-OH-Oleoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB13339,-0.0610208914377159,0.8841059236675965,-0.0630848699745191,0.88666642915812,0.0508545565718112,0.9062663386621724,stable
3-OH-Stearoylcarnitine,Lipid metabolism,Carnitine metabolism,HMDB13154,-0.9973743255078676,0.5313386346229068,-0.9195538092837128,0.6111455781110018,-0.9609960901553214,0.5420938376251132,persistent
3-Dehydroxycarnitine,Lipid metabolism,Carnitine metabolism,,0.1715127700486372,0.359425189965567,-0.0959805011897074,0.6666743507642889,-0.0981107825632155,0.6407365283406401,stable
Tiglylcarnitine,Lipid metabolism,Carnitine metabolism,,0.0173665312340019,0.9551020094666742,0.2345577315617278,0.421011823094687,-0.3729532057120925,0.297009309921346,stable
2-Methylbutyroylcarnitine,Lipid metabolism,Carnitine metabolism,,-0.0718365342920585,0.8340097810464115,-0.3945292460856089,0.3015523526091841,-0.1803631067290063,0.6066851850995456,stable
Malonylcarnitine,Lipid metabolism,Carnitine metabolism,,0.0642303465116458,0.8778994111078602,0.1378162439644036,0.6952078145935865,0.0676990972116878,0.8668680942394126,stable
Hydroxybutyrylcarnitine,Lipid metabolism,Carnitine metabolism,,0.5634304875357333,0.017048144770009,0.439697379623941,0.3251708463788304,0.0680242206320892,0.7948702504428653,full_recovery
Glutarylcarnitine,Lipid metabolism,Carnitine metabolism,,0.0206310877828996,0.9041054068967238,-0.0275198377380782,0.8500939565584119,0.0707004608768509,0.6718076152131778,stable
3-Methylglutarylcarnitine,Lipid metabolism,Carnitine metabolism,,-0.094273118556022,0.7467738157282637,-0.248151047213408,0.4058209866668832,-0.2774628424385438,0.3604855575978075,stable
Pimelylcarnitine,Lipid metabolism,Carnitine metabolism,,-0.2975840763905378,0.3528629381990706,-0.597680768839742,0.0842391022240441,0.0039202746856598,0.9903904578327332,stable
hydroxyoctanoyl carnitine,Lipid metabolism,Carnitine metabolism,,0.3034836656197128,0.4375869126811336,-0.0719996411534675,0.868945216335569,0.0822485491646818,0.8486062097254095,stable
Decenoylcarnitine,Lipid metabolism,Carnitine metabolism,,0.3418124810945516,0.2331485287288104,0.116593497215086,0.6885183022211254,0.425017528222579,0.1253931520934496,stable
Decanoylcarnitine,Lipid metabolism,Carnitine metabolism,,0.7806954305019594,0.0499673772853856,0.2804493293531998,0.4949758110592213,0.5643802201727083,0.1434817323434989,partial_recovery
Keto-decanoylcarnitine,Lipid metabolism,Carnitine metabolism,,-0.0270567292046297,0.9330843698573174,-0.7839813431278669,0.1020200642532578,0.1704885385677786,0.5695982036794571,stable
 Dimethylnonanoyl carnitine,Lipid metabolism,Carnitine metabolism,,-0.1195347474713804,0.7476982243706034,0.0324754762294185,0.9329225386514144,0.2112097302778514,0.5542235577421036,stable
hydroxydecanoyl carnitine,Lipid metabolism,Carnitine metabolism,,0.3850452263361399,0.2699458915414788,-0.03220310049569,0.9311907184296764,0.285037992257067,0.4473119150004941,stable
Dodecenoylcarnitine,Lipid metabolism,Carnitine metabolism,,0.3663220716621382,0.3297076309865885,0.220490570529266,0.589758021450947,0.5863866168220009,0.1442395444734755,stable
Dodecanedioylcarnitine,Lipid metabolism,Carnitine metabolism,,0.0293001607046513,0.9479967590234804,0.337808944251581,0.4102565301381466,0.3203297221092858,0.4218187147403104,stable
Hydroxy-tetradecadiencarnitine,Lipid metabolism,Carnitine metabolism,,0.1560510316739595,0.4970597226979302,-0.1750961742943698,0.4184922952268689,-0.204187377573716,0.4932138917779555,stable
Hexadecadienoylcarnitine,Lipid metabolism,Carnitine metabolism,,0.1955174097772885,0.6889128636367488,0.0217989847596515,0.9664785664725968,0.5631193806093493,0.2724936952047173,delayed_onset
Hexadecanedioic acid mono-L-carnitine ester,Lipid metabolism,Carnitine metabolism,,0.9857722467833928,0.2461212498423578,0.8216031470940585,0.3697787362645123,0.6823327435028,0.4973829922252564,partial_recovery
Hydroxy-octadecenoylcarnitine,Lipid metabolism,Carnitine metabolism,,0.1650849465713582,0.2956885731855537,0.280686920999278,0.1350254671247015,-0.1020193065374227,0.5697121939538652,stable
Cervonyl carnitine,Lipid metabolism,Carnitine metabolism,,-0.3357302495049796,0.0906566448586467,-0.1021897219108512,0.5493260178346707,0.1140325108220596,0.4602485737953141,stable
Malondialdehyde,Lipid metabolism,Oxidative Stress; Lipid Peroxidation; Oxidative Damage,HMDB06112,-1.5640290196593858,0.1370752373023962,-1.3808002537970518,0.1666894332329886,-1.961461128900608,0.0995597354306205,persistent
Archidonoyl Glycine,Lipid metabolism,"Fatty acid metabolism, acylglycine",HMDB05096,0.281677181539879,0.2886098012190109,0.3394248297194202,0.285028650237753,0.3155444452555903,0.4596516981174982,stable
N-Linoleoylglycine,Lipid metabolism,"Fatty acid metabolism, acylglycine",,-0.1118481974420109,0.7870251739692633,1.1920816655494777,0.0210258147736605,1.2595072614984937,0.0830307360569714,delayed_onset
Isovaleric Acid,Lipid metabolism,"Fatty Acid metabolism, Branched fatty acids",HMDB00718,-0.1798785682877196,0.421536013465416,-0.1355636233753172,0.5252520547125089,0.0886167811769636,0.6022254738843813,stable
Malonic Acid,Lipid metabolism,Fatty acid biosynthesis,HMDB00691,0.6103084397964302,0.0833271162308329,0.0206743508848372,0.9320323508413624,-0.1336848266669042,0.5891873186411134,full_recovery
5-Hydroxyhexanoic Acid,Lipid metabolism,Fatty acid metabolism,HMDB00525,0.5373979089255073,0.0631948837519739,0.275822589355063,0.3227690866522763,0.3236283058461491,0.2202921729956863,partial_recovery
10-Hydroxydecanoate,Lipid metabolism,Fatty acid metabolism,,-0.0839300590335394,0.8456922464871591,-0.421909811868057,0.3966320206716003,-0.1433722154918876,0.7445388447365116,stable
Lysophosphatidic Acid,Lipid metabolism,Glycerophospholipid metabolism,HMDB07855,0.1239410757256671,0.410235361326503,-0.1127566431651001,0.449687265580492,-0.1947412349485902,0.2132929314983919,stable
Phosphocholine,Lipid metabolism,"Glycerophospholipid metabolism, choline metabolism",HMDB01565,0.2678506567870508,0.1156773403102583,-0.0577829515345071,0.6814694653394495,-0.4266209722369516,0.0033758255570025,stable
Glycerylphosphorylethanolamine,Lipid metabolism,Glycerophospholipid metabolism,HMDB00114,-0.9973183187657746,0.1694862955319291,-0.5007305404742104,0.4820781848835226,0.7674921908241341,0.1265673235688718,persistent
Glycerol 1-Phosphoserine,Lipid metabolism,Glycerophospholipid metabolism,,0.0873631769992357,0.7526991185832974,0.0096555424453594,0.970595063970902,-0.0539225098941095,0.8437453851946458,stable
Trimethylamine N-Oxide,Lipid metabolism,Glycerophospholipid metabolism,HMDB00925,-0.2158420980905274,0.7728068397157604,-0.5917410509841886,0.4881982468543185,-1.0698500944099265,0.2606980106379298,delayed_onset
Sn-Glycero3-Phosphocholine,Lipid metabolism,Glycerophospholipid metabolism,HMDB00086,-0.785217518570151,0.1320460316042155,-0.8709277623443837,0.1093359766710826,-0.9983342739670388,0.0780401572059143,persistent
LysoPC(16:1),Lipid metabolism,Glycerophospholipid metabolism,HMDB10383,-1.088656866544093,0.0107522717010131,-0.5053040674041585,0.1247440607458069,0.076672303106101,0.7851681191934892,full_recovery
LysoPC(16:0),Lipid metabolism,Glycerophospholipid metabolism,HMDB10382,-0.7715310117203398,0.0239362584994271,-0.5022322518443161,0.094660178713871,-0.1623383041543205,0.5342820741387568,full_recovery
LysoPC(18:3),Lipid metabolism,Glycerophospholipid metabolism,HMDB10388,-1.0712460860281363,0.0067740685963891,-0.2008516061688538,0.4926087780774586,0.0153960502645358,0.9516293709482778,full_recovery
LysoPC(18:2),Lipid metabolism,Glycerophospholipid metabolism,HMDB10386,1.9797188697098105,0.0161303312796105,1.1271445223094818,0.1170753568134232,1.2612595518163965,0.0781461136879692,partial_recovery
LysoPC(18:1),Lipid metabolism,Glycerophospholipid metabolism,HMDB10385,-0.6310479701093389,0.018978551028845,-0.2407838219471041,0.2584133297597159,0.0533401476554403,0.7838459557696005,full_recovery
LysoPC(18:0),Lipid metabolism,Glycerophospholipid metabolism,HMDB10384,-1.007732733444849,0.0282239087440203,-0.3314517419013382,0.3386484008267233,-0.0409637527292954,0.8975522915821388,full_recovery
