metabolite_id,metabolite_name,HMDB_id,KEGG_id,pathway,super_pathway,log2FoldChange,pvalue,padj,baseMean,comparison,mission
MET_I4_0132,Uric Acid,HMDB00289,C00366,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.0734587148441744,0.7949950372352399,0.931279900761281,42026280.66666666,R+1_vs_Preflight,Inspiration4
MET_I4_0133,5-Hydroxyisourate,HMDB11821,C11821,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.1805789750321043,0.4948446975003381,0.786575210304444,250833.59166666667,R+1_vs_Preflight,Inspiration4
MET_I4_0134,Adenosine,HMDB00050,C00212,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.7538307902000876,0.2765550052272543,0.6279076641753747,11878.292428571429,R+1_vs_Preflight,Inspiration4
MET_I4_0135,Inosine,HMDB00195,C00294,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,6.155514013389829,0.0016045758088116,0.1981528754208853,67985.92688888889,R+1_vs_Preflight,Inspiration4
MET_I4_0136,Succinoadenosine,HMDB00912,,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.1049297472900076,0.77096039547116,0.9269571401909784,32553.963333333337,R+1_vs_Preflight,Inspiration4
MET_I4_0137,Adenylosuccinate,HMDB00536,C03794,,Purine  and pyrimidine metabolism/nucleotide metabolism,0.327079441120421,0.2004276975240613,0.5794416127137928,11356.951916666663,R+1_vs_Preflight,Inspiration4
MET_I4_0138,5'-Phosphoribosylglycinamide(GAR),HMDB02022,C03838,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.1051414439242195,0.5752977265915238,0.8303133158069599,19863.573333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0139,5'-Phosphoribosyl-N-formylglycinamide (FGAR),HMDB01308,C04376,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.0476737009598369,0.4402957844910249,0.732743169023809,9247777.333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0140,N-FormyGAR (FGAR)--riboside,HMDB01308,C04376,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.1041797866080578,0.5429149646691499,0.8130780389674174,3556734.1666666665,R+1_vs_Preflight,Inspiration4
MET_I4_0141,AICA riboside,HMDB62179,,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.1254361338908975,0.6181291360418993,0.8372740894061015,40757.93333333333,R+1_vs_Preflight,Inspiration4
MET_I4_0142,SAICAR-riboside,,,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.7968447659973639,0.1624438061729191,0.5347602670363982,2807.9129166666667,R+1_vs_Preflight,Inspiration4
MET_I4_0143,GAR riboside,,,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.8324283684978825,0.1390756064263267,0.4830978168845363,9610.7005,R+1_vs_Preflight,Inspiration4
MET_I4_0144,AMP,HMDB00045,C00020,Purine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.0489532711939986,0.8998847463021185,0.9581525720090784,30345.636,R+1_vs_Preflight,Inspiration4
MET_I4_0145,ADP,HMDB01341,C00008,Purine metabolism. Oxidative phosphorylation,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.1615749030220902,0.7690779310347073,0.9269571401909784,43561.90958333334,R+1_vs_Preflight,Inspiration4
MET_I4_0146,Beta-Alanine,HMDB00056,C00099,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.2954477736458043,0.426029426157166,0.7184386611018111,11686.357499999998,R+1_vs_Preflight,Inspiration4
MET_I4_0147,Cytosine,HMDB00630,C00380,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.0438676992336731,0.8593529361930456,0.9514184856318494,70676.94083333334,R+1_vs_Preflight,Inspiration4
MET_I4_0148,N(4)-Acetylcytosine,,,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.0556947496460475,0.863111665516588,0.9514184856318494,15090.00509090909,R+1_vs_Preflight,Inspiration4
MET_I4_0149,Uracil,HMDB00300,C00106,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.0654941760382935,0.8415285791756941,0.9464573296963542,1156837.066666667,R+1_vs_Preflight,Inspiration4
MET_I4_0150,Orotic Acid,HMDB00226,C00295,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.0546882692621483,0.8801993944569466,0.9514184856318494,7070.9055,R+1_vs_Preflight,Inspiration4
MET_I4_0151,Dihydroorotic Acid,HMDB00528,C00337,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-3.654116032234737,0.1788939524499941,0.551057338913218,53637.032636363634,R+1_vs_Preflight,Inspiration4
MET_I4_0152,Uracil 5-Carboxylic Acid/Isoorotic Acid,,C03030,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.0546862592216989,0.8802042192910595,0.9514184856318494,7070.913666666667,R+1_vs_Preflight,Inspiration4
MET_I4_0153,Deoxyuridine,HMDB00012,C00526,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.8577176360402249,0.0644965954421024,0.4132029385853039,9851.194,R+1_vs_Preflight,Inspiration4
MET_I4_0154,Cytidine,HMDB00089,C00475,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-2.848653188515065,0.2153954047828556,0.5880403552006206,115602.9026,R+1_vs_Preflight,Inspiration4
MET_I4_0155,Uridine,HMDB00296,C00299,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.0123806300439072,0.9735778224925716,0.9911593633050786,463110.5500000001,R+1_vs_Preflight,Inspiration4
MET_I4_0156,Uridine+Cl,HMDB00296,C00299,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.0383995596222738,0.9192538859590392,0.9663951108800156,8683359.416666666,R+1_vs_Preflight,Inspiration4
MET_I4_0157,Orotidine,HMDB00788,C01103,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.2969756904199931,0.1343470059037838,0.4770905485244605,229307.8416666667,R+1_vs_Preflight,Inspiration4
MET_I4_0158,UMP,HMDB00288,C00105,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.3302087024104542,0.2681128109270538,0.6279076641753747,76400.39333333333,R+1_vs_Preflight,Inspiration4
MET_I4_0159,UDP,HMDB00295,C00015,Pyrimidine metabolism,Purine  and pyrimidine metabolism/nucleotide metabolism,0.1747390771313566,0.0358174016306094,0.3846106698905918,122707.39166666663,R+1_vs_Preflight,Inspiration4
MET_I4_0160,5-Hydroxymethyluracil,HMDB00469,C03088,Nucleotide modification,Purine  and pyrimidine metabolism/nucleotide metabolism,0.1154884109782741,0.6565233002649375,0.8532910905460716,6757.410416666667,R+1_vs_Preflight,Inspiration4
MET_I4_0161,1-Methylguanine,HMDB03282,C04152,Nucleotide methylation,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.3721151482758478,0.111955844856165,0.4683643946690702,362136.0333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0162,5-Methylcytidine,HMDB00982,,Nucleotide modification,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.2782658742672627,0.3476518384656372,0.6643685557118745,49205.65333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0163,Ribothymidine,HMDB00884,C16744,Nucleotide modification,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.1268371935231624,0.5705672291500998,0.8303133158069599,55907.28833333333,R+1_vs_Preflight,Inspiration4
MET_I4_0164,2-Methyladenosine,HMDB04326,C04779,Nucleotide modification,Purine  and pyrimidine metabolism/nucleotide metabolism,0.3610544193056997,0.6293632351739107,0.8372944515145536,42482.3155,R+1_vs_Preflight,Inspiration4
MET_I4_0165,3-Methyladenosine,HMDB06023,,Nucleotide modification,Purine  and pyrimidine metabolism/nucleotide metabolism,0.3540408652400195,0.6344677599212515,0.8391347792506875,42689.34291666667,R+1_vs_Preflight,Inspiration4
MET_I4_0166,1-Methyladenosine,HMDB03331,C02494,Nucleotide modification,Purine  and pyrimidine metabolism/nucleotide metabolism,-0.1644053353535499,0.2765680657256352,0.6279076641753747,69267.59833333334,R+1_vs_Preflight,Inspiration4
MET_I4_0167,UDP-N-Acetylglucosamine,HMDB00290,C00043,Nucleotide sugar metabolism,Amino sugar and nucleotide sugar metabolism,0.0805531467650077,0.9021514835831076,0.9581525720090784,45390.85324999999,R+1_vs_Preflight,Inspiration4
MET_I4_0168,N-Acetylneuraminic Acid,HMDB00230,C00270,Amino sugar metabolism,Amino sugar and nucleotide sugar metabolism,0.2793665587219694,0.5935442249276677,0.8365263920074316,14152.312666666665,R+1_vs_Preflight,Inspiration4
MET_I4_0169,Maleic Acid,HMDB00176,C01384,Nicotinate and nicotinamide metabolism,"Cofactor, vitamin and antioxidant metabolism",-1.228635298457966,0.2988842846634219,0.6515513817823106,281564.825,R+1_vs_Preflight,Inspiration4
MET_I4_0170,Nicotinamide,HMDB01406,C00153,Nicotinate and nicotinamide metabolism,"Cofactor, vitamin and antioxidant metabolism",0.4048588686819102,0.3220660216465486,0.6537848462414385,200763.7488,R+1_vs_Preflight,Inspiration4
MET_I4_0171,Trigonelline/N-Methylnicotinate,HMDB00875,C01004,Nicotinate and nicotinamide metabolism,"Cofactor, vitamin and antioxidant metabolism",-1.4580136795067449,0.1808347808407012,0.551057338913218,1823753.1166666665,R+1_vs_Preflight,Inspiration4
MET_I4_0172,Nicotinamide N-Oxide,HMDB02730,,Nicotinate and nicotinamide metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.0404577967479514,0.8595195481370093,0.9514184856318494,128774.54583333332,R+1_vs_Preflight,Inspiration4
MET_I4_0173,"2,3-Pyridinedicarboxylic Acid/Quinolinic Acid",HMDB00232,C03722,Nicotinate and Nicotinamide Metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.1380022823004629,0.567812247531555,0.8303133158069599,536269.4833333333,R+1_vs_Preflight,Inspiration4
MET_I4_0174,1-Methylnicotinamide,HMDB01464,C02918,Nicotinate and nicotinamide metabolism,"Cofactor, vitamin and antioxidant metabolism",0.9096910112386708,0.0799117772459048,0.4393682020118479,37717.05054545454,R+1_vs_Preflight,Inspiration4
MET_I4_0175,N1-Methy2-Pyridone-5-Carboxamide(2-PY),HMDB04193,C05842,Nicotinate and nicotinamide metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.0739818720291113,0.5888699147436451,0.8325402242927398,127373.78500000002,R+1_vs_Preflight,Inspiration4
MET_I4_0176,N1-Methy4-Pyridone-5-Carboxamide(4-PY),HMDB04194,C05843,Nicotinate and nicotinamide metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.3363536302051914,0.1600564738726788,0.5307755126218981,537163.2166666667,R+1_vs_Preflight,Inspiration4
MET_I4_0177,Dehydroascorbic Acid,HMDB01264,C05422,Ascorbate and aldarate metabolism,"Cofactor, vitamin and antioxidant metabolism",-1.3794343859664115,0.0587384674181277,0.4132029385853039,490939.35,R+1_vs_Preflight,Inspiration4
MET_I4_0178,Ascorbic Acid,HMDB00044,C00072,Ascorbate and aldarate metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.0882688145929671,0.790358991908069,0.931279900761281,158357.1625,R+1_vs_Preflight,Inspiration4
MET_I4_0179,Glucuronolactone,HMDB06355,C02670,Ascorbate and aldarate metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.618304126841741,0.4009529779150278,0.7063663790612404,22702.0915,R+1_vs_Preflight,Inspiration4
MET_I4_0180,5-Oxo-Proline,HMDB00267,C01879,Glutathione metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.438227124001934,0.1939995591999908,0.574788243588648,1933206.75,R+1_vs_Preflight,Inspiration4
MET_I4_0181,N-Acetycysteine,HMDB01890,C06809,Glutathione synthesis,"Cofactor, vitamin and antioxidant metabolism",0.2280143820496422,0.4242175118377393,0.7184386611018111,68872.0775,R+1_vs_Preflight,Inspiration4
MET_I4_0182,Cys-Gly,HMDB00078,C01419,Glutathione metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.6039474340408516,0.1157206391919165,0.4683643946690702,23062.48083333333,R+1_vs_Preflight,Inspiration4
MET_I4_0183,Ophthalmic Acid,HMDB05765,,Glutathione analogue,"Cofactor, vitamin and antioxidant metabolism",-0.2138883490045596,0.285140242490135,0.635057202635105,26845.626666666667,R+1_vs_Preflight,Inspiration4
MET_I4_0184,S-Hexyglutathione,,,Glutathione metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.210729367388836,0.8826871006543008,0.9514184856318494,4492.707209090909,R+1_vs_Preflight,Inspiration4
MET_I4_0185,Cysteineglutathione Disulfide,HMDB00656,,Glutathione metabolism,"Cofactor, vitamin and antioxidant metabolism",-1.2808077643081546,0.1877097049727311,0.5681683016288708,64168.10083333333,R+1_vs_Preflight,Inspiration4
MET_I4_0186,Thiamine (Vit B1),HMDB00235,C00378,Thiamine metabolism,"Cofactor, vitamin and antioxidant metabolism",0.2142379471974258,0.0157259401784268,0.3287483011092887,66886.25,R+1_vs_Preflight,Inspiration4
MET_I4_0187,Thiamine Monophosphate,HMDB02666,C01081,Thiamine metabolism,"Cofactor, vitamin and antioxidant metabolism",0.2024325808399025,0.2677942825445443,0.6279076641753747,2462912.1666666665,R+1_vs_Preflight,Inspiration4
MET_I4_0188,Pyridoxal,HMDB01545,C00250,Vitamine B6 metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.8733060468993715,0.5189483472387616,0.8023312309255253,7643.629545454544,R+1_vs_Preflight,Inspiration4
MET_I4_0189,4-Pyridoxic Acid,HMDB00017,C00847,Vitamin B6 Metabolism,"Cofactor, vitamin and antioxidant metabolism",-1.4029436774105286,0.0653844633119997,0.4132029385853039,39987.57,R+1_vs_Preflight,Inspiration4
MET_I4_0190,Menaquinone (Vit K2),HMDB30017,C00828,"Vitamin K Metabolism, Ubiquinone and other terpenoid-quinone biosynthesis","Cofactor, vitamin and antioxidant metabolism",-0.403240739911921,0.3494917872873577,0.6650666500700352,56068.64000000001,R+1_vs_Preflight,Inspiration4
MET_I4_0191,Ergocalciferol (Vit D2),HMDB00900,C05441,Vitamin D metabolism,"Cofactor, vitamin and antioxidant metabolism",0.4937995764867572,0.2773404200687772,0.6279076641753747,12590.146833333332,R+1_vs_Preflight,Inspiration4
MET_I4_0192,Folic Acid,HMDB00121,C00504,Folate metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.3580123117755254,0.0931439729066775,0.44943203779015,14500.693166666666,R+1_vs_Preflight,Inspiration4
MET_I4_0193,Pimelic Acid,HMDB00857,C02656,Biotin metabolism,"Cofactor, vitamin and antioxidant metabolism",-0.4810557084314141,0.0547742199086233,0.4132029385853039,110304.87333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0194,Erythrose,,C01796,Carbohydrates,Carbohydrate metabolism,0.0032098934234358,0.9891568137065984,0.9943092592316188,66936.62000000001,R+1_vs_Preflight,Inspiration4
MET_I4_0195,3'-Sialyllactose,HMDB00825,,"Carbohydrates, Oligosaccharide",Carbohydrate metabolism,-0.1821581935442717,0.7838516577099934,0.931279900761281,14641.965222222225,R+1_vs_Preflight,Inspiration4
MET_I4_0196,Fucose,HMDB00174,C01019,Fructose and mannose metabolism; Glycan and glycoprotein component,Carbohydrate metabolism,-0.3197324324800744,0.3383838104734143,0.6635265153196083,26454.921833333337,R+1_vs_Preflight,Inspiration4
MET_I4_0197,Galactose,HMDB00143,C01582,Galactose metabolism,Carbohydrate metabolism,-1.0615988265247664,0.3101717516529383,0.6522357789806338,636396.0158333333,R+1_vs_Preflight,Inspiration4
MET_I4_0198,Sorbitol,HMDB00247,C00749,Fructose and mannose metabolism; galactose metabolism,Carbohydrate metabolism,0.2609576119314088,0.5750504789757729,0.8303133158069599,197725.23166666663,R+1_vs_Preflight,Inspiration4
MET_I4_0199,Myo-Inositol,HMDB00211,C00137,Galactose metabolism,Carbohydrate metabolism,-0.3148768359502262,0.2437095441713779,0.6106672304348486,551244.0416666666,R+1_vs_Preflight,Inspiration4
MET_I4_0200,Lactose,HMDB00186,C00243,Galactose metabolism,Carbohydrate metabolism,-1.2478570888916694,0.3645853178208785,0.6753787462054534,34781.7921,R+1_vs_Preflight,Inspiration4
MET_I4_0201,Sucrose,HMDB00258,C00089,Galactose metabolism; starch and sucrose metabolism,Carbohydrate metabolism,-1.27656612885822,0.3582701385783867,0.6716913961512664,35480.86809999999,R+1_vs_Preflight,Inspiration4
MET_I4_0202,Stachyose Hydrate,HMDB03553,C01613,Galactose metabolism,Carbohydrate metabolism,0.9755360375437104,0.2258021977003328,0.5966606310133014,16373.77,R+1_vs_Preflight,Inspiration4
MET_I4_0203,Galactaric Acid,HMDB00639,C00879,"Galactose metabolism,  oxidation of galactose",Carbohydrate metabolism,-0.5227533383850759,0.0659658793306915,0.4132029385853039,484147.5916666666,R+1_vs_Preflight,Inspiration4
MET_I4_0204,Deoxycorticosterone Acetate,,C14554,Bile acid biosynthesis,Lipid metabolism,-0.2331976159074133,0.4280617268017538,0.7184386611018111,40754.31333333333,R+1_vs_Preflight,Inspiration4
MET_I4_0205,Lithocholic Acid,HMDB00761,C03990,Bile acid biosynthesis,Lipid metabolism,0.2354657989700666,0.3875817507473226,0.6953615185590964,74977.33454545453,R+1_vs_Preflight,Inspiration4
MET_I4_0206,Chenodeoxycholate,HMDB00518,C02528,Bile acid biosynthesis,Lipid metabolism,-0.2488585750088164,0.6527127136922493,0.8508923513556516,9057.41909090909,R+1_vs_Preflight,Inspiration4
MET_I4_0207,Taurolithocholic Acid,HMDB00722,C02592,Bile acid biosynthesis,Lipid metabolism,-0.1808134732171452,0.8306978183685345,0.9424372905349326,48522.17136363637,R+1_vs_Preflight,Inspiration4
MET_I4_0208,Taurodeoxycholate,HMDB00896,C05463,Bile acid biosynthesis,Lipid metabolism,0.4626695021237909,0.3903473992017217,0.6958366681421996,194660.31833333336,R+1_vs_Preflight,Inspiration4
MET_I4_0209,Taurocholic Acid,HMDB00036,C05122,Bile acid biosynthesis,Lipid metabolism,0.6420079777819299,0.2427681128821744,0.6106672304348486,63895.23308333333,R+1_vs_Preflight,Inspiration4
MET_I4_0210,Carnitine,HMDB00062,C00318,Carnitine metabolism,Lipid metabolism,0.1263494515067668,0.6671291082293392,0.860758957099996,58599894.5,R+1_vs_Preflight,Inspiration4
MET_I4_0211,Acetylcarnitine,HMDB00201,C02571,Carnitine metabolism,Lipid metabolism,0.3411790972151824,0.3123789983587958,0.6522357789806338,18937830.666666668,R+1_vs_Preflight,Inspiration4
MET_I4_0212,Propionylcarnitine,HMDB00824,C03017,Carnitine metabolism: Succinyl-CoA biosynthesis,Lipid metabolism,0.1144941489423514,0.7611541744727335,0.9252844546824874,1589050.9666666668,R+1_vs_Preflight,Inspiration4
MET_I4_0213,Butyrylcarnitine,HMDB02013,C02862,Carnitine metabolism,Lipid metabolism,-0.0012460412791509,0.9961672742678986,0.9965672556695544,928492.3333333334,R+1_vs_Preflight,Inspiration4
MET_I4_0214,Valerylcarnitine,HMDB13128,,Carnitine metabolism,Lipid metabolism,-0.0533560356614823,0.8779796325687126,0.9514184856318494,785110.6333333333,R+1_vs_Preflight,Inspiration4
MET_I4_0215,Hexanoylcarnitine,HMDB00705,,Carnitine metabolism,Lipid metabolism,0.4194291245404334,0.0596660851772134,0.4132029385853039,199915.04166666663,R+1_vs_Preflight,Inspiration4
MET_I4_0216,Methylglutarylcarnitine,HMDB00552,,Carnitine metabolism,Lipid metabolism,-0.0575393305636013,0.6728686967841078,0.8611912866684058,83961.5825,R+1_vs_Preflight,Inspiration4
MET_I4_0217,Methylmalonylcarnitine,HMDB13133,,Carnitine metabolism,Lipid Metabolism,0.0514828173815957,0.6423260875961281,0.8470440511867069,26515.14,R+1_vs_Preflight,Inspiration4
MET_I4_0218,2-Octenoylcarnitine,HMDB13324,,Carnitine metabolism,Lipid metabolism,-0.462705273055605,0.1266984768422528,0.470632807493079,999606.7166666668,R+1_vs_Preflight,Inspiration4
MET_I4_0219,Octanoylcarnitine,HMDB00791,C02838,Carnitine metabolism,Lipid metabolism,0.7039627386318036,0.0379182702399057,0.3886622699590338,178939.86916666667,R+1_vs_Preflight,Inspiration4
MET_I4_0220,Dodecanoylcarnitine,HMDB02250,,Carnitine metabolism,Lipid metabolism,0.4315016990901014,0.3119585509933345,0.6522357789806338,195379.665,R+1_vs_Preflight,Inspiration4
MET_I4_0221,"3,5-Tetradecadiencarnitine",HMDB13331,,Carnitine metabolism,Lipid metabolism,0.428278565838311,0.3031568685896911,0.6522357789806338,162330.1991666667,R+1_vs_Preflight,Inspiration4
MET_I4_0222,Tetradecenoylcarnitine,HMDB02014,,Carnitine metabolism,Lipid metabolism,0.4632905146559388,0.2464333391111806,0.6106672304348486,233900.92833333332,R+1_vs_Preflight,Inspiration4
MET_I4_0223,Hexadecenoylcarnitine,HMDB13207,,Carnitine metabolism,Lipid metabolism,-0.0879117510102802,0.7848297987981299,0.931279900761281,116652.74333333336,R+1_vs_Preflight,Inspiration4
MET_I4_0224,Palmitoylcarnitine,HMDB00222,C02990,Carnitine metabolism,Lipid metabolism,-0.339713512212329,0.3278290327947512,0.655057892400667,492035.25,R+1_vs_Preflight,Inspiration4
MET_I4_0225,Linolenyl Carnitine,HMDB06318,,Carnitine metabolism,Lipid metabolism,-0.8091768430280851,0.2262283102068171,0.5966606310133014,100302.595,R+1_vs_Preflight,Inspiration4
MET_I4_0226,Linoleyl Carnitine,HMDB06469,,Carnitine metabolism,Lipid metabolism,-1.1191969423218977,0.2040773970106242,0.5825247218467818,887910.8249999998,R+1_vs_Preflight,Inspiration4
MET_I4_0227,Oleoylcarnitine,HMDB05065,,Carnitine metabolism,Lipid metabolism,-0.5742108502376158,0.2190482919594329,0.5880403552006206,1496180.8583333334,R+1_vs_Preflight,Inspiration4
MET_I4_0228,Stearoylcarnitine,HMDB00848,,Carnitine metabolism,Lipid metabolism,-0.9472138683302614,0.4961546741592273,0.786575210304444,597224.8250000001,R+1_vs_Preflight,Inspiration4
MET_I4_0229,3-OH-Linolenyl carnitine,,,Carnitine metabolism,Lipid metabolism,0.0102314956967994,0.9895430148411894,0.9943092592316188,4356.7432,R+1_vs_Preflight,Inspiration4
MET_I4_0230,3-OH-Linoleyl carnitine,,,Carnitine metabolism,Lipid metabolism,-0.4410132519453614,0.2708750514165923,0.6279076641753747,6075.270166666666,R+1_vs_Preflight,Inspiration4
MET_I4_0231,3-OH-Oleoylcarnitine,HMDB13339,,Carnitine metabolism,Lipid metabolism,-0.0610208914377159,0.8841059236675965,0.9514184856318494,17097.970416666667,R+1_vs_Preflight,Inspiration4
MET_I4_0232,3-OH-Stearoylcarnitine,HMDB13154,,Carnitine metabolism,Lipid metabolism,-0.9973743255078676,0.5313386346229068,0.8041400141440636,8646.17381818182,R+1_vs_Preflight,Inspiration4
MET_I4_0233,3-Dehydroxycarnitine,,,Carnitine metabolism,Lipid metabolism,0.1715127700486372,0.359425189965567,0.6716913961512664,1178289.4,R+1_vs_Preflight,Inspiration4
MET_I4_0234,Tiglylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.0173665312340019,0.9551020094666742,0.986479675918489,83694.90416666666,R+1_vs_Preflight,Inspiration4
MET_I4_0235,2-Methylbutyroylcarnitine,,,Carnitine metabolism,Lipid metabolism,-0.0718365342920585,0.8340097810464115,0.9424372905349326,805198.7666666666,R+1_vs_Preflight,Inspiration4
MET_I4_0236,Malonylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.0642303465116458,0.8778994111078602,0.9514184856318494,18203.16633333333,R+1_vs_Preflight,Inspiration4
MET_I4_0237,Hydroxybutyrylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.5634304875357333,0.017048144770009,0.3287483011092887,167271.0416666667,R+1_vs_Preflight,Inspiration4
MET_I4_0238,Glutarylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.0206310877828996,0.9041054068967238,0.9581525720090784,224065.4583333333,R+1_vs_Preflight,Inspiration4
MET_I4_0239,3-Methylglutarylcarnitine,,,Carnitine metabolism,Lipid metabolism,-0.094273118556022,0.7467738157282637,0.9188335127824035,152036.26416666666,R+1_vs_Preflight,Inspiration4
MET_I4_0240,Pimelylcarnitine,,,Carnitine metabolism,Lipid metabolism,-0.2975840763905378,0.3528629381990706,0.6686604417133649,66759.52083333334,R+1_vs_Preflight,Inspiration4
MET_I4_0241,hydroxyoctanoyl carnitine,,,Carnitine metabolism,Lipid metabolism,0.3034836656197128,0.4375869126811336,0.7309322134044121,269145.50333333336,R+1_vs_Preflight,Inspiration4
MET_I4_0242,Decenoylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.3418124810945516,0.2331485287288104,0.6059032010531085,132132.69250000003,R+1_vs_Preflight,Inspiration4
MET_I4_0243,Decanoylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.7806954305019594,0.0499673772853856,0.4132029385853039,183874.66666666663,R+1_vs_Preflight,Inspiration4
MET_I4_0244,Keto-decanoylcarnitine,,,Carnitine metabolism,Lipid metabolism,-0.0270567292046297,0.9330843698573174,0.9786536065247676,187369.13000000003,R+1_vs_Preflight,Inspiration4
MET_I4_0245, Dimethylnonanoyl carnitine,,,Carnitine metabolism,Lipid metabolism,-0.1195347474713804,0.7476982243706034,0.9188335127824035,69515.62583333334,R+1_vs_Preflight,Inspiration4
MET_I4_0246,hydroxydecanoyl carnitine,,,Carnitine metabolism,Lipid metabolism,0.3850452263361399,0.2699458915414788,0.6279076641753747,120389.18583333334,R+1_vs_Preflight,Inspiration4
MET_I4_0247,Dodecenoylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.3663220716621382,0.3297076309865885,0.655057892400667,225360.68166666667,R+1_vs_Preflight,Inspiration4
MET_I4_0248,Dodecanedioylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.0293001607046513,0.9479967590234804,0.986479675918489,166266.58,R+1_vs_Preflight,Inspiration4
MET_I4_0249,Hydroxy-tetradecadiencarnitine,,,Carnitine metabolism,Lipid metabolism,0.1560510316739595,0.4970597226979302,0.786575210304444,24274.400833333333,R+1_vs_Preflight,Inspiration4
MET_I4_0250,Hexadecadienoylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.1955174097772885,0.6889128636367488,0.8703072871153323,30835.52533333333,R+1_vs_Preflight,Inspiration4
MET_I4_0251,Hexadecanedioic acid mono-L-carnitine ester,,,Carnitine metabolism,Lipid metabolism,0.9857722467833928,0.2461212498423578,0.6106672304348486,55774.34416666668,R+1_vs_Preflight,Inspiration4
MET_I4_0252,Hydroxy-octadecenoylcarnitine,,,Carnitine metabolism,Lipid metabolism,0.1650849465713582,0.2956885731855537,0.6505148610082182,44697.99583333333,R+1_vs_Preflight,Inspiration4
MET_I4_0253,Cervonyl carnitine,,,Carnitine metabolism,Lipid metabolism,-0.3357302495049796,0.0906566448586467,0.44943203779015,31531.647500000003,R+1_vs_Preflight,Inspiration4
MET_I4_0254,Malondialdehyde,HMDB06112,C19440,Oxidative Stress; Lipid Peroxidation; Oxidative Damage,Lipid metabolism,-1.5640290196593858,0.1370752373023962,0.4829760314326617,63690.76825,R+1_vs_Preflight,Inspiration4
MET_I4_0255,Archidonoyl Glycine,HMDB05096,,"Fatty acid metabolism, acylglycine",Lipid metabolism,0.281677181539879,0.2886098012190109,0.6380540213224212,32598.316666666666,R+1_vs_Preflight,Inspiration4
MET_I4_0256,N-Linoleoylglycine,,,"Fatty acid metabolism, acylglycine",Lipid metabolism,-0.1118481974420109,0.7870251739692633,0.931279900761281,6080.7813750000005,R+1_vs_Preflight,Inspiration4
