metabolite_name,norm_name,super_pathway,sub_pathway,HMDB_id,KEGG_id,CAS_id,formula,log2FC_PD_R1,pvalue_PD_R1,padj_PD_R1,log2FC_PD_R39,pvalue_PD_R39,padj_PD_R39,log2FC_I4_R1,pvalue_I4_R1,padj_I4_R1,log2FC_I4_R45,pvalue_I4_R45,padj_I4_R45,log2FC_I4_R82,pvalue_I4_R82,padj_I4_R82,concordant,avg_log2FC
PE O-38:5,peo38:5,Glycerophosethanolamines [GP01],Glycerophosethanolamines [GP01],,,,C43H78NO7P,0.0024602127446797,0.991540406304008,0.9993027653760432,-0.0510756075336563,0.788886789692103,0.9216437931952424,0.0702557114202346,0.7401486140999896,0.9188335127824035,0.1592733304629769,0.3895842351906455,0.9475413111830084,0.0015790165077544,0.993424419891377,0.9986600788327176,TRUE,0.0363579620824571
PC 32:3,pc32:3,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C40H74NO8P,-0.5173295994120175,0.2676618629511264,0.5354141537644564,-0.1849101087037288,0.5935904067789122,0.8994552033274821,-1.4254235762959246,0.0346800969986499,0.383917564409946,-0.038221139878273,0.9353661935826968,0.983740821045,-0.2813520273722846,0.538991462535646,0.9418937937821892,TRUE,-0.9713765878539712
PC 36:6,pc36:6,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C44H76NO8P,-0.4442080429590202,0.4807390527344209,0.6978743236700867,0.1553454116855762,0.7453480246311208,0.9216437931952424,-1.1016221909843034,0.0211847213147898,0.3287483011092887,-0.3483826262787446,0.340008624876964,0.9475413111830084,-0.1473387237416688,0.6383919285996076,0.9810706177267752,TRUE,-0.7729151169716618
N-Acetycysteine,nacetycysteine,"Cofactor, vitamin and antioxidant metabolism",Glutathione synthesis,HMDB01890,C06809,616-91-1,C5H9NO3S,-0.0011102446497472,0.9897145970419938,0.9993027653760432,-0.0323751483764798,0.695814447837559,0.9183848389773136,0.2280143820496422,0.4242175118377393,0.7184386611018111,-0.1012320269001667,0.6643744118379924,0.9475413111830084,-0.1103483564706606,0.6450861956306303,0.9810706177267752,FALSE,0.1134520686999474
Citraconic Acid,citraconicacid,Amino acids,"Valin, leucine, isoleucine biosynthesis",HMDB00634,C02226,498-23-7,C5H6O4,-0.6288246440416758,0.1254518160896347,0.4018278982363428,-0.3318597566923423,0.3641797872605194,0.8937009496165054,-1.0796742520205704,0.126925792011182,0.470632807493079,-0.7904471226497081,0.2166408870128154,0.9475413111830084,-0.3032496065785072,0.5677922180209877,0.9488221465481652,TRUE,-0.8542494480311231
Serine,serine,Amino acids,"Glycine, serine and threonine metabolism",HMDB00187,C00065,56-45-1,C3H7NO3,-0.1867829078988095,0.3889362141131884,0.6532195901831966,0.0467393955141441,0.8391630257210329,0.937362954262856,0.2254388023259957,0.2351065636015387,0.6059032010531085,-0.0821532632172413,0.6848759373969855,0.9475413111830084,-0.183790660719868,0.4232324417690811,0.9269761010096572,FALSE,0.0193279472135931
Cortisol,cortisol,Lipid metabolism,Steroid hormone biosynthesis,HMDB00063,C00735,50-23-7,C21H30O5,-0.1543169510359431,0.6295392829914896,0.8106924236074081,-1.3618096422367536,0.0070528114744563,0.6602056906916773,0.6405150708327482,0.3688350011637201,0.6782079652228593,0.0469350186201764,0.9502740420109363,0.983740821045,0.0251201580370502,0.9730065015414782,0.9957852654521668,FALSE,0.2430990598984025
2-Methylcitric Acid,2methylcitricacid,Amino acids,Lysine biosynthesis,HMDB03518,C01251,,C7H10O7,-0.8270453436730055,0.2698856607935329,0.5354141537644564,-1.3023931770668091,0.1366062307804641,0.8937009496165054,-0.0349446891930255,0.84795563379253,0.948952830869556,-0.1070815517606902,0.5922742694036279,0.9475413111830084,0.0460039214285403,0.8452155438650905,0.9947320575600496,TRUE,-0.4309950164330155
PI 36:3,pi36:3,Glycerophospholipids [GP],Glycerophosphoinositols [GP06],,,,C45H84NO13P,-1.053801168855787,0.0241798721555779,0.2831177242834846,0.2607392481291607,0.4193380290070356,0.8937009496165054,-0.5020284469905417,0.3243231950480273,0.6537848462414385,-0.1398553685813782,0.7605622763916134,0.9607670304912502,-0.1746013932895531,0.6928195870734579,0.9947320575600496,TRUE,-0.7779148079231644
Alanine,alanine,Amino acids,"Alanine, Aspartate, and Glutamate metabolism",HMDB00161,C00041,56-41-7,C3H7NO2,-0.2105715559277204,0.2738866305555317,0.5354141537644564,0.0869257119489255,0.6557744559349334,0.9139608058986984,-0.128087871220748,0.3371082387081675,0.6635265153196083,-0.1601211687953425,0.1830976144176287,0.9475413111830084,-0.3839683377516998,0.0069689423209381,0.315693087138497,TRUE,-0.1693297135742342
2-Hydroxy-isovaleric acid,2hydroxyisovalericacid,Amino acids,"Valine, leucine, and isoleucine biosynthesis / degradation",,,,C5H10O3,1.5859882507794556,0.002797917261436,0.1336486752807946,0.1944472210759653,0.6777821124810699,0.9139608058986984,0.1313064876174538,0.6527910278693025,0.8508923513556516,0.0866864475950336,0.779542448893291,0.9607670304912502,-0.0835106491632502,0.781474834127959,0.9947320575600496,TRUE,0.8586473691984547
PC 42:9,pc42:9,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C50H82NO8P,-0.1933514496003434,0.2011877850027039,0.5004961709028757,-0.0456051709393843,0.7614331561889859,0.9216437931952424,-0.4646300290068941,0.10699974101497,0.4683643946690702,0.0163261226100253,0.9452392219074994,0.983740821045,0.1537002258584852,0.5281586384972194,0.9418937937821892,TRUE,-0.3289907393036188
PC 34:0,pc34:0,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C42H84NO8P,-0.1352556792056481,0.5267857702640484,0.7331855664766803,0.1724743923513729,0.3806224248546478,0.8937009496165054,0.7025468714479577,0.0579243891693131,0.4132029385853039,0.5582832564436355,0.1529958415892386,0.9475413111830084,0.5140651444388972,0.2178881714346557,0.8863701787212398,FALSE,0.2836455961211548
Beta-Alanine,betaalanine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00056,C00099,107-95-9,C3H7NO2,-0.2117159629539346,0.2723702046452879,0.5354141537644564,0.0862130003611979,0.658592350108732,0.9139608058986984,-0.2954477736458043,0.426029426157166,0.7184386611018111,-0.4385590264598234,0.2449155394931454,0.9475413111830084,-0.8872220647550404,0.0504290300258886,0.7617638546450011,TRUE,-0.2535818682998694
4-Imidazoleacetic Acid,4imidazoleaceticacid,Amino acids,Histidine metabolism,HMDB02024,C02835,645-65-8,C5H6N2O2,-0.040939194759596,0.8721720183694406,0.9689763258231,-0.1533319134100889,0.5336325047877406,0.8953345911408636,0.1825943621961952,0.3290871786684615,0.655057892400667,0.1861788966724052,0.3199741303376237,0.9475413111830084,0.0266420350376047,0.8944809638705837,0.9947320575600496,FALSE,0.0708275837182996
Succinic Acid,succinicacid,Energy metabolism,Citrate cycle (TCA cycle),HMDB00254,C00042,110-15-6,C4H6O4,1.1187423942907293,0.1640357185253788,0.453976045568044,-0.5895463299316149,0.2447568298032334,0.8937009496165054,0.0045839373146313,0.9640249636345226,0.986479675918489,-0.155916079807206,0.1732536271057506,0.9475413111830084,-0.1614199131588906,0.1428416849928095,0.8581466701854294,TRUE,0.5616631658026803
Indoxyl Sulfate,indoxylsulfate,Amino acids,Tryptophan metabolism,HMDB00682,,2642-37-7,C8H7NO4S,-0.6462433308470323,0.260776753653806,0.5351482151105263,-0.138196662021853,0.7816721110939227,0.9216437931952424,-0.0171332933136736,0.9662223175669044,0.986479675918489,-0.0741457858860627,0.8579927264568712,0.9733941635458688,-0.1241797298973884,0.794095241587033,0.9947320575600496,TRUE,-0.331688312080353
Sphingosine 1-phosphate,sphingosine1phosphate,Lipid metabolism,Sphingolipid metabolism,HMDB00277,C06124,26993-30-6,C18H38NO5P,0.0032479047692759,0.9871348487539922,0.9993027653760432,-0.277570216909017,0.1755280817969963,0.8937009496165054,-0.7082665476575486,0.0008219640556641,0.185352894552272,-0.3902975946817436,0.0403937380846048,0.9475413111830084,-0.3513163672491768,0.0401070045226086,0.7085838955099125,FALSE,-0.3525093214441363
PC 34:2,pc34:2,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],HMDB08004,C00157,8002-43-5,C42H80NO8P,-0.0657121384249232,0.4080075542012445,0.6534334180228053,-0.0385963820350387,0.6248376444839309,0.9091171270782366,0.132387656349878,0.4253711669574266,0.7184386611018111,-0.0468708821064838,0.7886622102087746,0.9607670304912502,-0.0049605621469181,0.9760014522312628,0.9957852654521668,FALSE,0.0333377589624774
PE 38:3,pe38:3,Glycerophosethanolamines [GP01],Glycerophosethanolamines [GP01],,,,C43H80NO8P,-0.71700845190588,0.0176625021474703,0.2371284862777401,0.1469969027359513,0.4759078306976961,0.8937009496165054,0.1370422719854313,0.855086040230275,0.9514184856318494,-0.985365899482326,0.2960076127835379,0.9475413111830084,-0.2948787895486928,0.7324845512873699,0.9947320575600496,FALSE,-0.2899830899602243
Sucrose,sucrose,Carbohydrate metabolism,Galactose metabolism; starch and sucrose metabolism,HMDB00258,C00089,57-50-1,C12H22O11,-1.7220211092131723,0.2064178146438947,0.5005175660219998,-1.978397770508676,0.1777934042876877,0.8937009496165054,-1.27656612885822,0.3582701385783867,0.6716913961512664,,,,-0.0090204944913145,0.9910419172853882,0.9986600788327176,TRUE,-1.4992936190356962
Glycolic Acid,glycolicacid,Glycylate and dicarboxylate metabolism,Glyoxylate and dicarboxylate metabolism,HMDB00115,C00160,79-14-1,C2H4O3,-0.1223373186928895,0.475345873903846,0.6932851934003419,-0.1965961159784442,0.2272948469085282,0.8937009496165054,-0.2320170412373567,0.0218873859290957,0.3287483011092887,-0.1045002306710801,0.1944724129321434,0.9475413111830084,0.2473470053838913,0.0207849330176537,0.5884734160623225,TRUE,-0.1771771799651231
4-Hydroxy-Proline,4hydroxyproline,Amino acids,Arginine and Proline metabolism,,C01157,2584-71-6,C5H9NO3,0.4354672186582283,0.4004510063313676,0.6532195901831966,0.2264758202534892,0.6456546108544632,0.9139608058986984,0.4502551369756872,0.2184252273412333,0.5880403552006206,0.0102377704174049,0.9802365256573486,0.9846223714097304,-0.5347054055503477,0.2569807904870726,0.9166322684302668,TRUE,0.4428611778169578
Erythrose,erythrose,Carbohydrate metabolism,Carbohydrates,,C01796,583-50-6,C4H8O4,-0.0683753814987015,0.8938308634869676,0.9763563161764268,-0.7683406711376942,0.2276242331979738,0.8937009496165054,0.0032098934234358,0.9891568137065984,0.9943092592316188,-0.3334161728998293,0.2257465902183465,0.9475413111830084,-0.3771486533362368,0.1744146987727393,0.870687317766254,FALSE,-0.0325827440376328
PC 28:1,pc28:1,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C36H70NO8P,-0.6415325029703316,0.2701403267662553,0.5354141537644564,0.3091819095347231,0.4754883176320539,0.8937009496165054,-2.04184971851804,0.0349015967645405,0.383917564409946,0.6475253190060631,0.2272632019258413,0.9475413111830084,-0.0514177489388826,0.9350232745914824,0.9947320575600496,TRUE,-1.3416911107441858
Citric Acid,citricacid,Energy metabolism,Citrate cycle (TCA cycle),HMDB00094,C00158,77-92-9,C6H8O7,-0.8536494663112646,0.2210687665729193,0.5185424114097582,-1.2273935946494563,0.1205084297895877,0.8937009496165054,0.0389941316158634,0.7422321962254023,0.9188335127824035,-0.0980002954843531,0.4938547777204686,0.9475413111830084,-0.0412732082302718,0.7601122150418901,0.9947320575600496,FALSE,-0.4073276673477006
PC 38:7,pc38:7,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C46H78NO8P,-0.6307953765270078,0.1920824615075011,0.4908454359890197,0.1546645583041648,0.6758569703652519,0.9139608058986984,-0.455348099512974,0.0672911656608407,0.4157303522334134,-0.1851620451679387,0.3927239089863586,0.9475413111830084,0.0215551010384164,0.9156384442032022,0.9947320575600496,TRUE,-0.5430717380199909
PE 38:4,pe38:4,Glycerophosethanolamines [GP01],Glycerophosethanolamines [GP01],,,,C43H78NO8P,-0.339004557893008,0.1449098925189018,0.436270370371161,0.2457213398561856,0.2039809854693493,0.8937009496165054,0.4033066684721607,0.359999557041207,0.6716913961512664,-0.202678239736662,0.6604566415987136,0.9475413111830084,-0.0823747755300007,0.8555004386782057,0.9947320575600496,FALSE,0.0321510552895763
Isoleucine,isoleucine,Amino acids,"Valine, leucine, isoleucine biosynthesis",HMDB00172,C00407,73-32-5,C6H13NO2,-0.000262425936169,0.9988166678075616,0.9993027653760432,-0.1678351627649661,0.3895208362529593,0.8937009496165054,0.1090620281804949,0.5480614719425607,0.8130780389674174,-0.1201501452263693,0.5495399257810791,0.9475413111830084,-0.2329835535595642,0.2731437948198932,0.9269761010096572,FALSE,0.0543998011221629
2-Aminoadipic Acid,2aminoadipicacid,Amino acids,Lysine degradation,HMDB00510,C00956,542-32-5,C6H11NO4,0.0992375444428558,0.8323026067951145,0.9414607059471218,0.3458974703095379,0.3216599389175633,0.8937009496165054,-0.0659982685000023,0.7008432662926845,0.8804465545905312,-0.0995042706191853,0.6011923748941446,0.9475413111830084,0.2565153974646799,0.2035886541329444,0.8863701787212398,FALSE,0.0166196379714267
PC 38:4,pc38:4,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C46H84NO8P,0.0088920936337001,0.9687508359962878,0.9993027653760432,-0.0346545699613686,0.8745750153806908,0.9416463138783092,-0.1962759329564246,0.094414693764925,0.44943203779015,0.1480353142139271,0.2308687909632578,0.9475413111830084,0.1515430297803523,0.1283370516135566,0.8581466701854294,FALSE,-0.0936919196613622
Glyceric Acid,glycericacid,Glycylate and dicarboxylate metabolism,Glyoxylate and dicarboxylate metabolism,HMDB00139,C00258,14028-62-7,C3H6O4,-0.5654613024681253,0.1266518053287956,0.4036226725377274,-0.3605545804619824,0.2897248706038517,0.8937009496165054,-0.329036568940235,0.2125606922786185,0.5880403552006206,-0.5126100173961944,0.0706252670690805,0.9475413111830084,-0.4436401276948725,0.1109356201092743,0.8581466701854294,TRUE,-0.4472489357041801
O-Succinylhomoserine,osuccinylhomoserine,Amino acids,Cysteine and methionine metabolism,,C01118,1492-23-5,C8H13NO6,-0.2035002826376028,0.6916688466075689,0.8608344027798343,-0.0086268313279537,0.9876851491618728,0.9924109154258052,-0.3429140558259274,0.3768485599578464,0.6853173408910835,,,,1.2841526660407194,0.0001297951600936,0.0293986037612011,TRUE,-0.2732071692317651
Tyrosine,tyrosine,Amino acids,Tyrosine metabolism,HMDB00158,C00082,60-18-4,C9H11NO3,-0.5565461560146924,0.0701573337488749,0.3612660412019187,-0.3728196798115951,0.1951235182647777,0.8937009496165054,0.0236779200548019,0.894459394635317,0.95592698336618,-0.0046817328151638,0.9778496994537964,0.9846223714097304,0.0093013510527901,0.9571314976120868,0.9947320575600496,FALSE,-0.2664341179799452
Phosphocholine,phosphocholine,Lipid metabolism,"Glycerophospholipid metabolism, choline metabolism",HMDB01565,C00588,107-73-3,C5H14NO4P,-1.300672863378369,0.0411402844073283,0.3352311277389937,-0.4364180245218431,0.3471869569885003,0.8937009496165054,0.2678506567870508,0.1156773403102583,0.4683643946690702,-0.0577829515345071,0.6814694653394495,0.9475413111830084,-0.4266209722369516,0.0033758255570025,0.2055112657783749,FALSE,-0.5164111032956591
Nicotinamide N-Oxide,nicotinamidenoxide,"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB02730,,1986-81-8,C6H6N2O2,0.0279781675869789,0.8305309376153059,0.9414607059471218,0.095690028324875,0.6010733347946852,0.9026025773280164,-0.0404577967479514,0.8595195481370093,0.9514184856318494,-0.6984876898239242,0.0098884289708574,0.9475413111830084,0.6258507855537456,0.0163780281064634,0.494616448815195,FALSE,-0.0062398145804862
Xanthine,xanthine,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB00292,C00385,69-89-6,C5H4N4O2,0.0745244886862498,0.9282424294244128,0.9827939830025284,,,,1.0153321368077484,0.0571251123083362,0.4132029385853039,0.4812300357661165,0.1896507657436423,0.9475413111830084,-0.014385810092731,0.9723932068397548,0.9957852654521668,TRUE,0.544928312746999
Maleic Acid,maleicacid,"Cofactor, vitamin and antioxidant metabolism",Nicotinate and nicotinamide metabolism,HMDB00176,C01384,110-16-7,C4H4O4,-1.009200272106569,0.1110242775556145,0.3823578427076766,-0.9819814981314848,0.1148853584303526,0.8937009496165054,-1.228635298457966,0.2988842846634219,0.6515513817823106,-1.1812506453103184,0.3106204696671247,0.9475413111830084,-1.0850227875882823,0.3385327480979843,0.9269761010096572,TRUE,-1.1189177852822674
Uric Acid,uricacid,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB00289,C00366,69-93-2,C5H4N4O3,-0.4006492707942492,0.2643049408003422,0.5354141537644564,-0.6109821217948849,0.1029548054290298,0.8937009496165054,-0.0734587148441744,0.7949950372352399,0.931279900761281,0.0976508251262272,0.7076698003181965,0.9484887771428964,-0.016205229255863,0.951864968385074,0.9947320575600496,TRUE,-0.2370539928192118
Adenosine,adenosine,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB00050,C00212,58-61-7,C10H13N5O4,0.3601834331296339,0.1057713438450889,0.3792143066264267,1.084867100798397,0.0191082426344814,0.8937009496165054,-0.7538307902000876,0.2765550052272543,0.6279076641753747,,,,4.543860949053283,0.2112736545611108,0.8863701787212398,FALSE,-0.1968236785352268
PC 36:3,pc36:3,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C44H82NO8P,-0.4091655179006883,0.000923076573286,0.0853448790712121,-0.0613585090747409,0.4919832276465141,0.8937009496165054,-0.2167161290320541,0.0521337021967327,0.4132029385853039,-0.0723333903799396,0.4862427332891944,0.9475413111830084,0.0232493532875378,0.8067448512706581,0.9947320575600496,TRUE,-0.3129408234663712
Hypoxanthine,hypoxanthine,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB00157,C00262,68-94-0,C5H4N4O,-0.226955906239499,0.5586583310850823,0.7490450669602555,-0.3352642891178993,0.3614044723320572,0.8937009496165054,2.435586492157781,5.140249533212322e-06,0.0023182525394787,0.0441478577605988,0.9425487598854992,0.983740821045,-2.3535072474575127,0.0736366764750248,0.8045497613784104,FALSE,1.104315292959141
Succinoadenosine,succinoadenosine,Purine  and pyrimidine metabolism/nucleotide metabolism,Purine metabolism,HMDB00912,,4542-23-8,C14H17N5O8,-0.773622036545381,0.2414871878259786,0.5185424114097582,-1.0658153489683804,0.1436043595800731,0.8937009496165054,-0.1049297472900076,0.77096039547116,0.9269571401909784,0.0964143302765498,0.7876029748091807,0.9607670304912502,0.1680358102335061,0.6145327230759497,0.9733682641727456,TRUE,-0.4392758919176943
Homovanillic Acid,homovanillicacid,Amino acids,Tyrosine metabolism; dopamine/catecholamine metabolite,HMDB00118,C05582,306-08-1,C9H10O4,-0.9411067508618224,0.1355467304657339,0.4202853305000577,-1.3663945820605294,0.0503503031658448,0.8937009496165054,-0.1440625881016917,0.6265301688298255,0.8372740894061015,-0.1180542193507915,0.659547903568479,0.9475413111830084,-0.255154837904383,0.3919862175973609,0.9269761010096572,TRUE,-0.5425846694817571
Trimethylamine N-Oxide,trimethylaminenoxide,Lipid metabolism,Glycerophospholipid metabolism,HMDB00925,,1184-78-7,C3H9NO,0.0563072421681396,0.9167866224481748,0.9827939830025284,-0.5190034429772548,0.3845967152375167,0.8937009496165054,-0.2158420980905274,0.7728068397157604,0.9269571401909784,-0.5917410509841886,0.4881982468543185,0.9475413111830084,-1.0698500944099265,0.2606980106379298,0.9226265532732988,FALSE,-0.0797674279611939
PC 32:2,pc32:2,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C40H76NO8P,-0.6367972602304449,0.2740261302476635,0.5354141537644564,0.1065029127864179,0.7930634619855402,0.9216437931952424,-0.927649835077805,0.0302808851079048,0.3593862943069761,-0.119503842994021,0.7327850893900789,0.9554656453837648,-0.0881294914111381,0.7911344534992204,0.9947320575600496,TRUE,-0.7822235476541249
PC 40:7,pc40:7,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C48H82NO8P,-0.310719812243146,0.2617527807326766,0.5351482151105263,0.0994987917006714,0.6703990678386473,0.9139608058986984,-0.4427769887063971,0.0194351409089786,0.3287483011092887,-0.1259168214434453,0.4514783949525068,0.9475413111830084,-0.0333888186830492,0.8288032482465939,0.9947320575600496,TRUE,-0.3767484004747715
PC 35:2,pc35:2,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],HMDB08330,C00157,,C43H82NO8P,-0.6831035780366991,0.0049375515755818,0.1447467711342672,0.029745680294091,0.8553120635100012,0.9393125904873764,-0.2701560227851969,0.0585895871538247,0.4132029385853039,-0.095688842486058,0.5011810415075071,0.9475413111830084,-0.1880169855244937,0.1518658213113473,0.8630127629705026,TRUE,-0.476629800410948
PC O-34:3,pco34:3,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C42H80NO7P,-0.0085761913564698,0.9555426281285796,0.9965899195020176,-0.112877611460907,0.4678830120203625,0.8937009496165054,-0.085661011721918,0.6484999654865227,0.8502136175419236,0.0489715721811158,0.7959393309516113,0.9607670304912502,-0.0662872609916007,0.7432937842837652,0.9947320575600496,TRUE,-0.0471186015391939
Uridine,uridine,Purine  and pyrimidine metabolism/nucleotide metabolism,Pyrimidine metabolism,HMDB00296,C00299,58-96-8,C9H12N2O6,-1.6943358229755203,0.3991192122463887,0.6532195901831966,-2.5881507577750784,0.3820038257098699,0.8937009496165054,-0.0123806300439072,0.9735778224925716,0.9911593633050786,0.2263642276187003,0.4942475125039584,0.9475413111830084,0.2297185840405554,0.4931463555552147,0.9418937937821892,TRUE,-0.8533582265097137
PC 32:1,pc32:1,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C40H78NO8P,-0.3437098531173187,0.2270058658735254,0.5185424114097582,-0.0868718454187192,0.7231966443054887,0.9204320927524402,-0.4554302240609628,0.2429516427587308,0.6106672304348486,-0.146745985985899,0.6846671400105129,0.9475413111830084,0.4599264743631157,0.2742665561995021,0.9269761010096572,TRUE,-0.3995700385891407
PC 42:6,pc42:6,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C50H88NO8P,-0.3899725773002618,0.4854691347356168,0.6978743236700867,-0.3282378533143566,0.5476702160699944,0.8953345911408636,-0.7859211657105194,0.0254908659517716,0.3381288395367359,0.081379505177137,0.7539048228373253,0.9607670304912502,0.0310129331722314,0.904035245067829,0.9947320575600496,TRUE,-0.5879468715053906
PC 34:1,pc34:1,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C42H82NO8P,-0.1405904208659398,0.4963091561474795,0.708531849613257,0.0623034074297167,0.7339650746958255,0.921131979732708,0.0765411259755217,0.5830108845546457,0.8318047133454698,-0.0667820399056971,0.6906091447286024,0.9475413111830084,0.1268412653852945,0.4088227034555254,0.9269761010096572,FALSE,-0.032024647445209
Meso-Tartaric Acid,mesotartaricacid,Glycylate and dicarboxylate metabolism,Glycylate and dicarboxylate metabolism,HMDB62642,C00552,147-73-9,C4H6O6,-1.5070210763219332,0.5078887640792715,0.721548910644406,-1.4539411099620112,0.514087599752802,0.8953345911408636,1.5496401456640347,0.057277392750165,0.4132029385853039,-0.6150701010961885,0.528114238182628,0.9475413111830084,1.6391992550787662,0.0546274068917422,0.7733192288112267,FALSE,0.0213095346710507
PC 31:0,pc31:0,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C39H78NO8P,-0.7563575907527166,0.0086592210199627,0.1812987662125987,0.10602792030158,0.585843592093067,0.8994552033274821,-1.573591147174366,0.2024516351111037,0.5815648881217056,-0.9643600369016512,0.3460536881791246,0.9475413111830084,-0.9112333363702598,0.3611021063275175,0.9269761010096572,TRUE,-1.1649743689635412
Theobromine,theobromine,Caffeine metabolism,Cacao alkaloid,HMDB02825,C07480,83-67-0,C7H8N4O2,-3.456047536549459,0.0415159786680273,0.3352311277389937,-0.4245194976658273,0.5586161198306122,0.8953345911408636,-1.5548961986502334,0.128354402043567,0.470632807493079,-0.5061595908343305,0.501688319994166,0.9475413111830084,-0.2364753984348083,0.7338234516415703,0.9947320575600496,TRUE,-2.505471867599846
PC 36:2,pc36:2,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],HMDB08590,C00157,,C44H84NO8P,-0.5248274906051631,0.0049971180090437,0.1447467711342672,-0.0646531818609453,0.6487156726220296,0.9139608058986984,-0.2426354276744962,0.1691239092100735,0.5426330074030167,0.0351505989579469,0.8367236497320594,0.969353406585131,0.1060010299222245,0.5547926918573688,0.9418937937821892,TRUE,-0.3837314591398296
PC 36:5,pc36:5,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C44H78NO8P,-0.9154789407629488,0.0856571037454972,0.3764494188759763,0.1971305474636654,0.5899157922874547,0.8994552033274821,-0.7867732470813859,0.0794566336454296,0.4393682020118479,-0.1363526674998909,0.6874527205767675,0.9475413111830084,0.1255877174694487,0.6924777038106221,0.9947320575600496,TRUE,-0.8511260939221673
N-Acetylglycine,nacetylglycine,Amino acids,Amino acid acetylation,HMDB00532,,543-24-8,C4H7NO3,0.5694838782664152,0.1051245824674678,0.3792143066264267,-0.5770186084988752,0.0505943723549222,0.8937009496165054,0.4579464095456662,0.0250566995476767,0.3381288395367359,0.6039652800178376,0.0059817845913648,0.9475413111830084,0.4593145257918791,0.0054023590089018,0.2719187367813948,TRUE,0.5137151439060407
Phenylalanine,phenylalanine,Amino acids,Phenylalanine metabolism,HMDB00159,C00079,63-91-2,C9H11NO2,-0.4272432372987273,0.0608459649015765,0.3392006368211062,-0.2763192723685244,0.1440040364607867,0.8937009496165054,-0.0671937681860169,0.5415147651349517,0.8130780389674174,-0.1935369447095244,0.09219060059866,0.9475413111830084,-0.1093078145514518,0.3119815728351167,0.9269761010096572,TRUE,-0.2472185027423721
PC 36:4,pc36:4,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],HMDB07983,C00157,,C44H80NO8P,0.1915811294261317,0.2411376140465956,0.5185424114097582,-0.0291593963925803,0.8511818541807088,0.9391323434918504,0.1518970218242095,0.2858461466406348,0.635057202635105,-0.1188538722775498,0.4484726325429569,0.9475413111830084,-0.0317168524731408,0.8367799267513809,0.9947320575600496,TRUE,0.1717390756251706
Betaine,betaine,Amino acids,"Glycine, serine and threonine metabolism",HMDB00043,C00719,107-43-7,C5H11NO2,-0.2169724963845203,0.1391313272969791,0.4261741141960866,-0.0122332611516672,0.9428111668339966,0.9689576429125903,0.0692807915985751,0.7974795464559391,0.9317701436570688,0.1531393328002271,0.5387350550858112,0.9475413111830084,0.1268224676000755,0.60720888055083,0.968540925667345,FALSE,-0.0738458523929725
Pipecolinic Acid,pipecolinicacid,Amino acids,Lysine degradation,HMDB00070,C00408,3105-95-1,C6H11NO2,-0.3615723177763968,0.5346074370870337,0.7355143613020554,-0.1283794077692862,0.8189925422290468,0.9267198431262028,-0.1022613456553391,0.6138743302097338,0.8372740894061015,0.0171666318967321,0.937023755298358,0.983740821045,-0.0135152816807474,0.95071969920607,0.9947320575600496,TRUE,-0.2319168317158679
PC 40:6,pc40:6,Glycerophosphocholines [GP01],Diacylglycerophosphocholines [GP0101],,,,C48H84NO8P,0.0574387587385499,0.6999267318714204,0.8667820521729965,-0.0721359664505608,0.6216906233955917,0.9066321591185712,-0.1314719964684673,0.5469291651911086,0.8130780389674174,-0.0598304133650131,0.7271259633593588,0.9533880694028094,-0.04598375844114,0.7835333577059566,0.9947320575600496,FALSE,-0.0370166188649587
